,name,market_capitalization_USD,price,country
1410,Aluminum Corporation of China,10370000000,1,China
1411,Juniper Networks,10360000000,32,USA
1412,Annaly Capital Management,10350000000,22,USA
1413,Emera,10330000000,39,Canada
1414,Disco Corp.,10320000000,286,Japan
1415,West Japan Railway,10300000000,41,Japan
1416,Rolls-Royce Holdings,10250000000,1,UK
1417,Ivanhoe Mines,10230000000,8,Canada
1418,Varun Beverages,10230000000,16,India
1419,Suncorp,10230000000,8,Australia
1420,Ramsay Health Care,10220000000,45,Australia
1421,HF Sinclair,10210000000,51,USA
1422,Bentley Systems,10210000000,35,USA
1423,Samsung Life Insurance,10200000000,57,S. Korea
1424,Hyatt Hotels,10190000000,95,USA
1425,Fresenius Medical Care,10190000000,17,Germany
1426,Suntory,10190000000,33,Japan
1427,Watsco,10190000000,262,USA
1428,Darling Ingredients,10190000000,64,USA
1429,KakaoBank,10170000000,21,S. Korea
1430,Sasol,10170000000,16,South Africa
1431,Korea Electric Power,10160000000,8,S. Korea
1432,AGCO,10160000000,136,USA
1433,Acciona,10140000000,186,Spain
1434,Hua Nan Financial Holdings,10130000000,1,Taiwan
1435,Hindustan Aeronautics,10130000000,30,India
1436,Telia Company,10120000000,3,Sweden
1437,BorgWarner,10100000000,43,USA
1438,Scentre Group,10090000000,2,Australia
1439,ENEOS Holdings,10090000000,3,Japan
1440,Flex,10080000000,22,Singapore
1441,Crown Holdings,10060000000,84,USA
1442,SK Innovation,10040000000,73,S. Korea
1443,Tingyi (master kang),10030000000,2,China
1444,Vail Resorts,10020000000,248,USA
1445,Paylocity,10000000000,180,USA
1446,Jazz Pharmaceuticals,9990000000,159,Ireland
1447,Bill.com,9980000000,94,USA
1448,Next plc,9980000000,77,UK
1449,CapitaLand Mall Trust,9960000000,1,Singapore
1450,Entain,9950000000,17,Isle of Man
1451,Burberry,9950000000,26,UK
1452,Gerdau,9940000000,6,Brazil
1453,Yakult,9920000000,64,Japan
1454,Galp Energia,9910000000,13,Portugal
1455,Bruker,9910000000,67,USA
1456,Lenovo,9900000000,1,Hong Kong
1457,Builders FirstSource,9890000000,67,USA
1458,Tapestry,9890000000,41,USA
1459,Alstom,9860000000,26,France
1460,Five Below,9830000000,177,USA
1461,Prysmian Group,9820000000,36,Italy
1462,ANA Holdings,9810000000,21,Japan
1463,INWIT,9790000000,10,Italy
1464,REA Group,9790000000,74,Australia
1465,Allegion,9780000000,111,Ireland
1466,AutoNation,9780000000,111,USA
1467,Lamar Advertising,9770000000,96,USA
1468,PUMA,9760000000,65,Germany
1469,Localiza,9750000000,10,Brazil
1470,Israel Chemicals,9740000000,8,Israel
1471,Evonik Industries,9730000000,21,Germany
1472,Sumitomo Metal Mining,9730000000,35,Japan
1473,Reinsurance Group of America,9720000000,146,USA
1474,Sonic Healthcare,9720000000,20,Australia
1475,(HLBank) Hong Leong Bank,9720000000,5,Malaysia
1476,Knorr-Bremse,9680000000,60,Germany
1477,Asahi Kasei,9670000000,7,Japan
1478,East West Bancorp,9630000000,68,USA
1479,Black Knight,9620000000,62,USA
1480,Gjensidige Forsikring,9620000000,18,Norway
1481,Zendesk,9620000000,77,USA
1482,Spirax-Sarco Engineering,9620000000,129,UK
1483,Cleveland-Cliffs,9610000000,19,USA
1484,Omron,9600000000,48,Japan
1485,Liberty Global,9590000000,21,UK
1486,Ares Capital,9570000000,19,USA
1487,Rheinmetall,9560000000,221,Germany
1488,Kikkoman,9560000000,50,Japan
1489,Eiffage,9550000000,100,France
1490,Keppel,9520000000,5,Singapore
1491,LG Corp,9500000000,60,S. Korea
1492,Hong Kong Telecom,9490000000,1,Hong Kong
1493,Synnex,9480000000,99,USA
1494,Morningstar,9480000000,223,USA
1495,Largan Precision,9470000000,71,Taiwan
1496,China Oilfield Services,9460000000,1,China
1497,Qorvo,9460000000,93,USA
1498,Caesars Entertainment,9460000000,44,USA
1499,InterGlobe Aviation,9430000000,24,India
1500,HELLA,9420000000,85,Germany
1501,JBS,9400000000,4,Brazil
1502,Vipshop,9390000000,15,China
1503,A. O. Smith,9380000000,61,USA
1504,Sage Group,9370000000,9,UK
1505,WillScot,9370000000,45,USA
1506,Ford Otosan,9370000000,27,Turkey
1507,Central Pattana,9360000000,2,Thailand
1508,Red Eléctrica,9360000000,17,Spain
1509,Ceridian,9360000000,61,USA
1510,TPG Capital,9350000000,30,USA
1511,Westrock,9340000000,37,USA
1512,Halma,9330000000,25,UK
1513,Performance Food Group,9320000000,60,USA
1514,BJ's Wholesale Club,9250000000,69,USA
1515,Twilio,9230000000,50,USA
1516,PKO Bank Polski,9230000000,7,Poland
1517,ESR,9220000000,2,Hong Kong
1518,American Airlines,9210000000,14,USA
1519,Northern Star,9200000000,8,Australia
1520,Ipsen,9190000000,108,France
1521,President Chain Store (PSCS),9190000000,9,Taiwan
1522,Chr. Hansen,9180000000,69,Denmark
1523,Huntington Ingalls Industries,9180000000,230,USA
1524,Cochlear,9150000000,139,Australia
1525,NEC Corp,9120000000,34,Japan
1526,Knight-Swift,9120000000,55,USA
1527,Advance Auto Parts,9120000000,154,USA
1528,Jabil,9120000000,68,USA
1529,Lattice Semiconductor,9110000000,67,USA
1530,TFI International,9100000000,104,Canada
1531,Toast,9070000000,17,USA
1532,STORE Capital,9060000000,32,USA
1533,Bharat Petroleum,9050000000,4,India
1534,Havells India,9050000000,14,India
1535,Quanta Computer,9010000000,2,Taiwan
1536,XPeng,9010000000,10,China
1537,AngloGold Ashanti,8980000000,21,South Africa
1538,Wharf Holdings,8970000000,3,Hong Kong
1539,Hasbro,8950000000,65,USA
1540,Vistra,8950000000,23,USA
1541,Yandex,8950000000,25,Netherlands
1542,Adani Wilmar,8940000000,7,India
1543,Origin Energy,8940000000,5,Australia
1544,Mowi,8940000000,17,Norway
1545,Yuanta Financial Holding,8930000000,1,Taiwan
1546,Svenska Cellulosa Aktiebolaget (SCA),8930000000,13,Sweden
1547,AMEC,8910000000,14,China
1548,CubeSmart,8900000000,39,USA
1549,Lincoln Electric,8890000000,154,USA
1550,Hang Lung Properties,8870000000,2,Hong Kong
1551,SBI Card,8860000000,9,India
1552,Comerica,8850000000,68,USA
1553,VAT Group,8850000000,295,Switzerland
1554,Spring Airlines,8830000000,9,China
1555,Taiwan Mobile,8830000000,3,Taiwan
1556,Ampol,8830000000,18,Australia
1557,Bangkok Bank,8810000000,5,Thailand
1558,Dr. Reddy's,8810000000,53,India
1559,Kesko,8790000000,22,Finland
1560,Coca-Cola HBC,8790000000,24,Switzerland
1561,Umicore,8790000000,36,Belgium
1562,Isuzu,8780000000,11,Japan
1563,Deutsche Wohnen,8760000000,22,Germany
1564,Wolfspeed,8760000000,71,USA
1565,China Zheshang Bank,8760000000,0,China
1566,Bharat Electronics,8760000000,1,India
1567,JD Sports Fashion,8760000000,2,UK
1568,Toray Industries,8750000000,5,Japan
1569,Penumbra,8750000000,230,USA
1570,SIG Combibloc,8750000000,23,Switzerland
1571,DCP Midstream,8740000000,42,USA
1572,Invesco,8710000000,19,USA
1573,Cullen/Frost Bankers,8710000000,135,USA
1574,ASX,8710000000,45,Australia
1575,Coinbase,8710000000,33,USA
1576,Japan Airlines,8710000000,20,Japan
1577,Commerce Bancshares,8700000000,70,USA
1578,Genting Singapore,8700000000,1,Singapore
1579,Rémy Cointreau,8660000000,170,France
1580,Schroders,8660000000,5,UK
1581,Fresnillo,8660000000,12,Mexico
1582,Sumitomo Denki Kōgyō,8650000000,11,Japan
1583,Getlink,8640000000,16,France
1584,Metso Outotec (Mo Group),8630000000,10,Finland
1585,Cognex,8620000000,50,USA
1586,Mondi,8610000000,18,UK
1587,Lennox,8610000000,243,USA
1588,United Utilities,8590000000,12,UK
1589,Mitsui O.S.K. Lines,8580000000,24,Japan
1590,Covestro,8580000000,44,Germany
1591,Catalent,8570000000,48,USA
1592,Jefferies Financial Group,8570000000,37,USA
1593,Tata Consumer Products,8570000000,9,India
1594,Genpact,8560000000,47,Bermuda
1595,Repligen,8560000000,154,USA
1596,Advantech,8560000000,11,Taiwan
1597,F5 Networks,8550000000,142,USA
1598,James Hardie Industries,8540000000,19,Ireland
1599,NOV,8540000000,22,USA
1600,Pinnacle West Capital,8530000000,75,USA
1601,Ascendas Reit,8530000000,2,Singapore
1602,Federal Realty Investment Trust,8530000000,104,USA
1603,ADT,8520000000,9,USA
1604,KEPCO,8520000000,9,Japan
1605,Meridian Energy,8500000000,3,New Zealand
1606,Recordati,8480000000,41,Italy
1607,Owens Corning,8480000000,90,USA
1608,QNB Finansbank,8480000000,3,Turkey
1609,Samsung Electro-Mechanics,8470000000,54,S. Korea
1610,Zillow,8470000000,36,USA
1611,Antero Resources,8460000000,28,USA
1612,Nitto Denko,8460000000,57,Japan
1613,US Foods,8440000000,38,USA
1614,Elisa,8430000000,53,Finland
1615,RenaissanceRe,8420000000,193,Bermuda
1616,International Consolidated Airlines,8420000000,2,Spain
1617,IMCD,8390000000,147,Netherlands
1618,Exact Sciences,8380000000,47,USA
1619,Penske Automotive,8370000000,118,USA
1620,SG Holdings,8370000000,13,Japan
1621,Adevinta,8360000000,7,Norway
1622,Signify Health,8360000000,29,USA
1623,SK Telecom,8350000000,21,S. Korea
1624,New Hope Liuhe,8350000000,2,China
1625,Mizrahi-Tefahot,8340000000,32,Israel
1626,Regal Rexnord,8330000000,126,USA
1627,National Retail Properties,8330000000,47,USA
1628,Webster Financial,8320000000,48,USA
1629,Fisher & Paykel Healthcare,8320000000,14,New Zealand
1630,Plains All American Pipeline,8310000000,12,USA
1631,Casey's General Stores,8300000000,223,USA
1632,Legend Biotech,8300000000,50,USA
1633,OpenText,8300000000,30,Canada
1634,Dish Network,8300000000,16,USA
1635,Life Storage,8280000000,96,USA
1636,LG Household & Health Care,8280000000,239,S. Korea
1637,XP Inc.,8270000000,15,Brazil
1638,Switch,8270000000,34,USA
1639,Robert Half,8270000000,76,USA
1640,UGI Corporation,8270000000,39,USA
1641,Whirlpool,8250000000,152,USA
1642,Sibanye-Stillwater,8250000000,12,South Africa
1643,SEI Investments,8240000000,61,USA
1644,ICICI Prulife,8240000000,6,India
1645,Dentsu,8240000000,31,Japan
1646,Williams-Sonoma,8230000000,124,USA
1647,Mediobanca,8200000000,10,Italy
1648,Alcoa,8200000000,46,USA
1649,Jardine Cycle & Carriage,8190000000,21,Singapore
1650,Royal Gold,8190000000,125,USA
1651,Sinopharm,8180000000,3,China
1652,Grupo Aeroportuario del Pacífico,8180000000,162,Mexico
1653,Unum,8180000000,41,USA
1654,Floor & Decor,8180000000,77,USA
1655,KT&G (Korea Tobacco),8160000000,70,S. Korea
1656,Banco Santander México,8150000000,6,Mexico
1657,Intertek,8140000000,50,UK
1658,Churchill Downs,8130000000,217,USA
1659,Yaskawa,8120000000,31,Japan
1660,Masimo,8110000000,154,USA
1661,SK Group,8110000000,146,S. Korea
1662,OTP Bank,8080000000,28,Hungary
1663,Pure Storage,8060000000,27,USA
1664,Shimadzu,8060000000,27,Japan
1665,Want Want China,8060000000,1,Hong Kong
1666,Becle,8040000000,2,Mexico
1667,Dropbox,8040000000,22,USA
1668,Euronext,8030000000,74,Netherlands
1669,Marico,8030000000,6,India
1670,SRF Limited,8030000000,27,India
1671,Admiral Group,8020000000,27,UK
1672,Oracle Corp Japan,8010000000,62,Japan
1673,T&D Holdings,7990000000,14,Japan
1674,Tōkyō Gas,7990000000,18,Japan
1675,Traton,7990000000,16,Germany
1676,Jones Lang LaSalle,7980000000,168,USA
1677,China Gas,7970000000,1,China
1678,Taiwan Cement,7970000000,1,Taiwan
1679,Sagax,7960000000,23,Sweden
1680,Choice Properties REIT,7960000000,11,Canada
1681,Banque Cantonale Vaudoise,7950000000,93,Switzerland
1682,Tata Power,7950000000,2,India
1683,New Fortress Energy,7930000000,38,USA
1684,Fortune Brands Home & Security,7920000000,62,USA
1685,ST Engineering,7920000000,2,Singapore
1686,Capri Holdings,7900000000,61,UK
1687,Healthcare Realty,7900000000,21,USA
1688,Insurance Australia Group,7870000000,3,Australia
1689,Orion Corporation,7870000000,56,Finland
1690,Gecina,7860000000,106,France
1691,Telefónica Deutschland (O2),7860000000,3,Germany
1692,OGE Energy,7830000000,39,USA
1693,Coty,7820000000,9,USA
1694,Nissin Foods,7810000000,77,Japan
1695,Plug Power,7810000000,13,USA
1696,Ally,7780000000,26,USA
1697,Banco Santander-Chile,7780000000,16,Chile
1698,Dino Polska,7770000000,79,Poland
1699,Française des Jeux,7770000000,41,France
1700,Pearson,7760000000,11,UK
1701,Doosan Enerbility,7760000000,12,S. Korea
1702,Americold,7760000000,29,USA
1703,Grupo ACS,7740000000,29,Spain
1704,GAIL,7740000000,1,India
1705,Lear Corporation,7740000000,131,USA
1706,WH Group,7730000000,1,Hong Kong
1707,CCL Industries,7730000000,44,Canada
1708,Unibail-Rodamco-Westfield,7720000000,56,France
1709,Qantas Airways,7700000000,4,Australia
1710,Grupo Aeroportuario del Sureste,7700000000,257,Mexico
1711,Pentair,7690000000,47,UK
1712,Olin,7690000000,56,USA
1713,IDBI Bank,7680000000,1,India
1714,ARC Resources,7670000000,12,Canada
1715,PetGas (Petronas Gas),7670000000,4,Malaysia
1716,Zions Bancorporation,7660000000,51,USA
1717,Sofina,7660000000,219,Belgium
1718,Bajaj Holdings & Investment,7650000000,69,India
1719,Middleby,7650000000,142,USA
1720,Ralph Lauren,7650000000,116,USA
1721,Korea Zinc,7640000000,410,S. Korea
1722,Aselsan,7640000000,3,Turkey
1723,Apollo Hospitals,7640000000,53,India
1724,HMM,7630000000,16,S. Korea
1725,Berry Global,7630000000,62,USA
1726,Ciena,7630000000,51,USA
1727,Kingdom Holding,7620000000,2,S. Arabia
1728,Lifco,7620000000,17,Sweden
1729,Azrieli Group,7620000000,63,Israel
1730,Old Republic International,7610000000,25,USA
1731,Hess Midstream,7600000000,31,USA
1732,Indofood CBP,7600000000,1,Indonesia
1733,Pershing Square Holdings,7600000000,35,USA
1734,Sealed Air,7590000000,52,USA
1735,Elbit Systems,7580000000,171,Israel
1736,Yamaha Motor,7580000000,22,Japan
1737,Arabian Internet and Communications Services,7570000000,64,S. Arabia
1738,ICICI Lombard,7560000000,15,India
1739,Acadia Healthcare,7550000000,83,USA
1740,Megacable Holdings,7530000000,3,Mexico
1741,Iridium Communications,7530000000,60,USA
1742,Alfamart,7530000000,0,Indonesia
1743,Erdemir,7520000000,2,Turkey
1744,ShockWave Medical,7520000000,208,USA
1745,Punjab National Bank,7520000000,1,India
1746,AGC,7510000000,34,Japan
1747,BKW AG,7500000000,142,Switzerland
1748,Halozyme Therapeutics,7500000000,55,USA
1749,Phoenix Group,7470000000,7,UK
1750,Grifols,7460000000,9,Spain
1751,Nestle Malaysia,7460000000,32,Malaysia
1752,Monotaro,7450000000,15,Japan
1753,Türkiye Petrol Rafinerileri,7450000000,27,Turkey
1754,Chemed,7450000000,501,USA
1755,AptarGroup,7440000000,114,USA
1756,Rakuten,7430000000,5,Japan
1757,St. James's Place,7430000000,14,UK
1758,CACI,7430000000,315,USA
1759,Indutrade,7420000000,20,Sweden
1760,Hamamatsu,7420000000,48,Japan
1761,NRG Energy,7410000000,32,USA
1762,GEA Group,7410000000,41,Germany
1763,Organon,7410000000,29,USA
1764,Celsius Holdings,7410000000,97,USA
1765,Nippon Building Fund,7410000000,4358,Japan
1766,New World Development Company,7400000000,3,Hong Kong
1767,Manhattan Associates,7400000000,119,USA
1768,Medical Properties Trust,7390000000,12,USA
1769,Sinopac Financial Holdings,7380000000,1,Taiwan
1770,Auckland Airport,7370000000,5,New Zealand
1771,Kazatomprom,7360000000,28,Kazakhstan
1772,Chubu Electric Power,7360000000,10,Japan
1773,United Spirits,7360000000,10,India
1774,RaiaDrogasil,7350000000,4,Brazil
1775,Yes Bank,7340000000,0,India
1776,Xero,7330000000,48,New Zealand
1777,Donaldson,7320000000,60,USA
1778,Woori Financial Group,7320000000,30,S. Korea
1779,MISC Berhad,7320000000,2,Malaysia
1780,DiaSorin,7310000000,133,Italy
1781,Signature Bank,7310000000,116,USA
1782,Canadian Utilities,7310000000,27,Canada
1783,Jindal Steel & Power,7300000000,7,India
1784,Tokyu,7300000000,12,Japan
1785,Shoprite,7300000000,13,South Africa
1786,DaVita,7300000000,81,USA
1787,ABB India,7300000000,34,India
1788,WEX,7290000000,167,USA
1789,Globus Medical,7280000000,72,USA
1790,Tetra Tech,7270000000,137,USA
1791,Japan Exchange Group,7260000000,14,Japan
1792,SKF (Svenska Kullagerfabriken),7260000000,16,Sweden
1793,Kongsberg Gruppen,7250000000,41,Norway
1794,Mohawk Industries,7250000000,114,USA
1795,Yang Ming,7240000000,2,Taiwan
1796,Mitsubishi Chemical Holdings,7240000000,5,Japan
1797,Ascendis Pharma,7220000000,127,Denmark
1798,Orkla,7220000000,7,Norway
1799,UnipolSai,7190000000,3,Italy
1800,Bâloise,7190000000,159,Switzerland
1801,Arkema,7190000000,95,France
1802,Dentsply Sirona,7180000000,33,USA
1803,MasTec,7160000000,92,USA
1804,ZOZO,7160000000,24,Japan
1805,Planet Fitness,7140000000,80,USA
1806,Sabesp,7130000000,10,Brazil
1807,Fosun,7130000000,1,China
1808,Shanghai Commercial and Savings Bank,7130000000,1,Taiwan
1809,Aisin Seiki,7120000000,26,Japan
1810,Inspire Medical Systems,7120000000,247,USA
1811,Şişecam,7110000000,2,Turkey
1812,Wan Hai Lines,7110000000,3,Taiwan
1813,Genscript Biotech,7100000000,3,China
1814,Etihad Etisalat (Mobily),7100000000,9,S. Arabia
1815,Far EasTone,7100000000,2,Taiwan
1816,Indian Overseas Bank,7080000000,0,India
1817,Singapore Exchange,7070000000,7,Singapore
1818,Accor,7070000000,27,France
1819,S-OIL,7070000000,61,S. Korea
1820,Ocado,7060000000,9,UK
1821,OCI,7060000000,34,Netherlands
1822,Mattel,7050000000,20,USA
1823,ITT,7050000000,85,USA
1824,China Development Financial,7050000000,0,Taiwan
1825,Canara Bank,7040000000,4,India
1826,Concentrix,7040000000,136,USA
1827,Emcor,7030000000,148,USA
1828,Rohm,7010000000,71,Japan
1829,Graphic Packaging,7000000000,23,USA
1830,KT Corporation,7000000000,14,S. Korea
1831,Rational AG,6990000000,601,Germany
1832,Omega Healthcare,6980000000,29,USA
1833,Novatek Microelectronics,6970000000,11,Taiwan
1834,Dolby,6960000000,73,USA
1835,Elm Company,6950000000,87,S. Arabia
1836,Valmont Industries,6950000000,326,USA
1837,Empire Company,6940000000,27,Canada
1838,Meiji Holdings,6940000000,50,Japan
1839,CPFL Energia,6940000000,6,Brazil
1840,RTL Group,6940000000,45,Luxembourg
1841,Nexstar Media Group,6930000000,184,USA
1842,KBR,6930000000,51,USA
1843,BOK Financial,6910000000,103,USA
1844,Skechers,6910000000,45,USA
1845,Brixmor Property Group,6910000000,23,USA
1846,Symbotic,6900000000,12,USA
1847,Avis Budget Group,6890000000,166,USA
1848,Robinhood,6890000000,8,USA
1849,ASR Nederland,6890000000,45,Netherlands
1850,IGM Financial,6890000000,29,Canada
1851,Daito Trust Construction,6880000000,100,Japan
1852,Melrose Industries,6880000000,2,UK
1853,Mindtree,6870000000,42,India
1854,Edison,6870000000,1,Italy
1855,Cathay Pacific,6870000000,1,Hong Kong
1856,Advanced Drainage Systems,6860000000,83,USA
1857,Crocs,6860000000,111,USA
1858,Bancolombia,6840000000,28,Colombia
1859,Karuna Therapeutics,6840000000,199,USA
1860,Swiss Prime Site,6820000000,89,Switzerland
1861,NCsoft,6820000000,336,S. Korea
1862,Autoliv,6810000000,78,Sweden
1863,Northland Power,6800000000,28,Canada
1864,Sainsbury's,6800000000,3,UK
1865,Assurant,6790000000,129,USA
1866,Prosperity Bancshares,6790000000,74,USA
1867,Centrica,6780000000,1,UK
1868,Hankyu Hanshin Holdings,6770000000,28,Japan
1869,Amorepacific,6770000000,108,S. Korea
1870,Arrow Electronics,6770000000,110,USA
1871,OTE Group,6750000000,15,Greece
1872,Klépierre,6750000000,24,France
1873,Western Alliance Bancorporation,6750000000,62,USA
1874,PGNiG,6740000000,1,Poland
1875,Gentex,6740000000,29,USA
1876,Whitbread,6740000000,33,UK
1877,Restoration Hardware,6730000000,292,USA
1878,Korean Air Lines,6710000000,24,S. Korea
1879,Roivant Sciences,6710000000,9,UK
1880,Amkor Technology,6700000000,27,USA
1881,Globant,6690000000,160,Luxembourg
1882,Union Bank of India,6690000000,1,India
1883,Washington H. Soul Pattinson and Company (WHSP),6680000000,19,Australia
1884,Berger Paints,6680000000,7,India
1885,YPF (Yacimientos Petrolíferos Fiscales),6680000000,9,Argentina
1886,Canadian Tire,6660000000,199,Canada
1887,Idemitsu Kosan,6650000000,22,Japan
1888,Hunter Douglas,6650000000,191,Netherlands
1889,First Industrial Realty Trust,6650000000,49,USA
1890,Türkiye Is Bankasi,6650000000,1,Turkey
1891,Cemex,6640000000,5,Mexico
1892,Cholamandalam Investment and Finance,6640000000,8,India
1893,Hero MotoCorp,6630000000,33,India
1894,Skanska,6630000000,16,Sweden
1895,Copenhagen Airport,6630000000,834,Denmark
1896,Santander Polska,6630000000,64,Poland
1897,Sensata Technologies,6620000000,43,USA
1898,WESCO International,6620000000,130,USA
1899,Pandora,6620000000,74,Denmark
1900,Bid Corp,6610000000,20,South Africa
1901,Merdeka Copper Gold,6610000000,0,Indonesia
1902,Amplifon,6580000000,29,Italy
1903,DWS Group,6580000000,33,Germany
1904,Mapletree Commercial Trust,6570000000,1,Singapore
1905,Frontier Communications,6570000000,27,USA
1906,Sanlam,6570000000,3,South Africa
1907,New Oriental,6560000000,39,China
1908,ASUS,6560000000,9,Taiwan
1909,Zoomlion,6560000000,0,China
1910,Ritchie Bros. Auctioneers,6540000000,59,Canada
1911,Japan Post Insurance,6540000000,17,Japan
1912,Medpace,6530000000,210,USA
1913,Kakao Pay,6530000000,49,S. Korea
1914,Demant,6530000000,28,Denmark
1915,Saudi International Petrochemical Company (Sipchem),6530000000,9,S. Arabia
1916,UPL,6530000000,9,India
1917,EastGroup Properties,6520000000,150,USA
1918,nVent Electric,6520000000,39,UK
1919,Levi Strauss,6510000000,17,USA
1920,Curtiss-Wright,6510000000,170,USA
1921,JFE Holdings,6490000000,11,Japan
1922,Ingredion,6480000000,99,USA
1923,MKS Instruments,6480000000,97,USA
1924,Capcom,6480000000,30,Japan
1925,DXC Technology,6480000000,28,USA
1926,Matador Resources,6470000000,55,USA
1927,Israel Discount Bank,6460000000,52,Israel
1928,UiPath,6460000000,12,USA
1929,Great Eastern,6460000000,14,Singapore
1930,Murphy Oil,6440000000,41,USA
1931,Rexel,6430000000,21,France
1932,Treasury Wine Estates,6430000000,9,Australia
1933,Bankinter,6420000000,7,Spain
1934,Atlas Arteria,6410000000,4,Australia
1935,Trend Micro,6410000000,45,Japan
1936,Voya Financial,6400000000,66,USA
1937,Harley-Davidson,6400000000,44,USA
1938,Clearway Energy,6400000000,32,USA
1939,CAE,6390000000,20,Canada
1940,Stifel,6380000000,60,USA
1941,Industrial Bank of Korea (IBK),6380000000,8,S. Korea
1942,Generac Power Systems,6380000000,101,USA
1943,Spark New Zealand,6380000000,3,New Zealand
1944,Turquoise Hill Resources,6380000000,31,Canada
1945,37 Interactive Entertainment,6370000000,3,China
1946,West Fraser Timber,6370000000,75,Canada
1947,Makita,6360000000,23,Japan
1948,Holmen,6350000000,40,Sweden
1949,Nippon Sanso,6350000000,15,Japan
1950,Toho Co.,6350000000,36,Japan
1951,Banca Mediolanum,6340000000,9,Italy
1952,Reynolds Consumer,6340000000,30,USA
1953,Wyndham Hotels & Resorts,6340000000,72,USA
1954,Daiwa Securities Group,6340000000,4,Japan
1955,Osaka Gas,6340000000,15,Japan
1956,Torrent Pharmaceuticals,6340000000,19,India
1957,OZ Minerals,6330000000,19,Australia
1958,Agilon Health,6330000000,15,USA
1959,Allegro.eu,6330000000,6,Poland
1960,iA Financial,6320000000,60,Canada
1961,Tube Investments of India,6320000000,33,India
1962,Helvetia Holding,6320000000,120,Switzerland
1963,GarantiBank,6310000000,2,Turkey
1964,Bachem,6310000000,86,Switzerland
1965,GlobalWafers,6300000000,14,Taiwan
1966,Hapvida,6300000000,1,Brazil
1967,Charoen Pokphand Indonesia,6300000000,0,Indonesia
1968,KGHM Polska Miedź,6300000000,31,Poland
1969,U.S. Steel,6300000000,27,USA
1970,Ternium,6290000000,32,Luxembourg
1971,Agree Realty,6290000000,71,USA
1972,Wynn Macau,6290000000,1,Macau
1973,Adaro Energy,6270000000,0,Indonesia
1974,Kinsale Capital Group,6270000000,272,USA
1975,GMO Payment Gateway,6260000000,83,Japan
1976,World Wrestling Entertainment,6260000000,84,USA
1977,GoTo,6260000000,0,Indonesia
1978,Texas Roadhouse,6250000000,94,USA
1979,TIS,6240000000,26,Japan
1980,New York Community Bank,6230000000,9,USA
1981,Sampoerna,6220000000,0,Indonesia
1982,Shriram Transport Finance,6220000000,17,India
1983,Clean Harbors,6220000000,115,USA
1984,NextEra Energy Partners,6220000000,72,USA
1985,RLI Corp.,6210000000,137,USA
1986,Affiliated Managers Group,6210000000,165,USA
1987,MDU Resources,6200000000,31,USA
1988,Houlihan Lokey,6200000000,90,USA
1989,AGNC Investment,6200000000,11,USA
1990,Bombardier Recreational Products,6200000000,78,Canada
1991,Hanwha Solutions,6180000000,33,S. Korea
1992,Toromont,6180000000,75,Canada
1993,Samvardhana Motherson,6180000000,1,India
1994,Southwestern Energy,6180000000,6,USA
1995,Indorama Ventures,6170000000,1,Thailand
1996,Lodha Group,6170000000,13,India
1997,RBC Bearings,6170000000,213,USA
1998,Endeavor Group,6170000000,21,USA
1999,BELIMO Holding,6160000000,501,Switzerland
2000,Rumo,6160000000,3,Brazil
2001,Indian Railway Catering & Tourism,6160000000,8,India
2002,Flowers Foods,6150000000,29,USA
2003,Yamaha,6150000000,36,Japan
2004,Kosé,6140000000,108,Japan
2005,Reece Group,6140000000,10,Australia
2006,STAG Industrial,6140000000,34,USA
2007,Grupo Simec,6130000000,37,Mexico
2008,HealthSouth,6130000000,61,USA
2009,MinebeaMitsumi,6120000000,15,Japan
2010,Futu Holdings,6120000000,44,Hong Kong
2011,Choice Hotels International,6120000000,115,USA
2012,Yanbu National Petrochemical,6110000000,11,S. Arabia
2013,Indus Towers,6110000000,2,India
2014,Krafton,6110000000,130,S. Korea
2015,Tempur Sealy,6110000000,36,USA
2016,Nemetschek,6100000000,53,Germany
2017,Woodward,6100000000,102,USA
2018,Murphy USA,6100000000,270,USA
2019,BOSCH India,6090000000,207,India
2020,Procore,6090000000,44,USA
2021,TPG Telecom,6090000000,3,Australia
2022,Magnolia Oil & Gas,6080000000,22,USA
2023,Roku,6070000000,44,USA
2024,South State Corp,6050000000,80,USA
2025,Oshkosh Corporation,6050000000,93,USA
2026,Starwood Property Trust,6050000000,19,USA
2027,Clarivate,6040000000,9,UK
2028,On Holding,6040000000,19,Switzerland
2029,Pilgrim's Pride,6040000000,26,USA
2030,PI Industries,6040000000,40,India
2031,Kobe Bussan,6040000000,28,Japan
2032,Swedish Orphan Biovitrum,6030000000,20,Sweden
2033,Qualtrics,6030000000,10,USA
2034,CTS Eventim,6030000000,63,Germany
2035,Coupa,6020000000,79,USA
2036,Asset World Corp,6020000000,0,Thailand
2037,Elanco,6020000000,13,USA
2038,Landstar System,6010000000,167,USA
2039,Chang Hwa Commercial Bank,6000000000,1,Taiwan
2040,Silergy,6000000000,16,China
2041,BOC Aviation,6000000000,9,Singapore
2042,Macy's,5990000000,22,USA
2043,Valvoline,5990000000,34,USA
2044,QuidelOrtho,5990000000,91,USA
2045,Polaris,5990000000,103,USA
2046,Daifuku,5990000000,48,Japan
2047,United Tractors,5990000000,2,Indonesia
2048,Taishin Financial Holdings,5980000000,1,Taiwan
2049,AirTAC International,5970000000,30,Taiwan
