,name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
756,geberit ag,3678000000.0,803000000.0,28741000000.0,11908.0,christian buhl,switzerland,https://en.wikipedia.org/wiki/geberit,https://twitter.com/geberitgroup,https://www.facebook.com/geberit/
757,pt telekomunikasi indonesia tbk,81000000.0,-21000000.0,28718000000.0,24272.0,ririek adriansyah,indonesia,https://en.wikipedia.org/wiki/telkom_indonesia,,https://www.facebook.com/telkomindonesia/
758,mongodb,873000000.0,-306000000.0,28679000000.0,2539.0,dev ittycheria,usa,https://en.wikipedia.org/wiki/mongodb_inc.,,
759,chongqing zhifei biological products,4461000000.0,1485000000.0,28640000000.0,2972.0,,china,,,
760,wolters kluwer,5258000000.0,802000000.0,28489000000.0,19169.0,nancy mckinstry,netherlands,https://en.wikipedia.org/wiki/wolters_kluwer,https://twitter.com/wolters_kluwer,https://www.facebook.com/wolterskluwer/
761,fomento economico mexicanob. de c.v. (femsa),28008000000.0,1435000000.0,28483000000.0,320618.0,eduardo padilla silva,mexico,https://en.wikipedia.org/wiki/femsa,https://twitter.com/femsa,
762,v.f. corporation,11841000000.0,1386000000.0,28473000000.0,40000.0,steve rendle,usa,https://en.wikipedia.org/wiki/vf_corporation,https://twitter.com/vfcorp,
763,costar group,1944000000.0,292000000.0,28388000000.0,4742.0,andrew c. florance,usa,https://en.wikipedia.org/wiki/costar_group,,
764,zebra technologies corporation,5627000000.0,837000000.0,28370000000.0,9800.0,anders gustafsson,usa,https://en.wikipedia.org/wiki/zebra_technologies,https://twitter.com/zebratechnology,
765,great-west lifeco,51391000000.0,2847000000.0,28250000000.0,24500.0,paul a. mahon,canada,https://en.wikipedia.org/wiki/great-west_lifeco,,
766,orange s.a,46859000000.0,256000000.0,28197000000.0,142150.0,stephane richard,france,https://en.wikipedia.org/wiki/orange_s.a.,https://twitter.com/orange,https://www.facebook.com/orange.france/
767,rocket companies,12683000000.0,308000000.0,28140000000.0,26000.0,jay farner,usa,,,
768,olympus corporation,6340000000.0,845000000.0,28094000000.0,31653.0,yasuo takeuchi,japan,https://en.wikipedia.org/wiki/olympus_corporation,https://twitter.com/getolympus,https://www.facebook.com/getolympus/
769,vestas wind systems a/s,17177000000.0,184000000.0,28082000000.0,29378.0,henrik andersen,denmark,https://en.wikipedia.org/wiki/vestas,,
770,schindler holding ag,11944000000.0,880000000.0,28054000000.0,66674.0,thomas oetterli,switzerland,https://en.wikipedia.org/wiki/schindler_group,https://twitter.com/schindlergroup,https://www.facebook.com/atlasschindler/
771,evolution gaming group ab (publ),1177000000.0,667000000.0,27955000000.0,5054.0,martin carlesund,sweden,,,
772,singapore telecommunications (singtel),11018000000.0,1399000000.0,27940000000.0,22892.0,kuan moon yuen,singapore,https://en.wikipedia.org/wiki/singtel,,
773,mercadona,,,,93300.0,,usa,https://en.wikipedia.org/wiki/mercadona,,
774,extra space storage,1577000000.0,826000000.0,27910000000.0,4013.0,joseph margolis,usa,https://en.wikipedia.org/wiki/extra_space_storage,,
775,sampo oyj,14823000000.0,2829000000.0,27885000000.0,9813.0,torbjorn magnusson,finland,https://en.wikipedia.org/wiki/sampo_group,,
776,ntt data corporation,18621000000.0,1043000000.0,27860000000.0,139677.0,yo honma,japan,https://en.wikipedia.org/wiki/ntt_data,,
777,oneok,16540000000.0,1498000000.0,27853000000.0,2847.0,pierce h. norton ii,usa,https://en.wikipedia.org/wiki/oneok,https://twitter.com/oneok,https://www.facebook.com/oneokinc/
778,on semiconductor corporation,6739000000.0,1009000000.0,27815000000.0,33300.0,hassane el-khoury,usa,https://en.wikipedia.org/wiki/on_semiconductor,https://twitter.com/onsemi,
779,mitsubishi electric corporation,32667000000.0,1485000000.0,27731000000.0,146518.0,takeshi sugiyama,japan,https://en.wikipedia.org/wiki/mitsubishi_electric,https://twitter.com/mitsubishihvac,https://www.facebook.com/mitsubishielectric/
780,amerisourcebergen corporation,214000000000.0,1539000000.0,27707000000.0,42000.0,steven h. collis,usa,https://en.wikipedia.org/wiki/amerisourcebergen,,
781,slack technologies,902000000.0,-300000000.0,27700000000.0,2545.0,stewart butterfield,usa,https://en.wikipedia.org/wiki/slack_technologies,,
782,cenovus energy,37030000000.0,469000000.0,27662000000.0,2413.0,alex pourbaix,canada,https://en.wikipedia.org/wiki/cenovus_energy,,
783,goertek,11383000000.0,622000000.0,27623000000.0,87346.0,,china,,,
784,albemarle corporation,3327000000.0,123000000.0,27609000000.0,6000.0,j kent masters,usa,https://en.wikipedia.org/wiki/albemarle_corporation,,https://www.facebook.com/albemarlecorp/
785,vulcan materials company,5552000000.0,670000000.0,27592000000.0,11912.0,j. thomas hill,usa,https://en.wikipedia.org/wiki/vulcan_materials_company,,
786,cheniere energy,15864000000.0,-2343000000.0,27519000000.0,1550.0,jack a fusco,usa,https://en.wikipedia.org/wiki/cheniere_energy,,
787,ecopetrol,24404000000.0,4441000000.0,27466000000.0,15000.0,felipe bayon,colombia,https://en.wikipedia.org/wiki/ecopetrol,https://twitter.com/ecopetrol_sa,
788,pacific gas & electric corporation,20642000000.0,-88000000.0,27469000000.0,26000.0,patricia k. poppe,usa,https://en.wikipedia.org/wiki/pacific_gas_and_electric_company,https://twitter.com/pge4me,https://www.facebook.com/pacificgasandelectric/
789,shenzhen inovance technology,2611000000.0,520000000.0,27412000000.0,11216.0,,china,,,
790,ganfeng lithium,1624000000.0,761000000.0,27337000000.0,5500.0,,china,,,
791,laboratory corporation of america holdings,16120000000.0,2377000000.0,27300000000.0,75000.0,adam h schechter,usa,https://en.wikipedia.org/wiki/labcorp,,
792,kerry group,8100000000.0,841000000.0,27278000000.0,26000.0,edmond scanlon,ireland,https://en.wikipedia.org/wiki/kerry_group,,
793,peugeot,88183000000.0,,,209000.0,,france,https://en.wikipedia.org/wiki/peugeot,,
794,united microelectronics corporation,7421000000.0,1943000000.0,27282000000.0,19285.0,stan hung,taiwan,https://en.wikipedia.org/wiki/umc_(company),,
795,expedia group,8598000000.0,12000000.0,27261000000.0,14800.0,peter m kern,usa,https://en.wikipedia.org/wiki/expedia_group,,https://www.facebook.com/expedia/
796,shenzhou international group holdings,3470000000.0,491000000.0,27211000000.0,85700.0,,china,https://en.wikipedia.org/wiki/shenzhou_international,,
797,qinghai salt lake industry,2151000000.0,652000000.0,27200000000.0,,,china,,,
798,kansas city southern,2632000000.0,616000000.0,27200000000.0,7082.0,patrick j ottensmeyer,usa,https://en.wikipedia.org/wiki/kansas_city_southern_railway,,
799,kubota corporation,18013000000.0,1440000000.0,27151000000.0,43293.0,masatoshi kimata,japan,https://en.wikipedia.org/wiki/kubota,https://twitter.com/kubotauk,
800,loblaw companies,42472000000.0,1498000000.0,27074000000.0,200000.0,galen g. weston,canada,https://en.wikipedia.org/wiki/loblaw_companies,https://twitter.com/loblawco,
801,china everbright bank company,22468000000.0,6381000000.0,27049000000.0,46316.0,zhang jinliang,china,https://en.wikipedia.org/wiki/china_everbright_bank,,
802,hormel foods corporation,11386000000.0,908000000.0,27047000000.0,20000.0,jim snee,usa,https://en.wikipedia.org/wiki/hormel,https://twitter.com/hormelfoods,https://www.facebook.com/hormelfoodscorp/
803,webank,,,,,,china,https://en.wikipedia.org/wiki/webank_(china),,
804,fresenius se,41347000000.0,2003000000.0,27032000000.0,311269.0,stephan sturm,germany,https://en.wikipedia.org/wiki/fresenius_(company),https://twitter.com/fresenius,https://www.facebook.com/fresenius.group/
805,cerner corporation,5505000000.0,780000000.0,26977000000.0,26400.0,david t. feinberg,usa,https://en.wikipedia.org/wiki/cerner,https://twitter.com/cerner,https://www.facebook.com/cerner/
806,flutter entertainment,7901000000.0,-543000000.0,26926000000.0,14802.0,peter jackson,ireland,https://en.wikipedia.org/wiki/flutter_entertainment,,
807,saudi electricity company,18490000000.0,3876000000.0,26932000000.0,37769.0,fahad bin hussein al-sudairi,saudi arabia,https://en.wikipedia.org/wiki/saudi_electricity_company,,
808,cdw corporation,20820000000.0,988000000.0,26925000000.0,9900.0,christine a leahy,usa,https://en.wikipedia.org/wiki/cdw,https://twitter.com/cdwcorp,https://www.facebook.com/cdwcorporation/
809,northern trust corporation,6464000000.0,1545000000.0,26925000000.0,25000.0,michael g. o'grady,usa,https://en.wikipedia.org/wiki/northern_trust,,
810,evergreen marine corporation (taiwan),16297000000.0,7959000000.0,26910000000.0,,,taiwan,,,
811,docusign,2107000000.0,-69000000.0,26897000000.0,5630.0,dan springer,usa,https://en.wikipedia.org/wiki/docusign,https://twitter.com/docusign,https://www.facebook.com/docusign/
812,heineken holding,24179000000.0,1833000000.0,26890000000.0,84000.0,dolf van den brink,netherlands,https://en.wikipedia.org/wiki/heineken_n.v.,https://twitter.com/heinekencorp,
813,china international capital corporation,5407000000.0,1132000000.0,26876000000.0,9372.0,,china,,,
814,southwest airlines,15790000000.0,977000000.0,26844000000.0,55100.0,robert e jordan,usa,https://en.wikipedia.org/wiki/southwest_airlines,,https://www.facebook.com/southwestair
815,hess corporation,7473000000.0,559000000.0,26829000000.0,1545.0,john b. hess,usa,https://en.wikipedia.org/wiki/hess_corporation,https://twitter.com/hesscorporation,https://www.facebook.com/hesscorporation/
816,liberty broadband corporation,988000000.0,732000000.0,26773000000.0,1900.0,greg maffei,usa,https://en.wikipedia.org/wiki/liberty_global,,
817,zimmer biomet holdings,7836000000.0,401000000.0,26772000000.0,20000.0,bryan c. hanson,usa,https://en.wikipedia.org/wiki/zimmer_biomet,https://twitter.com/zimmerbiomet,
818,martin marietta materials,5414000000.0,702000000.0,26774000000.0,8700.0,c. howard nye,usa,https://en.wikipedia.org/wiki/martin_marietta_inc.,,
819,imperial oil,29961000000.0,1980000000.0,26731000000.0,5800.0,brad corson,canada,https://en.wikipedia.org/wiki/imperial_oil,https://twitter.com/manulife,https://www.facebook.com/manulife/
820,industries qatar,3893000000.0,2222000000.0,26691000000.0,5700.0,,qatar,https://en.wikipedia.org/wiki/industries_qatar,,
821,national bank of canada,6847000000.0,2348000000.0,26658000000.0,26920.0,laurent ferreira,canada,https://en.wikipedia.org/wiki/national_bank_of_canada,,
822,sun pharmaceutical industries,4810000000.0,410000000.0,26639000000.0,36000.0,kirti ganorkar,india,https://en.wikipedia.org/wiki/sun_pharmaceutical,https://twitter.com/sunpharma_live,
823,delta electronics,10963000000.0,934000000.0,26611000000.0,80000.0,ping zheng,taiwan,https://en.wikipedia.org/wiki/delta_electronics,,
824,flipkart,,,,30000.0,,india,https://en.wikipedia.org/wiki/flipkart,https://twitter.com/flipkart,https://www.facebook.com/flipkart
825,baoshan iron & steel,53163000000.0,3439000000.0,26590000000.0,52323.0,,china,https://en.wikipedia.org/wiki/baoshan_iron_and_steel_co.,,
826,hengli petrochemical,28811000000.0,2260000000.0,26583000000.0,26506.0,,china,,,
827,panasonic corporation,53916000000.0,1863000000.0,26571000000.0,259385.0,kazuhiro tsuga,japan,https://en.wikipedia.org/wiki/panasonic,https://twitter.com/panasonicesp,https://www.facebook.com/panasonic.br
828,delta air lines,29899000000.0,280000000.0,26567000000.0,83000.0,ed bastian,usa,https://en.wikipedia.org/wiki/delta_air_lines,,https://www.facebook.com/delta
829,rwe,24519000000.0,721000000.0,26492000000.0,19498.0,markus krebber,germany,https://en.wikipedia.org/wiki/rwe,,
830,ongc,61473000000.0,5698000000.0,26465000000.0,30105.0,subhash kumar,india,https://en.wikipedia.org/wiki/oil_and_natural_gas_corporation,https://twitter.com/ongc_,https://www.facebook.com/ongclimited/
831,allegro,1042000000.0,191000000.0,,2100.0,,poland,https://en.wikipedia.org/wiki/allegro_(website),,
832,coca-cola europacific partners plc,15167000000.0,1082000000.0,26436000000.0,33200.0,damian paul gammell,uk,https://en.wikipedia.org/wiki/coca-cola_europacific_partners,,
833,verisign,1327000000.0,784000000.0,26404000000.0,902.0,d. james bidzos,usa,https://en.wikipedia.org/wiki/verisign,https://twitter.com/verisign,https://www.facebook.com/verisign/
834,synchrony financial,14720000000.0,4179000000.0,26383000000.0,18000.0,brian d. doubles,usa,https://en.wikipedia.org/wiki/synchrony_financial,https://twitter.com/synchrony,https://www.facebook.com/synchronyfinancial/
835,dover corporation,7907000000.0,1123000000.0,26338000000.0,23000.0,richard j. tobin,usa,https://en.wikipedia.org/wiki/dover_corporation,https://twitter.com/dovercorp,https://www.facebook.com/dovercorp/
836,jd digits,139880000000.0,-523000000.0,,,,china,,,
837,adani total gas limited,376000000.0,64000000.0,26344000000.0,,suresh manglani,india,,,
838,ryanair holdings,4799000000.0,-240000000.0,26286000000.0,15016.0,michael o'leary,ireland,https://en.wikipedia.org/wiki/ryanair,,
839,saudi arabian mining company (ma'aden),7138000000.0,1394000000.0,26285000000.0,8000.0,mosaed al ohali,saudi arabia,https://en.wikipedia.org/wiki/maaden_(company),,
840,seagen,1574000000.0,-674000000.0,26280000000.0,2675.0,clay b siegall,usa,https://en.wikipedia.org/wiki/seattle_genetics,https://twitter.com/seattlegenetics,
841,fortum oyj,123860000000.0,813000000.0,26201000000.0,19933.0,markus rauramo,finland,https://en.wikipedia.org/wiki/fortum,,
842,toyota industries corporation,19740000000.0,1316000000.0,26095000000.0,66478.0,hisahiro koketsu,japan,https://en.wikipedia.org/wiki/toyota_industries,,
843,smoore international holdings,2002000000.0,770000000.0,26085000000.0,,,china,,,
844,adani transmissions,1372000000.0,122000000.0,26063000000.0,11980.0,,india,,,
845,w.w. grainger,13022000000.0,1043000000.0,26051000000.0,22700.0,donald g. macpherson,usa,https://en.wikipedia.org/wiki/w._w._grainger,https://twitter.com/grainger,https://www.facebook.com/grainger
846,teleperformance se,7841000000.0,614000000.0,26036000000.0,383233.0,daniel julien,france,https://en.wikipedia.org/wiki/teleperformance,,
847,ck hutchison holdings,35794000000.0,4268000000.0,26029000000.0,172907.0,mr. li,hong kong,https://en.wikipedia.org/wiki/ck_hutchison_holdings,,
848,live nation entertainment,6268000000.0,-650000000.0,26029000000.0,10500.0,michael rapino,usa,https://en.wikipedia.org/wiki/live_nation_entertainment,,
849,airports of thailand,904000000.0,-2083000000.0,25987000000.0,7230.0,,thailand,https://en.wikipedia.org/wiki/airports_of_thailand_pcl,,
850,tractor supply company,12731000000.0,997000000.0,25993000000.0,46000.0,hal lawton,usa,https://en.wikipedia.org/wiki/tractor_supply_company,,
851,ems-chemie holding ag,2339000000.0,571000000.0,25924000000.0,2653.0,magdalena martullo-blocher,switzerland,https://en.wikipedia.org/wiki/ems-chemie,,
852,apa group,1873000000.0,159000000.0,25898000000.0,1800.0,,australia,https://en.wikipedia.org/wiki/apa_group_(australia),,
853,church & dwight,5190000000.0,827000000.0,25900000000.0,5100.0,matthew farrell,usa,https://en.wikipedia.org/wiki/church__perc26_dwight,,
854,veolia environnement,28500000000.0,404000000.0,25903000000.0,171450.0,antoine frerot,france,https://en.wikipedia.org/wiki/veolia,https://twitter.com/veolia?lang=en,
855,fortive corporation,5254000000.0,608000000.0,25800000000.0,18000.0,jim lico,usa,https://en.wikipedia.org/wiki/fortive,https://twitter.com/fortivecorp,https://www.facebook.com/fortivecorp/
856,teradyne,3702000000.0,1014000000.0,25799000000.0,5900.0,mark e jagiela,usa,https://en.wikipedia.org/wiki/teradyne,https://twitter.com/teradyneinc,https://en.wikipedia.org/wiki/teradyne
857,nestle india,1832000000.0,268000000.0,25741000000.0,7600.0,suresh narayanan,india,https://en.wikipedia.org/wiki/nestl_percc3_perca9,https://twitter.com/nestle,
858,magna international,1083000000.0,45000000.0,25732000000.0,154000.0,seetarama kotagiri,canada,https://en.wikipedia.org/wiki/magna_international,https://twitter.com/magnaint,https://www.facebook.com/magnainternational/
859,crrc corporation,35462000000.0,1618000000.0,25710000000.0,164177.0,,china,https://en.wikipedia.org/wiki/crrc,,
860,mccormick & company,6317000000.0,755000000.0,25676000000.0,14000.0,lawrence e. kurzius,usa,https://en.wikipedia.org/wiki/mccormick__perc26_company,https://twitter.com/mccormickspices,https://www.facebook.com/mccormickspice/
861,china minsheng banking,24814000000.0,5054000000.0,25653000000.0,59262.0,zheng wanchun,china,https://en.wikipedia.org/wiki/china_minsheng_bank,,
862,invitation homes,1996000000.0,261000000.0,25613000000.0,1240.0,dallas b. tanner,usa,https://en.wikipedia.org/wiki/invitation_homes,,
863,carnival corporation,1908000000.0,-9501000000.0,25530000000.0,30000.0,arnold w. donald,usa,https://en.wikipedia.org/wiki/carnival_corporation__perc26_plc,,
864,skyworks solutions,5109000000.0,1498000000.0,25504000000.0,11300.0,liam griffin,usa,https://en.wikipedia.org/wiki/skyworks_solutions,https://twitter.com/skyworksinc,
865,nippon paint holdings,9085000000.0,606000000.0,25480000000.0,27318.0,masaaki tanaka,japan singapore,https://en.wikipedia.org/wiki/nippon_paint,,
866,li ning company,185000000.0,33000000.0,25460000000.0,3625.0,,china,,,
867,canon,25637000000.0,1567000000.0,25376000000.0,25377.0,fujio mitarai,japan,https://en.wikipedia.org/wiki/canon_inc.,,https://www.facebook.com/canonphils
868,orix corporation,11494000000.0,2278000000.0,25376000000.0,33153.0,makoto inoue,japan,https://en.wikipedia.org/wiki/orix,,
869,telefonica sa,43283000000.0,8967000000.0,25322000000.0,114042.0,jose maria alvarez-pallete lopez,spain,https://en.wikipedia.org/wiki/telef_percc3_percb3nica,https://twitter.com/telefonica,https://www.facebook.com/telefonica/
870,clp holdings,10698000000.0,1081000000.0,25312000000.0,7959.0,,hong kong,https://en.wikipedia.org/wiki/clp_group,,https://www.facebook.com/clphk/
871,garmin,4982000000.0,1082000000.0,25185000000.0,18700.0,clifton a. pemble,usa,https://en.wikipedia.org/wiki/garmin,https://twitter.com/garmin,
872,central japan railway company,6824000000.0,-379000000.0,25177000000.0,29603.0,hiroto takeuchi,japan,https://en.wikipedia.org/wiki/central_japan_railway_company,,
873,unicharm corporation,6418000000.0,597000000.0,25160000000.0,16665.0,takahisa takahara,japan,https://en.wikipedia.org/wiki/unicharm,,
874,lasertec corporation,513000000.0,140000000.0,25151000000.0,529.0,,japan,,,
875,kingspan group,7160000000.0,611000000.0,25068000000.0,15500.0,,ireland,https://en.wikipedia.org/wiki/kingspan_group,,
876,adani enterprises,8675000000.0,97000000.0,25058000000.0,2042.0,,india,https://en.wikipedia.org/wiki/adani_group,,
877,geely automobile holdings,15963000000.0,761000000.0,24968000000.0,38000.0,,hong kong,https://en.wikipedia.org/wiki/geely,https://twitter.com/geelyworldwide,
878,legal & general group,58239000000.0,2683000000.0,24974000000.0,13876.0,nigel wilson,uk,https://en.wikipedia.org/wiki/legal__perc26_general,https://twitter.com/landg_group,https://www.facebook.com/legalandgeneral/
879,mid-america apartment communities,1778000000.0,533000000.0,24918000000.0,2429.0,h eric bolton jr,usa,https://en.wikipedia.org/wiki/mid-america_apartment_communities,,
880,huntington bancshares,5991000000.0,1153000000.0,24908000000.0,25693.0,stephen d steinour,usa,https://en.wikipedia.org/wiki/huntington_bancshares,https://twitter.com/huntington_bank,https://www.facebook.com/huntingtonbank
881,china resources beer (holdings) company,5245000000.0,721000000.0,24870000000.0,27000.0,,hong kong,https://en.wikipedia.org/wiki/china_resources_beer,,
882,nan ya plastics corporation,14343000000.0,2832000000.0,24834000000.0,11697.0,,taiwan,,,
883,sirius xm holdings,8696000000.0,1314000000.0,24797000000.0,5590.0,jennifer c. witz,usa,https://en.wikipedia.org/wiki/sirius_xm_satellite_radio,https://twitter.com/siriusxm,https://www.facebook.com/siriusxm
884,klabin,3537000000.0,648000000.0,24770000000.0,7000.0,fabio schvartsman,brazil,https://en.wikipedia.org/wiki/klabin,,
885,seagate technology,11661000000.0,1649000000.0,24704000000.0,40000.0,dave mosley,usa,https://en.wikipedia.org/wiki/seagate_technology,https://twitter.com/seagate,https://www.facebook.com/seagate/
886,edison international,14905000000.0,925000000.0,24694000000.0,13003.0,pedro j. pizarro,usa,https://en.wikipedia.org/wiki/edison_international,https://twitter.com/edisonintl,
887,rogers communications,11706000000.0,1245000000.0,24665000000.0,23500.0,tony staffieri,canada,https://en.wikipedia.org/wiki/rogers_communications,,https://www.facebook.com/rogers
888,best buy,51761000000.0,2454000000.0,24658000000.0,102000.0,corie barry,usa,https://en.wikipedia.org/wiki/best_buy,https://twitter.com/bestbuymexico,https://www.facebook.com/bestbuy
889,gartner,4733000000.0,793000000.0,24622000000.0,16600.0,eugene a. hall,usa,https://en.wikipedia.org/wiki/gartner,https://twitter.com/gartner_inc,
890,aena s.m.e,2554000000.0,-66000000.0,24610000000.0,8771.0,maurici lucena betriu,spain,,,
891,sanan optoelectronics,1830000000.0,191000000.0,24567000000.0,,,china,,,
892,hartford financial services group,22390000000.0,2365000000.0,24526000000.0,18500.0,christopher j. swift,usa,https://en.wikipedia.org/wiki/the_hartford,,
893,keycorp,7038000000.0,2519000000.0,24533000000.0,18180.0,beth e. mooney,usa,https://en.wikipedia.org/wiki/keybank,https://twitter.com/keybank,https://www.facebook.com/keybank/
894,kao corporation,11634000000.0,899000000.0,24511000000.0,33603.0,yoshihiro hasebe,japan,https://en.wikipedia.org/wiki/kao_corporation,https://twitter.com/mykaji,
895,carlsberg a/s,9862000000.0,1013000000.0,24428000000.0,40010.0,cees 't hart,denmark,https://en.wikipedia.org/wiki/carlsberg_group,,
896,ke holdings inc.,12686000000.0,-82000000.0,24424000000.0,119658.0,,china,,,
897,shimano,3988000000.0,846000000.0,24398000000.0,12244.0,yozo shimano,japan,https://en.wikipedia.org/wiki/shimano,,
898,credit suisse group,0.0,-1754000000.0,24376000000.0,48770.0,thomas gottstein,switzerland,https://en.wikipedia.org/wiki/credit_suisse,https://twitter.com/creditsuisse,https://www.facebook.com/creditsuissecareers/
899,mirvac group,1556000000.0,627000000.0,24373000000.0,1414.0,susan lloyd-hurwitz,australia,https://en.wikipedia.org/wiki/mirvac,,
900,franco-nevada corporation,1300000000.0,733000000.0,24341000000.0,38.0,paul j. brink,canada,https://en.wikipedia.org/wiki/franco-nevada,,
901,gf securities,4771000000.0,1579000000.0,24315000000.0,12307.0,,china,,,
902,formosa plastics corporation,9532000000.0,2486000000.0,24311000000.0,2900.0,,taiwan,https://en.wikipedia.org/wiki/formosa_plastics_corp,,
903,delivery hero se,5853000000.0,-1100000000.0,24268000000.0,22000.0,niklas oestberg,germany,https://en.wikipedia.org/wiki/delivery_hero,,
904,roku,2764000000.0,242000000.0,24240000000.0,3000.0,anthony wood,usa,https://en.wikipedia.org/wiki/roku,,https://www.facebook.com/roku
905,sgs sa,6809000000.0,652000000.0,24206000000.0,94000.0,frankie ng,switzerland,https://en.wikipedia.org/wiki/sgs_s.a.,https://twitter.com/sgs_sa,https://www.facebook.com/sgs/
906,investment ab latour (publ),1950000000.0,460000000.0,24169000000.0,,johan hjertonsson,sweden,https://en.wikipedia.org/wiki/investment_ab_latour,,
907,ingersoll-rand (ireland),5150000000.0,562000000.0,24170000000.0,15900.0,vicente reynal,ireland,https://en.wikipedia.org/wiki/ingersoll_rand,,
908,capital group,,,,7500.0,,usa,https://en.wikipedia.org/wiki/capital_group_companies,,
909,naura technology group,1409000000.0,157000000.0,24163000000.0,,,china,,,
910,wingtech technology,7673000000.0,380000000.0,24164000000.0,22467.0,,china,,,
911,malayan banking berhad,5332000000.0,1813000000.0,24113000000.0,45000.0,abdul farid alias,malaysia,https://en.wikipedia.org/wiki/maybank,,
912,hubspot,1300000000.0,-77000000.0,24083000000.0,5895.0,yamini rangan,usa,https://en.wikipedia.org/wiki/hubspot,,
913,caixabank,0.0,5759000000.0,24065000000.0,36597.0,gonzalo gortazar rotaeche,spain,https://en.wikipedia.org/wiki/caixabank,,
914,bae systems,25553000000.0,2301000000.0,24023000000.0,90500.0,,uk,https://en.wikipedia.org/wiki/bae_systems,https://twitter.com/baesystemsplc?lang=en,https://www.facebook.com/baesystemsplc
915,regions financial corporation,6356000000.0,2400000000.0,23946000000.0,19406.0,john m. turner jr.,usa,https://en.wikipedia.org/wiki/regions_financial_corporation,https://twitter.com/askregions,
916,china northern rare earth (group) high-tech,4425000000.0,747000000.0,23911000000.0,,,china,,,
917,renesas electronics corporation,8154000000.0,1044000000.0,23784000000.0,20962.0,hidetoshi shibata,japan,https://en.wikipedia.org/wiki/renesas_electronics,https://twitter.com/renesas_japan,https://www.facebook.com/renesaselectronicsapac
918,dai-ichi life holdings,57341000000.0,2987000000.0,23767000000.0,736.0,,japan,https://en.wikipedia.org/wiki/dai-ichi_life,,
919,bt group,24558000000.0,1501000000.0,23734000000.0,99700.0,philip jansen,uk,https://en.wikipedia.org/wiki/bt_group,,
920,genmab a/s,1255000000.0,445000000.0,23695000000.0,781.0,jan g. j. van de winkel,denmark,https://en.wikipedia.org/wiki/genmab,,
921,hannover ruck se,28844000000.0,1357000000.0,23677000000.0,3073.0,,germany,https://en.wikipedia.org/wiki/hannover_re,,
922,sse plc,10139000000.0,3570000000.0,23668000000.0,12489.0,alistair phillips-davies,uk,https://en.wikipedia.org/wiki/sse_plc,https://twitter.com/sse,https://www.facebook.com/yoursse/
923,komatsu,20449000000.0,1641000000.0,23637000000.0,61564.0,hiroyuki ogawa,japan,https://en.wikipedia.org/wiki/komatsu_limited,,
924,firstenergy,10617000000.0,1283000000.0,23611000000.0,12395.0,steven e. strah,usa,https://en.wikipedia.org/wiki/firstenergy,https://twitter.com/firstenergycorp,
925,united rentals,9716000000.0,1386000000.0,23599000000.0,20400.0,matthew john flannery,usa,https://en.wikipedia.org/wiki/united_rentals,https://twitter.com/united_rentals,https://www.facebook.com/united-rentals-200631115132/
926,national bank of kuwait,2948000000.0,1104000000.0,23560000000.0,6970.0,isam jasem al sager,kuwait,https://en.wikipedia.org/wiki/national_bank_of_kuwait,https://twitter.com/nbkpage,https://www.facebook.com/nbkgroup/
927,scottish mortgage investment trust,-2986000000.0,-2996000000.0,23531000000.0,,,uk,https://en.wikipedia.org/wiki/scottish_mortgage_investment_trust,,
928,steris,4584000000.0,243000000.0,23486000000.0,13000.0,dan carestio,ireland,https://en.wikipedia.org/wiki/steris,,
929,etsy,2329000000.0,493000000.0,23474000000.0,1400.0,josh silverman,usa,https://en.wikipedia.org/wiki/etsy,https://twitter.com/etsy,
930,aecc aviation power,4963000000.0,173000000.0,23466000000.0,,,china,,,
931,endesa,23031000000.0,1581000000.0,23401000000.0,9591.0,jose d. bogas galvez,spain,https://en.wikipedia.org/wiki/endesa,,
932,enbw energie baden-wurttemberg ag,32138000000.0,363000000.0,23389000000.0,23293.0,frank mastiaux,germany,https://en.wikipedia.org/wiki/enbw,,
933,china mengniu dairy company,12826000000.0,731000000.0,23386000000.0,43397.0,,hong kong,https://en.wikipedia.org/wiki/mengniu_dairy,,
934,halliburton company,15295000000.0,1457000000.0,23291000000.0,40000.0,jeff miller,usa,https://en.wikipedia.org/wiki/halliburton,https://twitter.com/halliburton,https://www.facebook.com/halliburton
935,beigene,1176000000.0,-1413000000.0,23266000000.0,5300.0,,china,,https://twitter.com/beigeneusa,
936,jd health international inc,4820000000.0,-169000000.0,23231000000.0,10000.0,,china,,,
937,dte energy company,14964000000.0,907000000.0,23187000000.0,10300.0,jerry norcia,usa,https://en.wikipedia.org/wiki/dte_energy,https://twitter.com/dte_energy,https://www.facebook.com/dteenergy/
938,kuwait finance house,2648000000.0,778000000.0,23130000000.0,15000.0,abdulwahab iesa alrushood,kuwait,https://en.wikipedia.org/wiki/kuwait_finance_house,https://twitter.com/kfhgroup,
939,citizens financial group,6647000000.0,2206000000.0,23109000000.0,17463.0,,usa,https://en.wikipedia.org/wiki/citizens_financial_group,https://twitter.com/citizensbank,https://www.facebook.com/citizensbank
940,beiersdorf,8405000000.0,703000000.0,23055000000.0,20465.0,vincent warnery,germany,https://en.wikipedia.org/wiki/beiersdorf,,
