,name,world_rank,marketvalue,marketcap,ceo,country
2240,biohaven pharmaceutical holding company,"2,147",doll_8.441 b ,doll_8.583 b ,,usa
2241,dws group gmbh & co. kgaa,"2,148",doll_8.440 b ,doll_8.468 b ,,germany
2242,warehouses de pauw,"2,149",doll_8.440 b ,doll_8.411 b ,,belgium
2243,adecco group ag,"2,150",doll_8.426 b ,doll_9.197 b ,,switzerland
2244,gail (india),"2,151",doll_8.434 b ,doll_9.146 b ,,india
2245,national retail properties,"2,152",doll_8.417 b ,doll_8.364 b ,,usa
2246,hualan biological engineering,"2,153",doll_8.416 b ,doll_8.174 b ,,china
2247,"marqeta, inc.","2,154",doll_8.410 b ,doll_15.557 b ,,usa
2248,dxc technology company,"2,155",doll_8.410 b ,doll_9.250 b ,,usa
2249,united spirits,"2,156",doll_8.414 b ,doll_7.314 b ,,india
2250,guangdong investment,"2,157",doll_8.397 b ,doll_9.284 b ,,hong kong
2251,genscript biotech corporation,"2,158",doll_8.392 b ,doll_9.636 b ,,china
2252,la francaise des jeux societe anonyme,"2,159",doll_8.376 b ,doll_10.121 b ,,france
2253,informatica inc.,"2,160",doll_8.379 b ,,,usa
2254,guangzhou shiyuan electronic technology company,"2,161",doll_8.361 b ,doll_8.547 b ,,china
2255,apartment income reit corp.,"2,162",doll_8.364 b ,doll_7.953 b ,,usa
2256,bank of ayudhya public company,"2,163",doll_8.356 b ,doll_7.183 b ,,thailand
2257,tandem diabetes care,"2,164",doll_8.341 b ,doll_7.158 b ,,usa
2258,wuhan guide infrared,"2,165",doll_8.329 b ,doll_9.412 b ,,china
2259,korean air lines,"2,166",doll_8.330 b ,doll_9.370 b ,,south korea
2260,gentex corporation,"2,167",doll_8.323 b ,doll_7.360 b ,,usa
2261,penske automotive group,"2,168",doll_8.323 b ,doll_7.224 b ,,usa
2262,shanghai jin jiang international hotels development,"2,169",doll_8.317 b ,doll_6.620 b ,,china
2263,gerdau,"2,170",doll_8.306 b ,doll_9.244 b ,,brazil
2264,zhejiang zheneng electric power,"2,171",doll_8.312 b ,doll_7.120 b ,,china
2265,ingenic semiconductor,"2,172",doll_8.301 b ,doll_10.051 b ,,china
2266,wh group,"2,173",doll_8.290 b ,doll_12.747 b ,,hong kong
2267,yamaha corporation,"2,174",doll_8.285 b ,doll_10.865 b ,,japan
2268,vtb bank,"2,175",doll_8.283 b ,doll_9.571 b ,,russia
2269,telefonica deutschland holding ag,"2,176",doll_8.281 b ,doll_8.452 b ,,germany
2270,kilroy realty corporation,"2,177",doll_8.275 b ,doll_7.689 b ,,usa
2271,americold realty trust,"2,178",doll_8.270 b ,doll_9.616 b ,,usa
2272,jazz pharmaceuticals,"2,179",doll_8.263 b ,doll_8.082 b ,,ireland
2273,nanya technology corporation,"2,180",doll_8.262 b ,doll_7.577 b ,,taiwan
2274,wix.com,"2,181",doll_8.249 b ,doll_12.527 b ,,israel
2275,lincoln electric holdings,"2,182",doll_8.254 b ,doll_8.291 b ,,usa
2276,woori financial group,"2,183",doll_8.251 b ,doll_6.996 b ,,south korea
2277,intermediate capital group,"2,184",doll_8.241 b ,doll_8.998 b ,,uk
2278,tetra tech,"2,185",doll_8.241 b ,doll_7.778 b ,,usa
2279,b&m european value retail,"2,186",doll_8.242 b ,doll_7.677 b ,,luxembourg
2280,wyndham hotels & resorts,"2,187",doll_8.244 b ,doll_6.799 b ,,usa
2281,israel discount bank,"2,188",doll_8.236 b ,doll_6.079 b ,,israel
2282,ctp n.v.,"2,189",doll_8.231 b ,doll_9.305 b ,,netherlands
2283,sdic capital,"2,190",doll_8.226 b ,doll_9.117 b ,,china
2284,jiangsu zhongtian technology,"2,191",doll_8.225 b ,doll_3.698 b ,,china
2285,flex,"2,192",doll_8.217 b ,doll_9.071 b ,,singapore
2286,coty,"2,193",doll_8.217 b ,doll_7.485 b ,,usa
2287,fresnillo,"2,194",doll_8.210 b ,doll_8.573 b ,,uk
2288,dcc,"2,195",doll_8.206 b ,doll_8.497 b ,,ireland
2289,lpp sa,"2,196",doll_8.205 b ,doll_7.022 b ,,poland
2290,sahara international petrochemical company,"2,197",doll_8.214 b ,doll_6.656 b ,,saudi arabia
2291,organon & co.,"2,198",doll_8.195 b ,doll_8.842 b ,,usa
2292,muthoot finance,"2,199",doll_8.200 b ,doll_8.564 b ,,india
2293,xpo logistics,"2,200",doll_8.190 b ,doll_10.073 b ,,usa
2294,ningbo ronbay new energy technology,"2,201",doll_8.190 b ,doll_7.566 b ,,china
2295,komercni banka,"2,202",doll_8.192 b ,doll_7.318 b ,,czech republic
2296,meridian energy,"2,203",doll_8.180 b ,doll_9.532 b ,,new zealand
2297,shengyi technology,"2,204",doll_8.176 b ,doll_8.054 b ,,china
2298,yakult honsha,"2,205",doll_8.166 b ,doll_9.318 b ,,japan
2299,tanium,"2,205","2,205","2,205",,usa
2300,tongkun group,"2,206",doll_8.172 b ,doll_8.266 b ,,china
2301,gmo payment gateway,"2,207",doll_8.159 b ,doll_10.010 b ,,japan
2302,grandvision,"2,208",doll_8.164 b ,doll_8.494 b ,,netherlands
2303,interxion holding,"2,209","2,209","2,209",,netherlands
2304,han's laser technology industry group,"2,209",doll_8.162 b ,doll_6.881 b ,,china
2305,total access communication public company,"2,210",doll_8.164 b ,doll_5.557 b ,,thailand
2306,aptargroup,"2,211",doll_8.141 b ,doll_8.891 b ,,usa
2307,t&d holdings,"2,212",doll_8.138 b ,doll_7.312 b ,,japan
2308,swire pacific,"2,213",doll_8.125 b ,doll_9.601 b ,,hong kong
2309,tabcorp holdings,"2,214",doll_8.134 b ,doll_7.974 b ,,australia
2310,pinnacle financial partners,"2,215",doll_8.131 b ,doll_7.376 b ,,usa
2311,l&t technology services,"2,216",doll_8.126 b ,doll_5.732 b ,,india
2312,rockwool international a/s,"2,217",doll_8.120 b ,doll_10.742 b ,,denmark
2313,mphasis,"2,218",doll_8.115 b ,doll_7.405 b ,,india
2314,pan pacific international holdings corporation,"2,219",doll_8.107 b ,doll_12.376 b ,,japan
2315,pargesa holding sa,"2,219","2,219","2,219",,switzerland
2316,schibsted asa,"2,220",doll_8.105 b ,doll_10.998 b ,,norway
2317,pegasystems,"2,221",doll_8.103 b ,doll_11.211 b ,,usa
2318,japan airlines,"2,222",doll_8.097 b ,doll_9.491 b ,,japan
2319,panalpina welttransport (holding) ag,"2,222","2,222","2,222",,switzerland
2320,spring airlines,"2,223",doll_8.101 b ,doll_7.661 b ,,china
2321,mp materials corp.,"2,224",doll_8.097 b ,doll_5.967 b ,,usa
2322,upl,"2,225",doll_8.088 b ,doll_8.014 b ,,india
2323,sichuan chuantou energy,"2,226",doll_8.085 b ,doll_7.653 b ,,china
2324,cae,"2,227",doll_8.078 b ,doll_9.135 b ,,canada
2325,gd power development,"2,228",doll_8.077 b ,doll_7.487 b ,,china
2326,bank of ireland group,"2,229",doll_8.068 b ,doll_7.928 b ,,ireland
2327,gildan activewear,"2,230",doll_8.067 b ,doll_7.633 b ,,canada
2328,guangzhou baiyunshan pharmaceutical holdings company,"2,231",doll_8.072 b ,doll_7.105 b ,,china
2329,empire company,"2,232",doll_8.052 b ,doll_8.622 b ,,canada
2330,axiata group berhad,"2,233",doll_8.049 b ,doll_8.619 b ,,malaysia
2331,voya financial,"2,234",doll_8.052 b ,doll_7.371 b ,,usa
2332,sanlam,"2,235",doll_8.037 b ,doll_9.154 b ,,south africa
2333,genesee & wyoming,"2,235","2,235","2,235",,usa
2334,unipolsai assicurazioni,"2,236",doll_8.042 b ,doll_8.199 b ,,italy
2335,agnc investment,"2,237",doll_8.031 b ,doll_8.551 b ,,usa
2336,idemitsu kosan,"2,238",doll_8.027 b ,doll_7.198 b ,,japan
2337,penn entertainment inc,"2,239",doll_8.015 b ,doll_12.716 b ,,usa
2338,cansino biologics,"2,240",doll_8.023 b ,doll_12.122 b ,,china
2339,gds holdings,"2,241",doll_8.018 b ,doll_10.930 b ,,china
2340,ningbo ginlong technologies,"2,242",doll_8.018 b ,doll_9.131 b ,,china
2341,pt hanjaya mandala sampoerna tbk,"2,243",doll_8.020 b ,doll_8.142 b ,,indonesia
2342,tenet healthcare corporation,"2,244",doll_8.022 b ,doll_8.067 b ,,usa
2343,yongxing special materials technology,"2,245",doll_8.015 b ,doll_6.569 b ,,china
2344,holmen aktiebolag (publ.),"2,246",doll_8.010 b ,doll_8.669 b ,,sweden
2345,mineral resources,"2,247",doll_8.007 b ,doll_7.416 b ,,australia
2346,first industrial realty trust,"2,248",doll_8.009 b ,doll_7.260 b ,,usa
2347,jfe holdings,"2,249",doll_7.998 b ,doll_9.246 b ,,japan
2348,tpg telecom,"2,250",doll_7.996 b ,doll_8.696 b ,,australia
2349,tokyo gas,"2,251",doll_8.004 b ,doll_8.594 b ,,japan
2350,oshkosh corporation,"2,252",doll_8.002 b ,doll_7.864 b ,,usa
2351,salmar asa,"2,253",doll_7.995 b ,doll_7.576 b ,,norway
2352,us foods holding,"2,254",doll_8.003 b ,doll_7.565 b ,,usa
2353,kunlun energy company,"2,255",doll_7.993 b ,doll_9.298 b ,,hong kong
2354,swedish orphan biovitrum ab (publ),"2,256","2,256","2,510",,sweden
2355,telus international (cda) inc.,"2,256",doll_7.991 b ,doll_8.956 b ,,canada
2356,pinnacle west capital corporation,"2,257",doll_7.988 b ,doll_8.673 b ,,usa
2357,chesapeake energy corporation,"2,258",doll_7.990 b ,doll_5.607 b ,,usa
2358,smartsheet,"2,259",doll_7.980 b ,doll_9.955 b ,,usa
2359,sumitomo chemical company,"2,260",doll_7.967 b ,doll_8.377 b ,,japan
2360,tokyu corporation,"2,261",doll_7.973 b ,doll_8.284 b ,,japan
2361,nissan chemical corporation,"2,262",doll_7.973 b ,doll_8.241 b ,,japan
2362,skshu paint,"2,263",doll_7.968 b ,doll_8.224 b ,,china
2363,endava,"2,264",doll_7.965 b ,doll_8.137 b ,,uk
2364,ibiden,"2,265",doll_7.974 b ,doll_7.559 b ,,japan
2365,anglogold ashanti,"2,266",doll_7.971 b ,doll_6.957 b ,,south africa
2366,topbuild,"2,267",doll_7.962 b ,doll_7.206 b ,,usa
2367,daito trust construction,"2,268",doll_7.945 b ,doll_7.654 b ,,japan
2368,shanghai pharmaceuticals holding co. ltd,"2,269",doll_7.949 b ,doll_7.347 b ,,china
2369,hna infrastructure investment group,"2,270",doll_7.949 b ,doll_6.770 b ,,china
2370,meggitt,"2,271",doll_7.937 b ,doll_8.956 b ,,uk
2371,cyberagent,"2,272",doll_7.927 b ,doll_9.419 b ,,japan
2372,hitachi metals,"2,273",doll_7.930 b ,doll_8.276 b ,,japan
2373,tallgrass energy lp,"2,273","2,273","2,273",,usa
2374,chubu electric power company,"2,274",doll_7.919 b ,doll_9.155 b ,,japan
2375,kg dongbusteel,"2,275",doll_7.902 b ,doll_10.283 b ,,south korea
2376,ptt global chemical public company,"2,276",doll_7.901 b ,doll_8.762 b ,,thailand
2377,insurance australia group,"2,277",doll_7.894 b ,doll_9.650 b ,,australia
2378,toll brothers,"2,278",doll_7.888 b ,doll_7.903 b ,,usa
2379,lingyi itech (guangdong) company,"2,279",doll_7.889 b ,doll_7.270 b ,,china
2380,stifel financial,"2,280",doll_7.894 b ,doll_7.241 b ,,usa
2381,macy's,"2,281",doll_7.889 b ,doll_7.019 b ,,usa
2382,anhui yingjia distillery,"2,282",doll_7.893 b ,doll_5.879 b ,,china
2383,covivio,"2,283",doll_7.885 b ,doll_9.071 b ,,france
2384,shengjing bank,"2,283",doll_7.883 b ,doll_8.005 b ,,china
2385,intellia therapeutics,"2,284",doll_7.869 b ,doll_11.797 b ,,usa
2386,china international marine containers (group),"2,285",doll_7.861 b ,doll_9.361 b ,,china
2387,kt&g corporation,"2,286",doll_7.845 b ,doll_8.729 b ,,south korea
2388,oxford nanopore technologies plc,"2,286",doll_7.845 b ,,,uk
2389,weibo corporation,"2,287",doll_7.842 b ,doll_11.511 b ,,china
2390,reinsurance group of america,"2,288",doll_7.836 b ,doll_7.875 b ,,usa
2391,stag industrial,"2,289",doll_7.837 b ,doll_6.859 b ,,usa
2392,elbit systems,"2,290",doll_7.842 b ,doll_6.414 b ,,israel
2393,zhejiang supor,"2,291",doll_7.835 b ,doll_6.044 b ,,china
2394,old republic international corporation,"2,292",doll_7.826 b ,doll_7.949 b ,,usa
2395,hella gmbh & co. kgaa,"2,293",doll_7.827 b ,doll_7.948 b ,,germany
2396,taishin financial holding,"2,294",doll_7.827 b ,doll_7.563 b ,,taiwan
2397,land securities group,"2,295",doll_7.833 b ,doll_7.445 b ,,uk
2398,pldt,"2,296",doll_7.827 b ,doll_6.346 b ,,philippines
2399,seek limited,"2,297",doll_7.817 b ,doll_8.568 b ,,australia
2400,baloise holding ag,"2,298",doll_7.821 b ,doll_7.363 b ,,switzerland
2401,washington h. soul pattinson and company,"2,299",doll_7.807 b ,doll_6.368 b ,,australia
2402,wacker chemie ag,"2,300",doll_7.800 b ,doll_8.793 b ,,germany
2403,canadian apartment properties real estate investment trust,"2,301",doll_7.795 b ,doll_8.406 b ,,canada
2404,mattel,"2,302",doll_7.795 b ,doll_7.573 b ,,usa
2405,charter hall long wale reit,"2,303",doll_7.799 b ,doll_7.391 b ,,australia
2406,shanghai commercial & savings bank,"2,304",doll_7.800 b ,doll_7.185 b ,,taiwan
2407,huntsman corporation,"2,305",doll_7.799 b ,doll_5.866 b ,,usa
2408,pagseguro digital,"2,306",doll_7.794 b ,doll_19.557 b ,,brazil
2409,piramal enterprises,"2,307",doll_7.794 b ,doll_8.186 b ,,india
2410,macrotech developers limited,"2,308",doll_7.787 b ,doll_6.230 b ,,india
2411,brookfield office properties,"2,309",doll_7.776 b ,doll_7.089 b ,,usa
2412,mesaieed petrochemical holding company,"2,310",doll_7.769 b ,doll_6.774 b ,,qatar
2413,amlogic (shanghai),"2,311",doll_7.767 b ,doll_6.600 b ,,china
2414,jsr corporation,"2,312",doll_7.756 b ,doll_7.412 b ,,japan
2415,zhejiang huafeng spandex co. ltd,"2,313",doll_7.740 b ,doll_9.626 b ,,china
2416,firstservice corporation,"2,314",doll_7.735 b ,doll_8.171 b ,,canada
2417,japan real estate investment corporation,"2,315",doll_7.733 b ,doll_8.534 b ,,japan
2418,"fuzhou rockchip electronics co.,ltd.","2,316",doll_7.734 b ,doll_8.495 b ,,china
2419,huntington ingalls industries,"2,317",doll_7.730 b ,doll_8.196 b ,,usa
2420,zheshang securities,"2,318",doll_7.730 b ,doll_7.935 b ,,china
2421,brunswick corporation,"2,319",doll_7.726 b ,doll_7.507 b ,,usa
2422,netmarble corporation,"2,320",doll_7.722 b ,doll_8.984 b ,,south korea
2423,pop mart,"2,321",doll_7.710 b ,doll_10.525 b ,,china
2424,american campus communities,"2,322",doll_7.713 b ,doll_7.088 b ,,usa
2425,bajaj holdings & investment,"2,323",doll_7.710 b ,doll_6.760 b ,,india
2426,wizz air holdings,"2,324",doll_7.695 b ,doll_8.223 b ,,switzerland
2427,ipsen,"2,325",doll_7.703 b ,doll_8.181 b ,,france
2428,polymetal international,"2,326",doll_7.685 b ,doll_9.539 b ,,cyprus
2429,china merchants expressway network & technology holdings,"2,327",doll_7.677 b ,doll_6.988 b ,,china
2430,inspur electronic information industry,"2,328",doll_7.681 b ,doll_6.577 b ,,china
2431,auckland international airport,"2,329",doll_7.668 b ,doll_7.559 b ,,new zealand
2432,renaissancere holdings,"2,330",doll_7.648 b ,doll_7.383 b ,,bermuda
2433,fuji electric,"2,331",doll_7.653 b ,doll_6.337 b ,,japan
2434,synovus financial,"2,332",doll_7.652 b ,doll_6.312 b ,,usa
2435,bok financial corporation,"2,333",doll_7.647 b ,doll_6.082 b ,,usa
2436,western union company,"2,334",doll_7.642 b ,doll_8.793 b ,,usa
2437,chemed corporation,"2,335",doll_7.639 b ,doll_7.499 b ,,usa
2438,bright horizons family solutions,"2,336",doll_7.630 b ,doll_8.827 b ,,usa
2439,brixmor property group,"2,337",doll_7.627 b ,doll_6.983 b ,,usa
2440,gn store nord a/s,"2,338",doll_7.624 b ,doll_9.789 b ,,denmark
2441,xcmg construction machinery,"2,339",doll_7.623 b ,doll_8.425 b ,,china
2442,ii-vi,"2,340",doll_7.620 b ,doll_6.658 b ,,usa
2443,offcn education technology,"2,341",doll_7.606 b ,doll_10.279 b ,,china
2444,toto,"2,342",doll_7.612 b ,doll_9.409 b ,,japan
2445,bluescope steel,"2,343",doll_7.613 b ,doll_9.320 b ,,australia
2446,beijer ref ab (publ),"2,344",doll_7.611 b ,doll_8.962 b ,,sweden
2447,northern star resources,"2,345",doll_7.609 b ,doll_8.529 b ,,australia
2448,sekisui chemical,"2,346",doll_7.612 b ,doll_7.771 b ,,japan
2449,"hangzhou lion electronics co.,ltd","2,347",doll_7.607 b ,doll_7.469 b ,,china
2450,planet fitness,"2,348",doll_7.606 b ,doll_7.040 b ,,usa
2451,lumentum holdings,"2,349",doll_7.613 b ,doll_6.325 b ,,usa
2452,canadian utilities,"2,350",doll_7.595 b ,doll_7.605 b ,,canada
2453,electrocomponents,"2,351",doll_7.604 b ,doll_6.973 b ,,uk
2454,hongfa technology,"2,352",doll_7.597 b ,doll_6.875 b ,,china
2455,grupo financiero inbursa,"2,353",doll_7.604 b ,doll_6.188 b ,,mexico
2456,houlihan lokey,"2,354",doll_7.604 b ,doll_6.163 b ,,usa
2457,singapore exchange,"2,355",doll_7.586 b ,doll_7.953 b ,,singapore
2458,indorama ventures public company,"2,356",doll_7.587 b ,doll_7.354 b ,,thailand
2459,shoprite holdings,"2,357",doll_7.592 b ,doll_6.839 b ,,south africa
2460,commercial bank (p.s.q.c.),"2,358",doll_7.594 b ,doll_6.595 b ,,qatar
2461,chime,"2,358","2,358","2,358",,usa
2462,databricks,"2,358","2,358","2,358",,usa
2463,full truck alliance,"2,358","2,358","2,358",,china
2464,revolut,"2,358","2,358","2,358",,uk
2465,unity technologies,"2,358","2,358","2,358",,usa
2466,ziroom,"2,358","2,358","2,358",,china
2467,dongfeng motor group company,"2,359",doll_7.578 b ,doll_9.420 b ,,china
2468,korea zinc company,"2,360",doll_7.577 b ,doll_7.919 b ,,south korea
2469,china railway signal & communication corporation,"2,361",doll_7.579 b ,doll_7.726 b ,,china
2470,starwood property trust,"2,362",doll_7.576 b ,doll_7.438 b ,,usa
2471,silicon laboratories,"2,363",doll_7.576 b ,doll_7.169 b ,,usa
2472,tj morris,"2,363","2,363","2,363",,uk
2473,valeo sa,"2,364",doll_7.584 b ,doll_6.772 b ,,france
2474,jason furniture (hangzhou),"2,365",doll_7.574 b ,doll_6.307 b ,,china
2475,au optronics,"2,366",doll_7.570 b ,doll_6.090 b ,,taiwan
2476,byd electronic (international) company,"2,367",doll_7.554 b ,doll_10.208 b ,,china
2477,pershing square holdings,"2,367","2,367","2,309",,usa
2478,nielsen holdings,"2,368",doll_7.537 b ,doll_7.700 b ,,usa
2479,s.a.c.i. falabella,"2,369",doll_7.525 b ,doll_9.994 b ,,chile
2480,shenzhen goodix technology,"2,370",doll_7.531 b ,doll_7.354 b ,,china
2481,trelleborg ab (publ),"2,371",doll_7.533 b ,doll_6.759 b ,,sweden
2482,innovent biologics,"2,372",doll_7.516 b ,doll_11.846 b ,,china
2483,nissin foodsholdings,"2,373",doll_7.523 b ,doll_8.030 b ,,japan
2484,first financial bankshares,"2,374",doll_7.521 b ,doll_6.734 b ,,usa
2485,"digitalocean holdings, inc.","2,375",doll_7.516 b ,doll_6.621 b ,,usa
2486,acuity brands,"2,376",doll_7.516 b ,doll_6.589 b ,,usa
2487,lixil group corporation,"2,377",doll_7.505 b ,doll_8.346 b ,,japan
2488,mitsubishi ufj lease & finance company,"2,378",doll_7.506 b ,doll_7.972 b ,,japan
2489,australian foundation investment company,"2,379",doll_7.509 b ,doll_7.621 b ,,australia
2490,m&g plc,"2,380",doll_7.512 b ,doll_7.356 b ,,uk
2491,oge energy,"2,381",doll_7.513 b ,doll_7.104 b ,,usa
2492,gem co. ltd,"2,382",doll_7.496 b ,doll_8.984 b ,,china
2493,ds smith,"2,383",doll_7.502 b ,doll_8.458 b ,,uk
2494,omega healthcare investors,"2,384",doll_7.497 b ,doll_8.052 b ,,usa
2495,far eastone telecommunications,"2,385",doll_7.502 b ,doll_7.120 b ,,taiwan
2496,belimo holding ag,"2,386",doll_7.500 b ,doll_6.455 b ,,switzerland
2497,universal display corporation,"2,387",doll_7.486 b ,doll_9.833 b ,,usa
2498,samsung fire & marine insurance,"2,388",doll_7.487 b ,doll_8.171 b ,,south korea
2499,faw car,"2,389",doll_7.492 b ,doll_7.967 b ,,china
2500,eregli demir ve celik fabrikalari t.a.s,"2,390",doll_7.490 b ,doll_7.584 b ,,turkey
2501,pvh,"2,391",doll_7.485 b ,doll_7.478 b ,,usa
2502,guangxi guiguan electric powerco,"2,392",doll_7.485 b ,doll_6.349 b ,,china
2503,kobenhavns lufthavne a/s,"2,393",doll_7.478 b ,doll_7.660 b ,,denmark
2504,interpump group,"2,394",doll_7.483 b ,doll_7.498 b ,,italy
2505,littelfuse,"2,395",doll_7.475 b ,doll_7.026 b ,,usa
2506,pilbara minerals limited,"2,396",doll_7.481 b ,doll_4.822 b ,,australia
2507,gpt group,"2,397",doll_7.469 b ,doll_6.918 b ,,australia
2508,magnit,"2,398",doll_7.445 b ,doll_7.623 b ,,russia
2509,saia,"2,399",doll_7.447 b ,doll_6.324 b ,,usa
2510,sarepta therapeutics,"2,400",doll_7.445 b ,doll_6.237 b ,,usa
2511,sixt se,"2,401",doll_7.446 b ,doll_5.402 b ,,germany
2512,braskem,"2,402",doll_7.443 b ,doll_10.098 b ,,brazil
2513,glp j-reit,"2,403",doll_7.427 b ,doll_7.886 b ,,japan
2514,dali foods group company,"2,404",doll_7.426 b ,doll_7.691 b ,,china
2515,axtel,"2,405",doll_7.417 b ,doll_11.362 b ,,mexico
2516,evotec se,"2,406",doll_7.422 b ,doll_8.216 b ,,germany
2517,axalta coating systems,"2,407",doll_7.421 b ,doll_7.029 b ,,usa
2518,crocs,"2,408",doll_7.397 b ,doll_8.910 b ,,usa
2519,banca mediolanum,"2,409",doll_7.400 b ,doll_7.630 b ,,italy
2520,cts eventim ag & co. kgaa,"2,410",doll_7.397 b ,doll_6.300 b ,,germany
2521,autonation,"2,411",doll_7.380 b ,doll_7.810 b ,,usa
2522,feng tay enterprises,"2,412",doll_7.373 b ,doll_6.713 b ,,taiwan
2523,bancolombia,"2,413",doll_7.358 b ,doll_7.995 b ,,colombia
2524,donaldson company,"2,414",doll_7.354 b ,doll_8.508 b ,,usa
2525,stockland,"2,415",doll_7.353 b ,doll_8.255 b ,,australia
2526,digi.com berhad,"2,416",doll_7.351 b ,doll_8.099 b ,,malaysia
2527,"thoughtworks holding, inc.","2,417",doll_7.350 b ,,,usa
2528,kobe bussan,"2,418",doll_7.337 b ,doll_8.501 b ,,japan
2529,howden joinery group,"2,419",doll_7.336 b ,doll_7.827 b ,,uk
2530,datwyler holding,"2,420",doll_7.339 b ,doll_6.022 b ,,switzerland
2531,global-e online ltd.,"2,421",doll_7.329 b ,doll_11.548 b ,,israel
2532,mirati therapeutics,"2,422",doll_7.329 b ,doll_8.762 b ,,usa
2533,"frontier communications parent, inc.","2,423",doll_7.332 b ,doll_7.198 b ,,usa
2534,aalberts nv,"2,424",doll_7.327 b ,doll_6.931 b ,,netherlands
2535,marriott vacations worldwide corporation,"2,425",doll_7.329 b ,doll_6.387 b ,,usa
2536,altice usa,"2,426",doll_7.324 b ,doll_12.542 b ,,usa
2537,toromont industries,"2,427",doll_7.319 b ,doll_6.927 b ,,canada
2538,popular,"2,428",doll_7.318 b ,doll_6.126 b ,,usa
2539,intouch holdings public company,"2,429",doll_7.309 b ,doll_8.350 b ,,thailand
2540,klepierre sa,"2,430",doll_7.308 b ,doll_7.002 b ,,france
2541,healthcare trust of america,"2,431",doll_7.310 b ,doll_6.668 b ,,usa
2542,pirelli & c. s.p.a.,"2,432",doll_7.306 b ,doll_6.053 b ,,italy
2543,united internet ag,"2,433",doll_7.300 b ,doll_8.133 b ,,germany
2544,grupo aeroportuario del pacifico,"2,434",doll_7.300 b ,doll_6.119 b ,,mexico
2545,pirelli & c,"2,435",doll_7.301 b ,doll_6.020 b ,,italy
2546,casey's general stores,"2,436",doll_7.293 b ,doll_7.590 b ,,usa
2547,janus henderson group,"2,437",doll_7.286 b ,doll_7.473 b ,,uk
2548,gsw immobilien ag,"2,438",doll_7.277 b ,doll_8.561 b ,,germany
2549,swiss prime site ag,"2,439",doll_7.283 b ,doll_8.103 b ,,switzerland
2550,taiyo yuden,"2,440",doll_7.278 b ,doll_7.459 b ,,japan
2551,magazine luiza,"2,441",doll_7.272 b ,doll_22.973 b ,,brazil
2552,zhuzhou kibing group,"2,442",doll_7.265 b ,doll_10.621 b ,,china
2553,nihon m&a center,"2,443",doll_7.267 b ,doll_9.810 b ,,japan
2554,abrdn plc,"2,444",doll_7.267 b ,doll_8.194 b ,,uk
2555,mercari,"2,445",doll_7.271 b ,doll_7.738 b ,,japan
2556,lg display,"2,446",doll_7.271 b ,doll_6.305 b ,,south korea
2557,avic heavy machinery,"2,447",doll_7.272 b ,doll_5.681 b ,,china
2558,globus medical,"2,448",doll_7.264 b ,doll_8.220 b ,,usa
2559,shanghai raas blood products,"2,449",doll_7.257 b ,doll_7.108 b ,,china
2560,berkeley group holdings,"2,450",doll_7.254 b ,doll_8.172 b ,,uk
2561,pt indofood cbp sukses makmur tbk,"2,451",doll_7.245 b ,doll_6.857 b ,,indonesia
2562,bank of chengdu,"2,452",doll_7.251 b ,doll_6.778 b ,,china
2563,by-health,"2,453",doll_7.252 b ,doll_6.476 b ,,china
2564,thyssenkrupp ag,"2,454",doll_7.243 b ,doll_6.826 b ,,germany
2565,post holdings,"2,455",doll_7.231 b ,doll_7.129 b ,,usa
2566,shanghai junshi biosciences,"2,456",doll_7.223 b ,doll_7.747 b ,,china
2567,acs actividades de construccion y servicios,"2,457",doll_7.216 b ,doll_7.747 b ,,spain
2568,performance food group company,"2,458",doll_7.216 b ,doll_6.732 b ,,usa
2569,toho,"2,460",doll_7.211 b ,doll_7.851 b ,,japan
2570,trend micro,"2,461",doll_7.196 b ,doll_7.768 b ,,japan
2571,shandong linglong tyre,"2,462",doll_7.199 b ,doll_6.239 b ,,china
2572,nanjing king-friend biochemical pharmaceutical co. ltd,"2,463",doll_7.204 b ,doll_5.149 b ,,china
2573,domino's pizza enterprises,"2,464",doll_7.180 b ,doll_9.772 b ,,australia
2574,kghm polska miedz,"2,465",doll_7.184 b ,doll_9.213 b ,,poland
2575,fluidra,"2,466",doll_7.182 b ,doll_7.963 b ,,spain
2576,skechers,"2,467",doll_7.175 b ,doll_7.859 b ,,usa
2577,angel yeast co. ltd,"2,468",doll_7.182 b ,doll_5.345 b ,,china
2578,envista holdings corporation,"2,469",doll_7.168 b ,doll_6.900 b ,,usa
2579,ming yang smart energy group,"2,470",doll_7.170 b ,doll_6.142 b ,,china
2580,airtac international group,"2,471",doll_7.168 b ,doll_5.961 b ,,taiwan
2581,lynas rare earths limited,"2,472",doll_7.166 b ,doll_4.527 b ,,malaysia
2582,kuang-chi technologies,"2,473",doll_7.158 b ,doll_7.133 b ,,china
2583,plains all american pipeline,"2,474",doll_7.161 b ,doll_6.693 b ,,usa
2584,neurocrine biosciences,"2,475",doll_7.145 b ,doll_9.010 b ,,usa
2585,hulic,"2,476",doll_7.149 b ,doll_7.859 b ,,japan
2586,x5 retail group,"2,477",doll_7.143 b ,doll_9.382 b ,,russia
2587,new york times company,"2,478",doll_7.137 b ,doll_8.485 b ,,usa
2588,china cinda asset management,"2,479",doll_7.143 b ,doll_6.996 b ,,china
2589,boyd gaming corporation,"2,480",doll_7.136 b ,doll_6.887 b ,,usa
