URL,ID,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date
https://ariregister.rik.ee/eng/company/12084841/Crystal-Solutions-OÃœ?search_id=6b4eef4&pos=211,211,CrystalSolutionsOÃœ(12084841),12084841.0,Private limited company,Enteredintotheregister,01.04.2011,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Kihnu tn 16-28 13913                            ,
https://ariregister.rik.ee/eng/company/12564073/Crystalspace-OÃœ?search_id=6b4eef4&pos=212,212,CrystalspaceOÃœ(12564073),12564073.0,Private limited company,Enteredintotheregister,04.11.2013,Capitalis3Â 000Â â‚¬,                        Tartu maakond Tartu linn Tartu linn Anne tn 1-56 50604                            ,
https://ariregister.rik.ee/eng/company/14730392/CSpace-Hostings-OÃœ?search_id=6b4eef4&pos=213,213,CSpaceHostingsOÃœ(14730392),14730392.0,Private limited company,Enteredintotheregister,27.05.2019,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Tatari tn 58a-122 10134                            ,
https://ariregister.rik.ee/eng/company/11339753/Cutinelli-Spartimento-OÃœ?search_id=6b4eef4&pos=214,214,CutinelliSpartimentoOÃœ(11339753),11339753.0,Private limited company,Enteredintotheregister,17.01.2007,Capitalis12Â 782Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa RÃ¤vala pst 8-241c 10143                            ,
https://ariregister.rik.ee/eng/company/14999935/CyberWiseSpace-OÃœ?search_id=6b4eef4&pos=215,215,CyberWiseSpaceOÃœ(14999935),14999935.0,Private limited company,Enteredintotheregister,02.07.2020,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn MustamÃ¤e linnaosa MustamÃ¤e tee 139-81 12918                            ,
https://ariregister.rik.ee/eng/company/16168782/DAOSpace-OÃœ?search_id=6b4eef4&pos=216,216,DAOSpaceOÃœ(16168782),16168782.0,Private limited company,Enteredintotheregister,25.02.2021,Capitalis2Â 508Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Punane tn 68-170 13619                            ,
https://ariregister.rik.ee/eng/company/14105292/Dareia-SPA-OÃœ?search_id=6b4eef4&pos=217,217,DareiaSPAOÃœ(14105292),14105292.0,Private limited company,Enteredintotheregister,31.08.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Katleri tn 1-84 13915                            ,
https://ariregister.rik.ee/eng/company/12636654/Darkspars-OÃœ?search_id=6b4eef4&pos=218,218,DarksparsOÃœ(12636654),12636654.0,Private limited company,Enteredintotheregister,28.03.2014,Capitalis2Â 650Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Narva mnt 7b 10117                            ,
https://ariregister.rik.ee/eng/company/11279896/OSAÃœHING-DASPARION?search_id=6b4eef4&pos=219,219,OSAÃœHINGDASPARION(11279896),11279896.0,Private limited company,Deleted,15.08.2006,,,03.10.2011
https://ariregister.rik.ee/eng/company/11280362/Da-Vinci-Spaghetteria-OÃœ?search_id=6b4eef4&pos=220,220,DaVinciSpaghetteriaOÃœ(11280362),11280362.0,Private limited company,Deleted,16.08.2006,,,27.06.2011
https://ariregister.rik.ee/eng/company/10964398/OsaÃ¼hing-DAY-SPA?search_id=6b4eef4&pos=221,221,OsaÃ¼hingDAYSPA(10964398),10964398.0,Private limited company,Enteredintotheregister,29.08.2003,Capitalis2Â 556Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Vana-Posti tn 4 10146                            ,
https://ariregister.rik.ee/eng/company/12390354/Dead-Sea-Medical-SPA-OÃœ?search_id=6b4eef4&pos=222,222,DeadSeaMedicalSPAOÃœ(12390354),12390354.0,Private limited company,Deleted,11.12.2012,,,04.06.2017
https://ariregister.rik.ee/eng/company/16213790/Dealspace-OÃœ?search_id=6b4eef4&pos=223,223,DealspaceOÃœ(16213790),16213790.0,Private limited company,Enteredintotheregister,23.04.2021,Capitalis2Â 500Â â‚¬,                        Tartu maakond Luunja vald Veibri kÃ¼la JÃ¤rveoja pÃµik 2 62220                            ,
https://ariregister.rik.ee/eng/company/14782012/Deepspace-Networks-OÃœ?search_id=6b4eef4&pos=224,224,DeepspaceNetworksOÃœ(14782012),14782012.0,Private limited company,Enteredintotheregister,14.08.2019,Capitalis2Â 500Â â‚¬,,
https://ariregister.rik.ee/eng/company/16625630/DeepSpace-Software-OÃœ?search_id=6b4eef4&pos=225,225,DeepSpaceSoftwareOÃœ(16625630),16625630.0,Private limited company,Enteredintotheregister,02.12.2022,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Paekaare tn 52-46 13613                            ,
https://ariregister.rik.ee/eng/company/14333001/Despacito-OÃœ?search_id=6b4eef4&pos=226,226,DespacitoOÃœ(14333001),14333001.0,Private limited company,Enteredintotheregister,15.09.2017,Capitalis2Â 500Â â‚¬,                        Tartu maakond Tartu linn Tartu linn Lootsi tn 7 51017                            ,
https://ariregister.rik.ee/eng/company/10956231/OsaÃ¼hing-Despalmini?search_id=6b4eef4&pos=227,227,OsaÃ¼hingDespalmini(10956231),10956231.0,Private limited company,Enteredintotheregister,01.07.2003,Capitalis2Â 555Â â‚¬,                        Harju maakond Tallinn NÃµmme linnaosa Viljandi mnt 11/1 11214                            ,
https://ariregister.rik.ee/eng/company/11315971/OSAÃœHING-DESPAL-SJ?search_id=6b4eef4&pos=228,228,OSAÃœHINGDESPALSJ(11315971),11315971.0,Private limited company,Enteredintotheregister,16.11.2006,Capitalis2Â 556Â â‚¬,                        JÃ¤rva maakond JÃ¤rva vald Ahula kÃ¼la Pae 73401                            ,
https://ariregister.rik.ee/eng/company/11052365/osaÃ¼hing-Desparo?search_id=6b4eef4&pos=229,229,osaÃ¼hingDesparo(11052365),11052365.0,Private limited company,Deleted,22.06.2004,,,08.12.2014
https://ariregister.rik.ee/eng/company/10902264/Dexter-Balticum-OsaÃ¼hing?search_id=6b4eef4&pos=230,230,DexterBalticumOsaÃ¼hing(10902264),10902264.0,Private limited company,Deleted,22.10.2002,,,12.06.2013
https://ariregister.rik.ee/eng/company/12798345/Diana-Spasskaja?search_id=6b4eef4&pos=231,231,DianaSpasskaja(12798345),12798345.0,Sole trader,Deleted,11.02.2015,,,15.04.2015
https://ariregister.rik.ee/eng/company/16120284/DigiSpace-OÃœ?search_id=6b4eef4&pos=232,232,DigiSpaceOÃœ(16120284),16120284.0,Private limited company,Enteredintotheregister,14.12.2020,Capitalis2Â 500Â â‚¬,                        Harju maakond Rae vald Peetri alevik KelgumÃ¤e tn 15-1 75312                            ,
https://ariregister.rik.ee/eng/company/11920608/Direccion-OÃœ?search_id=6b4eef4&pos=233,233,DireccionOÃœ(11920608),11920608.0,Private limited company,Enteredintotheregister,06.04.2010,Capitalis2Â 556Â â‚¬,                        Harju maakond Viimsi vald Kelvingi kÃ¼la Meresihi tee 25 74018                            ,
https://ariregister.rik.ee/eng/company/11242410/OÃœ-Directspace?search_id=6b4eef4&pos=234,234,OÃœDirectspace(11242410),11242410.0,Private limited company,Enteredintotheregister,06.04.2006,Capitalis2Â 556Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Asunduse tn 6-47 11416                            ,
https://ariregister.rik.ee/eng/company/10266012/OsaÃ¼hing-Dispak?search_id=6b4eef4&pos=235,235,OsaÃ¼hingDispak(10266012),10266012.0,Private limited company,Enteredintotheregister,23.09.1997,Capitalis2Â 556Â â‚¬,                        Harju maakond Tallinn PÃµhja-Tallinna linnaosa Puuvilla tn 19 10314                            ,
https://ariregister.rik.ee/eng/company/10862576/DISPAK-PEAT-SUBSTRATES-OÃœ?search_id=6b4eef4&pos=236,236,DISPAKPEATSUBSTRATESOÃœ(10862576),10862576.0,Private limited company,Enteredintotheregister,25.04.2002,Capitalis40Â 000Â EEK,                        Harju maakond Tallinn PÃµhja-Tallinna linnaosa Puuvilla tn 19/1 10314                            ,
https://ariregister.rik.ee/eng/company/16056623/Dog-Health--Spa-Centre-OÃœ?search_id=6b4eef4&pos=237,237,DogHealth&SpaCentreOÃœ(16056623),16056623.0,Private limited company,Enteredintotheregister,18.09.2020,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Majaka tn 12-40 11412                            ,
https://ariregister.rik.ee/eng/company/80356745/MittetulundusÃ¼hing-Dom-Spasenija?search_id=6b4eef4&pos=238,238,MittetulundusÃ¼hingDomSpasenija(80356745),80356745.0,Non-profit association,Deleted,09.05.2013,,,22.06.2017
https://ariregister.rik.ee/eng/company/12670898/DOORGATE-OÃœ?search_id=6b4eef4&pos=239,239,DOORGATEOÃœ(12670898),12670898.0,Private limited company,Enteredintotheregister,05.06.2014,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Haabersti linnaosa Vana-RannamÃµisa tee 12b 13516                            ,
https://ariregister.rik.ee/eng/company/12741115/OÃœ-Dreamspace?search_id=6b4eef4&pos=240,240,OÃœDreamspace(12741115),12741115.0,Private limited company,Deleted,23.10.2014,,,07.08.2019
https://ariregister.rik.ee/eng/company/12741115/OÃœ-Dreamspace?search_id=6b4eef4&pos=241,241,OÃœDreamspace(12741115),12741115.0,Private limited company,Deleted,23.10.2014,,,07.08.2019
https://ariregister.rik.ee/eng/company/16339947/DSpaceGem-OÃœ?search_id=6b4eef4&pos=242,242,DSpaceGemOÃœ(16339947),16339947.0,Private limited company,Enteredintotheregister,12.10.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa TornimÃ¤e tn 7-26 10145                            ,
https://ariregister.rik.ee/eng/company/14841525/Dunsin-Sunday-Fakorede-KorexSpark?search_id=6b4eef4&pos=243,243,DunsinSundayFakoredeKorexSpark(14841525),14841525.0,Sole trader,Deleted,05.11.2019,,,05.07.2021
https://ariregister.rik.ee/eng/company/80617996/Duospace-MTÃœ?search_id=6b4eef4&pos=244,244,DuospaceMTÃœ(80617996),80617996.0,Non-profit association,Enteredintotheregister,01.11.2022,,                        Harju maakond Tallinn NÃµmme linnaosa RÃ¤nnaku pst 12 10917                            ,
https://ariregister.rik.ee/eng/company/12940317/EAGLETransport-OÃœ?search_id=6b4eef4&pos=245,245,EAGLETransportOÃœ(12940317),12940317.0,Private limited company,Enteredintotheregister,03.11.2015,Capitalis2Â 500Â â‚¬,                        Tartu maakond Tartu linn Tartu linn Teguri tn 30 51013                            ,
https://ariregister.rik.ee/eng/company/16311050/Easy-Spanish-School-OÃœ?search_id=6b4eef4&pos=246,246,EasySpanishSchoolOÃœ(16311050),16311050.0,Private limited company,Enteredintotheregister,09.09.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa LÃµÃµtsa tn 5 // Sepapaja tn 4 11415                            ,
https://ariregister.rik.ee/eng/company/14540071/Eco-Nordic-Spa-OÃœ?search_id=6b4eef4&pos=247,247,EcoNordicSpaOÃœ(14540071),14540071.0,Private limited company,Enteredintotheregister,07.08.2018,Capitalis2Â 500Â â‚¬,                        Tartu maakond Tartu vald Raadi alev Kaupmehe tn 15-16 60532                            ,
https://ariregister.rik.ee/eng/company/14394758/EcoSpace-OÃœ?search_id=6b4eef4&pos=248,248,EcoSpaceOÃœ(14394758),14394758.0,Private limited company,Enteredintotheregister,21.12.2017,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa VÃ¤ike-Paala tn 2 11415                            ,
https://ariregister.rik.ee/eng/company/10816665/Edalan-OÃœ?search_id=6b4eef4&pos=249,249,EdalanOÃœ(10816665),10816665.0,Private limited company,Enteredintotheregister,13.12.2001,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Vase tn 4-14 10125                            ,
https://ariregister.rik.ee/eng/company/14161706/Eduspace-OÃœ?search_id=6b4eef4&pos=250,250,EduspaceOÃœ(14161706),14161706.0,Private limited company,Enteredintotheregister,01.12.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Liikuri tn 10-107 13618                            ,
https://ariregister.rik.ee/eng/company/80186243/Eesti-Ameerika-Kokkerspanjelite-TÃµuÃ¼hing?search_id=6b4eef4&pos=251,251,EestiAmeerikaKokkerspanjeliteTÃµuÃ¼hing(80186243),80186243.0,Non-profit association,Enteredintotheregister,12.03.2003,,                        Tammeoksa 31-5 Tartu city Tartu county 50414                            ,
https://ariregister.rik.ee/eng/company/80186705/EESTI-CAVALIER-KING-CHARLES-SPANIELITE-TÃ•UÃœHING?search_id=6b4eef4&pos=252,252,EESTICAVALIERKINGCHARLESSPANIELITETÃ•UÃœHING(80186705),80186705.0,Non-profit association,Enteredintotheregister,05.05.2003,,                        Tartu maakond Luunja vald Luunja alevik Pargi tn 6 62201                            ,
https://ariregister.rik.ee/eng/company/11170461/Eesti-Ehituspartner-OÃœ?search_id=6b4eef4&pos=253,253,EestiEhituspartnerOÃœ(11170461),11170461.0,Private limited company,Enteredintotheregister,20.09.2005,Capitalis6Â 391Â â‚¬,                        Tartu maakond Tartu linn Tartu linn Teguri tn 45d/1 51013                            ,
https://ariregister.rik.ee/eng/company/12260108/Eesti-Hair--Beauty-SPA-OÃœ?search_id=6b4eef4&pos=254,254,EestiHair&BeautySPAOÃœ(12260108),12260108.0,Private limited company,Deleted,03.04.2012,,,06.12.2022
https://ariregister.rik.ee/eng/company/80378209/Eesti-Hispaania-Keele-Ã•petajate-Liit?search_id=6b4eef4&pos=255,255,EestiHispaaniaKeeleÃ•petajateLiit(80378209),80378209.0,Non-profit association,Deleted,01.12.2014,,,20.12.2019
https://ariregister.rik.ee/eng/company/80219190/MTÃœ-EESTI-HISPAANIA-SELTS?search_id=6b4eef4&pos=256,256,MTÃœEESTI-HISPAANIASELTS(80219190),80219190.0,Non-profit association,Deleted,09.03.2005,,,06.09.2012
https://ariregister.rik.ee/eng/company/project/9000318058?search_id=6b4eef4&pos=257,257,MTÃœEESTIINGLISEKOKKERSPANJELISELTS,,Non-profit association,,,,                        Harju maakond Rae vald Kopli kÃ¼la PÃ¤Ã¤sukese tn 5 75321                            ,
https://ariregister.rik.ee/eng/company/80240907/EESTI-INGLISE-KOKKERSPANJELITE-TÃ•UÃœHING?search_id=6b4eef4&pos=258,258,EESTIINGLISEKOKKERSPANJELITETÃ•UÃœHING(80240907),80240907.0,Non-profit association,Enteredintotheregister,10.10.2006,,                        Tartu maakond Tartu linn Tartu linn Tulbi tn 2d-1a 50407                            ,
https://ariregister.rik.ee/eng/company/10454908/Aktsiaselts-Eesti-Investeerimispanga-Varahaldus?search_id=6b4eef4&pos=259,259,AktsiaseltsEestiInvesteerimispangaVarahaldus(10454908),10454908.0,Public limited company,Deleted,26.05.1998,,,15.11.2000
https://ariregister.rik.ee/eng/company/10165245/aktsiaselts-EESTI-INVESTEERIMISPANK?search_id=6b4eef4&pos=260,260,aktsiaseltsEESTIINVESTEERIMISPANK(10165245),10165245.0,Public limited company,Deleted,07.11.1996,,,29.12.1998
https://ariregister.rik.ee/eng/company/80051885/Eesti-Iseseisvuspartei?search_id=6b4eef4&pos=261,261,EestiIseseisvuspartei(80051885),80051885.0,Non-profit association,Deleted,02.11.1998,,,30.10.2022
https://ariregister.rik.ee/eng/company/90003321/Sihtasutus-Eesti-Kaevandusmuuseum?search_id=6b4eef4&pos=262,262,SihtasutusEestiKaevandusmuuseum(90003321),90003321.0,Foundation,Enteredintotheregister,28.10.2002,,                        Ida-Viru maakond Toila vald Kohtla-NÃµmme alev Jaama tn 100 30503                            ,
https://ariregister.rik.ee/eng/company/80589120/Eesti-Rahvusparkide-Noorte-Looduskaitsjate-Selts?search_id=6b4eef4&pos=263,263,EestiRahvusparkideNoorteLooduskaitsjateSelts(80589120),80589120.0,Non-profit association,Enteredintotheregister,30.11.2020,,                        Tartu maakond Tartu linn Tartu linn VÃµru tn 20-6 51010                            ,
https://ariregister.rik.ee/eng/company/80002119/Eesti-Spaaliit?search_id=6b4eef4&pos=264,264,EestiSpaaliit(80002119),80002119.0,Non-profit association,Enteredintotheregister,20.12.1996,,                        LÃ¤Ã¤ne maakond Haapsalu linn Haapsalu linn Sadama tn 9 90502                            ,
https://ariregister.rik.ee/eng/company/80171603/Eesti-Spanjelite-TÃµuÃ¼hing?search_id=6b4eef4&pos=265,265,EestiSpanjeliteTÃµuÃ¼hing(80171603),80171603.0,Non-profit association,Enteredintotheregister,01.07.2002,,                        Harju maakond Tallinn Kesklinna linnaosa K. TÃ¼rnpu tn 7 10121                            ,
https://ariregister.rik.ee/eng/company/80111512/Eesti-Spanjelite-TÃµuÃ¼hing-ESP?search_id=6b4eef4&pos=266,266,EestiSpanjeliteTÃµuÃ¼hingESP(80111512),80111512.0,Non-profit association,Deleted,29.10.1999,,,29.05.2012
https://ariregister.rik.ee/eng/company/10034419/Eesti-Spar-aktsiaselts?search_id=6b4eef4&pos=267,267,EestiSparaktsiaselts(10034419),10034419.0,Public limited company,Deleted,10.05.1996,,,16.12.2004
https://ariregister.rik.ee/eng/company/80410120/Eesti-Springerspanjelite-TÃµuÃ¼hing?search_id=6b4eef4&pos=268,268,EestiSpringerspanjeliteTÃµuÃ¼hing(80410120),80410120.0,Non-profit association,Enteredintotheregister,09.12.2016,,                        Harju maakond Tallinn Haabersti linnaosa Mardipere tn 4 13516                            ,
https://ariregister.rik.ee/eng/company/90007589/Sihtasutus-Eesti-Tehniliste-PÃµllukultuuride-TÃ¶Ã¶tlemispark?search_id=6b4eef4&pos=269,269,SihtasutusEestiTehnilistePÃµllukultuurideTÃ¶Ã¶tlemispark(90007589),90007589.0,Foundation,Deleted,30.03.2004,,,25.01.2016
https://ariregister.rik.ee/eng/company/80288506/Eesti-Tuleohutuspaigaldiste-Hooldajate-Keskliit?search_id=6b4eef4&pos=270,270,EestiTuleohutuspaigaldisteHooldajateKeskliit(80288506),80288506.0,Non-profit association,Enteredintotheregister,21.05.2009,,                        Harju maakond Tallinn Kesklinna linnaosa PÃ¤rnu mnt 130 11317                            ,
https://ariregister.rik.ee/eng/company/10011453/Aktsiaselts-EESTI-TÃ–Ã–STUSE-ja-EHITUSE-KOMMERTSPANK?search_id=6b4eef4&pos=271,271,AktsiaseltsEESTITÃ–Ã–STUSEjaEHITUSEKOMMERTSPANK(10011453),10011453.0,Public limited company,Deleted,16.02.1996,,,22.04.1999
https://ariregister.rik.ee/eng/company/80051862/Eesti-Vabaduspartei---PÃµllumeeste-Kogu?search_id=6b4eef4&pos=272,272,EestiVabaduspartei-PÃµllumeesteKogu(80051862),80051862.0,Non-profit association,Enteredintotheregister,03.11.1998,,                        Harju maakond Tallinn NÃµmme linnaosa Kirde tn 12/2-1 11623                            ,
https://ariregister.rik.ee/eng/company/80008694/Eesti-Valgevene-kultuuriselts-SpadtsÃµna?search_id=6b4eef4&pos=273,273,Eesti-ValgevenekultuuriseltsSpadtsÃµna(80008694),80008694.0,Non-profit association,Deleted,17.07.1997,,,22.07.2013
https://ariregister.rik.ee/eng/company/11593026/E-Finantspartner-OÃœ?search_id=6b4eef4&pos=274,274,E-FinantspartnerOÃœ(11593026),11593026.0,Private limited company,Enteredintotheregister,20.02.2009,Capitalis2Â 556Â â‚¬,                        Harju maakond Raasiku vald ArukÃ¼la alevik Tallinna mnt 13 75201                            ,
https://ariregister.rik.ee/eng/company/12533463/Ehituspartner-OÃœ?search_id=6b4eef4&pos=275,275,EhituspartnerOÃœ(12533463),12533463.0,Private limited company,Enteredintotheregister,09.09.2013,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn MustamÃ¤e linnaosa E. Vilde tee 144-1 12614                            ,
https://ariregister.rik.ee/eng/company/12198480/EhitusPartner-OÃœ?search_id=6b4eef4&pos=276,276,EhitusPartnerOÃœ(12198480),12198480.0,Private limited company,Deleted,28.11.2011,,,30.08.2013
https://ariregister.rik.ee/eng/company/11205426/OÃœ-Ehituspartner?search_id=6b4eef4&pos=277,277,OÃœEhituspartner(11205426),11205426.0,Private limited company,Deleted,15.02.2006,,,15.11.2011
https://ariregister.rik.ee/eng/company/10382965/OsaÃ¼hing-Ehituspartner?search_id=6b4eef4&pos=278,278,OsaÃ¼hingEhituspartner(10382965),10382965.0,Private limited company,Deleted,16.02.1998,,,15.01.2004
https://ariregister.rik.ee/eng/company/11242195/OÃœ-Ehitusplaadi-Ekspert?search_id=6b4eef4&pos=279,279,OÃœEhitusplaadiEkspert(11242195),11242195.0,Private limited company,Deleted,05.04.2006,,,08.08.2011
https://ariregister.rik.ee/eng/company/11662611/Eiroholdings-Estonia-OÃœ?search_id=6b4eef4&pos=280,280,EiroholdingsEstoniaOÃœ(11662611),11662611.0,Private limited company,Deleted,29.05.2009,,,18.08.2015
https://ariregister.rik.ee/eng/company/14737750/EJR-Sparrier-OÃœ?search_id=6b4eef4&pos=281,281,EJRSparrierOÃœ(14737750),14737750.0,Private limited company,Enteredintotheregister,05.06.2019,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Kaupmehe tn 7-31 10114                            ,
https://ariregister.rik.ee/eng/company/16246045/Ekspan-OÃœ?search_id=6b4eef4&pos=282,282,EkspanOÃœ(16246045),16246045.0,Private limited company,Enteredintotheregister,04.06.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa VÃ¤ike-Paala tn 2 11415                            ,
https://ariregister.rik.ee/eng/company/14527604/Ekspateh-OÃœ?search_id=6b4eef4&pos=283,283,EkspatehOÃœ(14527604),14527604.0,Private limited company,Enteredintotheregister,17.07.2018,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Tuukri tn 19-315 10120                            ,
https://ariregister.rik.ee/eng/company/10915261/EKSPRESSPANT-OÃœ?search_id=6b4eef4&pos=284,284,EKSPRESSPANTOÃœ(10915261),10915261.0,Private limited company,Deleted,08.04.2003,,,22.01.2013
https://ariregister.rik.ee/eng/company/12065192/Elamuspank-OÃœ?search_id=6b4eef4&pos=285,285,ElamuspankOÃœ(12065192),12065192.0,Private limited company,Enteredintotheregister,25.02.2011,Capitalis2Â 500Â â‚¬,                        Rapla maakond Kehtna vald Kaerepere alevik MetsaÃ¤Ã¤re tn 1 79520                            ,
https://ariregister.rik.ee/eng/company/16548779/Elamus-Spa-OÃœ?search_id=6b4eef4&pos=286,286,ElamusSpaOÃœ(16548779),16548779.0,Private limited company,Enteredintotheregister,08.08.2022,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn MustamÃ¤e linnaosa Akadeemia tee 30 12613                            ,
https://ariregister.rik.ee/eng/company/16401089/elSparky-OÃœ?search_id=6b4eef4&pos=287,287,elSparkyOÃœ(16401089),16401089.0,Private limited company,Enteredintotheregister,27.12.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Viimsi vald Viimsi alevik HÃ¼atsindi tee 1-44 74001                            ,
https://ariregister.rik.ee/eng/company/16102263/Eluspace-OÃœ?search_id=6b4eef4&pos=288,288,EluspaceOÃœ(16102263),16102263.0,Private limited company,Enteredintotheregister,19.11.2020,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kristiine linnaosa LÃµokese tn 5-15 11011                            ,
https://ariregister.rik.ee/eng/company/16358229/EmOne-Space-OÃœ?search_id=6b4eef4&pos=289,289,EmOneSpaceOÃœ(16358229),16358229.0,Private limited company,Enteredintotheregister,04.11.2021,Capitalis2Â 500Â â‚¬,,
https://ariregister.rik.ee/eng/company/11273149/EMSE-GRUPP-OÃœ?search_id=6b4eef4&pos=290,290,EMSEGRUPPOÃœ(11273149),11273149.0,Private limited company,Deleted,13.07.2006,,,17.12.2021
https://ariregister.rik.ee/eng/company/12979779/Endermospa-OÃœ?search_id=6b4eef4&pos=291,291,EndermospaOÃœ(12979779),12979779.0,Private limited company,Enteredintotheregister,18.01.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa C. R. Jakobsoni tn 17-3 10128                            ,
https://ariregister.rik.ee/eng/company/12502445/Energispar-Byggen-OÃœ?search_id=6b4eef4&pos=292,292,EnergisparByggenOÃœ(12502445),12502445.0,Private limited company,Enteredintotheregister,10.07.2013,Capitalis2Â 500Â â‚¬,,
https://ariregister.rik.ee/eng/company/10486831/ENN-RIISPAPP?search_id=6b4eef4&pos=293,293,ENNRIISPAPP(10486831),10486831.0,Sole trader,Enteredintotheregister,19.10.1998,,                        LÃ¤Ã¤ne-Viru maakond Vinni vald Muuga kÃ¼la 46502                            ,
https://ariregister.rik.ee/eng/company/11194533/EPF-Top-Spa-OÃœ?search_id=6b4eef4&pos=294,294,EPFTopSpaOÃœ(11194533),11194533.0,Private limited company,Deleted,28.11.2005,,,15.08.2016
https://ariregister.rik.ee/eng/company/16197424/EPICSPACE-OÃœ?search_id=6b4eef4&pos=295,295,EPICSPACEOÃœ(16197424),16197424.0,Private limited company,Enteredintotheregister,01.04.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Gonsiori tn 29-42 10147                            ,
https://ariregister.rik.ee/eng/company/10073081/osaÃ¼hing-Espaada?search_id=6b4eef4&pos=296,296,osaÃ¼hingEspaada(10073081),10073081.0,Private limited company,Deleted,30.08.1996,,,22.05.2017
https://ariregister.rik.ee/eng/company/16205394/Espacio-OÃœ?search_id=6b4eef4&pos=297,297,EspacioOÃœ(16205394),16205394.0,Private limited company,Enteredintotheregister,13.04.2021,Capitalis2Â 500Â â‚¬,                        Rapla maakond Rapla vald Hagudi kÃ¼la Rebase 79641                            ,
https://ariregister.rik.ee/eng/company/12121950/Espaconde-OÃœ?search_id=6b4eef4&pos=298,298,EspacondeOÃœ(12121950),12121950.0,Private limited company,Enteredintotheregister,17.06.2011,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Tartu mnt 18-51 10145                            ,
https://ariregister.rik.ee/eng/company/10178392/OsaÃ¼hing-Espada-Kaubandus?search_id=6b4eef4&pos=299,299,OsaÃ¼hingEspada-Kaubandus(10178392),10178392.0,Private limited company,Deleted,27.12.1996,,,18.05.2011
https://ariregister.rik.ee/eng/company/10111545/Aktsiaselts-ESPADON?search_id=6b4eef4&pos=300,300,AktsiaseltsESPADON(10111545),10111545.0,Public limited company,Deleted,17.10.1996,,,24.08.2022
https://ariregister.rik.ee/eng/company/10502731/OsaÃ¼hing-Espais?search_id=6b4eef4&pos=301,301,OsaÃ¼hingEspais(10502731),10502731.0,Private limited company,Deleted,29.10.1998,,,05.12.2008
https://ariregister.rik.ee/eng/company/12450263/Espak-Alumiinium-OÃœ?search_id=6b4eef4&pos=302,302,EspakAlumiiniumOÃœ(12450263),12450263.0,Private limited company,Enteredintotheregister,08.04.2013,Capitalis20Â 000Â â‚¬,                        Harju maakond Maardu linn Vana-Narva mnt 18d 74114                            ,
https://ariregister.rik.ee/eng/company/12874253/ESPAK-Arendus-OÃœ?search_id=6b4eef4&pos=303,303,ESPAKArendusOÃœ(12874253),12874253.0,Private limited company,Enteredintotheregister,03.07.2015,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Viadukti tn 42 11313                            ,
https://ariregister.rik.ee/eng/company/10077564/aktsiaselts-ESPAK?search_id=6b4eef4&pos=304,304,aktsiaseltsESPAK(10077564),10077564.0,Public limited company,Enteredintotheregister,14.11.1996,Capitalis683Â 712Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Viadukti tn 42 11313                            ,
