10-DeBiGa-company_number,09-wissel-company_id
12673107,
13432748,
12138216,
13341374,
05035950,
04686184,
11272629,
14173929,
11227667,
10972614,
10645660,
14262645,
04050768,
11483355,
11259046,
06210677,
09397621,
08306484,
04451406,
sc555458,
14608783,
13251353,
05074801,
11735136,
06275489,
11851132,
08137798,
sc209321,
12093802,
10947168,
09500558,
10413172,
sc221255,
sc229884,
01267116,
06029410,
11090732,
04675537,
12142307,
07650795,
10721059,
11239944,
10116707,
04902501,
08054823,
06511062,
ni047044,
13429168,
08240650,
04602120,
02349635,
11097533,
01980868,
02350194,
02147807,
01068297,
12477050,
07045647,
02350009,
10317308,
09977632,
sc550362,
10967777,
04910692,
11557798,
13617694,
12128783,
02238214,
08480417,
09378599,
sc625497,
01703869,
11766578,
07822169,
13166258,
12449905,
13974022,
10152787,
06912265,
07856269,
11190024,
10189986,
13625195,
05667926,
10613086,
08799004,
01667869,
01327043,
13303615,
05090055,
10944331,
12465752,
11107577,
12518033,
10963663,
12298432,
13616500,
14081956,
12604600,
07725570,
10292213,
sc021442,
11710305,
10622551,
sc698355,
10331293,
ni063712,
12888559,
07026205,
10842485,
08987032,
14339083,
14603873,
09557607,
13830790,
14572605,
09287106,
14512982,
01892122,
13388220,
13725957,
07766711,
10063628,
05139824,
13176359,
10800134,
ni644095,
06352396,
12782312,
14009544,
11773059,
14561186,
05930033,
12276468,
09218812,
04798248,
06117570,
11705950,
13265087,
12555777,
06348001,
12651086,
12851482,
06237597,
14572457,
14475463,
09482598,
01972122,
13121252,
09315693,
12942516,
12446233,
09879067,
12981456,
10838547,
ni678898,
14283892,
12950624,
05488767,
05997539,
13603185,
08883523,
05808602,
14102915,
ni064295,
04642459,
12678029,
08811760,
09248328,
06173623,
13338164,
05907327,
13380572,
13159280,
14316825,
12620623,
02902844,
sc649210,
12735281,
09871382,
12105222,
04498455,
13602434,
07246880,
12017017,
08867841,
11187806,
04740133,
07856665,
08925800,
01645104,
13524450,
11744021,
14023265,
12605474,
09742327,
13054981,
sc667755,
13583482,
10498302,
14484031,
13898316,
13980604,
12723345,
10735263,
13102109,
11728210,
14259917,
03433821,
14006312,
09800820,
08635352,
12308761,
06741919,
04363930,
05453985,
05881249,
10692020,
11614782,
13355534,
05073273,
14275254,
10424611,
14438460,
02618464,
14165712,
11668081,
07030583,
10725373,
07047708,
13942240,
13595965,
08069774,
14058681,
08850114,
13111444,
10825840,
12380353,
11990642,
11197169,
13697584,
07842731,
13119983,
07605663,
10361570,
12598037,
11362149,
00734142,
13165738,
13021163,
08334861,
09921579,
07462552,
11919206,
sc508303,
14392813,
14571466,
11704900,
13443208,
12156401,
11388646,
13810718,
10347346,
12142128,
12569676,
sc175220,
13504124,
11192345,
11454418,
sc297728,
13383605,
13378276,
09367374,
13143790,
14526740,
11074781,
10503461,
10840973,
13127364,
13188095,
09499256,
13120708,
13764837,
11547109,
12087916,
12588573,
12078569,
13310981,
13981217,
14477198,
07978385,
06738558,
12421966,
13580704,
13387001,
07916133,
12721417,
13878390,
11843614,
14250314,
09238173,
07385337,
12954554,
12014040,
12901181,
08668594,
08788411,
13985162,
08913520,
14089229,
12802066,
12214904,
08652072,
11364357,
11071050,
13813622,
13569873,
12759702,
09443178,
11386874,
12635214,
10545279,
05065086,
08484756,
12213832,
07732989,
10923376,
11671264,
09915288,
08652170,
11820783,
sc486498,
11411317,
11859143,
09966947,
11660798,
10759863,
12461232,
11218563,
11924709,
10881822,
11998667,
08906873,
09564200,
11858701,
05398731,
06454741,
11308403,
09182912,
04896889,
11173045,
11611945,
05856873,
11584706,
11592697,
07610502,
11509605,
10224471,
11403611,
05313485,
10094048,
11250577,
11673763,
09621358,
06525274,
11142042,
08911334,
10808687,
10846772,
10945595,
10068684,
09388261,
11220035,
01974498,
07967983,
09923189,
06877080,
sc259051,
05050803,
10186799,
10471990,
10412461,
07982493,
10370143,
09488759,
10262051,
09706453,
10406603,
10338221,
09804555,
09191039,
04667005,
11019011,
09168525,
07453223,
07870076,
04312449,
sc507251,
09687863,
01035422,
07470253,
09186876,
09526192,
08080234,
08682424,
10295598,
sc393120,
sc392294,
07107208,
09165116,
08955801,
08418797,
08753696,
08148861,
00875528,
08998222,
05955733,
08061122,
08514493,
07398132,
07247656,
08611599,
04145539,
07588294,
05568003,
06321346,
07000138,
06997074,
08261301,
04047414,
05838975,
06829728,
05799979,
08175544,
06896840,
ni608638,
04863746,
03547491,
06710168,
05792775,
06932861,
06385446,
03732747,
07124998,
03862477,
00366446,
sc281432,
05245476,
00874889,
05448293,
05081930,
04677133,
05339437,
06521354,
05342122,
06395726,
05180970,
03506015,
05331512,
03205075,
05379318,
03181894,
04377185,
02279166,
04064271,
12934003,
11821040,
sc397416,
07535053,
06006047,
13189956,
13552707,
09817890,
12908711,
13625337,
03793923,
07652362,
11160556,
11281512,
06906923,
07340117,
06726142,
11771766,
10612991,
08170475,
10784782,
06824740,
05384504,
09523018,
13243251,
07639359,
13829878,
09283353,
10335563,
12307842,
13684357,
12806673,
09953419,
09964914,
04034989,
11279642,
11838322,
07594959,
10600914,
12548445,
12349717,
12951587,
10327559,
14246255,
11337059,
09270362,
13741607,
11521144,
11464433,
05237432,
sc624477,
12919463,
10288939,
09272461,
11535772,
14140462,
14237564,
09907433,
13234345,
11790446,
14592070,
04524679,
11037463,
09125419,
13104773,
13643474,
11766359,
14593153,
11931793,
14267304,
13293541,
14551603,
13559672,
13709560,
09866325,
sc706385,
12407794,
10790973,
13881438,
13668002,
13054597,
13871901,
10667934,
11065900,
13121459,
13395727,
12759810,
12966196,
14134962,
14432092,
13883643,
13526272,
13440419,
13042742,
13451832,
12290179,
12762158,
13043426,
sc679259,
13660121,
14603574,
13211176,
11752195,
13433287,
12004092,
11451084,
13685801,
12816832,
10049597,
14509865,
13015219,
09108752,
14320556,
12928001,
14236889,
13539147,
11463153,
07965805,
13157340,
05204868,
12909402,
ni073771,
09126015,
13533416,
10823203,
08909901,
06396872,
11815593,
12340780,
14376572,
04766772,
09932646,
13680302,
09013986,
13498259,
11140238,
13954255,
09924033,
12737649,
06438107,
13809836,
11959794,
13308951,
13510979,
13525468,
14166509,
11911559,
12949555,
09653197,
13456238,
12593966,
13515972,
06404362,
10753627,
10944930,
10786019,
11191040,
08710019,
09080544,
08275731,
13016688,
13085393,
ni658724,
10360077,
06552304,
07896322,
sc742995,
12328460,
10851347,
13763211,
09980133,
11747027,
09297718,
13277391,
11352591,
13292534,
07954915,
13209289,
11712257,
14215179,
13272043,
12950941,
12848395,
14177105,
12215719,
09459271,
11185597,
11421727,
09175550,
13632490,
sc710705,
10913609,
14593817,
13644504,
13840392,
13657472,
11667955,
13639373,
04519514,
13214116,
13082739,
14058846,
13532204,
10802143,
12563475,
13656434,
13523403,
12960737,
12663808,
13408149,
13939654,
13591726,
sc734911,
07670293,
05528436,
13474282,
13808908,
ni658726,
13171397,
14391476,
12495212,
14361937,
13911727,
14108514,
12009367,
sc679706,
13916442,
12905922,
14443169,
12838538,
13536631,
13936887,
11155648,
10530681,
13251659,
13419004,
07771314,
13728292,
13163516,
12761632,
08841620,
12026589,
12073052,
12891398,
13753387,
06583811,
13944875,
13695651,
11301768,
13749377,
12838480,
09773347,
09513720,
14228118,
10360194,
13785804,
13778598,
11568750,
05938911,
11066187,
12392188,
10761425,
08490882,
11361153,
14496220,
08263638,
09820100,
sc633884,
12147726,
09679675,
09466009,
13978752,
08647584,
08866890,
11297409,
09168220,
sc735729,
12276260,
12484758,
13968126,
12891896,
sc434510,
11079476,
sc717334,
09204814,
10832869,
10117712,
11364902,
13806593,
08330335,
06185643,
10036180,
14507500,
05465451,
11575292,
08863486,
12629274,
14531565,
sc653962,
13881284,
13997866,
14373651,
13045366,
12206628,
06695838,
07827839,
13205894,
11819908,
12064763,
12415836,
12013582,
08240060,
08240053,
12856480,
12626866,
05736875,
13301134,
11830880,
13774864,
13804790,
11564388,
12468066,
12076730,
11294557,
13328512,
12282001,
12490489,
13439839,
01391641,
13491756,
sc746582,
05017616,
12922589,
06214583,
12180486,
12226860,
09770058,
06427672,
11960306,
13699519,
12213435,
12892834,
11894969,
ni645539,
13218886,
13721200,
10671694,
14067848,
12754830,
14436324,
sc423402,
13537178,
13597594,
11301586,
14342564,
12665471,
13282924,
07849828,
12082062,
11808921,
12279230,
13611640,
09434625,
12731783,
12229512,
13310615,
14200410,
13888249,
14446381,
11223899,
11494856,
04943846,
09467685,
12276699,
14217459,
14463166,
12456050,
11770783,
12291022,
13610837,
12209232,
05536829,
13857930,
13894108,
13971360,
12351096,
08617840,
12834626,
13701305,
13460160,
12854306,
08089650,
12055676,
13326134,
12851944,
13163361,
13820660,
13298704,
sc665516,
sc739894,
12428221,
13256947,
11422978,
ni689286,
14593127,
13466623,
12480163,
08764421,
12676740,
12904366,
12976583,
13565825,
11934915,
13124963,
12578955,
12912014,
08056713,
12859907,
14471901,
sc530482,
08596022,
09949648,
12433041,
14189258,
13759141,
14304540,
10636637,
11181636,
10788125,
11830520,
12427669,
10522906,
13456529,
sc683428,
12687506,
11010096,
12519701,
06451534,
13979370,
14013201,
sc575106,
13613101,
13823523,
11002946,
14184329,
11007402,
13949167,
14370360,
07321461,
10149565,
12053391,
sc721214,
13992222,
13768703,
10149669,
13716510,
14194095,
11340598,
13695588,
04498630,
13685908,
09516929,
sc718089,
03589015,
14450630,
11009005,
10513867,
08765204,
14328850,
09783331,
13316082,
10424771,
13416480,
13341880,
12010535,
09855358,
12510502,
14585727,
11909940,
09432645,
12679865,
11424924,
11016978,
13115215,
14007779,
10734576,
13012997,
08466863,
12489251,
12351192,
sc459837,
05541734,
12152638,
13766465,
sc333017,
sc479958,
13665503,
04820541,
13078422,
09750411,
13414382,
12514781,
06361620,
12740258,
06965361,
10730149,
07546371,
04222222,
08495567,
08385931,
08014966,
08014919,
sc099092,
07629669,
13990758,
14479899,
11454853,
11908828,
14076411,
11985621,
02600118,
13941157,
09553959,
14076381,
11080688,
02614255,
11628152,
10314996,
09618046,
08253663,
07259215,
13978476,
06409747,
04836492,
13877916,
14143030,
13060575,
12192044,
12426171,
12968468,
14273570,
13571150,
08432989,
09357123,
04144828,
09690951,
10192723,
06548321,
13182296,
12347331,
07877478,
11448612,
13873451,
09876406,
11503347,
14338708,
05140909,
13656251,
06507924,
11634053,
11034567,
14051669,
13722272,
01479339,
06148972,
13478331,
10625960,
12827285,
11325015,
11247682,
14241637,
13707194,
13271246,
09742373,
08868448,
10984587,
09539814,
sc729664,
13332185,
08808700,
sc631231,
14480714,
07957611,
08210463,
ni682059,
12158590,
14524732,
13922581,
09860496,
13731157,
07639634,
12934890,
13736775,
13284262,
10621474,
13347407,
12186363,
04512100,
14434210,
13796657,
13302323,
07203630,
13425183,
13820641,
13623696,
06103547,
08859049,
06284649,
ni688871,
05888848,
sc744697,
12971441,
09537672,
sc368463,
12884475,
sc405847,
11219108,
13349095,
sc553921,
11819134,
sc582153,
14456046,
13581794,
12453428,
14356393,
10903689,
11248166,
13581014,
02456815,
ni683657,
14181166,
13516157,
13566172,
sc473480,
12926104,
13804079,
13971293,
13051618,
08465333,
12624060,
03553820,
14091222,
13392977,
14348076,
14149198,
12509426,
sc325354,
12671769,
14216325,
11439912,
14123066,
12586735,
13816804,
11052417,
12747950,
06925230,
12691134,
12379760,
08976938,
12620773,
11318086,
13859303,
09503251,
12161694,
sc697865,
09671228,
11635164,
12120757,
10750725,
13616888,
12253145,
13220729,
14528389,
12566660,
12538023,
13785669,
14147037,
12681931,
12698302,
14350607,
05312078,
01977723,
05947834,
13191549,
11983209,
05032079,
12017347,
sc268540,
06708361,
07731559,
14411948,
13782106,
12645943,
13193073,
10051583,
03082820,
10604297,
12899711,
12993970,
06812687,
11292784,
08156680,
11078874,
13698524,
12974767,
14276649,
13682652,
09098447,
14529239,
sc656417,
sc712557,
07523283,
08015069,
13686184,
ni625125,
11045913,
13688923,
12729606,
14311575,
14430623,
03398174,
03834440,
13945285,
13569630,
11612449,
10640269,
09707941,
14391828,
14095973,
12294020,
13814989,
12657257,
13665742,
13827767,
10775243,
11542147,
06367248,
12679105,
12639052,
14231340,
10957324,
12663451,
ni047623,
13937857,
05737438,
14268203,
10299954,
01519920,
01393494,
09597258,
09470981,
sc559783,
08676820,
09444130,
09486721,
sc263457,
09921082,
12430205,
11648731,
04414858,
10534086,
07898969,
13453958,
13874933,
12716729,
03145738,
sc628065,
11022166,
09630091,
12512875,
11022179,
11022268,
13784761,
13545217,
10530151,
13994863,
11206605,
13696269,
12664233,
sc247499,
ni680582,
04278810,
12957132,
13671246,
12710664,
01578488,
04933985,
11658716,
07195147,
12941262,
02788192,
08662148,
12274642,
14444886,
04358998,
14412047,
sc721004,
13613595,
03084528,
13437827,
04702889,
09416799,
08382908,
13020906,
06874404,
14293284,
12066316,
01407347,
12751768,
11908423,
12697254,
14560813,
11742981,
06962398,
12989403,
06437413,
08279307,
09231483,
13157307,
12448035,
13043143,
13301487,
11043556,
10353911,
sc748912,
06787267,
14123142,
12152891,
13199313,
13791678,
12879026,
00842357,
07437691,
13772369,
12222062,
13891541,
sc646134,
13969421,
07420513,
12694538,
11855359,
12728789,
06280434,
08136595,
14392524,
10889906,
13726175,
14462314,
12948933,
sc449375,
14093133,
10309624,
11285055,
09145603,
12945443,
10562007,
14343618,
12164103,
14525554,
13613432,
09191966,
12415472,
11526774,
13721865,
12769969,
03868048,
13452371,
08054105,
12258267,
12143191,
13705604,
06562167,
12450800,
11386834,
13026148,
10293448,
ni636506,
13666982,
06132989,
12778267,
11424848,
13906309,
12574819,
11067098,
12129039,
ni647831,
ni630337,
14317943,
05824582,
12984964,
13689247,
12823735,
12603602,
13410294,
08953823,
14514159,
07887130,
13339211,
03155295,
14289754,
12425521,
14342543,
12222223,
10392825,
04242683,
12474079,
sc690937,
12253191,
09661853,
13338447,
13083181,
10593927,
09160071,
10957005,
13289229,
07127837,
11516635,
07698505,
12313314,
13549655,
12855251,
10263832,
07878750,
08528659,
07298831,
04121675,
11799131,
11495760,
13068433,
08099622,
14390970,
12404933,
09819607,
12928796,
13934713,
08695078,
13383464,
13949136,
12752806,
11667072,
12936165,
00678990,
13770774,
13643523,
13152533,
11811091,
08966086,
10789959,
14497423,
02631409,
10845766,
12680615,
06625536,
11804074,
12546644,
sc513748,
09592236,
sc578836,
13947559,
12953388,
07206021,
13109466,
14329277,
14396468,
13006658,
13329793,
14553215,
13502400,
11031273,
13229397,
14421776,
11706014,
03561306,
11298308,
13778308,
14130269,
13001278,
13788149,
14190891,
13736040,
09791442,
14158666,
11015300,
13835605,
12676282,
13897236,
13870489,
12850995,
10533986,
11429489,
13053735,
sc620937,
11392795,
08013172,
13852409,
11002241,
07605291,
14460575,
11185185,
12278437,
12245495,
09812482,
13239538,
12123942,
04237997,
11429625,
09712124,
09978743,
07554405,
07184149,
14460567,
09554373,
03064330,
12297090,
11772991,
14585808,
13330098,
13630144,
13724232,
11681788,
07446298,
12787600,
10283013,
13527077,
14387425,
05670445,
11886298,
08417499,
13615110,
13802361,
sc644355,
09952411,
03730034,
08221114,
11149661,
06984384,
03633124,
08300427,
06854702,
09637121,
11006050,
08732755,
09542217,
09602944,
09602702,
07419552,
11583583,
11761683,
12815349,
08003098,
09736158,
12229220,
11574262,
14052230,
12369476,
13706021,
09748274,
sc725055,
13953464,
13799392,
10935998,
13498643,
14294747,
08328876,
14209316,
13390774,
11985210,
10480674,
12878903,
13900390,
sc688732,
13480751,
11599186,
10548539,
08746200,
12819943,
14423531,
14184838,
14576147,
14097020,
07231455,
13374432,
sc753446,
13150865,
12028030,
05369966,
08065672,
09717428,
10525309,
09146437,
11376067,
14102536,
13808741,
12442805,
12332922,
14139735,
13907780,
13610153,
13115694,
07564357,
14508776,
13107503,
sc691698,
09198358,
04457610,
13475783,
11974451,
09603772,
13915041,
13636388,
00456280,
13761389,
11876695,
13784743,
11979133,
11979151,
11979179,
12358143,
11493291,
02385196,
10624814,
10167762,
10808193,
sc721400,
06795578,
06771900,
13485126,
13906346,
12635702,
10631636,
13676411,
12506847,
01589772,
08607914,
05552279,
09301440,
09373472,
09103648,
sc490699,
10139275,
09419650,
11229326,
10484999,
13072398,
ni642367,
14575662,
06004527,
11627286,
14469093,
10409856,
10668302,
13989586,
14099539,
sc722621,
14532456,
11268366,
13575781,
sc531990,
14531429,
02036212,
10645774,
14577563,
sc617542,
14134780,
11227052,
09596326,
11095315,
11710917,
14050725,
11590212,
11554882,
14393907,
13319240,
13430912,
12136429,
08095270,
13662947,
09058278,
14184713,
13322042,
13881389,
13372618,
13195300,
13429312,
11258302,
12595153,
14375586,
13702585,
13375143,
14421425,
13290756,
08814034,
09931489,
13047364,
10483799,
09680975,
11510040,
12159539,
10778962,
10859941,
13430414,
09230159,
11241623,
11590320,
07665217,
08749642,
05743282,
10338670,
09543489,
06780869,
05189116,
12193576,
13639894,
13088366,
12579429,
11829533,
10960154,
07344191,
11907071,
13375982,
sc751158,
10181012,
12014356,
12851800,
14536810,
13404432,
08145733,
12392211,
12401765,
08093608,
09711909,
14251693,
10940411,
09384320,
ni634111,
14336168,
10884987,
13168804,
14466693,
13216763,
12477249,
13862939,
11800945,
06878561,
07127269,
13383155,
14575058,
13055557,
14509002,
14351301,
08549305,
13162592,
sc702810,
14427836,
13373649,
12327479,
14570062,
sc738118,
14400398,
sc674306,
13047681,
13517658,
12580683,
sc717797,
13171219,
09039835,
04868903,
sc686370,
11974500,
12094795,
10875947,
12259050,
13179575,
13431939,
12449465,
11490661,
07247512,
10252157,
13628304,
13100049,
12180745,
10363504,
14602308,
11293627,
14468629,
14312786,
11924599,
13921712,
02664589,
12189675,
13000225,
13278762,
11297555,
ni667165,
12485012,
ni667275,
14301445,
09640369,
00223996,
13710031,
12947395,
10633281,
09215452,
14580195,
13065647,
sc663036,
13759783,
13193971,
12595869,
11124558,
13004640,
12960970,
13340322,
11913638,
sc711332,
13526982,
08373006,
13113499,
14439590,
12108769,
12728729,
12219717,
07956597,
13264615,
11064329,
05972644,
14061806,
13280254,
11836316,
01184335,
13615001,
13842052,
14140867,
12514680,
07608880,
13564479,
11307704,
12668596,
13114309,
13426342,
11016379,
08204063,
13750203,
09984463,
08817551,
09137799,
12999640,
13209406,
07425703,
09973314,
08546713,
ni636291,
13266090,
10515661,
08739194,
12723388,
06149033,
05042106,
11979642,
12087171,
12766767,
12284693,
10296739,
14117026,
10959304,
09409228,
08451429,
11904606,
09084625,
12279341,
13460562,
11267144,
13043919,
11349821,
13242689,
14000332,
13006581,
13281029,
13067452,
sc506555,
11903841,
12851158,
13921538,
12886559,
11360148,
ni663378,
12982544,
12389990,
13146642,
12375645,
12256856,
13488956,
13557532,
13672247,
13744212,
13509379,
12564005,
03526983,
13909310,
11329844,
06181173,
10421702,
10932501,
12480318,
12355483,
13171127,
13470068,
10421657,
08043841,
08793000,
13161917,
10421275,
10635430,
13786703,
10884079,
14538264,
08428487,
13096190,
07830937,
14549817,
sc694952,
14442265,
13215351,
12201559,
14010275,
12064944,
12375597,
13563977,
10911789,
12026372,
14359327,
13264347,
11238208,
12685202,
12216018,
08205079,
sc692155,
14235817,
12721141,
11279868,
05085726,
02339906,
10931308,
12385564,
10770475,
09902484,
12815449,
14608897,
14007638,
13881841,
13329911,
08233632,
14082127,
12256774,
11330831,
06360122,
12299115,
08642934,
09604327,
10458121,
11480350,
12602570,
13122970,
12176276,
11550854,
13976181,
09399998,
12933895,
13733229,
13410498,
08443332,
13862835,
10303314,
10198650,
11895233,
11436538,
10272549,
14154673,
13002363,
10648732,
13652760,
08936289,
11615336,
09101218,
10467444,
13788645,
13648313,
13515895,
13467472,
sc712316,
12875517,
13922398,
10435513,
10597373,
03699176,
13940512,
12432254,
07813489,
12529265,
09051160,
12347358,
13276486,
13327598,
12704308,
14279910,
12011104,
13417277,
12598385,
14433136,
08097565,
12923107,
14217119,
14484369,
10975927,
08439883,
13758046,
03918110,
11613963,
01941121,
14081508,
08835861,
12050270,
11592738,
08796878,
14137298,
12422081,
13264783,
09165806,
12456023,
14351826,
06965638,
07772993,
10376595,
10271962,
10739778,
13328918,
14183659,
09464971,
12754288,
11819273,
06555806,
14197387,
08317925,
14496299,
14340219,
sc648839,
14037849,
13287866,
10106074,
13357367,
13698995,
12632586,
07595536,
13896071,
13575483,
14371252,
14214913,
13135813,
10650635,
10815636,
14004135,
09686683,
11329450,
14316420,
12467942,
11378527,
13185102,
12427143,
11246180,
11032692,
13802135,
12691295,
11713493,
06620888,
09567746,
14110966,
02074965,
13489458,
10061417,
12254398,
11155171,
12478820,
14468135,
sc466885,
13979007,
12955713,
13826004,
12434487,
09132339,
13401981,
11984719,
14474088,
sc612997,
13154946,
07939160,
10208769,
sc665952,
13021425,
07390181,
sc700068,
12236386,
10530231,
11445685,
13180574,
09488801,
12059292,
14468472,
13620184,
14442420,
11110112,
sc725898,
13791040,
09914580,
14256188,
11700063,
13998583,
09052872,
13432682,
13632203,
06782144,
14045252,
12993862,
13785041,
13936745,
13668156,
13230489,
08454067,
09279110,
07871819,
13270948,
11520133,
11693832,
13602000,
11262395,
12344148,
12359078,
14299063,
12198084,
03633942,
13201357,
sc582902,
12209432,
09547656,
13290221,
10928919,
13947650,
12099332,
13349654,
12754547,
sc281450,
13547237,
13564094,
04415411,
12693102,
06743686,
12303740,
12883470,
12327251,
13464905,
08680023,
09062595,
08313439,
sc740376,
11560529,
06927829,
10313807,
09399436,
14316772,
12551437,
13617924,
12947154,
12349128,
04789488,
10834475,
10201986,
07413457,
13206692,
13944380,
11903311,
06984845,
14573902,
11619951,
05445689,
14240047,
08649384,
05797598,
14305534,
10766955,
11959232,
11385032,
13915947,
11093771,
10790390,
11211819,
11094189,
12348910,
13714012,
11293145,
10905431,
13915475,
12801585,
12474684,
12471494,
03532933,
12767885,
08314735,
11023915,
10926769,
13790724,
12903497,
10544754,
10045583,
08909405,
14288266,
07665450,
13751545,
12998206,
05509443,
13100867,
08808244,
09798722,
13719041,
10416920,
07380805,
13349582,
11620080,
12303537,
14528925,
12988555,
13811848,
13222493,
11020768,
11421440,
13256382,
13663311,
13821027,
13488010,
14041462,
sc600987,
13350305,
13284076,
13080570,
09031409,
13388246,
06751478,
10487826,
14143472,
12037415,
13397164,
12752436,
14037237,
13802276,
13293259,
07848767,
07885780,
13943937,
13144489,
08664279,
13932867,
13866404,
14116630,
09927104,
12315355,
10014810,
14289611,
12868777,
09271881,
12609033,
11703477,
14106769,
13999140,
07374592,
14456118,
05172539,
14047227,
13874222,
13912044,
sc365268,
08458082,
09596455,
08630178,
sc682246,
13460921,
13077375,
14300787,
sc601844,
10770485,
14032472,
12694360,
12365634,
14479164,
13006341,
sc756045,
09038439,
sc406561,
13752709,
sc363013,
12296669,
14475827,
10867435,
11840203,
08990739,
13167499,
07705440,
sc690622,
12235613,
11072802,
07670911,
13765960,
sc590265,
10019178,
14527104,
11806747,
07840222,
13864536,
sc329885,
10368771,
13456659,
08255993,
sc726122,
10166818,
05293951,
12615524,
13790628,
04166585,
09235142,
11212197,
05802853,
12180592,
12903850,
11765122,
11618578,
12447297,
06898319,
13779657,
09153684,
08630241,
08338664,
13995474,
13548791,
14303240,
10534865,
03302812,
sc538174,
13647995,
07605554,
14160693,
12367499,
12051675,
08549342,
10830953,
12900625,
08602497,
05309095,
08924884,
10505718,
13478375,
07390096,
12993013,
14047772,
11989720,
13778590,
14095852,
13631543,
09582915,
06894863,
08129168,
11718885,
14253032,
13893170,
11337360,
sc590131,
10057713,
sc313999,
13017017,
11776113,
12758520,
07102164,
13620423,
10741538,
14207299,
10310459,
14259074,
13956030,
11087283,
12801572,
sc697868,
13812044,
09464953,
09303032,
09904155,
12490225,
10392400,
11293784,
10063347,
06743031,
13133194,
12131028,
11272752,
11040978,
10730435,
14069777,
05145641,
11544262,
11700654,
sc307008,
07440050,
13067736,
11528766,
13223925,
08963943,
14184475,
11096334,
11362372,
10599165,
13890121,
11614616,
14122470,
08931524,
12326304,
11305063,
13029850,
sc742425,
11664366,
08272671,
06335707,
12224758,
14240685,
11605689,
12715413,
07510870,
14428698,
sc215089,
09975743,
12760576,
11159700,
13054805,
13342324,
04459881,
10870926,
05617437,
13618853,
13995886,
12413336,
13628975,
12251729,
13549961,
11940464,
03566500,
13440060,
04350603,
09022045,
10370609,
05403986,
07853090,
08418148,
10582611,
06454629,
08091934,
13531701,
05325116,
09061314,
12574607,
12190357,
06545794,
06987533,
13825792,
12392594,
04069819,
14298838,
10662576,
sc463246,
13002859,
08532825,
sc347493,
12707424,
06774726,
13816296,
sc631218,
09428039,
13944238,
09716939,
04621816,
08661397,
08229844,
09473399,
14200283,
13488965,
13092034,
12283735,
07107897,
08096459,
13047509,
13605602,
12911201,
13416083,
14526841,
11213192,
13487325,
13384120,
13669060,
10694238,
ni067643,
07296201,
09370227,
05129799,
10339495,
09581336,
14162357,
10761432,
02465580,
14511163,
04237148,
13906360,
sc439513,
02815248,
12422638,
00651735,
10866872,
09273767,
12497392,
12785061,
13808173,
09081546,
14209792,
07265897,
06510298,
ni644417,
04341564,
13676553,
13067143,
10983986,
10646383,
10422145,
11518480,
14415338,
11056146,
07612397,
11780535,
sc386692,
09237090,
11570391,
07264274,
08997285,
13001728,
04534829,
11696269,
05722048,
sc509606,
02815246,
09927960,
06349979,
08536845,
08780474,
07834864,
11281138,
08847111,
05977567,
00587056,
13308071,
10795375,
13431931,
12722028,
11101501,
10123105,
08318439,
04177340,
12854017,
13910182,
09819069,
07843146,
06944544,
06409776,
14187679,
08326788,
09366915,
07469309,
08021182,
07454749,
11339631,
14504231,
14584786,
13392010,
09596177,
13638232,
12411595,
05200462,
12752324,
12876787,
10734654,
ni630453,
11252563,
12297673,
07837695,
13770494,
11876705,
14345477,
11823668,
08690545,
06393354,
14048146,
11454126,
04812683,
13672084,
11917513,
04522861,
11137540,
03236352,
13455721,
11651675,
13979467,
14042395,
09887022,
13595826,
01067168,
13253675,
06829605,
08937644,
01105924,
10262998,
04939224,
08939567,
10972649,
02073797,
11379290,
12020561,
00574548,
08937226,
00738335,
10755805,
09082049,
11764940,
06126387,
11926667,
13661359,
07998015,
08967658,
10527153,
ni048735,
09255340,
10029706,
07458231,
13764115,
11777840,
10932989,
11976950,
13308015,
13533505,
07981686,
03951475,
03695679,
13337755,
10349326,
04642459,
14392137,
sc720561,
08897545,
14299204,
12942513,
09181657,
07150182,
12394672,
13196119,
09591770,
11197746,
14013137,
sc241573,
11057648,
02111266,
06491901,
01899193,
12237042,
08260757,
ni681443,
04478689,
13975073,
02453219,
14123810,
14497403,
08028062,
10616142,
10355499,
13317692,
13616343,
06125885,
13603185,
04458652,
ni651785,
ni656815,
13192770,
13838550,
01659372,
13908133,
00404594,
12758126,
07249420,
05065523,
05763238,
09721055,
12025395,
13900914,
02411915,
05499493,
13641045,
12329841,
13293223,
10521467,
14581538,
04851646,
12309162,
11646226,
09704401,
10598052,
09369455,
14534823,
10732860,
10791536,
14399313,
09817358,
11801115,
13413203,
11450810,
12721083,
10789503,
10074624,
09986969,
13934783,
01164034,
05539186,
11823293,
03413437,
05763442,
04477915,
11826425,
14007336,
08001032,
07983455,
13549602,
09961430,
11024761,
12349913,
09059224,
11364781,
03700037,
12089496,
14123774,
10663086,
sc755133,
06418827,
11326149,
11822814,
09058841,
11656139,
12703509,
05987608,
12038551,
11031434,
11616086,
11282015,
04822848,
12488870,
10079408,
06997043,
12950624,
14283892,
02240823,
ni678898,
12981456,
sc672148,
10275954,
11874877,
10838547,
11312329,
12266802,
10541792,
07291294,
06131760,
01414036,
06406323,
09218812,
11705950,
06117570,
12782312,
12276468,
04798248,
14009544,
05930033,
11773059,
14561186,
13789295,
08018613,
12936498,
13580205,
06352396,
05383823,
11710302,
11710305,
