_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_revenue_2022,ltable_profit,ltable_assets,ltable_market_value,rtable_name,rtable_country,rtable_revenue_2022,rtable_profit,rtable_assets,rtable_market_value
308,292,292,kweichow moutai,china,doll_14.6 b,,,doll_343.32 b,kweichow moutai,china,doll_14.6 b,doll_8.13 b,doll_40.04 b,doll_343.32 b
309,7,294,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
310,8,294,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
311,12,294,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
312,29,294,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
313,61,294,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
314,88,294,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
315,105,294,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
316,116,294,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
317,265,294,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
318,294,294,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
319,353,294,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
320,355,294,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
321,389,294,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
322,423,294,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
323,433,294,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
324,644,294,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
325,731,294,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
326,733,294,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
327,866,294,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
328,949,294,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
329,953,294,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
330,999,294,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of ningbo,china,doll_13.71 b,doll_3.03 b,doll_316.26 b,doll_37.67 b
331,296,296,lyondellbasell industries,united kingdom,doll_46.15 b,,,doll_34.94 b,lyondellbasell industries,united kingdom,doll_46.15 b,doll_5.6 b,doll_36.74 b,doll_34.94 b
332,297,297,contemporary amperex technology,china,doll_20.14 b,,,doll_148.42 b,contemporary amperex technology,china,doll_20.14 b,doll_2.47 b,doll_48.27 b,doll_148.42 b
333,305,305,tjx cos,united states,doll_48.55 b,,,doll_73.7 b,tjx cos,united states,doll_48.55 b,doll_3.28 b,doll_28.46 b,doll_73.7 b
334,306,306,kbc group,belgium,doll_14.81 b,,,doll_29.5 b,kbc group,belgium,doll_14.81 b,doll_3.03 b,doll_387.04 b,doll_29.5 b
335,308,308,boe technology group,china,doll_33.78 b,,,doll_23.25 b,boe technology group,china,doll_33.78 b,doll_4.01 b,doll_70.56 b,doll_23.25 b
336,310,310,american electric,united states,doll_16.62 b,,,doll_50.58 b,american electric,united states,doll_16.62 b,doll_2.49 b,doll_90.95 b,doll_50.58 b
337,311,311,macquarie group,australia,doll_11.21 b,,,doll_55.44 b,macquarie group,australia,doll_11.21 b,doll_2.96 b,doll_251.79 b,doll_55.44 b
338,313,313,swiss re,switzerland,doll_46 b,,,doll_24.7 b,swiss re,switzerland,doll_46 b,doll_1.43 b,doll_175.09 b,doll_24.7 b
339,314,314,eog resources,united states,doll_19.78 b,,,doll_67.97 b,eog resources,united states,doll_19.78 b,doll_4.66 b,doll_38.24 b,doll_67.97 b
340,315,315,cnp assurances,france,doll_51.78 b,,,doll_16.12 b,cnp assurances,france,doll_51.78 b,doll_1.78 b,doll_525.34 b,doll_16.12 b
341,316,316,automatic data processing,united states,doll_15.7 b,,,doll_93.89 b,automatic data processing,united states,doll_15.7 b,doll_2.74 b,doll_59.1 b,doll_93.89 b
342,317,317,phillips 66,united states,doll_111.7 b,,,doll_40.23 b,phillips 66,united states,doll_111.7 b,doll_1.31 b,doll_55.59 b,doll_40.23 b
343,318,318,tyson foods,united states,doll_49.52 b,,,doll_33.74 b,tyson foods,united states,doll_49.52 b,doll_3.7 b,doll_36.82 b,doll_33.74 b
344,322,322,altria group,united states,doll_21.11 b,,,doll_100.66 b,altria group,united states,doll_21.11 b,doll_2.46 b,doll_39.52 b,doll_100.66 b
345,323,323,applied materials,united states,doll_24.15 b,,,doll_99.65 b,applied materials,united states,doll_24.15 b,doll_6.55 b,doll_25.43 b,doll_99.65 b
346,324,324,daimler truck holding,germany,doll_47 b,,,doll_22.61 b,daimler truck holding,germany,doll_47 b,doll_2.77 b,doll_62.32 b,doll_22.61 b
347,325,325,zijin mining group,china,doll_37.21 b,,,doll_41.33 b,zijin mining group,china,doll_37.21 b,doll_3.01 b,doll_36.82 b,doll_41.33 b
348,198,326,nab - national australia bank,australia,doll_15.76 b,,,doll_77.24 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
349,251,326,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
350,326,326,the saudi national bank,saudi arabia,doll_8.63 b,,,doll_86.46 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
351,433,326,national bank of canada,canada,doll_9 b,,,doll_24.82 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
352,733,326,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
353,868,326,saudi british bank,saudi arabia,doll_2.38 b,,,doll_24.3 b,the saudi national bank,saudi arabia,doll_8.63 b,doll_3.38 b,doll_243.49 b,doll_86.46 b
354,329,329,saudi electricity,saudi arabia,doll_18.49 b,,,doll_29.83 b,saudi electricity,saudi arabia,doll_18.49 b,doll_2.31 b,doll_127.39 b,doll_29.83 b
355,331,331,nippon steel,japan,doll_57.54 b,,,doll_14.92 b,nippon steel,japan,doll_57.54 b,doll_5.45 b,doll_74.59 b,doll_14.92 b
356,332,332,lg chem,south korea,doll_37.26 b,,,doll_30.55 b,lg chem,south korea,doll_37.26 b,doll_3.2 b,doll_43.02 b,doll_30.55 b
357,164,333,pnc financial services,united states,doll_19.93 b,,,doll_71.9 b,discover financial services,united states,doll_12.8 b,doll_5.42 b,doll_110.61 b,doll_31.69 b
358,333,333,discover financial services,united states,doll_12.8 b,,,doll_31.69 b,discover financial services,united states,doll_12.8 b,doll_5.42 b,doll_110.61 b,doll_31.69 b
359,377,333,hartford financial services,united states,doll_22.39 b,,,doll_23.65 b,discover financial services,united states,doll_12.8 b,doll_5.42 b,doll_110.61 b,doll_31.69 b
360,334,334,couche tard,canada,doll_58.66 b,,,doll_46.65 b,couche tard,canada,doll_58.66 b,doll_2.77 b,doll_28.83 b,doll_46.65 b
361,335,335,huaxia bank,china,doll_26.38 b,,,doll_13.28 b,huaxia bank,china,doll_26.38 b,doll_3.59 b,doll_549.24 b,doll_13.28 b
362,336,336,nn group,netherlands,doll_22.38 b,,,doll_15.72 b,nn group,netherlands,doll_22.38 b,doll_3.8 b,doll_285.02 b,doll_15.72 b
363,339,339,marsh & mclennan,united states,doll_20.33 b,,,doll_85.88 b,marsh & mclennan,united states,doll_20.33 b,doll_3.23 b,doll_33.69 b,doll_85.88 b
364,340,340,ameriprise financial,united states,doll_13.89 b,,,doll_30.97 b,ameriprise financial,united states,doll_13.89 b,doll_2.76 b,doll_175.98 b,doll_30.97 b
365,341,341,becton dickinson,united states,doll_19.93 b,,,doll_72.63 b,becton dickinson,united states,doll_19.93 b,doll_1.77 b,doll_53.36 b,doll_72.63 b
366,343,343,ms&ad insurance,japan,doll_41.89 b,,,doll_16.51 b,ms&ad insurance,japan,doll_41.89 b,doll_1.81 b,doll_216.84 b,doll_16.51 b
367,345,345,citic securities,china,doll_11.74 b,,,doll_32.19 b,citic securities,china,doll_11.74 b,doll_3.56 b,doll_200.63 b,doll_32.19 b
368,346,346,first abu dhabi bank,united arab emirates,doll_8.25 b,,,doll_69.08 b,first abu dhabi bank,united arab emirates,doll_8.25 b,doll_3.31 b,doll_272.35 b,doll_69.08 b
369,660,346,first republic bank,united states,doll_5.53 b,,,doll_28.21 b,first abu dhabi bank,united arab emirates,doll_8.25 b,doll_3.31 b,doll_272.35 b,doll_69.08 b
370,762,346,abu dhabi commercial bank,united arab emirates,doll_4.23 b,,,doll_19.45 b,first abu dhabi bank,united arab emirates,doll_8.25 b,doll_3.31 b,doll_272.35 b,doll_69.08 b
371,349,349,texas instruments,united states,doll_18.34 b,,,doll_159.94 b,texas instruments,united states,doll_18.34 b,doll_7.74 b,doll_24.68 b,doll_159.94 b
372,350,350,bank rakyat indonesia (bri),indonesia,doll_12.77 b,,,doll_50.14 b,bank rakyat indonesia (bri),indonesia,doll_12.77 b,doll_2.17 b,doll_117.74 b,doll_50.14 b
373,351,351,standard chartered,united kingdom,doll_18.88 b,,,doll_19.69 b,standard chartered,united kingdom,doll_18.88 b,doll_1.96 b,doll_827.82 b,doll_19.69 b
374,7,353,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
375,8,353,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
376,12,353,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
377,29,353,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
378,61,353,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
379,88,353,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
380,105,353,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
381,116,353,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
382,265,353,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
383,294,353,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
384,353,353,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
385,355,353,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
386,389,353,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
387,423,353,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
388,433,353,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
389,644,353,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
390,731,353,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
391,733,353,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
392,866,353,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
393,949,353,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
394,953,353,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
395,999,353,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of beijing,china,doll_19.38 b,doll_3.55 b,doll_473.06 b,doll_15.09 b
396,7,355,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
397,8,355,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
398,12,355,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
399,29,355,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
400,61,355,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
401,88,355,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
402,105,355,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
403,116,355,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
404,265,355,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
405,294,355,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
406,353,355,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
407,355,355,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
408,389,355,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
409,423,355,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
410,433,355,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
411,644,355,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
412,731,355,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
413,733,355,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
414,866,355,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
415,949,355,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
416,953,355,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
417,999,355,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of jiangsu,china,doll_17.9 b,doll_2.88 b,doll_399.65 b,doll_17.05 b
418,356,356,dupont de nemours,united states,doll_16.65 b,,,doll_34.51 b,dupont de nemours,united states,doll_16.65 b,doll_6.47 b,doll_45.71 b,doll_34.51 b
419,357,357,gree electric appliances,china,doll_27.88 b,,,doll_27.82 b,gree electric appliances,china,doll_27.88 b,doll_3.71 b,doll_44.27 b,doll_27.82 b
420,358,358,indian oil,india,doll_72.2 b,,,doll_16.53 b,indian oil,india,doll_72.2 b,doll_3.72 b,doll_51.73 b,doll_16.53 b
421,359,359,dollar general,united states,doll_34.22 b,,,doll_56.92 b,dollar general,united states,doll_34.22 b,doll_2.4 b,doll_29.06 b,doll_56.92 b
422,360,360,kraft heinz company,united states,doll_26.04 b,,,doll_52.89 b,kraft heinz company,united states,doll_26.04 b,doll_1.01 b,doll_93.39 b,doll_52.89 b
423,361,361,wilmar international,singapore,doll_65.84 b,,,doll_20.86 b,wilmar international,singapore,doll_65.84 b,doll_1.89 b,doll_58.72 b,doll_20.86 b
424,363,363,hewlett packard enterprise,united states,doll_27.86 b,,,doll_20.48 b,hewlett packard enterprise,united states,doll_27.86 b,doll_3.72 b,doll_57.87 b,doll_20.48 b
425,364,364,japan tobacco,japan,doll_21.16 b,,,doll_30.53 b,japan tobacco,japan,doll_21.16 b,doll_3.08 b,doll_50.14 b,doll_30.53 b
426,365,365,poste italiane,italy,doll_37.48 b,,,doll_13.6 b,poste italiane,italy,doll_37.48 b,doll_1.87 b,doll_323.79 b,doll_13.6 b
427,366,366,united overseas bank,singapore,doll_8.89 b,,,doll_37.99 b,united overseas bank,singapore,doll_8.89 b,doll_3.03 b,doll_340.71 b,doll_37.99 b
428,367,367,china unicom,hong kong,doll_50.83 b,,,doll_15.05 b,china unicom,hong kong,doll_50.83 b,doll_2.23 b,doll_92.74 b,doll_15.05 b
429,368,368,valero energy,united states,doll_114 b,,,doll_42.19 b,valero energy,united states,doll_114 b,doll_924 m,doll_58.54 b,doll_42.19 b
430,370,370,danske bank,denmark,doll_24.8 b,,,doll_14.7 b,danske bank,denmark,doll_24.8 b,doll_1.98 b,doll_601.79 b,doll_14.7 b
431,371,371,fortescue metals group,australia,doll_20.93 b,,,doll_47.37 b,fortescue metals group,australia,doll_20.93 b,doll_8.89 b,doll_25.18 b,doll_47.37 b
432,4,372,china construction bank,china,doll_202.07 b,,,doll_181.32 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
433,104,372,china state construction engineering,china,doll_205.79 b,,,doll_36.91 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
434,245,372,china communications construction,china,doll_108.41 b,,,doll_19.1 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
435,257,372,china railway group,china,doll_166.46 b,,,doll_15.36 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
436,372,372,china railway construction,china,doll_157.66 b,,,doll_8.69 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
437,380,372,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,china railway construction,china,doll_157.66 b,doll_3.83 b,doll_212.29 b,doll_8.69 b
438,375,375,anhui conch cement,china,doll_26.05 b,,,doll_26.78 b,anhui conch cement,china,doll_26.05 b,doll_5.17 b,doll_36.17 b,doll_26.78 b
439,164,377,pnc financial services,united states,doll_19.93 b,,,doll_71.9 b,hartford financial services,united states,doll_22.39 b,doll_2.37 b,doll_70.83 b,doll_23.65 b
440,333,377,discover financial services,united states,doll_12.8 b,,,doll_31.69 b,hartford financial services,united states,doll_22.39 b,doll_2.37 b,doll_70.83 b,doll_23.65 b
441,377,377,hartford financial services,united states,doll_22.39 b,,,doll_23.65 b,hartford financial services,united states,doll_22.39 b,doll_2.37 b,doll_70.83 b,doll_23.65 b
442,378,378,state street,united states,doll_11.54 b,,,doll_26.04 b,state street,united states,doll_11.54 b,doll_2.78 b,doll_322.35 b,doll_26.04 b
443,379,379,al rajhi bank,saudi arabia,doll_6.74 b,,,doll_119.85 b,al rajhi bank,saudi arabia,doll_6.74 b,doll_3.93 b,doll_166.12 b,doll_119.85 b
444,4,380,china construction bank,china,doll_202.07 b,,,doll_181.32 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
445,7,380,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
446,12,380,bank of china,china,doll_152.43 b,,,doll_117.83 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
447,29,380,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
448,104,380,china state construction engineering,china,doll_205.79 b,,,doll_36.91 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
449,245,380,china communications construction,china,doll_108.41 b,,,doll_19.1 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
450,250,380,power corp of canada,canada,doll_57.93 b,,,doll_20.47 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
451,372,380,china railway construction,china,doll_157.66 b,,,doll_8.69 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
452,380,380,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
453,426,380,china yangtze power,china,doll_8.52 b,,,doll_83.05 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
454,617,380,metallurgical corp of china,china,doll_77.3 b,,,doll_5.15 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
455,821,380,power grid of india,india,doll_5.61 b,,,doll_20.57 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
456,852,380,aluminum corp of china,china,doll_41.84 b,,,doll_9.13 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
457,915,380,china national nuclear power,china,doll_9.6 b,,,doll_22 b,power construction corporation of china,china,doll_70.28 b,doll_1.31 b,doll_156.4 b,doll_16.34 b
458,381,381,shin-etsu chemical,japan,doll_17.2 b,,,doll_57.46 b,shin-etsu chemical,japan,doll_17.2 b,doll_3.95 b,doll_32.64 b,doll_57.46 b
459,383,383,regeneron pharmaceuticals,united states,doll_16.07 b,,,doll_74.68 b,regeneron pharmaceuticals,united states,doll_16.07 b,doll_8.08 b,doll_25.43 b,doll_74.68 b
460,384,384,eneos holdings,japan,doll_90.31 b,,,doll_11.38 b,eneos holdings,japan,doll_90.31 b,doll_3.45 b,doll_79.99 b,doll_11.38 b
461,385,385,tata consultancy services,india,doll_25.73 b,,,doll_172.79 b,tata consultancy services,india,doll_25.73 b,doll_5.14 b,doll_18.68 b,doll_172.79 b
462,387,387,omv group,austria,doll_42.02 b,,,doll_16.24 b,omv group,austria,doll_42.02 b,doll_2.47 b,doll_64.55 b,doll_16.24 b
463,388,388,swiss life holding,switzerland,doll_23.54 b,,,doll_19.73 b,swiss life holding,switzerland,doll_23.54 b,doll_1.36 b,doll_264.11 b,doll_19.73 b
464,7,389,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
465,8,389,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
466,12,389,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
467,29,389,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
468,61,389,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
469,88,389,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
470,105,389,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
471,116,389,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
472,265,389,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
473,294,389,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
474,353,389,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
