id,name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
e809dcf6b00944ff8d7db8a06adf7261,Ppl,791,$21.48 B,USA,$29.18,-0.38%,3.37%,"['Electricity', 'Energy']"
c14db0b9b9ec4bd2b585c0ec60cff283,Hewlett Packard Enterprise,792,$21.47 B,USA,$16.69,-0.77%,11.34%,"['Tech', 'Networking hardware']"
5adc4f77371e4cecb0e8de3fa24752bf,Fujifilm,788,$21.49 B,Japan,$53.60,-1.60%,-32.24%,['Conglomerate']
de7d05758a00422b8d4f745a4161eeb1,Coterra Energy,789,$21.49 B,USA,$27.26,-0.62%,34.75%,"['Energy', 'Oil&Gas']"
486e6560ff6640dda7acdc63f57554cf,Deutsche Bank,790,$21.49 B,Germany,$10.55,1.25%,-14.99%,"['Banks', 'Financial services', 'DAX']"
0e3806696583488f9c50fa0c1797e1fd,Repsol,787,$21.54 B,Spain,$15.40,-1.32%,34.73%,"['Oil&Gas', 'Energy']"
f3988b257a844c588d6c7e7d6f7df170,Regions Financial,785,$21.64 B,USA,$23.16,0.74%,2.34%,['Financial services']
3eb67d2c43a04bb3b58c0bd51780101f,Telefónica,786,$21.61 B,Spain,$3.72,-1.33%,-11.64%,['Telecommunication']
309c671407414e68a03c95e6f96273d5,East Japan Railway,783,$21.65 B,Japan,$57.39,-0.28%,-3.09%,"['Railways', 'Transportation']"
a20255e5bf0f4df9b886c143fc6af8dd,Ck Hutchison Holdings,784,$21.65 B,Hong Kong,$5.65,-1.68%,-10.74%,"['Conglomerate', 'Telecommunication', 'Infrastructure', 'Ports']"
40771ecd12a24d20bba06ab922686021,Komatsu,782,$21.65 B,Japan,$22.90,-2.35%,-1.29%,"['Manufacturing', 'Machinery manufacturing']"
54d2d59b81f9445eb8f09262e6848868,Panasonic,780,$21.76 B,Japan,$9.32,-2.19%,-15.12%,"['Electronics', 'Tech', 'Tech Hardware']"
ac7f2ad980f1423aa5d2c8c4f8d27f80,Zoom,781,$21.72 B,USA,$74.31,-4.03%,-61.25%,"['Tech', 'Internet', 'Software']"
df9318da8b474258afa47c203b0535da,Oil & Natural Gas,779,$21.77 B,India,$1.73,0.61%,-9.90%,"['Oil&Gas', 'Energy']"
9f0a58f36c9e45fda517e4c8a4e45103,Ntt Data,777,$21.84 B,Japan,$15.57,-1.41%,-24.78%,"['IT services', 'Professional services']"
df0c489a0adc43f6b97d8de50c748f01,Quanta Services,776,$21.87 B,USA,$153.07,0.88%,34.76%,['Engineering']
91624a7d88124325ae2a0fd239f24f14,Beigene,778,$21.80 B,China,$201.86,3.75%,-41.64%,['Pharmaceuticals']
55eb093aaf404f8aa294cdd966d4a73b,Ganfeng Lithium,774,$22.01 B,China,$11.48,-0.70%,-54.62%,['Mining']
b07318339e1f445ab262a733e5cba0fe,Jsw Steel,775,$21.99 B,India,$9.13,-0.44%,5.92%,"['Steel producers', 'Steel industry']"
bc04dfbb6b4142c3948a4ed14e41ee7f,Ingersoll Rand,772,$22.08 B,Ireland,$54.55,0.48%,-7.92%,
c710f2c4cb9d4851982cb852a35bba5f,Arcelormittal,773,$22.08 B,,$27.06,1.65%,-3.87%,"['CAC 40', 'Steel producers', 'Steel industry']"
4991409f89c0471aa29984b9210e3b42,Li Auto,770,$22.22 B,China,$22.78,6.95%,-32.82%,"['Automakers', 'Electric Vehicles']"
ff0d80b35da744fb822a3aed29e69d04,Great-west Lifeco,771,$22.09 B,Canada,$23.71,1.33%,-18.18%,
aae895b344424f90b7bb68b4d666752e,Ericsson,769,$22.28 B,Sweden,$6.55,0.46%,-36.28%,"['Telecommunications equipment', 'Tech']"
1fd5103972884a8290a70bd58bcb64d9,Aker Bp,807,$21.09 B,Norway,$33.41,-2.74%,4.02%,"['Oil&Gas', 'Energy']"
6f78fd735ea948c8b7ddc0bbe6eeea08,Mitsubishi Electric,806,$21.10 B,Japan,$9.99,-2.33%,-20.84%,"['Electronics', 'Manufacturing']"
702372d5b0c84d2eaca6e0700d4ad3ae,"M3, Inc",804,$21.15 B,Japan,$31.16,-0.19%,-39.80%,"['Healthcare', 'Internet', 'Tech', 'Software']"
5245924d6de047d4810ae7ea9d4f4b54,Cgi,805,$21.12 B,Canada,$88.12,-0.69%,2.55%,['Professional services']
3ab34e9dc5594558a825ff6a833321da,Z Holdings,803,$21.16 B,Japan,$2.81,-0.50%,-56.97%,['Internet']
fb89a2d7af994c80a8b6ee6da0cc5bb7,Biomarin Pharmaceutical,856,$19.61 B,USA,$105.56,2.47%,24.66%,
b8a22444911e48ccbc9849fbc5a91559,Cardinal Health,802,$21.20 B,USA,$80.88,2.04%,72.78%,['Healthcare']
d09b5d44f4c04b5493b01b6496d390e8,China Everbright Bank,801,$21.23 B,China,$0.42,-1.01%,-20.75%,"['Banks', 'Financial services']"
a948eaa7bf3d428faa488cb77e482a04,Crrc,855,$19.69 B,China,$0.40,-1.28%,-11.11%,
042e3e1e12bd4f569258f3e2411490bf,Atlantia,854,$19.78 B,Italy,$24.16,0.00%,31.16%,
d4a8cc13feff42c5b2b90cb742c513a3,Upm-kymmene,852,$19.83 B,Finland,$37.19,0.11%,-1.27%,['Pulp and paper']
b8e14bd8306c465185396fce7bbab023,Société Générale,853,$19.81 B,France,$24.63,0.09%,-23.70%,"['Banks', 'Financial services', 'CAC 40']"
2867bf50d97e4ef2822d9f1eb73413a1,Invitation Homes,851,$19.86 B,USA,$32.36,0.03%,-21.72%,['Real estate']
b7bdb2d405174a3ea004df6abf8628a3,Ecopetrol,850,$19.87 B,,$9.66,0.10%,-28.07%,"['Oil&Gas', 'Energy']"
968a64a7f8a44128aff3f5ba89ab7727,Tourmaline Oil,849,$19.90 B,Canada,$58.88,-1.50%,87.10%,"['Oil&Gas', 'Energy']"
8b7a3080d2ff4f26ace8edd67bcaeca6,Rollins,848,$19.93 B,USA,$40.48,0.22%,25.44%,
67bba9a7ba4345048f00e3aedf2c7e1e,Pembina Pipeline,847,$19.97 B,Canada,$35.95,-1.64%,20.76%,"['Oil&Gas', 'Transportation', 'Infrastructure', 'Energy']"
74b7052cce10470e8182b29f971279d8,Endesa,846,$19.98 B,Spain,$18.88,-0.19%,-14.26%,"['Electricity', 'Utility companies', 'Energy']"
0de6ca25a74e4bbbb1d2cee541bdfb67,Nippon Paint,845,$20.00 B,Japan,$8.52,-1.63%,-19.77%,['Paint & Coating']
c490b2cf47ef4952aa68244798c3aeb5,Nan Ya Plastics,843,$20.05 B,Taiwan,$2.53,-0.64%,-16.78%,['Chemicals']
ce9969ab9f424667a592453a284e38d6,Teledyne,844,$20.02 B,USA,$427.19,0.65%,1.32%,
feba1d1fc70e42f192fb074372e01d03,W. R. Berkley,842,$20.08 B,USA,$75.67,0.48%,-4.03%,['Insurance']
aa182943971340d7884c57699bb9d644,Dover,841,$20.13 B,USA,$143.49,0.70%,-13.78%,
261b53984432489980760cdf0aa08685,Ferrovial,840,$20.17 B,Spain,$27.46,0.00%,-5.24%,"['Construction', 'Infrastructure']"
0c9a65ea0e68447c80f449fb5ec761ec,Vonovia,839,$20.23 B,Germany,$25.28,2.96%,-55.00%,"['Real estate', 'DAX', 'REITs']"
f5f5375bdfad43e1a82e622db7d281f6,Church & Dwight,837,$20.25 B,USA,$83.07,1.01%,-8.77%,['Consumer goods']
6f54ac0296f2430dbc336168c23bfef4,Novozymes,838,$20.24 B,Denmark,$60.61,0.70%,-18.82%,
9c3e9662f85f4f93946f5a280bcfdab6,Tata Motors,835,$20.33 B,India,$26.55,-0.97%,-16.95%,['Automakers']
e073a441130244c9b456310e37af6b1e,Banco Do Brasil,836,$20.28 B,Brazil,$7.11,7.14%,29.27%,"['Banks', 'Financial services']"
23bf69f8055d486abbd44459780c7218,Michelin,833,$20.38 B,France,$28.58,0.35%,-80.87%,"['Tires', 'CAC 40']"
a31eace2d34641d5b9c05c45d7248405,Copel,834,$20.35 B,Brazil,$7.44,-1.72%,37.27%,
2905083ea1d34546b8206540c96b90a5,Eisai,831,$20.40 B,Japan,$71.16,-2.25%,17.10%,['Pharmaceuticals']
d255164045ab43d0849a65fdac3c5cab,Paycom,832,$20.39 B,USA,$339.87,-1.83%,-22.59%,"['Software', 'Tech']"
5ac9260155ad42acac64895e92285066,Roblox,828,$20.42 B,USA,$33.99,1.80%,-70.93%,"['Video games', 'Entertainment']"
a271e1bfad8a481a9d6988f62e3990b5,Anhui Conch Cement,830,$20.40 B,China,$3.56,-2.74%,-24.09%,"['Cement', 'Building materials']"
9b5adbf10def4b2e975e22e8202e7767,Firstrand,829,$20.41 B,South Africa,$3.56,-8.65%,0.28%,"['Banks', 'Financial services']"
791b91cae6d447cba7fe12fe0fd81ae1,Sumitomo,827,$20.43 B,Japan,$16.35,-1.90%,19.08%,['Investment']
19efcbbca34a40cea7a998374601cb51,Cf Industries,824,$20.48 B,USA,$104.39,0.72%,76.04%,['Fertilizer companies']
e2b55fa5a9094e3ca20a1b9a631824d8,Xylem,825,$20.46 B,USA,$113.53,-0.24%,-5.66%,
f2f6e2e3b867412c9943780890cd44f8,Schindler Group,826,$20.44 B,Switzerland,$186.44,2.59%,-28.31%,
a4a0908330cf4fbd878f65ced2af0bb3,Texas Pacific Land Trust,822,$20.50 B,USA,"$2,601",1.65%,113.26%,
202f8bdadb484c059d7cf990793dd337,China Minsheng Bank,823,$20.48 B,China,$0.50,-0.57%,-18.03%,
873a68b1294b4312ae16e6c167e88654,Ntpc Limited,821,$20.51 B,India,$2.11,-0.03%,22.67%,
34e0265bef5943ac99a1ce6556eb5640,Citizens Financial Group,820,$20.53 B,USA,$41.70,-0.67%,-13.25%,"['Financial services', 'Banks']"
0659535b4a5d450ebc8574c030d758ae,Kia,819,$20.56 B,South Korea,$51.24,-3.06%,-26.08%,"['Automakers', 'Manufacturing']"
a5af39eacae04099840fe79a23f47fef,Waters Corporation,817,$20.63 B,USA,$347.37,0.13%,4.00%,
2d2bb25f2b2240b89ca9f0e39e06b7d0,Zto Express,818,$20.63 B,China,$24.98,0.48%,-20.92%,['Courier']
6e7c0e0bb27c432d9f5fc209cf5c648c,Svenska Handelsbanken,816,$20.63 B,Sweden,$10.24,0.70%,-2.85%,
7a5a1ef7ca0043409ad4f25e6517bc2f,Tesco,815,$20.69 B,UK,$2.68,-4.11%,-26.98%,"['Retail', 'Supermarket Chains']"
c8dba65f157147578bd7cf62959a2fc5,Tenaris,813,$20.79 B,,$33.93,0.03%,66.65%,"['Manufacturing', 'Steel industry']"
45fa40799569490b8fc4ba90c158f59e,Trip.com,814,$20.70 B,China,$32.26,1.22%,12.13%,"['Travel', 'Internet', 'Online Travel', 'Tech']"
8f8dfdc36a794919a15a152aaa296738,Trina Solar,812,$20.80 B,China,$9.59,2.06%,-10.21%,"['Manufacturing', 'Renewable energy', 'Energy']"
bab9359c6ad945ee87efa7b00021d8ad,Ptt Exploration And Production,811,$20.88 B,Thailand,$5.26,-1.88%,50.29%,"['Oil&Gas', 'Energy']"
b3b5c896ef94409689e653f4a1f431d3,Standard Chartered,808,$21.09 B,UK,$7.29,-0.37%,28.12%,"['Banks', 'Financial services']"
9d9c5ced712a43e98b511ab6815ccae0,Nibe Industrier,809,$21.05 B,Sweden,$10.19,1.16%,-26.95%,
38cc48a88bce414486ed740d76938767,Nu Holdings,810,$20.89 B,Brazil,$4.46,2.29%,,"['Banks', 'Financial services']"
49502b556c6f429c8b7a961d12aa751b,Lpl Financial,900,$18.76 B,USA,$235.71,1.21%,46.06%,['Financial services']
625081228c1f440296551313c65529b8,China Railway Group,898,$18.79 B,China,$0.54,-1.41%,8.00%,['Construction']
b02bec7631af413b9c76f568115026db,Brookfield Renewable Partners,899,$18.77 B,,$29.01,1.08%,-17.07%,"['Energy', 'Renewable energy', 'Electricity']"
8f80d631922944489593af098fdd761e,Wabtec,897,$18.80 B,USA,$103.38,0.33%,14.24%,
28ff07db6a674af9a9f67d06ef90bcae,Hologic,896,$18.80 B,USA,$76.50,-0.64%,3.70%,['Medical devices']
c321db70f19748e9b2bd803cc71b04bf,Porsche Se,894,$18.84 B,Germany,$61.52,1.53%,-27.44%,"['Investment', 'Financial services', 'DAX']"
50c61d85950c47968f13420297a861da,Straumann,895,$18.80 B,Switzerland,$118.37,2.02%,-94.31%,['Medical devices']
b73434bdfc4e4f93b7f855531c8b6b2f,Powergrid Corporation Of India,893,$18.84 B,India,$2.70,-0.95%,-5.59%,"['Electricity', 'Infrastructure']"
67ba39fc760c43f595bba18e7b9d6859,Marathon Oil,892,$18.88 B,USA,$29.74,-1.16%,90.89%,"['Oil&Gas', 'Energy']"
105dcfc6b0334cb0b026a0a08c22a133,Nexon,891,$18.92 B,Japan,$21.87,-0.58%,9.79%,"['Video games', 'Entertainment', 'Tech']"
d826b8569bb7448aa9f73da0eccc1e4e,Orix,890,$18.92 B,Japan,$80.19,-0.93%,-18.92%,"['Banks', 'Financial services']"
cfaa8ada8ad74d888239b8e5f787f5a5,Kaō,889,$18.92 B,Japan,$41.45,1.94%,-19.34%,"['Cosmetics and Beauty', 'Consumer goods']"
030ca193835248c69577eec064ae2f68,J. B. Hunt,888,$18.93 B,USA,$182.88,0.04%,-3.81%,
f95c243cd342494187ecb818a7ce89d3,Grupo Bimbo,887,$18.96 B,Mexico,$4.28,0.90%,63.36%,['Food']
11a5f5af3eeb425aaf53a9ef5f160a4b,Legal & General,886,$18.97 B,UK,$3.13,-0.16%,-16.76%,"['Asset Management', 'Investment']"
a630b8b0facf4f1eb9a2e07cd53185c6,Sany Heavy Industry,884,$18.99 B,China,$2.24,-1.38%,-36.18%,
8375f1fa881a4a518609217bde78436c,Chewy,885,$18.98 B,USA,$44.92,1.29%,-31.94%,"['Internet', 'E-Commerce', 'Tech']"
e5da3827f1d848de88e46cbaf278e723,Cathay Financial Holding,883,$19.00 B,Taiwan,$1.44,-0.34%,-33.33%,"['Financial services', 'Banks', 'Insurance']"
bb6a1673ffbb46c2bb9d471c964f21d8,Marubeni,882,$19.01 B,Japan,$11.22,-2.46%,26.64%,
61bafc90be4e446fb3bbb35ae6c81cda,Shanghai Airport,881,$19.04 B,China,$7.65,-1.00%,9.13%,"['Airports', 'Infrastructure']"
fe93bc2316b0411d94a56990736a960f,Wilmar International,880,$19.05 B,Singapore,$3.05,0.49%,2.69%,['Food']
1b8194bad78e4ff3ae7db9f60d64ddf6,Dai-ichi Life Holdings,879,$19.08 B,Japan,$18.56,0.18%,-7.71%,['Insurance']
ebbdd441c1c8423e9c93c5f32234d355,Northern Trust,878,$19.10 B,USA,$91.66,-2.10%,-22.77%,['Financial services']
765c03a69f954c3cb1e8b81168772c72,Kakao,876,$19.14 B,South Korea,$43.84,-1.73%,-57.87%,"['Internet', 'Tech']"
282f11752de24c839e3aed364bfa7a65,Etsy,877,$19.13 B,USA,$140.49,0.79%,-43.70%,"['E-Commerce', 'Internet', 'Tech']"
2356f3b9fa4f45ae8ccff86f0a0b8e67,Aes,875,$19.15 B,USA,$28.67,-0.17%,19.06%,"['Electricity', 'Energy']"
72e82ac0cf5d4f5d9c7025385ae84593,Steris,874,$19.15 B,Ireland,$191.91,-0.21%,-13.02%,
f45b30f5365d43c889d0e2aa9926733f,Carlsberg,873,$19.21 B,Denmark,$167.97,4.25%,0.94%,"['Alcoholic beverages', 'Beverages']"
8b46b93710c640e19af37aac5e0387f4,Steel Dynamics,872,$19.23 B,USA,$109.55,4.20%,83.81%,"['Steel producers', 'Steel industry']"
4045ef4da6e64abbb9c5071c88225de8,Edp Group,871,$19.25 B,,$4.86,0.61%,-8.30%,"['Electricity', 'Utility companies', 'Energy']"
cb4e1a2ba2914affae9dc27da2536863,Centerpoint Energy,869,$19.30 B,USA,$30.67,-1.16%,16.97%,"['Electricity', 'Energy']"
10846acc71ab4b7381cd00ea5e2958a9,Boe Technology,870,$19.29 B,China,$0.51,-0.56%,-32.89%,
e46c3a1b94374b57875cb461924fe2c0,Mahindra & Mahindra,868,$19.31 B,India,$15.53,-2.23%,37.19%,['Automakers']
0ffdcdde86744465b1b4d418a3492c43,Coca-cola Femsa,867,$19.34 B,Mexico,$68.77,0.13%,35.27%,['Beverages']
b22837328cd14a799d931685748f1760,Aena,865,$19.39 B,Spain,$129.32,-1.17%,-13.45%,"['Airports', 'Infrastructure']"
f95df9cf597c458a83c3525efe021fbc,H&m,866,$19.37 B,Sweden,$11.71,2.64%,-35.52%,"['Clothing', 'Retail']"
fcad33b7c35041088643e0e38235c76b,Royalty Pharma,864,$19.41 B,UK,$43.85,-0.43%,12.78%,"['Pharmaceuticals', 'Biotech']"
30727d58d6fb40c7908a848f20269b81,Fortis,863,$19.42 B,Canada,$40.18,-0.32%,-8.20%,"['Utility companies', 'Electricity', 'Energy']"
550af7e7d1ca4e5d966805f79ef4bd02,Teck Resources,862,$19.46 B,Canada,$37.70,-0.13%,42.00%,['Mining']
ea0afd65881c4319a2c80e14ab8ad525,Mid-america Apartment Communities,860,$19.49 B,USA,$164.26,0.02%,-21.01%,"['Real estate', 'REITs', 'Investment']"
b4d167578ad34042a6ce7a3a56647978,Best Buy,859,$19.49 B,USA,$86.60,0.15%,-16.67%,"['Retail', 'Electronics']"
141ab4665bf54d4892409dac78a241bc,Centrais Electricas Brasileiras,857,$19.60 B,Brazil,$8.45,-4.52%,37.18%,"['Utility companies', 'Electricity', 'Energy']"
3758ac5ad4eb4c9d9e07531c0fa19e01,Molina Healthcare,858,$19.51 B,USA,$334.17,-0.20%,16.02%,"['Healthcare', 'Insurance']"
1bffe38b638241d683f3d9f432b46fa2,United Microelectronics,901,$18.68 B,Taiwan,$7.41,0.14%,-39.01%,"['Semiconductors', 'Tech']"
ba4ee0f9a7fd476dae5aacf9463fb890,Vantage Towers,956,$17.52 B,Germany,$34.50,-0.06%,3.63%,"['Telecommunication', 'Infrastructure', 'Real estate']"
babc82db595343dca841b5de15d20cfe,Broadridge Financial Solutions,955,$17.52 B,USA,$148.99,-0.58%,-14.13%,"['Professional services', 'Financial services']"
e5a78af583444b238ffa3b566e2f5251,Cms Energy,954,$17.56 B,USA,$60.52,-1.45%,1.61%,"['Electricity', 'Energy', 'Utility companies']"
b6d7ba86f8ba4b2aa959ec2a3ec22a3e,Perkinelmer,953,$17.58 B,USA,$139.23,-1.78%,-22.65%,"['Chemicals', 'Healthcare']"
4ccfc61244a341dda4d24d97ab0357a5,Renesas Electronics,951,$17.64 B,Japan,$9.85,-2.90%,-20.82%,"['Electronics', 'Semiconductors', 'Tech', 'Tech Hardware']"
f62cf6d16e074721aba4426c7103fc7b,Magna International,950,$17.64 B,Canada,$61.30,-0.49%,-21.95%,['Automotive Suppliers']
33deb9df19dd407292a299594ee7c9f2,Aeon,952,$17.58 B,Japan,$20.77,-0.52%,-11.69%,"['Retail', 'Supermarket Chains']"
e353300517554c2f897a2df17579f658,Mengniu Dairy,949,$17.66 B,China,$4.47,-1.56%,-20.60%,"['Food', 'Dairy companies']"
9e118ebe7d0d4982bafc8089c10bb959,China Unicom,946,$17.71 B,Hong Kong,$0.58,2.27%,16.00%,['Telecommunication']
88be3a4e8be74964b26c1847f411e65c,Ryanair,947,$17.70 B,Ireland,$77.86,1.20%,-22.28%,"['Airlines', 'Travel', 'Transportation']"
59b1672254e54f4096f78a654e6be40f,Warner Music Group,948,$17.68 B,USA,$34.34,0.38%,-19.52%,['Entertainment']
9ccdf446fa724e3cb49977222712161f,Air China,945,$17.74 B,China,$1.43,-0.79%,13.49%,"['Airlines', 'Travel', 'Transportation']"
6d2101f19b9346b491e5615394013cf2,Darden Restaurants,942,$17.80 B,USA,$145.48,-0.12%,1.70%,"['Restaurant chains', 'Food']"
766da65e8c3d422ea2ee8da75c395457,Clp Group,943,$17.77 B,Hong Kong,$7.04,-3.64%,-27.94%,"['Electricity', 'Energy']"
1e41fa042a284c1d8a3b6bbfb6bd225e,Kubota,944,$17.77 B,Japan,$14.92,-2.43%,-30.57%,
3dba36591ed6452fa288d1cd38598891,Dollarama,941,$17.92 B,Canada,$62.21,1.13%,42.29%,
e12214801d674bcc89f63a1e625ac33b,First Solar,938,$17.94 B,USA,$168.32,-0.13%,64.95%,
ccec7dddbf554841907d18eb6234178d,Lasertec,939,$17.94 B,Japan,$198.96,1.00%,-25.16%,"['Semiconductors', 'Tech', 'Tech Hardware']"
32fcb6ee94ce42a3b117cc0677c9cd21,Longfor Group,940,$17.93 B,China,$2.74,-5.11%,-43.97%,
4379da0b0a1648d3bfb43e5de7d00f4f,Factset,937,$17.94 B,USA,$471.15,-0.21%,0.15%,"['Financial services', 'Software', 'Tech']"
a4fc6b37c0704dff97ec53f59f08b8d9,Chow Tai Fook,936,$17.97 B,Hong Kong,$1.80,-3.05%,-2.70%,"['Retail', 'Luxury goods']"
b81896aacf564f039fd3848202d77b3e,Alinma Bank,934,$17.99 B,Saudi Arabia,$9.00,-2.03%,49.75%,"['Banks', 'Financial services']"
eed482ab31a44d4eb7922cc5b95024a4,Monolithic Power Systems,935,$17.98 B,USA,$383.21,0.30%,-30.89%,"['Electronics', 'Tech', 'Tech Hardware', 'Semiconductors']"
3dbccff313d641a488dd66967e21407a,Sgs,932,$18.02 B,Switzerland,"$2,406",0.49%,-22.29%,
6f2f6d2485ce421698fa94a5891d1b19,Mitsubishi Estate,933,$18.01 B,Japan,$13.62,-2.74%,-2.71%,['Real estate']
1d0e19b85cfa4d67a5b6142b21e5593f,Essity,930,$18.03 B,Sweden,$25.57,1.17%,-18.46%,
7769ee5ca34a4863897ab2516d90ec83,Ajinomoto,931,$18.03 B,Japan,$33.61,0.27%,13.05%,['Food']
48689c4ea1f34dcfbbcad8ec986ce2c3,Wheaton Precious Metals,929,$18.04 B,Canada,$39.65,-1.17%,-1.07%,"['Mining', 'Silver Mining', 'Gold mining']"
ff648c57a97540b7bb0703466766203d,Markel,928,$18.07 B,USA,"$1,344",-0.06%,9.91%,"['Insurance', 'Investment']"
8158d5c036024bedafee7db2ff638438,Garmin,927,$18.07 B,Switzerland,$94.32,-0.04%,-29.63%,
5dabab5110714e11999bc6491a06c0af,West Pharmaceutical,926,$18.08 B,USA,$244.35,0.96%,-44.13%,"['Pharmaceuticals', 'Packaging']"
d28c7bb7510d46c0bf236baea8490df9,Shiseido,925,$18.16 B,Japan,$45.46,1.16%,-20.59%,"['Consumer goods', 'Cosmetics and Beauty']"
78a27ab4e962463cbe58506de4f7db6e,Saudi Arabian Fertilizer Company,922,$18.19 B,Saudi Arabia,$38.22,-0.42%,-15.27%,['Fertilizer companies']
a2986446f6cb453abc700f2a01139524,Čez Group,923,$18.19 B,,$33.89,-0.92%,2.32%,"['Electricity', 'Oil&Gas', 'Energy']"
bb50c36ac0da47e9ba3e4d25686ab046,Ubiquiti,924,$18.17 B,USA,$300.80,0.37%,-1.21%,"['Electronics', 'Networking hardware', 'Tech Hardware']"
7f29495177c644cfb84f5265a528e3fe,Idex,921,$18.23 B,USA,$241.84,0.46%,5.97%,
b5ce4d34d54748508f51285c4768e8dc,Conagra Brands,919,$18.26 B,USA,$38.12,0.77%,23.05%,['Food']
a1a13141358a42768e352653f415e4db,Take 2 Interactive,920,$18.25 B,USA,$108.76,2.22%,-32.61%,"['Video games', 'Esports', 'Entertainment', 'Tech']"
7282116e8feb4f8d9aede8a356c284d8,Otsuka Holdings,918,$18.30 B,Japan,$33.75,-2.87%,-5.59%,"['Pharmaceuticals', 'Biotech']"
57537b79ad154e2095460a605c7a1a1f,George Weston,917,$18.33 B,Canada,$126.67,0.60%,17.46%,['Food']
a6c721e946a941dab5f664a9010408ca,Exor,914,$18.40 B,Netherlands,$80.27,0.98%,-8.92%,['Investment']
5ce227c36287418d890c6a0fb45b38e0,Swedbank,915,$18.39 B,Sweden,$16.38,-1.14%,-19.55%,"['Banks', 'Financial services']"
1b902d05e0dd40cbb4947e28fe34ac39,Expeditors,916,$18.38 B,USA,$115.52,0.23%,-5.77%,['Transportation']
4499c1ffd2aa4f789ea5f4a2b58cffde,Sun Communities,913,$18.45 B,USA,$146.08,-0.69%,-25.11%,"['Real estate', 'Investment', 'REITs']"
e5f49ec23b31458290f9a35d0548409c,Mitsui Fudosan,912,$18.45 B,Japan,$19.46,-3.17%,-7.29%,['Real estate']
8c44966d67d94e0dbc566befdafbc74b,Incyte,910,$18.49 B,USA,$83.13,3.04%,24.76%,
80f785f8324a4e0ab16bb0e22df3cf74,Ventas,911,$18.48 B,USA,$46.24,-0.28%,-1.62%,['Real estate']
f479aaa910444ac4b5171104ef873065,Kyocera,908,$18.53 B,Japan,$51.64,-1.01%,-15.02%,
bf2c562eadf04824a3ff73b364fe1f7f,China Tower,909,$18.53 B,China,$0.11,-1.20%,-8.33%,"['Telecommunication', 'Infrastructure']"
fa8265b3a2d64c72bd71e49000684ee2,Veolia,905,$18.59 B,France,$26.31,1.13%,-18.27%,"['CAC 40', 'Waste & Recycling']"
a059ed5ee70c449cad5f097e37fa0292,Clorox,906,$18.59 B,USA,$150.68,0.55%,-9.49%,['Consumer goods']
ac74e5a178ea4ffba7f373e4a6cb7334,Celltrion,907,$18.53 B,South Korea,$134.07,-2.52%,-25.91%,['Pharmaceuticals']
b19bbe4d4d0348bb9f40a3d401619120,Formosa Plastics,904,$18.59 B,Taiwan,$2.92,-1.76%,-22.13%,['Chemicals']
2641e9182854499b9e0c92b501a48dd5,Amcor,902,$18.61 B,Switzerland,$12.50,0.97%,8.89%,['Packaging']
17fe73e228294261981613f920e36609,Zscaler,903,$18.60 B,USA,$128.99,-10.73%,-61.14%,"['Software', 'Tech', 'IT security']"
184e8d487fd14a52b65343c3823e5c5b,Rocket Companies,999,$16.71 B,USA,$8.41,-1.52%,-47.07%,"['Real estate', 'Financial services']"
4d6cde8a17394c53bb2016671fc29f86,Swedish Match,1000,$16.64 B,Sweden,$10.95,-0.09%,54.66%,['Tobacco']
af2f6a8d76a94618b3b236da8a29dee5,Check Point Software,998,$16.73 B,Israel,$133.48,-0.76%,20.12%,"['Software', 'Tech', 'IT security']"
b5d174ee4486455fb2f92f23ef1d07d0,Cp All,997,$16.76 B,Thailand,$1.87,-1.52%,7.47%,
fa7b0b82ee8a415386bb45e57075ebec,Guotai Junan Securities,995,$16.78 B,China,$2.01,0.00%,-24.72%,"['Financial services', 'Banks', 'Investment']"
38d21da04eb745c8b25e95057f5dfc0d,First Quantum Minerals,996,$16.77 B,Canada,$24.22,1.34%,12.03%,['Mining']
3733842bf75846a3814a0dadae831e1e,Tata Steel,992,$16.80 B,India,$1.38,1.13%,-90.69%,"['Steel producers', 'Steel industry']"
f737b4f131cd488c816005049d17aebc,The Mosaic Company,993,$16.78 B,USA,$49.31,0.43%,42.35%,['Fertilizer companies']
1672bec0af54434ab99b0aaf57f1458b,Ems-chemie,994,$16.78 B,Switzerland,$717.57,0.83%,-25.52%,['Chemicals']
71e8146885594575b1a148fe960bab59,Publicis Groupe,991,$16.80 B,France,$66.58,-0.28%,3.05%,"['CAC 40', 'Advertising', 'Professional services']"
50a6b235e1454cafbe24126ce5ff3aa3,Hydro One,990,$16.80 B,Canada,$28.07,0.85%,14.06%,"['Electricity', 'Utility companies', 'Energy']"
56ca687608bc4508bf1d7ee7ef920de9,Rentokil Initial,988,$16.84 B,UK,$6.68,-0.11%,-17.73%,
915a76034da24f8587df5f04944ad54a,Bolloré,989,$16.81 B,France,$5.72,0.09%,7.72%,
894eead391a948788bb4c9fd1c991fa2,Pinterest,986,$16.86 B,USA,$24.86,-2.81%,-33.85%,['Internet']
9e21e690a3254d25b8c1f675f7126df1,Brown & Brown,987,$16.85 B,USA,$59.52,1.02%,-9.64%,
45e0c5a5a80d455bb73dbada13b5b5c1,China Southern Airlines,984,$16.89 B,China,$28.97,1.12%,4.17%,"['Airlines', 'Travel', 'Transportation']"
