name,market_capitalization_USD,price,country
Cleveland-Cliffs,9610000000,19,USA
Omron,9600000000,48,Japan
Liberty Global,9590000000,21,UK
Ares Capital,9570000000,19,USA
Rheinmetall,9560000000,221,Germany
Kikkoman,9560000000,50,Japan
Eiffage,9550000000,100,France
Keppel,9520000000,5,Singapore
LG Corp,9500000000,60,S. Korea
Hong Kong Telecom,9490000000,1,Hong Kong
Synnex,9480000000,99,USA
Morningstar,9480000000,223,USA
Largan Precision,9470000000,71,Taiwan
China Oilfield Services,9460000000,1,China
Qorvo,9460000000,93,USA
Caesars Entertainment,9460000000,44,USA
InterGlobe Aviation,9430000000,24,India
HELLA,9420000000,85,Germany
JBS,9400000000,4,Brazil
Vipshop,9390000000,15,China
A. O. Smith,9380000000,61,USA
Sage Group,9370000000,9,UK
WillScot,9370000000,45,USA
Ford Otosan,9370000000,27,Turkey
Central Pattana,9360000000,2,Thailand
Red Eléctrica,9360000000,17,Spain
Ceridian,9360000000,61,USA
TPG Capital,9350000000,30,USA
Westrock,9340000000,37,USA
Halma,9330000000,25,UK
Performance Food Group,9320000000,60,USA
BJ's Wholesale Club,9250000000,69,USA
Twilio,9230000000,50,USA
PKO Bank Polski,9230000000,7,Poland
ESR,9220000000,2,Hong Kong
American Airlines,9210000000,14,USA
Northern Star,9200000000,8,Australia
Ipsen,9190000000,108,France
President Chain Store (PSCS),9190000000,9,Taiwan
Chr. Hansen,9180000000,69,Denmark
Huntington Ingalls Industries,9180000000,230,USA
Cochlear,9150000000,139,Australia
NEC Corp,9120000000,34,Japan
Knight-Swift,9120000000,55,USA
Advance Auto Parts,9120000000,154,USA
Jabil,9120000000,68,USA
Lattice Semiconductor,9110000000,67,USA
TFI International,9100000000,104,Canada
Toast,9070000000,17,USA
STORE Capital,9060000000,32,USA
Bharat Petroleum,9050000000,4,India
Havells India,9050000000,14,India
Quanta Computer,9010000000,2,Taiwan
XPeng,9010000000,10,China
AngloGold Ashanti,8980000000,21,South Africa
Wharf Holdings,8970000000,3,Hong Kong
Hasbro,8950000000,65,USA
Vistra,8950000000,23,USA
Yandex,8950000000,25,Netherlands
Adani Wilmar,8940000000,7,India
Origin Energy,8940000000,5,Australia
Mowi,8940000000,17,Norway
Yuanta Financial Holding,8930000000,1,Taiwan
Svenska Cellulosa Aktiebolaget (SCA),8930000000,13,Sweden
AMEC,8910000000,14,China
CubeSmart,8900000000,39,USA
Lincoln Electric,8890000000,154,USA
Hang Lung Properties,8870000000,2,Hong Kong
SBI Card,8860000000,9,India
Comerica,8850000000,68,USA
VAT Group,8850000000,295,Switzerland
Spring Airlines,8830000000,9,China
Taiwan Mobile,8830000000,3,Taiwan
Ampol,8830000000,18,Australia
Bangkok Bank,8810000000,5,Thailand
Dr. Reddy's,8810000000,53,India
Kesko,8790000000,22,Finland
Coca-Cola HBC,8790000000,24,Switzerland
Umicore,8790000000,36,Belgium
Isuzu,8780000000,11,Japan
Deutsche Wohnen,8760000000,22,Germany
Wolfspeed,8760000000,71,USA
China Zheshang Bank,8760000000,0,China
Bharat Electronics,8760000000,1,India
JD Sports Fashion,8760000000,2,UK
Toray Industries,8750000000,5,Japan
Penumbra,8750000000,230,USA
SIG Combibloc,8750000000,23,Switzerland
DCP Midstream,8740000000,42,USA
Invesco,8710000000,19,USA
Cullen/Frost Bankers,8710000000,135,USA
ASX,8710000000,45,Australia
Coinbase,8710000000,33,USA
Japan Airlines,8710000000,20,Japan
Commerce Bancshares,8700000000,70,USA
Genting Singapore,8700000000,1,Singapore
Rémy Cointreau,8660000000,170,France
Schroders,8660000000,5,UK
Fresnillo,8660000000,12,Mexico
Sumitomo Denki Kōgyō,8650000000,11,Japan
Getlink,8640000000,16,France
Metso Outotec (Mo Group),8630000000,10,Finland
Cognex,8620000000,50,USA
Mondi,8610000000,18,UK
Lennox,8610000000,243,USA
United Utilities,8590000000,12,UK
Mitsui O.S.K. Lines,8580000000,24,Japan
Covestro,8580000000,44,Germany
Catalent,8570000000,48,USA
Jefferies Financial Group,8570000000,37,USA
Tata Consumer Products,8570000000,9,India
Genpact,8560000000,47,Bermuda
Repligen,8560000000,154,USA
Advantech,8560000000,11,Taiwan
F5 Networks,8550000000,142,USA
James Hardie Industries,8540000000,19,Ireland
NOV,8540000000,22,USA
Pinnacle West Capital,8530000000,75,USA
Ascendas Reit,8530000000,2,Singapore
Federal Realty Investment Trust,8530000000,104,USA
ADT,8520000000,9,USA
KEPCO,8520000000,9,Japan
Meridian Energy,8500000000,3,New Zealand
Recordati,8480000000,41,Italy
Owens Corning,8480000000,90,USA
QNB Finansbank,8480000000,3,Turkey
Samsung Electro-Mechanics,8470000000,54,S. Korea
Zillow,8470000000,36,USA
Antero Resources,8460000000,28,USA
Nitto Denko,8460000000,57,Japan
US Foods,8440000000,38,USA
Elisa,8430000000,53,Finland
RenaissanceRe,8420000000,193,Bermuda
International Consolidated Airlines,8420000000,2,Spain
IMCD,8390000000,147,Netherlands
Exact Sciences,8380000000,47,USA
Penske Automotive,8370000000,118,USA
SG Holdings,8370000000,13,Japan
Adevinta,8360000000,7,Norway
Signify Health,8360000000,29,USA
SK Telecom,8350000000,21,S. Korea
New Hope Liuhe,8350000000,2,China
Mizrahi-Tefahot,8340000000,32,Israel
Regal Rexnord,8330000000,126,USA
National Retail Properties,8330000000,47,USA
Webster Financial,8320000000,48,USA
Fisher & Paykel Healthcare,8320000000,14,New Zealand
Plains All American Pipeline,8310000000,12,USA
Casey's General Stores,8300000000,223,USA
Legend Biotech,8300000000,50,USA
OpenText,8300000000,30,Canada
Dish Network,8300000000,16,USA
Life Storage,8280000000,96,USA
LG Household & Health Care,8280000000,239,S. Korea
XP Inc.,8270000000,15,Brazil
Switch,8270000000,34,USA
Robert Half,8270000000,76,USA
UGI Corporation,8270000000,39,USA
Whirlpool,8250000000,152,USA
Sibanye-Stillwater,8250000000,12,South Africa
SEI Investments,8240000000,61,USA
ICICI Prulife,8240000000,6,India
Dentsu,8240000000,31,Japan
Williams-Sonoma,8230000000,124,USA
Mediobanca,8200000000,10,Italy
Alcoa,8200000000,46,USA
Jardine Cycle & Carriage,8190000000,21,Singapore
Royal Gold,8190000000,125,USA
Sinopharm,8180000000,3,China
Grupo Aeroportuario del Pacífico,8180000000,162,Mexico
Unum,8180000000,41,USA
Floor & Decor,8180000000,77,USA
KT&G (Korea Tobacco),8160000000,70,S. Korea
Banco Santander México,8150000000,6,Mexico
Intertek,8140000000,50,UK
Churchill Downs,8130000000,217,USA
Yaskawa,8120000000,31,Japan
Masimo,8110000000,154,USA
SK Group,8110000000,146,S. Korea
OTP Bank,8080000000,28,Hungary
Pure Storage,8060000000,27,USA
Shimadzu,8060000000,27,Japan
Want Want China,8060000000,1,Hong Kong
Becle,8040000000,2,Mexico
Dropbox,8040000000,22,USA
Euronext,8030000000,74,Netherlands
Marico,8030000000,6,India
SRF Limited,8030000000,27,India
Admiral Group,8020000000,27,UK
Oracle Corp Japan,8010000000,62,Japan
T&D Holdings,7990000000,14,Japan
Tōkyō Gas,7990000000,18,Japan
Traton,7990000000,16,Germany
Jones Lang LaSalle,7980000000,168,USA
China Gas,7970000000,1,China
Taiwan Cement,7970000000,1,Taiwan
Sagax,7960000000,23,Sweden
Choice Properties REIT,7960000000,11,Canada
Banque Cantonale Vaudoise,7950000000,93,Switzerland
Tata Power,7950000000,2,India
New Fortress Energy,7930000000,38,USA
Fortune Brands Home & Security,7920000000,62,USA
ST Engineering,7920000000,2,Singapore
Capri Holdings,7900000000,61,UK
Healthcare Realty,7900000000,21,USA
Insurance Australia Group,7870000000,3,Australia
Orion Corporation,7870000000,56,Finland
Gecina,7860000000,106,France
Telefónica Deutschland (O2),7860000000,3,Germany
OGE Energy,7830000000,39,USA
Coty,7820000000,9,USA
Nissin Foods,7810000000,77,Japan
Plug Power,7810000000,13,USA
Ally,7780000000,26,USA
Banco Santander-Chile,7780000000,16,Chile
Dino Polska,7770000000,79,Poland
Française des Jeux,7770000000,41,France
Pearson,7760000000,11,UK
Doosan Enerbility,7760000000,12,S. Korea
Americold,7760000000,29,USA
Grupo ACS,7740000000,29,Spain
GAIL,7740000000,1,India
Lear Corporation,7740000000,131,USA
WH Group,7730000000,1,Hong Kong
CCL Industries,7730000000,44,Canada
Unibail-Rodamco-Westfield,7720000000,56,France
Qantas Airways,7700000000,4,Australia
Grupo Aeroportuario del Sureste,7700000000,257,Mexico
Pentair,7690000000,47,UK
Olin,7690000000,56,USA
IDBI Bank,7680000000,1,India
ARC Resources,7670000000,12,Canada
PetGas (Petronas Gas),7670000000,4,Malaysia
Zions Bancorporation,7660000000,51,USA
Sofina,7660000000,219,Belgium
Bajaj Holdings & Investment,7650000000,69,India
Middleby,7650000000,142,USA
Ralph Lauren,7650000000,116,USA
Korea Zinc,7640000000,410,S. Korea
Aselsan,7640000000,3,Turkey
Apollo Hospitals,7640000000,53,India
HMM,7630000000,16,S. Korea
Berry Global,7630000000,62,USA
Ciena,7630000000,51,USA
Kingdom Holding,7620000000,2,S. Arabia
Lifco,7620000000,17,Sweden
Azrieli Group,7620000000,63,Israel
Old Republic International,7610000000,25,USA
Hess Midstream,7600000000,31,USA
Indofood CBP,7600000000,1,Indonesia
Pershing Square Holdings,7600000000,35,USA
Sealed Air,7590000000,52,USA
Elbit Systems,7580000000,171,Israel
Yamaha Motor,7580000000,22,Japan
Arabian Internet and Communications Services,7570000000,64,S. Arabia
ICICI Lombard,7560000000,15,India
Acadia Healthcare,7550000000,83,USA
Megacable Holdings,7530000000,3,Mexico
Iridium Communications,7530000000,60,USA
Alfamart,7530000000,0,Indonesia
Erdemir,7520000000,2,Turkey
ShockWave Medical,7520000000,208,USA
Punjab National Bank,7520000000,1,India
AGC,7510000000,34,Japan
BKW AG,7500000000,142,Switzerland
Halozyme Therapeutics,7500000000,55,USA
Phoenix Group,7470000000,7,UK
Grifols,7460000000,9,Spain
Nestle Malaysia,7460000000,32,Malaysia
Monotaro,7450000000,15,Japan
Türkiye Petrol Rafinerileri,7450000000,27,Turkey
Chemed,7450000000,501,USA
AptarGroup,7440000000,114,USA
Rakuten,7430000000,5,Japan
St. James's Place,7430000000,14,UK
CACI,7430000000,315,USA
Indutrade,7420000000,20,Sweden
Hamamatsu,7420000000,48,Japan
NRG Energy,7410000000,32,USA
GEA Group,7410000000,41,Germany
Organon,7410000000,29,USA
Celsius Holdings,7410000000,97,USA
Nippon Building Fund,7410000000,4358,Japan
New World Development Company,7400000000,3,Hong Kong
Manhattan Associates,7400000000,119,USA
Medical Properties Trust,7390000000,12,USA
Sinopac Financial Holdings,7380000000,1,Taiwan
Auckland Airport,7370000000,5,New Zealand
Kazatomprom,7360000000,28,Kazakhstan
Chubu Electric Power,7360000000,10,Japan
United Spirits,7360000000,10,India
RaiaDrogasil,7350000000,4,Brazil
Yes Bank,7340000000,0,India
Xero,7330000000,48,New Zealand
Donaldson,7320000000,60,USA
Woori Financial Group,7320000000,30,S. Korea
MISC Berhad,7320000000,2,Malaysia
DiaSorin,7310000000,133,Italy
Signature Bank,7310000000,116,USA
Canadian Utilities,7310000000,27,Canada
Jindal Steel & Power,7300000000,7,India
Tokyu,7300000000,12,Japan
Shoprite,7300000000,13,South Africa
DaVita,7300000000,81,USA
ABB India,7300000000,34,India
WEX,7290000000,167,USA
Globus Medical,7280000000,72,USA
Tetra Tech,7270000000,137,USA
Japan Exchange Group,7260000000,14,Japan
SKF (Svenska Kullagerfabriken),7260000000,16,Sweden
Kongsberg Gruppen,7250000000,41,Norway
Mohawk Industries,7250000000,114,USA
Yang Ming,7240000000,2,Taiwan
Mitsubishi Chemical Holdings,7240000000,5,Japan
Ascendis Pharma,7220000000,127,Denmark
Orkla,7220000000,7,Norway
UnipolSai,7190000000,3,Italy
Bâloise,7190000000,159,Switzerland
Arkema,7190000000,95,France
Dentsply Sirona,7180000000,33,USA
MasTec,7160000000,92,USA
ZOZO,7160000000,24,Japan
Planet Fitness,7140000000,80,USA
Sabesp,7130000000,10,Brazil
Fosun,7130000000,1,China
Shanghai Commercial and Savings Bank,7130000000,1,Taiwan
Aisin Seiki,7120000000,26,Japan
Inspire Medical Systems,7120000000,247,USA
Şişecam,7110000000,2,Turkey
Wan Hai Lines,7110000000,3,Taiwan
Genscript Biotech,7100000000,3,China
Etihad Etisalat (Mobily),7100000000,9,S. Arabia
Far EasTone,7100000000,2,Taiwan
Indian Overseas Bank,7080000000,0,India
Singapore Exchange,7070000000,7,Singapore
Accor,7070000000,27,France
S-OIL,7070000000,61,S. Korea
Ocado,7060000000,9,UK
OCI,7060000000,34,Netherlands
Mattel,7050000000,20,USA
ITT,7050000000,85,USA
China Development Financial,7050000000,0,Taiwan
Canara Bank,7040000000,4,India
Concentrix,7040000000,136,USA
Emcor,7030000000,148,USA
Rohm,7010000000,71,Japan
Graphic Packaging,7000000000,23,USA
KT Corporation,7000000000,14,S. Korea
Rational AG,6990000000,601,Germany
Omega Healthcare,6980000000,29,USA
Novatek Microelectronics,6970000000,11,Taiwan
Dolby,6960000000,73,USA
Elm Company,6950000000,87,S. Arabia
Valmont Industries,6950000000,326,USA
Empire Company,6940000000,27,Canada
Meiji Holdings,6940000000,50,Japan
CPFL Energia,6940000000,6,Brazil
RTL Group,6940000000,45,Luxembourg
Nexstar Media Group,6930000000,184,USA
KBR,6930000000,51,USA
BOK Financial,6910000000,103,USA
Skechers,6910000000,45,USA
Brixmor Property Group,6910000000,23,USA
Symbotic,6900000000,12,USA
Avis Budget Group,6890000000,166,USA
Robinhood,6890000000,8,USA
ASR Nederland,6890000000,45,Netherlands
IGM Financial,6890000000,29,Canada
Daito Trust Construction,6880000000,100,Japan
Melrose Industries,6880000000,2,UK
Mindtree,6870000000,42,India
Edison,6870000000,1,Italy
Cathay Pacific,6870000000,1,Hong Kong
Advanced Drainage Systems,6860000000,83,USA
Crocs,6860000000,111,USA
Bancolombia,6840000000,28,Colombia
Karuna Therapeutics,6840000000,199,USA
Swiss Prime Site,6820000000,89,Switzerland
NCsoft,6820000000,336,S. Korea
Autoliv,6810000000,78,Sweden
Northland Power,6800000000,28,Canada
Sainsbury's,6800000000,3,UK
Assurant,6790000000,129,USA
Prosperity Bancshares,6790000000,74,USA
Centrica,6780000000,1,UK
Hankyu Hanshin Holdings,6770000000,28,Japan
Amorepacific,6770000000,108,S. Korea
Arrow Electronics,6770000000,110,USA
OTE Group,6750000000,15,Greece
Klépierre,6750000000,24,France
Western Alliance Bancorporation,6750000000,62,USA
PGNiG,6740000000,1,Poland
Gentex,6740000000,29,USA
Whitbread,6740000000,33,UK
Restoration Hardware,6730000000,292,USA
Korean Air Lines,6710000000,24,S. Korea
Roivant Sciences,6710000000,9,UK
Amkor Technology,6700000000,27,USA
Globant,6690000000,160,Luxembourg
Union Bank of India,6690000000,1,India
Washington H. Soul Pattinson and Company (WHSP),6680000000,19,Australia
Berger Paints,6680000000,7,India
YPF (Yacimientos Petrolíferos Fiscales),6680000000,9,Argentina
Canadian Tire,6660000000,199,Canada
Idemitsu Kosan,6650000000,22,Japan
Hunter Douglas,6650000000,191,Netherlands
First Industrial Realty Trust,6650000000,49,USA
Türkiye Is Bankasi,6650000000,1,Turkey
Cemex,6640000000,5,Mexico
Cholamandalam Investment and Finance,6640000000,8,India
Hero MotoCorp,6630000000,33,India
Skanska,6630000000,16,Sweden
Copenhagen Airport,6630000000,834,Denmark
Santander Polska,6630000000,64,Poland
Sensata Technologies,6620000000,43,USA
WESCO International,6620000000,130,USA
Pandora,6620000000,74,Denmark
Bid Corp,6610000000,20,South Africa
Merdeka Copper Gold,6610000000,0,Indonesia
Amplifon,6580000000,29,Italy
DWS Group,6580000000,33,Germany
Mapletree Commercial Trust,6570000000,1,Singapore
Frontier Communications,6570000000,27,USA
Sanlam,6570000000,3,South Africa
New Oriental,6560000000,39,China
ASUS,6560000000,9,Taiwan
Zoomlion,6560000000,0,China
Ritchie Bros. Auctioneers,6540000000,59,Canada
Japan Post Insurance,6540000000,17,Japan
Medpace,6530000000,210,USA
Kakao Pay,6530000000,49,S. Korea
Demant,6530000000,28,Denmark
Saudi International Petrochemical Company (Sipchem),6530000000,9,S. Arabia
UPL,6530000000,9,India
EastGroup Properties,6520000000,150,USA
nVent Electric,6520000000,39,UK
Levi Strauss,6510000000,17,USA
Curtiss-Wright,6510000000,170,USA
JFE Holdings,6490000000,11,Japan
Ingredion,6480000000,99,USA
MKS Instruments,6480000000,97,USA
Capcom,6480000000,30,Japan
DXC Technology,6480000000,28,USA
Matador Resources,6470000000,55,USA
Israel Discount Bank,6460000000,52,Israel
UiPath,6460000000,12,USA
Great Eastern,6460000000,14,Singapore
Murphy Oil,6440000000,41,USA
Rexel,6430000000,21,France
Treasury Wine Estates,6430000000,9,Australia
Bankinter,6420000000,7,Spain
Atlas Arteria,6410000000,4,Australia
Trend Micro,6410000000,45,Japan
Voya Financial,6400000000,66,USA
Harley-Davidson,6400000000,44,USA
Clearway Energy,6400000000,32,USA
CAE,6390000000,20,Canada
Stifel,6380000000,60,USA
Industrial Bank of Korea (IBK),6380000000,8,S. Korea
Generac Power Systems,6380000000,101,USA
Spark New Zealand,6380000000,3,New Zealand
Turquoise Hill Resources,6380000000,31,Canada
37 Interactive Entertainment,6370000000,3,China
West Fraser Timber,6370000000,75,Canada
Makita,6360000000,23,Japan
Holmen,6350000000,40,Sweden
Nippon Sanso,6350000000,15,Japan
Toho Co.,6350000000,36,Japan
Banca Mediolanum,6340000000,9,Italy
Reynolds Consumer,6340000000,30,USA
Wyndham Hotels & Resorts,6340000000,72,USA
Daiwa Securities Group,6340000000,4,Japan
Osaka Gas,6340000000,15,Japan
Torrent Pharmaceuticals,6340000000,19,India
OZ Minerals,6330000000,19,Australia
Agilon Health,6330000000,15,USA
Allegro.eu,6330000000,6,Poland
iA Financial,6320000000,60,Canada
Tube Investments of India,6320000000,33,India
Helvetia Holding,6320000000,120,Switzerland
GarantiBank,6310000000,2,Turkey
Bachem,6310000000,86,Switzerland
GlobalWafers,6300000000,14,Taiwan
Hapvida,6300000000,1,Brazil
Charoen Pokphand Indonesia,6300000000,0,Indonesia
KGHM Polska Miedź,6300000000,31,Poland
U.S. Steel,6300000000,27,USA
Ternium,6290000000,32,Luxembourg
Agree Realty,6290000000,71,USA
Wynn Macau,6290000000,1,Macau
Adaro Energy,6270000000,0,Indonesia
Kinsale Capital Group,6270000000,272,USA
GMO Payment Gateway,6260000000,83,Japan
World Wrestling Entertainment,6260000000,84,USA
GoTo,6260000000,0,Indonesia
Texas Roadhouse,6250000000,94,USA
TIS,6240000000,26,Japan
New York Community Bank,6230000000,9,USA
Sampoerna,6220000000,0,Indonesia
Shriram Transport Finance,6220000000,17,India
Clean Harbors,6220000000,115,USA
NextEra Energy Partners,6220000000,72,USA
RLI Corp.,6210000000,137,USA
Affiliated Managers Group,6210000000,165,USA
MDU Resources,6200000000,31,USA
Houlihan Lokey,6200000000,90,USA
AGNC Investment,6200000000,11,USA
Bombardier Recreational Products,6200000000,78,Canada
Hanwha Solutions,6180000000,33,S. Korea
Toromont,6180000000,75,Canada
Samvardhana Motherson,6180000000,1,India
Southwestern Energy,6180000000,6,USA
Indorama Ventures,6170000000,1,Thailand
Lodha Group,6170000000,13,India
RBC Bearings,6170000000,213,USA
Endeavor Group,6170000000,21,USA
BELIMO Holding,6160000000,501,Switzerland
Rumo,6160000000,3,Brazil
Indian Railway Catering & Tourism,6160000000,8,India
Flowers Foods,6150000000,29,USA
Yamaha,6150000000,36,Japan
Kosé,6140000000,108,Japan
Reece Group,6140000000,10,Australia
STAG Industrial,6140000000,34,USA
Grupo Simec,6130000000,37,Mexico
HealthSouth,6130000000,61,USA
MinebeaMitsumi,6120000000,15,Japan
Futu Holdings,6120000000,44,Hong Kong
Choice Hotels International,6120000000,115,USA
Yanbu National Petrochemical,6110000000,11,S. Arabia
Indus Towers,6110000000,2,India
Krafton,6110000000,130,S. Korea
Tempur Sealy,6110000000,36,USA
Nemetschek,6100000000,53,Germany
Woodward,6100000000,102,USA
Murphy USA,6100000000,270,USA
BOSCH India,6090000000,207,India
Procore,6090000000,44,USA
TPG Telecom,6090000000,3,Australia
Magnolia Oil & Gas,6080000000,22,USA
Roku,6070000000,44,USA
South State Corp,6050000000,80,USA
Oshkosh Corporation,6050000000,93,USA
Starwood Property Trust,6050000000,19,USA
Clarivate,6040000000,9,UK
On Holding,6040000000,19,Switzerland
Pilgrim's Pride,6040000000,26,USA
PI Industries,6040000000,40,India
Kobe Bussan,6040000000,28,Japan
Swedish Orphan Biovitrum,6030000000,20,Sweden
Qualtrics,6030000000,10,USA
CTS Eventim,6030000000,63,Germany
Coupa,6020000000,79,USA
Asset World Corp,6020000000,0,Thailand
Elanco,6020000000,13,USA
Landstar System,6010000000,167,USA
Chang Hwa Commercial Bank,6000000000,1,Taiwan
Silergy,6000000000,16,China
BOC Aviation,6000000000,9,Singapore
Macy's,5990000000,22,USA
Valvoline,5990000000,34,USA
QuidelOrtho,5990000000,91,USA
Polaris,5990000000,103,USA
Daifuku,5990000000,48,Japan
United Tractors,5990000000,2,Indonesia
Taishin Financial Holdings,5980000000,1,Taiwan
AirTAC International,5970000000,30,Taiwan
Wacker Chemie,5960000000,120,Germany
Nissan Chemical,5960000000,43,Japan
Newell Brands,5950000000,14,USA
Hualan Biological Engineering,5950000000,3,China
Adecco Group,5950000000,36,Switzerland
First American,5950000000,58,USA
Huntsman Corporation,5950000000,31,USA
Kintetsu GHD,5940000000,31,Japan
ChampionX,5940000000,30,USA
Nedbank,5940000000,12,South Africa
Commercial Metals Company,5930000000,51,USA
Cosan,5930000000,13,Brazil
Descartes Systems,5920000000,70,Canada
Unimicron,5920000000,4,Taiwan
Nippon Prologis REIT,5910000000,2217,Japan
SAIC,5910000000,108,USA
Sekisui Chemical,5910000000,14,Japan
Raiffeisen Bank International,5900000000,18,Austria
Kinross Gold,5900000000,5,Canada
Konami Holdings,5900000000,44,Japan
Corporate Office Properties Trust,5890000000,26,USA
TVS Motor,5890000000,12,India
Otsuka,5890000000,31,Japan
Saia,5890000000,223,USA
Japan Real Estate Investment,5890000000,4253,Japan
Kingfisher,5880000000,3,UK
Toll Brothers,5880000000,53,USA
Hikari Tsushin,5880000000,133,Japan
Mapfre,5870000000,2,Spain
Nutanix,5870000000,26,USA
Doximity,5870000000,31,USA
Hulic,5870000000,8,Japan
Boyd Gaming,5860000000,56,USA
Sonoco,5860000000,60,USA
Convatec Group,5850000000,3,UK
Crane Co.,5850000000,104,USA
Axalta,5850000000,27,USA
Emperador Brandy,5850000000,0,Philippines
Axfood,5830000000,27,Sweden
Land Securities Group,5820000000,8,UK
Stockland,5820000000,2,Australia
Atacadão,5810000000,3,Brazil
TOTO,5810000000,34,Japan
Samsara,5810000000,11,USA
Covivio,5800000000,61,France
GitLab,5790000000,39,USA
Lithia Motors,5790000000,212,USA
Andritz,5790000000,58,Austria
HK Electric Investments,5790000000,1,Hong Kong
Banco BPM,5780000000,4,Italy
Ashland,5780000000,107,USA
Investec,5770000000,7,UK
Sumitomo Chemical,5770000000,4,Japan
Silgan Holdings,5770000000,52,USA
Info Edge,5770000000,45,India
Range Resources,5760000000,24,USA
Melco Resorts & Entertainment,5750000000,13,Hong Kong
Columbia Sportswear,5750000000,93,USA
Allegro MicroSystems,5750000000,30,USA
Ionis Pharmaceuticals,5750000000,41,USA
EnLink Midstream,5740000000,12,USA
Littelfuse,5740000000,232,USA
Tele2,5740000000,8,Sweden
Abbott India,5740000000,270,India
Alaska Airlines,5740000000,45,USA
Charoen Pokphand Foods,5740000000,1,Thailand
Fastighets AB Balder,5730000000,5,Sweden
Valley Bank,5730000000,11,USA
Mirvac Group,5720000000,1,Australia
DS Smith,5720000000,4,UK
Zomato,5720000000,1,India
Mapletree Logistics Trust,5720000000,1,Singapore
Banco Sabadell,5700000000,1,Spain
H&R Block,5700000000,37,USA
Bausch + Lomb,5700000000,16,Canada
Yamana Gold,5690000000,6,Canada
Dillard's,5690000000,332,USA
FirstService,5680000000,128,Canada
Synovus,5650000000,39,USA
Nomura Real Estate Master Fund,5650000000,1186,Japan
Spirit Realty Capital,5650000000,40,USA
Pinnacle Financial Partners,5630000000,74,USA
Page Industries,5630000000,505,India
UWM Holdings,5630000000,4,USA
PDC Energy,5630000000,61,USA
MOL Group,5630000000,7,Hungary
Tenet Healthcare,5620000000,52,USA
Endeavour Mining,5620000000,23,UK
TMX Group,5620000000,101,Canada
Getinge,5620000000,21,Sweden
ENGIE Brasil,5610000000,7,Brazil
Lumen,5610000000,5,USA
HYBE,5610000000,132,S. Korea
Tecan,5610000000,441,Switzerland
Post Holdings,5600000000,95,USA
Saudi Kayan Petrochemical Company,5600000000,4,S. Arabia
EXL Service,5600000000,170,USA
Rockwool,5590000000,261,Denmark
SiteOne Landscape Supply,5590000000,124,USA
New York Times,5590000000,34,USA
Canadian Apartment Properties REIT,5580000000,32,Canada
Petro Rio,5580000000,7,Brazil
FTI Consulting,5580000000,162,USA
Dexus,5570000000,5,Australia
Bank Pekao (Bank Polska Kasa Opieki),5570000000,21,Poland
Exelixis,5570000000,17,USA
Brunswick Corporation,5560000000,77,USA
Komerční banka,5560000000,29,Czech Republic
Commercial International Bank,5560000000,1,Egypt
Embracer Group,5560000000,5,Sweden
Light & Wonder,5560000000,59,USA
Pegatron,5560000000,2,Taiwan
TechnipFMC,5550000000,12,UK
Lancaster Colony Corporation,5550000000,202,USA
Nanya Technology,5540000000,2,Taiwan
Quiñenco,5540000000,3,Chile
Far Eastern New Century,5540000000,1,Taiwan
JSW Energy,5540000000,3,India
TAL Education Group,5540000000,9,China
KnowBe4,5530000000,25,USA
Selective Insurance,5530000000,92,USA
Idacorp,5530000000,109,USA
National Fuel Gas,5530000000,61,USA
TIM S.A.,5510000000,11,Brazil
Procter & Gamble India,5510000000,170,India
Soitec,5510000000,154,France
Square Enix,5500000000,46,Japan
Dun & Bradstreet,5500000000,13,USA
BlueScope Steel,5500000000,12,Australia
Stantec,5500000000,49,Canada
Mitsubishi Motors,5500000000,4,Japan
Yancoal,5500000000,4,Australia
MSA Safety,5490000000,140,USA
PSP Swiss Property,5490000000,120,Switzerland
ACC,5490000000,29,India
Norwegian Cruise Line,5490000000,13,USA
Beijer Ref,5490000000,15,Sweden
Beazley,5480000000,8,UK
GPT Group,5480000000,3,Australia
GXO Logistics,5480000000,46,USA
Glacier Bancorp,5470000000,49,USA
PBF Energy,5470000000,39,USA
Koei Tecmo,5460000000,17,Japan
PLDT,5460000000,25,Philippines
IDP Education,5450000000,20,Australia
Acuity Brands,5440000000,170,USA
SSAB,5440000000,5,Sweden
Container Corporation of India,5430000000,9,India
Western Union,5430000000,14,USA
United Bankshares,5430000000,40,USA
Yamato Holdings,5430000000,15,Japan
Medibank,5430000000,2,Australia
Chongqing Rural Commercial Bank,5420000000,0,China
Clearwater Analytics,5410000000,18,USA
Yageo,5410000000,16,Taiwan
Kajima,5400000000,11,Japan
Primerica,5400000000,146,USA
Lincoln National Corporation,5390000000,32,USA
Ebos Group,5380000000,28,New Zealand
M&G plc,5380000000,2,UK
City Developments,5370000000,6,Singapore
CTP N.V.,5370000000,12,Netherlands
Trent Limited,5370000000,15,India
Old National Bank,5360000000,18,USA
Element Fleet Management,5360000000,14,Canada
Clariant,5360000000,16,Switzerland
Marriott Vacations Worldwide,5350000000,140,USA
Envista,5350000000,33,USA
Option Care Health,5340000000,29,USA
Indian Hotels Company,5330000000,4,India
Georg Fischer,5330000000,65,Switzerland
The Ensign Group,5330000000,96,USA
Air Canada,5320000000,15,Canada
Vertiv Holdings,5320000000,14,USA
Quebecor,5320000000,23,Canada
Taiwan High Speed Rail,5310000000,1,Taiwan
Chord Energy,5310000000,128,USA
Hertz,5310000000,16,USA
