_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_categories,rtable_ceo,label
263640,146622,62600,bank of china,china,,,,doll_135.64 b,,doll_33.27 b,,gao yingxin,banc of california,,,,673.0,doll_14 b,doll_0.33 b,doll_0.14 b,,,0
18254,7116,7116,iftm university,,,1996,,,,,,,iftm university,,,1996,,,,,,,1
9747,37096,20527,jungheinrich,germany,,,,doll_3.08 b,,,,,jungheinrich,germany,,,,doll_3.65 b,,,none,,1
498209,114403,114382,beauty & brawn ltd,,,,,,,,,,beauty and a beasting ltd,,,,,,,,,,0
284793,178231,65851,bae systems,,,2006,,,,,,,bae systems,,,,91.4,doll_31.49 b,doll_26.35 b,doll_2.84 b,,,1
74626,118208,118282,q & k construction ltd,,,,,,,,,,q art construction ltd,,,,,,,,,,0
199398,65742,117995,remgro limited,,,,27.298,doll_4.62 b,doll_4.73 b,doll_0.34 b,,,r agency limited,,,,,,,,,,0
208817,65181,150240,indian overseas bank,,,,22.369,doll_7.49 b,doll_1.53 b,doll_0.24 b,,,indian overseas bank,india,,,,doll_4.54 b,,doll_214.0 m,,,1
587640,111533,118550,p a b dental care limited,,cartmoorfarm stockland honiton devon unitedkingdom ex149bz,,,,,,,,p a b management limited,,,,,,,,,,0
84340,58729,19969,commvault,united states,,,,doll_2.57 b,,,,,commvault,united states,,,,doll_2.54 b,,,none,,1
65387,62596,62596,definitive healthcare,,,,676.0,doll_1.30 b,doll_0.20 b,-doll_34.38 m,,,definitive healthcare,,,,676.0,doll_1.30 b,doll_0.20 b,-doll_34.38 m,,,1
153514,63621,149926,design therapeutics,,,,51,doll_0.50 b,,-doll_59.33 m,,,denali therapeutics,united states,,,,doll_5.08 b,,doll_-290.0 m,,,0
203357,66611,65995,national grid,,,,29.292,doll_46.43 b,doll_23.04 b,doll_2.75 b,,,national grid,,,,29.292,doll_46.43 b,doll_23.04 b,doll_2.75 b,,,1
1316120,111264,113288,t & a fyfe limited,,peacockcross hamilton ml39ay,,,,,,,,t a craig limited,,,,,,,,,,0
736168,114588,114706,beauty at the vinery limited,,,,,,,,,,beauty bounty limited,,,,,,,,,,0
14934,50980,20714,lechwerke,germany,,,,doll_4.03 b,,,,,lechwerke,germany,,,,doll_4.50 b,,,none,,1
2211545,117603,169921,s. a. contracting services limited,,,,,,,,,,sbi cards and payment services limited,india,,1998,,,doll_181 m,,,not found,0
1075698,123685,120783,budget group limited,united kingdom,,,,,,,,,bre global limited,united kingdom,,,,,,,,,0
12828,24455,59072,ziprecruiter,united states,,,,doll_1.97 b,,,staffing-employment internet tech ,,ziprecruiter,united states,,,,doll_2.02 b,,,,,1
41001,53047,38616,dundee precious metals,canada,,,,doll_0.88 b,,,,,dundee precious metals,canada,,,,doll_11 b,,,,,1
714987,118568,118701,p a capital limited,,,,,,,,,,p aiken limited,,,,,,,,,,0
161693,138038,122855,ipg photonics corporation,united states,,,,doll_9.13 m,,,,,infostretch corporation,united states,,,,,,,,,0
170501,139199,144728,quidel corporation,united states,,,,doll_5.41 m,,,,,quanterix corporation,united states,,,,doll_1.86 m,,,,,0
157059,184157,151759,dyson (company),,,0,,,,,,,denka company,japan,,,,doll_2.9 b,,doll_190.0 m,,,0
38897,54494,61572,klx energy services,united states,,,,doll_0.17 b,,,,,klx energy services,united states,,,,doll_0.18 b,,,,,1
534968,113899,116548,v & r sessions ltd,,,,,,,,,,v & m tees ltd,,,,,,,,,,0
586004,184,65033,cgi group,,,1976,,,,,,,cj group,,,,55.0,doll_1.82 b,doll_30.87 b,doll_3.35 b,,,0
79872,51273,42085,gelsenwasser,germany,,,,doll_3.29 b,,,,,gelsenwasser,germany,,,,doll_3.37 b,,,[],,1
111302,92519,92519,royal ahold delhaize n.v.,netherlands,,,,doll_30.57 b,doll_89.36 b,doll_2.66 b,,,royal ahold delhaize n.v.,netherlands,,,,doll_30.57 b,doll_89.36 b,doll_2.66 b,,,1
29499,49277,35028,ubiquiti,united states,,,,doll_17.27 b,,,,,ubiquiti,united states,,,,doll_16.9 b,,,,,1
41851,1260,22480,puma,,,1948,,,,,,,puma,germany,,,,doll_10.23 b,,,footwear clothing ,,1
14485,118502,118132,q clean services ltd,,,,,,,,,,q a care services ltd,,,,,,,,,,0
150737,30031,96584,halkbank,turkey,,,,doll_3.02 b,,,,,halkbank,turkey,,1933,not found,,doll_7.7 b,,,osman arslan,1
671265,114593,114617,beauty at work ltd,,,,,,,,,,beauty bar warsash ltd,,,,,,,,,,0
228568,116925,117014,u d roofing limited,,,,,,,,,,u in mind staffing limited,,,,,,,,,,0
53465,115979,115935,z & j enterprises limited,,,,,,,,,,z & co properties limited,,,,,,,,,,0
35628,63997,19911,plains gp,,,,,doll_3.10 b,doll_57.37 b,doll_2.08 b,,,plains gp,united states,,,,doll_3.13 b,,,oil-gas energy ,,1
42306,95042,60131,westlake chemical,united states,,,,doll_16.34 b,doll_11.78 b,,,,westlake chemical partners,united states,,,,doll_0.89 b,,,,,1
44357,74315,34231,essilorluxottica sa,france,,,,doll_80.49 b,,,,,essilorluxottica,france,,,,doll_82.47 b,,,,,1
118364,115232,62630,good boy technologies ltd,,,,,,,,,,geospace technologies,,,,649.0,doll_59.87 m,doll_89.25 m,-doll_22.69 m,,,0
34730,38324,38845,universal corporation,united states,,,,doll_1.3 b,,,,,unitil corporation,united states,,,,doll_840.0 m,,,,,0
162741,61000,65739,mirza international,india,,,,doll_0.37 b,,,,,mediclinic international,,,,33.683,doll_4.55 b,doll_4.24 b,doll_0.27 b,,,0
23603,12809,12809,improbable,united kingdom,,,,,,,,,improbable,united kingdom,,,,,,,,,1
267251,33723,63339,biora therapeutics,united states,,,,doll_38.11 m,,,,,biora therapeutics,,,,124.0,doll_38.11 m,doll_0.72 m,-doll_68.47 m,,,1
102807,154104,154104,westamerica bancorporation,united states,,,,doll_1.6 b,,doll_86.0 m,,,westamerica bancorporation,united states,,,,doll_1.6 b,,doll_86.0 m,,,0
433103,111398,119933,g a & s holdings limited,,unit20oakhilltradingestate devonshireroad worsley lancashire england m283pt,,,,,,,,gcp (uk) holdings limited,united kingdom,,,,,,,,,0
73915,1183,31875,primus global technologies,,,2002,,,,,,,pagaya technologies,israel,,,,doll_0.74 b,,,,,0
83975,73811,74052,dignity plc,united kingdom,,,,doll_322.0 m,,,,,dianomi plc,united kingdom,,,,doll_123.9 m,,,,,0
1205421,112781,112808,all about ecom limited,,,,,,,,,,all about flights limited,,,,,,,,,,0
282821,57702,183486,united breweries,india,,,,doll_5.10 b,,,,,ursus breweries,,,1878,,,,,,,0
596770,72986,66511,coca-cola europacific partners plc,united kingdom,,,,doll_22.53 b,,,,,coca-cola european partners,,,,22.0,doll_25.73 b,doll_13.51 b,doll_1.56 b,,,1
1292336,117754,117670,s a j macintyre limited,,,,,,,,,,s a flanges limited,,,,,,,,,,0
3422,48783,48783,yum! brands,united states,,,,doll_36.96 b,,,,,yum! brands,united states,,,,doll_36.96 b,,,,,1
134661,93297,93297,interpublic group,united states,,,,doll_13.81 b,doll_10.24 b,doll_952.8 m,,,interpublic group,united states,,,,doll_13.81 b,doll_10.24 b,doll_952.8 m,,,1
59340,56740,25410,magellan midstream partners,united states,,,,doll_10.85 b,,,,,martin midstream partners,united states,,,,doll_0.12 b,,,oil-gas energy ,,0
1009639,112144,112108,software mosaic limited,,,,,,,,,,software installation limited,,,,,,,,,,0
53428,59176,30771,genesis energy,new zealand,,,,doll_1.86 b,,,,,genesis energy,new zealand,,,,doll_1.78 b,,,,,1
109557,1399,45144,medley pharmaceuticals,,,1969,,,,,,,madrigal pharmaceuticals,united states,,,,doll_1.15 b,,,[],,0
9405,104132,20315,kbs group,germany,,,1500,,doll_42.01 m,,,,kion group,germany,,,,doll_5.05 b,,,none,,0
34792,28072,56528,kimco realty,united states,,,,doll_13.20 b,,,,,kimco realty,united states,,,,doll_13.26 b,,,,,1
232254,116946,117024,u fit online limited,,,,,,,,,,u joli limited,,,,,,,,,,0
117585,17429,184264,jsw holdings,india,,,,doll_0.56 b,,,['financial services'],,jg summit holdings,,,1990,,,,,,,1
10889,156008,145328,yunnan tourism,china,,,,doll_1.12 b,,0.0,,,yunnan tourism,china,,,,doll_0.81 m,,,,,1
784825,48525,74227,csx corporation,united states,,,,doll_68.68 b,,,,,cvs health corporation,united states,,,,doll_135.27 b,,,,,0
182950,57192,139560,indian overseas bank,india,,,,doll_7.17 b,,,,,indian overseas bank,india,,,,doll_4.51 m,,,,,1
19948,40551,33252,kronos bio,united states,,,,doll_97.86 m,,,,,kronos bio,united states,,,,doll_0.14 b,,,,,1
24294,57975,36685,wingstop restaurants,united states,,,,doll_4.23 b,,,,,wingstop restaurants,united states,,,,doll_4.1 b,,,,,1
9366,142042,142042,yougov,uk,,,,doll_2.19 m,,,,,yougov,uk,,,,doll_2.19 m,,,,,1
40218,150099,67597,john bean technologies corporation,united states,,,,doll_4.77 b,,doll_118.0 m,,,john bean technologies,,,,6.600,doll_2.96 b,doll_2.06 b,doll_0.14 b,,,1
435667,104186,100075,blue networks,germany,,,47,,doll_6.63 m,,,,blue networks,germany,,,47.0,,doll_6.63 m,,,,1
305041,145385,139087,maruha nichiro corporation,japan,,,,doll_1.22 m,,,,,mazda motor corporation,japan,,,,doll_5.49 m,,,,,0
11,139475,46,yes bank,india,,,,doll_3.9 m,,,,,yes bank,,,2004,,,,,,,1
61515,116082,115953,z & y limited,,,,,,,,,,z & g joinery limited,,,,,,,,,,0
36198,178338,57970,kinnevik ab,,,1936,,,,,,,kinnevik,sweden,,,,doll_4.25 b,,,,,1
106710,65899,66347,international distributions services (royal mail),,,,179.049,doll_2.68 b,doll_16.70 b,doll_0.86 b,,,international distributions services (royal mail),,,,179.049,doll_2.68 b,doll_16.70 b,doll_0.86 b,,,1
303386,153635,38221,agios pharmaceuticals,united states,,,,doll_1.77 b,,doll_1.6 b,,,amphastar pharmaceuticals,united states,,,,doll_1.39 b,,,,,0
926535,112029,112009,software division limited,,,,,,,,,,software design & build limited,,,,,,,,,,0
284004,93954,35949,aecom technology,united states,,,,doll_10.26 b,doll_13.29 b,doll_208.6 m,,,amkor technology,united states,,,,doll_6.7 b,,,,,0
58650,30924,59333,liveramp,united states,,,,doll_1.60 b,,,,,liveramp,united states,,,,doll_1.66 b,,,,,1
487877,58366,58366,summit industrial income reit,canada,,,,doll_3.23 b,,,,,summit industrial income reit,canada,,,,doll_3.23 b,,,,,1
96234,29298,150947,japan airport terminal,japan,,,,doll_4.88 b,,,,,japan airport terminal,japan,,,,doll_3.65 b,,doll_-184.0 m,,,1
35709,40614,61880,orion-group-holdings,united states,,,,doll_84.94 m,,,,,orion-group-holdings,,,,2.447,doll_92.63 m,doll_0.71 b,-doll_15.93 m,,,1
134648,28034,35281,bdo unibank,philippines,,,,doll_13.77 b,,,,,bdo unibank,philippines,,,,doll_12.41 b,,,,,1
193339,65315,144268,indiabulls housing finance,,,,4.603,doll_0.81 b,doll_0.35 b,doll_0.20 b,,,indiabulls housing finance,india,,,,doll_1.5 m,,,,,1
38592,59009,30594,exp world holdings,united states,,,,doll_2.11 b,,,,,exp world holdings,united states,,,,doll_2.04 b,,,,,1
172961,146421,157101,qcr holdings,united states,,,,doll_0.82 m,,,,,qcr holdings,united states,,,,doll_923.0 m,,doll_98.0 m,,,1
763142,115486,115478,bad apple limited,,,,,,,,,,bad angels limited,,,,,,,,,,0
1145286,112988,112732,all about the love ltd,,,,,,,,,,all about build ltd,,,,,,,,,,0
290043,112582,112435,food cottage ltd,,,,,,,,,,food architecture ltd,,,,,,,,,,0
98601,38414,12677,tennant company,united states,,,,doll_1.21 b,,,,,the boring company,united states,,,,,,,,,0
1047331,18600,122015,cannae holdings,united states,,,,doll_1.80 b,,,,,celanese holdings llc,united states,,,,,,,,,0
27355,64322,30208,lundin gold,,,,,doll_2.66 b,doll_0.79 b,doll_0.27 b,,,lundin gold,canada,,,,doll_2.69 b,,,,,1
427363,145617,115023,nazara technologies limited,india,,,,doll_0.77 m,,,,,new ages technologies ltd,,,,,,,,,,0
341649,112518,112539,food capital 24 limited,,,,,,,,,,food champs limited,,,,,,,,,,0
135163,70386,70386,general dynamics corporation,united states,,,,doll_70.55 b,,,,,general dynamics corporation,united states,,,,doll_70.55 b,,,,,1
593380,14397,69755,swisscom,switzerland,,,,doll_28.31 b,,,['telecommunication'],,swisscom ag,switzerland,,,,doll_31.26 b,,,,,0
889283,112001,111963,software defined storage limited,,,,,,,,,,software centre limited,,,,,,,,,,0
6687,144037,11635,kendra scott ,united states,,,,doll_0.007693 t,,,,,kendra scott,united states,,2002,,,,,,,1
165099,62323,155380,duluth holdings,,,,1.106,doll_0.21 b,doll_0.68 b,doll_16.18 m,,,delek us holdings,united states,,,,doll_1.26 b,,doll_-203.0 m,,,0
141870,137298,62359,first citizens bancshares,united states,,,,doll_8.67 m,,,,lewis r. holding,first mid-illinois bancshares,,,,125,doll_0.67 b,doll_0.25 b,doll_89.59 m,,,0
20978,36397,20836,euronet worldwide,united states,,,,doll_4.97 b,,,,,euronet worldwide,united states,,,,doll_5.25 b,,,none,,1
703576,137268,74235,subaru corporation,japan,,,,doll_14.4 m,,,,yasuyuki yoshinaga,sony group corporation,japan,,,,doll_126.64 b,,,,,1
297034,1098,146745,reliance ajio,,,2016,,,,,,,reliance jio,india,,,,0.0,,doll_1.69 b,,,1
1278083,112928,112902,all about skin limited,,,,,,,,,,all about pets ltd,,,,,,,,,,0
936,36072,21240,yamaha,japan,,,,doll_6.15 b,,,,,yamaha,japan,,,,doll_6.44 b,,,none,,1
25193,67810,38527,wework,,,,4.400,doll_2.22 b,doll_2.77 b,-doll_2.91 b,,,wework,united states,,,,doll_19 b,,,,,1
66408,148493,137813,jefferies financial group,united states,,,,doll_9.92 b,,doll_1.67 b,,,jefferies financial group,united states,,,,doll_9.13 m,,,,,1
474098,149429,138749,goodyear tire & rubber company,switzerland,,,,doll_6.16 b,,doll_764.0 m,,,goodyear tire & rubber company,switzerland,,,,doll_4.45 m,,,,,1
1063,30172,801,jk cement,india,,,,doll_2.75 b,,,,,jsw cement,,,2009,,,,,,,0
1363974,112674,113012,all about ltd,,,,,,,,,,all about toys ltd,,,,,,,,,,0
993541,112035,112088,software engine ltd,,,,,,,,,,software hunter ltd,,,,,,,,,,0
57549,65749,24079,momentum metropolitan,,,,16.558,doll_1.61 b,doll_4.29 b,doll_0.46 b,,,momentum metropolitan,south-africa,,,,doll_1.58 b,,,financial-services insurance ,,1
152510,51020,139400,enstar group,bermuda,,,,doll_3.93 b,,,,,enstar group,bermuda,,,,doll_4.25 m,,,,,1
141564,65545,21395,apollo pipes,,,,834.0,doll_0.24 b,doll_0.11 b,doll_6.43 m,,,apollo hospitals,india,,,,doll_7.67 b,,,healthcare medical-care-facilities ,,0
22666,66407,35396,wpp,,,,115.0,doll_12.14 b,doll_13.23 b,-doll_3.21 b,,,wpp,uk,,,,doll_11.19 b,,,,,1
47360,23003,65982,willis towers watson ,united-kingdom,,,,doll_27.53 b,,,insurance ,,willis towers watson ,,,,44.2,doll_27.56 b,doll_8.85 b,doll_1.44 b,,,1
492006,150190,58716,siltronic ag,germany,,,,doll_4.62 b,,doll_279.0 m,,,siltronic,germany,,,,doll_2.59 b,,,,,0
16866,36549,29388,kilroy realty,united states,,,,doll_4.48 b,,,,,kite realty,united states,,,,doll_4.61 b,,,,,0
1490665,124423,124272,sce careers,,,1886,,,,,,,sonos careers,,,2002,,,,,,,0
4416,69490,662,bnp paribas sa,france,,,,doll_69.90 b,,,,,bnp paribas,,,1848,,,,,,,1
228916,149359,148371,zhejiang yongtai technology,china,,,,doll_6.33 b,,doll_41 m,,,zhejiang dahua technology,china,,,,doll_10.76 b,,doll_492.0 m,,,0
16195,118224,118138,q & m trust limited,,,,,,,,,,q a c m limited,,,,,,,,,,0
1363252,121764,117759,sopra steria limited,united kingdom,,,,,,,,,s a j r limited,,,,,,,,,,0
67669,48971,34706,foxconn industrial internet,china,,,,doll_26.96 b,,,,,foxconn industrial internet,china,,,,doll_27.07 b,,,,,1
104362,72182,36981,nvidia corporation,united states,,,,doll_660.38 b,,,,,ncr corporation,united states,,,,doll_3.35 b,,,,,0
5332,75004,70043,yandex n.v.,netherlands,,,,,,,,,yandex n.v.,netherlands,,,,,,,,,1
340078,123551,115304,google uk limited,united kingdom,,,,,,,,,good careers limited,,,,,,,,,,0
47379,34336,48128,dollar general,united states,,,,doll_55.57 b,,,,,dollar general,united states,,,,doll_55.66 b,,,['retail'],,1
31683,39399,17335,national presto industries,united states,,,,doll_490.0 m,,,,,national presto industries,united states,,,,doll_0.50 b,,,,,0
277715,123793,123793,met film limited,united kingdom,,,,,,,,,met film limited,united kingdom,,,,,,,,,1
235668,99022,103985,progeny,uk,,,161,,doll_16.6 m,,,,progeny,uk,,,161,,doll_16.6 m,,,,1
18096,38471,15341,fuelcell energy,united states,,,,doll_1.14 b,,,,,fuelcell energy,united states,,,,doll_1.36 b,,,['energy'],,1
180403,32328,70531,marcus corporation,united states,,,,doll_0.48 b,,,,,mckesson corporation,united states,,,,doll_48.46 b,,,,,0
190347,136269,63637,newmont corporation,united states,,,,doll_46.34 m,,,,wayne w murdy,nve corporation,,,,47.0,doll_0.36 b,doll_31.06 m,doll_20.05 m,,,0
7023,60271,2423,mirum pharmaceuticals,united states,,,,doll_0.78 b,,,,,msd pharmaceuticals,,,1965,,,,,,,0
1272009,117663,117644,s a fairgrieve limited,,,,,,,,,,s a elite group limited,,,,,,,,,,0
47072,94927,9613,china energy engineering,china,,,,doll_4.17 b,doll_49.75 b,,,,chromewell engineering,,,1958,,,,,,,0
370114,115032,114926,new age views ltd,,,,,,,,,,new age fashion ltd,,,,,,,,,,0
6535,153390,153390,xinjiang yilite industry,china,,,,doll_1.89 b,,doll_45.0 m,,,xinjiang yilite industry,china,,,,doll_1.89 b,,doll_45.0 m,,,1
201302,116499,113599,v & l properties limited,,,,,,,,,,v + k steel services limited,,,,,,,,,,0
153153,25834,61136,marathon gold,canada,,,,doll_0.31 b,,,mining gold-mining ,,marathon gold,canada,,,,doll_0.32 b,,,,,1
367138,167949,150475,monks investment trust,uk,,,,,-730 million usd,,,,monks investment trust,uk,,,,doll_4.16 b,,doll_-734.0 m,,,1
94665,20062,46114,forward air,united states,,,,doll_2.70 b,,,transportation ,,forward air,united states,,,,doll_2.87 b,,,[],,1
16687,5543,6213,in2it technologies,,,1990,,,,,,,innovassynth technologies,,,2002,,,,,,,0
165128,69230,146798,eaton corporation plc,ireland,,,,doll_62.17 b,,,,,eaton corporation,ireland,,,,doll_66.91 b,,doll_2.14 b,,craig arnold,1
48340,21717,28013,formosa chemicals & fibre,taiwan,,,,doll_14.02 b,,,chemicals ,,formosa chemicals & fibre,taiwan,,,,doll_14.08 b,,,,,1
7132,176468,176468,xingsheng,china,,2018,,,not found,,,not found,xingsheng,china,,2018,,,not found,,,not found,1
626614,123303,123303,virtus (data centres) ltd,united kingdom,,,,,,,,,virtus (data centres) ltd,united kingdom,,,,,,,,,1
65805,148150,137470,jack henry & associates,united states,,,,doll_12.57 b,,doll_362.0 m,,,jack henry & associates,united states,,,,doll_13.05 m,,,,,1
65507,147843,147843,ocado group,uk,,,,doll_15.93 b,,doll_-292.0 m,,tim steiner,ocado group,uk,,,,doll_15.93 b,,doll_-292.0 m,,tim steiner,1
31372,49235,56294,otsuka holdings,japan,,,,doll_18.27 b,,,,,otsuka holdings,japan,,,,doll_17.45 b,,,,,1
58873,66442,57499,ds smith,,,,29.584,doll_5.94 b,doll_9.10 b,doll_0.47 b,,,ds smith,uk,,,,doll_5.82 b,,,,,1
225772,19207,30053,ats automation,canada,,,,doll_2.99 b,,,,,ats automation,canada,,,,doll_2.99 b,,,,,1
75823,95065,56812,evonik industries,germany,,,,doll_12.57 b,doll_18.69 b,,,,evonik industries,germany,,,,doll_10.14 b,,,,,1
922714,92316,136323,prudential financial,united states,,,,doll_43.6 b,doll_70.93 b,doll_7.61 b,,,prudential financial,united states,,,,doll_40.87 m,,,,arthur f. ryan,1
171808,98090,100090,giopato & coombes,italy,,,17,,doll_5.47 m,,,,giopato & coombes,italy,,,17.0,,doll_5.47 m,,,,1
38119,16542,24074,gencor industries,united states,,,,doll_0.15 b,,,,,gibraltar industries,united states,,,,doll_1.57 b,,,none,,0
457145,125110,124588,gem careers,,,2013,,,,,,,grubhub careers,,,2004,,,,,,,0
86347,94685,34558,mediatek,taiwan,,,,doll_46.45 b,doll_17.66 b,,,,mediatek,taiwan,,,,doll_34.21 b,,,,,1
506,144117,13538,yanolja,south korea,,,,doll_0.007693 t,,,,,yanolja,south korea,,,,,,,,,1
304480,114813,114814,new acre projects ltd,,,,,,,,,,new acre living ltd,,,,,,,,,,0
15896,52629,15317,ero copper,canada,,,,doll_1.27 b,,,,,ero copper,canada,,,,doll_1.46 b,,,['mining'],,1
309843,114935,114823,new age glass limited,,,,,,,,,,new action limited,,,,,,,,,,0
33221,35186,49443,westlake chemical,united states,,,,doll_13.82 b,,,,,westlake chemical,united states,,,,doll_14.05 b,,,,,1
383478,116597,116350,v & r contracts limited,,,,,,,,,,v & a it consultant limited,,,,,,,,,,0
17488,21338,21338,daito trust construction,japan,,,,doll_7.34 b,,,construction real-estate ,,daito trust construction,japan,,,,doll_7.34 b,,,construction real-estate ,,1
408155,115234,115434,good boy london ltd,,,,,,,,,,good cop bad cop ltd,,,,,,,,,,0
2254843,18735,183423,sonae,portugal,,,,doll_2.03 b,,,['conglomerate'],,sonae,,,1959,,,,,,,0
327323,63107,40592,aeva technologies,,,,227.0,doll_0.36 b,doll_6.87 m,-doll_0.14 b,,,advent technologies,united states,,,,doll_912 m,,,,,0
71082,66544,56695,rolls-royce holdings,,,,44.0,doll_117 b,doll_15.14 b,-doll_0.4 b,,,rolls-royce holdings,uk,,,,doll_11.22 b,,,,,1
42494,25500,65496,kuantum papers,india,,,,doll_0.15 b,,,pulp-and-paper ,,kuantum papers,,,,1.313,doll_0.15 b,doll_0.13 b,doll_5.63 m,,,1
101552,67314,72772,energy transfer partners,,,,12.558,doll_38.83 b,doll_87.20 b,doll_8.03 b,,,energy transfer lp,united states,,,,doll_30.69 b,,,,,1
55299,20407,34976,insight enterprises,united states,,,,doll_3.90 b,,,none,,icahn enterprises,united states,,,,doll_17.87 b,,,,,0
7545,60488,8601,vse corporation,united states,,,,doll_0.64 b,,,,,viney corporation,,,1989,,,,,,,0
36295,50285,15123,mohawk industries,united states,,,,doll_6.47 b,,,,,mueller industries,united states,,,,doll_3.62 b,,,['manufacturing'],,0
35465,29077,29077,element fleet management,canada,,,,doll_5.66 b,,,,,element fleet management,canada,,,,doll_5.66 b,,,,,1
34284,154929,38324,universal corporation,united states,,,,doll_1.38 b,,doll_86.0 m,,,universal corporation,united states,,,,doll_1.3 b,,,,,0
24195,94993,22638,east japan railway,japan,,,,doll_20.31 b,doll_17.67 b,,,,east japan railway,japan,,,,doll_21.25 b,,,railways transportation ,,1
67869,65890,66058,london stock exchange,,,,23.261,doll_48.97 b,doll_1.94 b,doll_0.41 b,,,london stock exchange,,,,23.261,doll_48.97 b,doll_1.94 b,doll_0.41 b,,,1
173240,136171,136171,illumina,united states,,,,doll_71.55 m,,,,john w. thompson,illumina,united states,,,,doll_71.55 m,,,,john w. thompson,1
298922,27811,136074,hindustan zinc,india,,,,doll_17.91 b,,,,,hindustan unilever,india,,,,doll_89.84 m,,,,,0
5637,22559,14728,w. r. berkley,united states,,,,doll_19.03 b,,,insurance ,,w. p. carey,united states,,,,doll_17.04 b,,,,,0
20670,12704,12704,hopper,canada,,,,,,,,,hopper,canada,,,,,,,,,1
294823,73204,66354,bt group plc,united kingdom,,,,doll_24.09 b,,,,,bt group,,,,98.4,doll_15.70 b,doll_32.00 b,doll_4.47 b,,,1
2374,167078,34655,yixin group,china,,,,doll_13 m,,4 million usd,,,yili group,china,,,,doll_29.29 b,,,,,0
171664,60255,151390,qurate retail group,united states,,,,doll_0.79 b,,,,,qurate retail,united states,,,,doll_3.19 b,,doll_340.0 m,,,1
2912,74963,71002,xp inc.,brazil,,,,,,,,,xp inc.,brazil,,,,doll_22.16 b,,,,,1
34606,57310,50532,world wrestling entertainment,united states,,,,doll_6.59 b,,,,,world wrestling entertainment,united states,,,,doll_5.48 b,,,,,1
112194,118460,118374,q element ltd,,,,,,,,,,q cleaners ltd,,,,,,,,,,0
29271,39609,16355,pmv pharmaceuticals,united states,,,,doll_390.0 m,,,,,pieris pharmaceuticals,united states,,,,doll_0.10 b,,,['pharmaceuticals'],,0
101,109,109,wipro bps,,,2000,,,,,,,wipro bps,,,2000,,,,,,,1
212840,57409,28956,chang hwa commercial bank,taiwan,,,,doll_6.15 b,,,,,chang hwa commercial bank,taiwan,,,,doll_6.15 b,,,,,1
77475,50956,57930,essent group,bermuda,,,,doll_4.10 b,,,,,essent group,,,,,doll_4.40 b,,,,,1
67458,19228,51371,epr properties,united states,,,,doll_3.03 b,,,,,epr properties,united states,,,,doll_3.08 b,,,,,1
90490,66589,92418,linde,,,,65.293,doll_164.56 b,doll_33.76 b,doll_5.34 b,,,linde,united kingdom,,,,doll_157.26 b,doll_30.79 b,doll_3.83 b,,,1
638633,141987,141987,vietnam enterprise investments limited,cayman islands,,,,doll_2.06 m,,,,,vietnam enterprise investments limited,cayman islands,,,,doll_2.06 m,,,,,1
94765,92551,70050,repsol,spain,,,,doll_20.8 b,doll_58.8 b,doll_2.95 b,,,repsol sa,spain,,,,doll_20.80 b,,,,,1
172997,183615,136090,iberdrola,,,1992,,,,,,,iberdrola,spain,,,,doll_78.48 m,,,,jose ignacio sanchez galan,1
182371,37856,61187,nbt bancorp,united states,,,,doll_1.83 b,,,,,northrim bancorp,united states,,,,doll_0.30 b,,,,,0
4565,52532,59531,ytl corporation berhad,malaysia,,,,doll_1.36 b,,,,,ytl corporation berhad,malaysia,,,,doll_1.44 b,,,,,1
82028,44339,44339,garrett motion,switzerland,,,,doll_0.48 b,,,['automotivesuppliers'],,garrett motion,switzerland,,,,doll_0.48 b,,,['automotivesuppliers'],,1
1867573,178912,183174,cnh global,,,1999,,,,,,,cnh global,,,1999,,,,,,,1
265012,112506,112384,food by raj ltd,,,,,,,,,,food & lqr ltd,,,,,,,,,,0
36102,49090,34800,delta air lines,united states,,,,doll_21.99 b,,,,,delta air lines,united states,,,,doll_23.1 b,,,,,1
2372220,138206,148886,topbuild,united states,,,,doll_7.21 m,,,,,topbuild,united states,,,,doll_7.96 b,,doll_247.0 m,,,1
9516,4599,4599,gates,,,1995,,,,,,,gates,,,1995,,,,,,,1
140498,116960,116802,u furniture limited,,,,,,,,,,u architects limited,,,,,,,,,,0
1204,702,34523,xiaomi,,,2010,,,,,,,xiaomi,china,,,,doll_36.97 b,,,,,1
215706,118016,118034,r a harris limited,,,,,,,,,,r a herd limited,,,,,,,,,,0
11332,33899,24999,ontrak,united states,,,,doll_15.31 m,,,,,ontrak,united states,,,,doll_34.6 m,,,healthcare ,,1
39145,65990,66662,john wood group,,,,33.1,doll_1.32 b,doll_6.40 b,-doll_80.6 m,,,john wood group,,,,33.1,doll_1.32 b,doll_6.40 b,-doll_80.6 m,,,1
223095,177840,145481,zensun enterprises,hong kong,,1965,,,doll_1.953 m,,,not found,zensun enterprises,hong kong,,,,doll_1.34 m,,,,,1
37248,40960,24831,hempacco,united states,,,,doll_21.73 m,,,,,hempacco,united states,,,,doll_25.94 m,,,tobacco ,,1
40427,827,59773,vip industries,,,1971,,,,,,,vip industries,india,,,,doll_1.20 b,,,,,1
