,link,name,industry,founded,country,ceo,employees,revenue
350,https://www.forbes.com/companies/bank-rakyat-indonesia,bank rakyat indonesia (bri),banking,1895,indonesia,sunarso,"79,398",doll_12.8b
351,https://www.forbes.com/companies/standard-chartered,standard chartered,banking,1969,united kingdom,william thomas winters,"81,957",doll_18.9b
352,https://www.forbes.com/companies/crh,crh,"construction, oil & gas operations, mining and chemicals",1970,ireland,albert jude manifold,"73,000",doll_31b
353,https://www.forbes.com/companies/bank-of-beijing,bank of beijing,banking,1995,china,yan bingzhu,"15,490",doll_19.4b
354,https://www.forbes.com/companies/paramount,paramount,media,2019,united states,bob bakish,"22,965",doll_28.6b
355,https://www.forbes.com/companies/bank-of-jiangsu,bank of jiangsu,banking,2007,china,ming ji,"15,363",doll_17.9b
356,https://www.forbes.com/companies/dupont-de-nemours,dupont de nemours,"construction, oil & gas operations, mining and chemicals",2017,united states,edward d. breen,"28,000",doll_16.7b
357,https://www.forbes.com/companies/gree-electric-appliances,gree electric appliances,consumer durables,1991,china,not found,"83,952",doll_27.9b
358,https://www.forbes.com/companies/indian-oil,indian oil,oil & gas operations,1959,india,sanjiv singh,"31,648",doll_72.2b
359,https://www.forbes.com/companies/dollar-general,dollar general,retailing,1939,united states,todd vasos,"163,000",doll_34.2b
360,https://www.forbes.com/companies/kraft-heinz-company,kraft heinz company,"food, soft beverages, alcohol & tobacco",2015,united states,miguel patricio,"36,000",doll_26b
361,https://www.forbes.com/companies/wilmar-international,wilmar international,"food, drink & tobacco",1991,singapore,khoon hong kuok,"100,000",doll_65.8b
362,https://www.forbes.com/companies/freddie-mac,freddie mac,business services & supplies,1970,united states,michael j. devito,"7,318",doll_62.2b
363,https://www.forbes.com/companies/hewlett-packard-enterprise,hewlett packard enterprise,"it, internet, software & services",2015,united states,antonio neri,"60,400",doll_27.9b
364,https://www.forbes.com/companies/japan-tobacco,japan tobacco,"food, drink & tobacco",1985,japan,masamichi terabatake,"55,381",doll_21.2b
365,https://www.forbes.com/companies/poste-italiane,poste italiane,insurance,1925,italy,matteo del fante,"122,665",doll_37.5b
366,https://www.forbes.com/companies/united-overseas-bank,united overseas bank,banking,1935,singapore,ee cheong wee,"24,346",doll_8.9b
367,https://www.forbes.com/companies/china-unicom,china unicom,telecommunications services,2000,hong kong,lie hong liu,"242,497",doll_50.8b
368,https://www.forbes.com/companies/valero-energy,valero energy,oil & gas operations,1980,united states,joseph w. gorder,"9,813",doll_114b
369,https://www.forbes.com/companies/csx,csx,transportation,1827,united states,james m. foote,"20,900",doll_13.1b
370,https://www.forbes.com/companies/danske-bank,danske bank,banking,1871,denmark,carsten rasch egeriis,"21,754",doll_24.8b
371,https://www.forbes.com/companies/fortescue-metals-group,fortescue metals group,materials,2003,australia,elizabeth anne gaines,"10,164",doll_20.9b
372,https://www.forbes.com/companies/china-railway-construction,china railway construction,construction,1948,china,shao jun huang,"267,760",doll_157.7b
373,https://www.forbes.com/companies/moderna,moderna,drugs & biotechnology,2010,united states,stéphane bancel,"2,700",doll_18.4b
374,https://www.forbes.com/companies/woolworths,woolworths,food markets,1924,australia,bradford banducci,"210,067",doll_38.8b
375,https://www.forbes.com/companies/anhui-conch-cement,anhui conch cement,construction,1997,china,qun feng li,"46,714",doll_26b
376,https://www.forbes.com/companies/adobe,adobe,"it, internet, software & services",1982,united states,shantanu narayen,"25,988",doll_16.1b
377,https://www.forbes.com/companies/hartford-financial-services,hartford financial services,insurance,1810,united states,christopher j. swift,"18,100",doll_22.4b
378,https://www.forbes.com/companies/state-street,state street,diversified financials,1792,united states,ronald philip o'hanley iii,"38,784",doll_11.5b
379,https://www.forbes.com/companies/al-rajhi-bank,al rajhi bank,banking,1957,saudi arabia,walid bin abdullah al-moqbel,"9,300",doll_6.7b
380,https://www.forbes.com/companies/power-construction-corporation-of-china,power construction corporation of china,construction,2009,china,hong shui sun,"132,125",doll_70.3b
381,https://www.forbes.com/companies/shin-etsu-chemical,shin-etsu chemical,chemicals,1926,japan,chihiro kanagawa,"24,069",doll_17.2b
382,https://www.forbes.com/companies/fiserv,fiserv,business services & supplies,1984,united states,frank j. bisignano,"26,000",doll_16.2b
383,https://www.forbes.com/companies/regeneron-pharmaceuticals,regeneron pharmaceuticals,drugs & biotechnology,1988,united states,leonard s. schleifer,"10,000",doll_16.1b
384,https://www.forbes.com/companies/eneos-holdings,eneos holdings,oil & gas operations,2010,japan,tsutomu sugimori,"40,753",doll_90.3b
385,https://www.forbes.com/companies/tata-consultancy-services,tata consultancy services,it software & services,1968,india,rajesh gopinathan,"592,195",doll_25.7b
386,https://www.forbes.com/companies/sompo,sompo,insurance,2010,japan,kengo sakurada,"48,115",doll_35.7b
387,https://www.forbes.com/companies/omv-group,omv group,oil & gas operations,1956,austria,alfred stern,"22,434",doll_42b
388,https://www.forbes.com/companies/swiss-life-holding,swiss life holding,insurance,1857,switzerland,patrick frost,"10,000",doll_23.5b
389,https://www.forbes.com/companies/bank-of-shanghai,bank of shanghai,banking,1995,china,youlian hu,"12,932",doll_15.9b
390,https://www.forbes.com/companies/american-tower,american tower,"telecommunications services, cable supplier",1995,united states,thomas a. bartlett,"2,291",doll_9.4b
391,https://www.forbes.com/companies/pioneer-natural-resources,pioneer natural resources,oil & gas operations,1997,united states,scott douglas sheffield,"1,932",doll_17.9b
392,https://www.forbes.com/companies/sun-hung-kai-properties,sun hung kai properties,construction,1963,hong kong,ping luen kwok,"38,500",doll_10.3b
393,https://www.forbes.com/companies/wanhua-chemical-group,wanhua chemical group,chemicals,1998,china,guang wu kou,"19,692",doll_22.4b
394,https://www.forbes.com/companies/sampo,sampo,insurance,1909,finland,torbjörn magnusson,"13,340",doll_15.9b
395,https://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings,china merchants shekou industrial zone holdings,construction,not found,china,tie feng jiang,"54,735",doll_23.4b
396,https://www.forbes.com/companies/haier-smart-home,haier smart home,consumer durables,1984,china,hua gang li,"104,874",doll_35.2b
397,https://www.forbes.com/companies/eaton,eaton,capital goods,1911,ireland,craig arnold,"85,947",doll_19.6b
398,https://www.forbes.com/companies/sk,sk,oil & gas operations,1962,south korea,"tae-won chey, dong-hyun jang","4,448",doll_85.9b
399,https://www.forbes.com/companies/johnson-controls-international,johnson controls international,business services & supplies,1885,ireland,george r. oliver,"101,000",doll_24.2b
400,https://www.forbes.com/companies/jbs,jbs,"food, drink & tobacco",1953,brazil,gilberto tomazoni,"250,000",doll_65b
401,https://www.forbes.com/companies/saudi-telecom,saudi telecom,telecommunications services,1998,saudi arabia,olayan mohammed al-wetaid,"23,780",doll_16.9b
402,https://www.forbes.com/companies/jardine-matheson,jardine matheson,conglomerates,1832,bermuda,john raymond witt,"400,000",doll_35.9b
403,https://www.forbes.com/companies/canadian-national-railway,canadian national railway,transportation,1832,canada,tracy a. robinson,"22,604",doll_11.5b
404,https://www.forbes.com/companies/stryker,stryker,health care equipment & services,1941,united states,kevin a. lobo,"25,000",doll_17.1b
405,https://www.forbes.com/companies/nokia,nokia,"telecommunications services, cable supplier",1865,finland,pekka ilmari lundmark,"87,900",doll_26.2b
406,https://www.forbes.com/companies/mitsubishi-electric,mitsubishi electric,capital goods,1921,japan,takeshi sugiyama,"145,653",doll_40.3b
407,https://www.forbes.com/companies/nissan-motor,nissan motor,consumer durables,1933,japan,makoto uchida,"132,324",doll_79.2b
408,https://www.forbes.com/companies/tata-steel,tata steel,materials,1907,india,thachat viswanath narendran,"73,962",doll_31.1b
409,https://www.forbes.com/companies/heineken,heineken,"food, drink & tobacco",1864,netherlands,jean-françois m. l. van boxmeer,"82,257",doll_25.9b
410,https://www.forbes.com/companies/bae-systems,bae systems,aerospace & defense,1999,united kingdom,charles nicolas woodburn,"34,000",doll_26.8b
411,https://www.forbes.com/companies/etisalat,etisalat,telecommunications services,2004,united arab emirates,hatem mohamed galal ahmed dowidar,"19,588",doll_14.5b
412,https://www.forbes.com/companies/bt-group,bt group,"telecommunications services, cable supplier",1980,united kingdom,philip eric rene,"100,000",doll_28.8b
413,https://www.forbes.com/companies/ctbc-financial,ctbc financial,banking,1966,taiwan,yi kuei wu,"21,159",doll_14.9b
414,https://www.forbes.com/companies/novatek,novatek,oil & gas operations,1994,russia,leonid viktorovich mikhelson,not found,doll_15.4b
415,https://www.forbes.com/companies/greenland-holdings-group,greenland holdings group,construction,not found,china,xin she lu,"86,251",doll_84.5b
416,https://www.forbes.com/companies/rwe-group,rwe group,utilities,1898,germany,markus krebber,"18,246",doll_29b
417,https://www.forbes.com/companies/daikin-industries,daikin industries,"engineering, manufacturing",1924,japan,masanori togawa,"88,000",doll_26.9b
418,https://www.forbes.com/companies/aegon,aegon,insurance,1844,netherlands,eilard friese,"22,271",doll_26.3b
419,https://www.forbes.com/companies/baidu,baidu,it software & services,2000,china,yan hong li,"45,500",doll_19.3b
420,https://www.forbes.com/companies/ericsson,ericsson,technology hardware & equipment,1876,sweden,erik börje ekholm,"101,322",doll_27b
421,https://www.forbes.com/companies/canon,canon,business services & supplies,1937,japan,fujio mitarai,"184,034",doll_32b
422,https://www.forbes.com/companies/lennar,lennar,construction,1954,united states,rick beckwitt jon jaffe,"10,753",doll_28.4b
423,https://www.forbes.com/companies/bank-of-nanjing,bank of nanjing,banking,1996,china,sheng rong hu,"13,592",doll_12.2b
424,https://www.forbes.com/companies/philips,philips,health care equipment & services,1891,netherlands,frans van houten,"78,189",doll_20.3b
425,https://www.forbes.com/companies/keurig-dr-pepper,keurig dr pepper,"food, drink & tobacco",2018,united states,robert james gamgort,"27,500",doll_12.7b
426,https://www.forbes.com/companies/china-yangtze-power,china yangtze power,utilities,2002,china,guo qing chen,"4,036",doll_8.5b
427,https://www.forbes.com/companies/dnb-bank,dnb bank,banking,2003,norway,kjerstin elisabeth braathen,"9,659",doll_7.8b
428,https://www.forbes.com/companies/emerson-electric,emerson electric,capital goods,1890,united states,lal karsanbhai,"86,700",doll_18.5b
429,https://www.forbes.com/companies/imperial-brands,imperial brands,"food, drink & tobacco",1901,united kingdom,stefan bomhard,"30,300",doll_22.7b
430,https://www.forbes.com/companies/boeing,boeing,aerospace & defense,1916,united states,david l. calhoun,"142,000",doll_62.3b
431,https://www.forbes.com/companies/general-mills,general mills,"food, soft beverages, alcohol & tobacco",1866,united states,jeffrey l. harmening,"15,000",doll_18.6b
432,https://www.forbes.com/companies/axis-bank,axis bank,banking,1993,india,amitabh chaudhry mba,"78,307",doll_11.4b
433,https://www.forbes.com/companies/national-bank-of-canada,national bank of canada,banking and financial services,1979,canada,laurent ferreira,"21,000",doll_9b
434,https://www.forbes.com/companies/estee-lauder,the estée lauder companies,media & advertising,1946,united states,fabrizio freda,"63,000",doll_17.8b
435,https://www.forbes.com/companies/cnh-industrial,cnh industrial,capital goods,1996,united kingdom,scott wellington wine,"71,895",doll_33.4b
436,https://www.forbes.com/companies/fairfax-financial,fairfax financial,insurance,1951,canada,vivian prem watsa,"39,040",doll_23.6b
437,https://www.forbes.com/companies/adidas,adidas,"clothing, shoes, sports equipment",1949,germany,kasper bo rørsted,"61,401",doll_25.1b
438,https://www.forbes.com/companies/michelin-group,michelin group,automotive (automotive and suppliers),1889,france,florent menegaux,"124,000",doll_28.1b
439,https://www.forbes.com/companies/norfolk-southern,norfolk southern,transportation,1883,united states,alan h. shaw,"18,100",doll_11.1b
440,https://www.forbes.com/companies/principal-financial-group,principal financial group,banking and financial services,1879,united states,daniel j. houston,"18,500",doll_14.3b
441,https://www.forbes.com/companies/sempra,sempra,oil & gas operations,1998,united states,jeffrey w. martin,"15,390",doll_13.1b
442,https://www.forbes.com/companies/fortum,fortum,utilities,1998,finland,markus erdem rauramo,"19,140",doll_132.9b
443,https://www.forbes.com/companies/grupo-mexico,grupo mexico,materials,1942,mexico,germán larrea mota-velasco,"29,707",doll_14.8b
444,https://www.forbes.com/companies/dr-horton,d.r. horton,construction,1978,united states,david v. auld,"11,788",doll_28.9b
445,https://www.forbes.com/companies/l3harris-technologies,l3harris technologies,aerospace & defense,2019,united states,christopher eugene kubasik,"42,240",doll_17.8b
446,https://www.forbes.com/companies/naspers,naspers,media,1915,south africa,robert van dijk,"28,445",doll_7b
447,https://www.forbes.com/companies/standard-bank-group,standard bank group,banking,1862,south africa,simpiwe kenneth tshabalala,"49,224",doll_15.9b
448,https://www.forbes.com/companies/tc-energy,tc energy,oil & gas operations,1951,canada,francois l. poirier,"7,017",doll_10.5b
449,https://www.forbes.com/companies/norilsk-nickel,norilsk nickel,materials,1993,russia,vladimir olegovich potanin,not found,doll_17.8b
450,https://www.forbes.com/companies/naturgy-energy-group,naturgy energy group,oil & gas operations,1843,spain,francisco miguel reynés massanet,"7,366",doll_26.2b
451,https://www.forbes.com/companies/waste-management,waste management,utilities,1971,canada,jim fish,"48,500",doll_17.9b
452,https://www.forbes.com/companies/henkel,henkel,household & personal products,1876,germany,carsten knobel,"52,450",doll_23.7b
453,https://www.forbes.com/companies/mediatek,mediatek,semiconductors,1997,taiwan,li hsing tsai,not found,doll_17.7b
454,https://www.forbes.com/companies/recruit-holdings,recruit holdings ,business services & supplies,1960,japan,hisayuki idekoba,"46,800",doll_24.8b
455,https://www.forbes.com/companies/hengli-petrochemical,hengli petrochemical,capital goods,1999,china,hong wei fan,"35,650",doll_30.2b
456,https://www.forbes.com/companies/xcel-energy,xcel energy,utilities,1909,united states,robert frenzel,"11,321",doll_13.4b
457,https://www.forbes.com/companies/corteva,corteva,chemicals,2019,united states,chuck magro,"21,000",doll_15.7b
458,https://www.forbes.com/companies/synchrony-financial,synchrony financial,business services & supplies,2003,united states,brian doubles,"18,000",doll_11.4b
459,https://www.forbes.com/companies/toyota-tsusho,toyota tsusho,trading companies,1948,japan,ichiro kashitani,"64,402",doll_69.5b
460,https://www.forbes.com/companies/toyota-industries,toyota industries,consumer durables,1926,japan,tetsuro toyoda,"66,947",doll_23.3b
461,https://www.forbes.com/companies/astrazeneca,astrazeneca,drugs & biotechnology,1999,united kingdom,pascal soriot mba,"83,100",doll_38.7b
462,https://www.forbes.com/companies/sunac-china-holdings,sunac china holdings,construction,2003,china,meng de wang,"64,436",doll_38.5b
463,https://www.forbes.com/companies/china-evergrande-group,china evergrande group,construction,2006,china,hai jun xia,"123,276",doll_70.4b
464,https://www.forbes.com/companies/bridgestone,bridgestone,consumer durables,1931,japan,shuichi ishibashi,"135,636",doll_29.5b
465,https://www.forbes.com/companies/emirates-nbd,emirates nbd,banking,1963,united arab emirates,shayne kieth nelson,"9,825",doll_8.6b
466,https://www.forbes.com/companies/daiwa-house-industry,daiwa house industry,construction,1947,japan,keiichi yoshii,"48,807",doll_38.9b
467,https://www.forbes.com/companies/jd,jd.com,retailing,1998,china,lei xu,"298,717",doll_147.6b
468,https://www.forbes.com/companies/kinder-morgan,kinder morgan,"construction, oil & gas operations, mining and chemicals",1997,united states,steven j. kean,"11,000",doll_16.6b
469,https://www.forbes.com/companies/china-national-building,china national building,construction,2005,china,zhi ping song,"153,109",doll_42.6b
470,https://www.forbes.com/companies/fifth-third-bank,fifth third bank,banking,1858,united states,greg d. carmichael,"19,112",doll_8.3b
471,https://www.forbes.com/companies/firstrand,firstrand,diversified financials,1966,south africa,alan patrick pullinger,"47,771",doll_10.2b
472,https://www.forbes.com/companies/carrefour,carrefour,retail and wholesale,1959,france,alexandre bompard,"321,000",doll_87.8b
473,https://www.forbes.com/companies/fujitsu,fujitsu,technology hardware & equipment,1935,japan,takahito tokita,"126,371",doll_32.8b
474,https://www.forbes.com/companies/seb-ab,seb ab,banking,1972,sweden,johan torgeby,"15,500",doll_7.6b
475,https://www.forbes.com/companies/surgutneftegas,surgutneftegas,oil & gas operations,1990,russia,vladimir leonidovich bogdanov,"116,000",doll_19.3b
476,https://www.forbes.com/companies/new-china-life-insurance,new china life insurance,insurance,1996,china,quan li,"34,434",doll_34.4b
477,https://www.forbes.com/companies/barrick-gold,barrick gold,materials,1983,canada,dennis mark bristow,"21,869",doll_11.9b
478,https://www.forbes.com/companies/dsv-panalpina,dsv panalpina,transportation,1976,denmark,jens bjørn andersen,"77,958",doll_29b
479,https://www.forbes.com/companies/talanx,talanx,insurance,1990,germany,torsten leue,"23,954",doll_51.7b
480,https://www.forbes.com/companies/vodafone,vodafone,"telecommunications services, cable supplier",1984,united kingdom,nicholas jonathan read,"104,000",doll_53.6b
481,https://www.forbes.com/companies/nintendo,nintendo,consumer durables,1889,japan,shuntaro furukawa,"6,574",doll_15.2b
482,https://www.forbes.com/companies/hana-financial,hana financial group,banking,2005,south korea,ham young-joo,"21,997",doll_13.7b
483,https://www.forbes.com/companies/hyundai-mobis,hyundai mobis,capital goods,1977,south korea,eui-sun chung,"10,835",doll_36.4b
484,https://www.forbes.com/companies/ntpc,ntpc,utilities,1975,india,gurdeep singh,"119,383",doll_17b
485,https://www.forbes.com/companies/maybank,maybank,banking and financial services,1960,malaysia,khairussaleh ramli,"46,000",doll_9.2b
486,https://www.forbes.com/companies/cme-group,cme group,diversified financials,1898,united states,terrence a. duffy,"3,480",doll_4.7b
487,https://www.forbes.com/companies/taqa,taqa,utilities,2005,united arab emirates,jasim husain ahmed thabet,not found,doll_12.4b
488,https://www.forbes.com/companies/pernod-ricard,pernod ricard,"food, soft beverages, alcohol & tobacco",1975,france,alexandre ricard,"18,500",doll_11.6b
489,https://www.forbes.com/companies/bank-mandiri,bank mandiri,banking,1824,indonesia,darmawan junaidi,"37,840",doll_9.5b
490,https://www.forbes.com/companies/femsa,femsa,"food, drink & tobacco",1890,mexico,daniel alberto rodríguez cofré,"320,752",doll_27.4b
491,https://www.forbes.com/companies/paccar,paccar,automotive (automotive and suppliers),1972,united states,preston feight,"10,545",doll_23.5b
492,https://www.forbes.com/companies/consolidated-edison,consolidated edison,utilities,1823,united states,timothy p. cawley,"13,871",doll_13.7b
493,https://www.forbes.com/companies/mitsui-fudosan,mitsui fudosan,construction,1941,japan,"hiromichi iwasa, masanobu komoda","23,992",doll_18.3b
494,https://www.forbes.com/companies/evergreen-marine-corp-taiwan,evergreen marine corp. (taiwan),transportation,not found,taiwan,huey chuan hsieh,not found,doll_17.5b
495,https://www.forbes.com/companies/komatsu,komatsu,capital goods,1921,japan,hiroyuki ogawa,"61,564",doll_24.5b
496,https://www.forbes.com/companies/shaanxi-coal-industry,shaanxi coal industry,materials,2008,china,shi bin wang,"36,344",doll_22.3b
497,https://www.forbes.com/companies/lenovo-group,lenovo group,technology hardware & equipment,1984,hong kong,yuan qing yang,"71,500",doll_70.6b
498,https://www.forbes.com/companies/fast-retailing,fast retailing,retailing,1963,japan,tadashi yanai,"55,589",doll_19.3b
499,https://www.forbes.com/companies/london-stock-exchange,london stock exchange,diversified financials,1802,united kingdom,david adam schwimmer,"23,261",doll_9.3b
500,https://www.forbes.com/companies/vonovia,vonovia,construction,1998,germany,rolf buch,"15,871",doll_6.6b
501,https://www.forbes.com/companies/aviva,aviva,insurance,2000,united kingdom,amanda blanc,"27,463",doll_45.1b
502,https://www.forbes.com/companies/sherwin-williams,sherwin-williams,"construction, oil & gas operations, mining and chemicals",1866,united states,john g. morikis,"60,000",doll_19.9b
503,https://www.forbes.com/companies/fujifilm-holdings,fujifilm holdings,consumer durables,1934,japan,teiichi goto,"73,275",doll_22.6b
504,https://www.forbes.com/companies/intuit,intuit,it software & services,1983,united states,sasan goodarzi,"13,500",doll_11.4b
505,https://www.forbes.com/companies/lam-research,lam research,"semiconductors, electronics, electrical engineering, technology hardware & equipment",1980,united states,tim archer,"16,300",doll_16.7b
506,https://www.forbes.com/companies/erste-group-bank,erste group bank,banking and financial services,2008,austria,bernhard spalt,"44,773",doll_11.4b
507,https://www.forbes.com/companies/lincoln-national,lincoln national,insurance,1968,united states,dennis r. glass,"10,848",doll_19.2b
508,https://www.forbes.com/companies/carrier-global,carrier global,capital goods,1915,united states,david l. gitlin,"58,000",doll_20.6b
509,https://www.forbes.com/companies/dish-network,dish network,media,1980,united states,w. erik carlson,"14,500",doll_17.9b
510,https://www.forbes.com/companies/china-coal-energy,china coal energy,materials,2006,china,yan jiang li,"44,356",doll_35.9b
511,https://www.forbes.com/companies/continental,continental,automotive (automotive and suppliers),1871,germany,nikolai setzer,"193,000",doll_39.9b
512,https://www.forbes.com/companies/vtb-bank,vtb bank,banking,1990,russia,andrey leonidovich kostin,not found,doll_21.3b
513,https://www.forbes.com/companies/murata-manufacturing,murata manufacturing,technology hardware & equipment,1944,japan,tsuneo murata,"75,184",doll_16.3b
514,https://www.forbes.com/companies/larsen-toubro,larsen & toubro,construction,1938,india,sekharipuram narayan subrahmanyan,"360,826",doll_20.5b
515,https://www.forbes.com/companies/ally-financial,ally financial,banking and financial services,1919,united states,jeffrey j. brown,"10,500",doll_10.8b
516,https://www.forbes.com/companies/netease,netease,it software & services,1997,china,lei ding,"32,064",doll_13.6b
517,https://www.forbes.com/companies/bank-central-asia,bank central asia,banking,1955,indonesia,jahja setiaatmadja,"25,370",doll_6.1b
518,https://www.forbes.com/companies/volvo-car,volvo car,consumer durables,2010,sweden,james rowan,not found,doll_32.9b
519,https://www.forbes.com/companies/intact-financial,intact financial,insurance,1809,canada,charles j. g. brindamour,"28,149",doll_14.6b
520,https://www.forbes.com/companies/orsted,orsted,oil & gas operations,1972,denmark,mads nipper,"6,836",doll_11b
521,https://www.forbes.com/companies/cummins,cummins,"engineering, manufacturing",1919,united states,tom linebarger,"58,000",doll_24b
522,https://www.forbes.com/companies/williams,williams,oil & gas operations,1908,united states,alan s. armstrong,"4,783",doll_10.6b
523,https://www.forbes.com/companies/capgemini,capgemini,it software & services,1967,france,aiman ezzat,"324,684",doll_21.5b
524,https://www.forbes.com/companies/prologis,prologis,real estate,1993,united states,not found,not found,doll_4.8b
525,https://www.forbes.com/companies/thales,thales,aerospace & defense,1949,france,patrice caine,"81,000",doll_19.1b
526,https://www.forbes.com/companies/bouygues,bouygues,construction,1952,france,olivier roussat,"124,651",doll_44.4b
527,https://www.forbes.com/companies/banorte,banorte,banking,1899,mexico,jose marcos ramírez miguel,"21,878",doll_10.6b
528,https://www.forbes.com/companies/ck-asset-holdings,ck asset holdings,construction,2015,hong kong,tzar kuoi li,"54,000",doll_8.3b
529,https://www.forbes.com/companies/orange,orange,telecommunications services,1988,france,christel heydemann,"132,002",doll_50.3b
530,https://www.forbes.com/companies/kuehne-nagel-international,kuehne & nagel international,transportation,1890,switzerland,detlef a. trefzger,"78,087",doll_35.9b
531,https://www.forbes.com/companies/bunge,bunge,"food, drink & tobacco",1818,united states,gregory a. heckman,"22,000",doll_59.2b
532,https://www.forbes.com/companies/samsung-life-insurance,samsung life insurance,insurance,1957,south korea,young-muk jeon,"5,250",doll_25.4b
533,https://www.forbes.com/companies/vmware,vmware,it software & services,1998,united states,rangarajan govind raghuram,"37,500",doll_12.9b
534,https://www.forbes.com/companies/albertsons,albertsons,food markets,1939,united states,vivek sankaran,"300,000",doll_71.9b
535,https://www.forbes.com/companies/crrc,crrc,capital goods,2007,china,yong cai sun,"160,656",doll_34.8b
536,https://www.forbes.com/companies/cbre-group,cbre group,construction,1906,united states,bob sulentic ,"105,000",doll_27.7b
537,https://www.forbes.com/companies/toshiba,toshiba,conglomerate,1875,japan,taro shimada,"125,648",doll_30.1b
538,https://www.forbes.com/companies/samsung-ct,samsung c&t,trading companies,1963,south korea,"keum-yong chung, jung-suk koh","8,819",doll_30.1b
539,https://www.forbes.com/companies/infosys,infosys,it software & services,1981,india,salil s. parekh,"335,000",doll_16.3b
540,https://www.forbes.com/companies/prudential,prudential,banking and financial services,1848,united kingdom,mark thomas fitzpatrick,"14,486",doll_26.5b
541,https://www.forbes.com/companies/yankuang-energy-group,yankuang energy group,materials,1997,china,yao meng xiao,"63,869",doll_16.9b
542,https://www.forbes.com/companies/canadian-pacific-railway,canadian pacific railway,transportation,1881,canada,keith edward creel,"11,834",doll_6.4b
543,https://www.forbes.com/companies/loews,loews,insurance,1954,united states,james s. tisch,"10,340",doll_14.7b
544,https://www.forbes.com/companies/tokyo-electron,tokyo electron,semiconductors,1963,japan,toshiki kawai,"14,479",doll_17.1b
545,https://www.forbes.com/companies/lg-electronics,lg electronics,consumer durables,1958,south korea,joo-wan cho,"36,499",doll_66.1b
546,https://www.forbes.com/companies/csl,csl,drugs & biotechnology,1916,australia,paul roger perreault,"25,000",doll_10.6b
547,https://www.forbes.com/companies/magna-international,magna international,consumer durables,1957,canada,seetarama kotagiri,"158,000",doll_36.2b
548,https://www.forbes.com/companies/analog-devices,analog devices,"semiconductors, electronics, electrical engineering, technology hardware & equipment",1965,united states,vincent t. roche,"24,700",doll_8.4b
549,https://www.forbes.com/companies/kubota,kubota,capital goods,1890,japan,masatoshi kimata,"43,293",doll_20b
550,https://www.forbes.com/companies/air-products-chemicals,air products & chemicals,chemicals,1940,united states,seifi ghasemi,"20,875",doll_10.9b
551,https://www.forbes.com/companies/newmont-mining,newmont mining,materials,1921,united states,thomas r. palmer,"31,000",doll_12.2b
552,https://www.forbes.com/companies/te-connectivity,te connectivity,technology hardware & equipment,2007,switzerland,terrence r. curtin,"89,000",doll_15.2b
553,https://www.forbes.com/companies/aon,aon,insurance,1982,ireland,gregory c. case,"50,000",doll_12.2b
554,https://www.forbes.com/companies/telus,telus,business services & supplies,1990,canada,darren entwistle,"90,800",doll_13.4b
555,https://www.forbes.com/companies/dollar-tree,dollar tree,retailing,1986,united states,michael a. witynski,"210,565",doll_26.3b
556,https://www.forbes.com/companies/keycorp,keycorp,banking,1958,united states,christopher m. gorman,"18,180",doll_7.4b
557,https://www.forbes.com/companies/wtw,wtw,insurance,1828,united kingdom,carl aaron hess,"44,200",doll_9.6b
558,https://www.forbes.com/companies/china-zheshang-bank,china zheshang bank,banking,1993,china,ren kang shen,"17,288",doll_16b
559,https://www.forbes.com/companies/wesfarmers,wesfarmers,food markets,1914,australia,robert scott,"114,000",doll_25.4b
560,https://www.forbes.com/companies/suzuki-motor,suzuki motor,consumer durables,1909,japan,osamu suzuki,"68,739",doll_32.6b
561,https://www.forbes.com/companies/best-buy,best buy,retail and wholesale,1966,united states,corie barry,"105,000",doll_51.8b
562,https://www.forbes.com/companies/svb-financial-group,svb financial group,banking,1983,united states,gregory w. becker,"6,567",doll_6.1b
563,https://www.forbes.com/companies/advanced-micro-devices,advanced micro devices,semiconductors,1969,united states,lisa t. su,"15,500",doll_16.4b
564,https://www.forbes.com/companies/markel,markel,banking and financial services,1930,united states,richard r. whitt iii thomas s. gayner,"20,300",doll_12.8b
565,https://www.forbes.com/companies/muyuan-foodstuff,muyuan foodstuff,"food, drink & tobacco",2000,china,ying lin qin,"121,995",doll_11.3b
566,https://www.forbes.com/companies/kimberly-clark,kimberly-clark,packaged goods,1872,united states,michael d. hsu,"45,000",doll_19.8b
567,https://www.forbes.com/companies/swedbank,swedbank,banking,1991,sweden,jens olof henriksson,"17,700",doll_6.7b
568,https://www.forbes.com/companies/cognizant,cognizant,it software & services,1994,united states,brian j. humphries,"330,600",doll_18.5b
569,https://www.forbes.com/companies/corning,corning,"engineering, manufacturing",1851,united states,wendell p. weeks,"61,000",doll_14.1b
570,https://www.forbes.com/companies/infineon-technologies,infineon technologies,"semiconductors, electronics, electrical engineering, technology hardware & equipment",1999,germany,jochen hanebeck,"50,280",doll_13.7b
571,https://www.forbes.com/companies/citizens-financial-group,citizens financial group,banking,1828,united states,bruce winfield van,"17,463",doll_6.9b
572,https://www.forbes.com/companies/devon-energy,devon energy,oil & gas operations,1971,united states,rick muncrief,"1,600",doll_13.7b
573,https://www.forbes.com/companies/asahi-group-holdings,asahi group holdings,"food, drink & tobacco",1949,japan,atsushi katsuki,"30,020",doll_20.4b
574,https://www.forbes.com/companies/jsw-steel,jsw steel,materials,1994,india,sharad mahendra,"35,585",doll_17.1b
