,name,market_capitalization_usd,price,country
1281,bank albilad,11710000000.0,12.0,s. arabia
1282,bouygues,11700000000.0,31.0,france
1283,teva pharmaceutical industries,11680000000.0,11.0,israel
1284,bunzl,11660000000.0,35.0,uk
1285,stora enso,11660000000.0,15.0,finland
1286,unilever indonesia,11630000000.0,0.0,indonesia
1287,tech mahindra,11630000000.0,12.0,india
1288,lucid motors,11620000000.0,6.0,usa
1289,credicorp,11610000000.0,146.0,bermuda
1290,godaddy,11600000000.0,75.0,usa
1291,segro,11590000000.0,9.0,uk
1292,aveva,11570000000.0,38.0,uk
1293,power assets,11560000000.0,5.0,hong kong
1294,randstad,11560000000.0,63.0,netherlands
1295,graco,11550000000.0,69.0,usa
1296,chailease holding,11540000000.0,7.0,taiwan
1297,lg electronics,11540000000.0,16.0,s. korea
1298,seagate technology,11540000000.0,56.0,ireland
1299,aecom,11520000000.0,83.0,usa
1300,sekisui house,11520000000.0,17.0,japan
1301,vifor pharma,11510000000.0,177.0,switzerland
1302,bank of baroda,11500000000.0,2.0,india
1303,worldline,11480000000.0,41.0,france
1304,vf corporation,11470000000.0,30.0,usa
1305,orient overseas container line,11460000000.0,17.0,hong kong
1306,sasa polyester,11460000000.0,5.0,turkey
1307,posco chemical,11450000000.0,148.0,s. korea
1308,henry schein,11440000000.0,82.0,usa
1309,novocure,11440000000.0,109.0,jersey
1310,gbl,11440000000.0,79.0,belgium
1311,first financial holding,11410000000.0,1.0,taiwan
1312,nomura holdings,11400000000.0,4.0,japan
1313,qiagen,11380000000.0,50.0,netherlands
1314,godrej,11370000000.0,11.0,india
1315,yara international,11360000000.0,45.0,norway
1316,aramark,11350000000.0,44.0,usa
1317,first citizens bancshares,11340000000.0,788.0,usa
1318,croda international,11330000000.0,78.0,uk
1319,nippon yūsen,11280000000.0,22.0,japan
1320,cimb group,11280000000.0,1.0,malaysia
1321,carlyle group,11270000000.0,31.0,usa
1322,impala platinum,11260000000.0,13.0,south africa
1323,nisource,11210000000.0,28.0,usa
1324,swire pacific,11210000000.0,8.0,hong kong
1325,masco,11190000000.0,50.0,usa
1326,intercontinental hotels group,11190000000.0,64.0,uk
1327,wpp,11190000000.0,52.0,uk
1328,scb (siam commercial bank),11190000000.0,3.0,thailand
1329,charles river laboratories,11180000000.0,220.0,usa
1330,equitable holdings,11180000000.0,30.0,usa
1331,rpm international,11170000000.0,87.0,usa
1332,sino biopharmaceutical,11170000000.0,1.0,china
1333,hana financial group,11160000000.0,38.0,s. korea
1334,e.sun bank,11150000000.0,1.0,taiwan
1335,albertsons,11130000000.0,21.0,usa
1336,indusind bank,11100000000.0,14.0,india
1337,amdocs,11090000000.0,92.0,usa
1338,dlf,11090000000.0,4.0,india
1339,molson coors,11080000000.0,51.0,usa
1340,divis laboratories,11040000000.0,42.0,india
1341,renault,11010000000.0,38.0,france
1342,pultegroup,11000000000.0,48.0,usa
1343,wisetech global,11000000000.0,34.0,australia
1344,barry callebaut,11000000000.0,2008.0,switzerland
1345,c. h. robinson,10980000000.0,93.0,usa
1346,unity software,10980000000.0,27.0,usa
1347,zoominfo,10970000000.0,25.0,usa
1348,bilibili,10970000000.0,29.0,china
1349,news corp,10970000000.0,19.0,usa
1350,docusign,10960000000.0,55.0,usa
1351,evergreen marine,10960000000.0,5.0,taiwan
1352,brambles,10940000000.0,8.0,australia
1353,solvay,10930000000.0,101.0,belgium
1354,regency centers,10920000000.0,64.0,usa
1355,okta,10890000000.0,68.0,usa
1356,nexi,10880000000.0,8.0,italy
1357,hotai motor,10860000000.0,20.0,taiwan
1358,fidelity national financial,10860000000.0,40.0,usa
1359,universal health services,10850000000.0,152.0,usa
1360,gfl environmental,10830000000.0,32.0,canada
1361,informa plc,10800000000.0,8.0,uk
1362,eicher motors,10760000000.0,39.0,india
1363,magellan midstream partners,10760000000.0,53.0,usa
1364,zalando,10750000000.0,41.0,germany
1365,bank negara indonesia,10730000000.0,1.0,indonesia
1366,sarepta therapeutics,10730000000.0,122.0,usa
1367,koç holding,10720000000.0,4.0,turkey
1368,country garden,10710000000.0,0.0,china
1369,larsen & toubro infotech,10710000000.0,61.0,india
1370,sino land,10700000000.0,1.0,hong kong
1371,mineral resources,10700000000.0,56.0,australia
1372,logitech,10680000000.0,66.0,switzerland
1373,finecobank,10680000000.0,17.0,italy
1374,dick's sporting goods,10680000000.0,128.0,usa
1375,sumitomo realty & development,10670000000.0,23.0,japan
1376,ryan specialty group,10670000000.0,41.0,usa
1377,hongkong land,10660000000.0,5.0,hong kong
1378,kasikornbank,10660000000.0,5.0,thailand
1379,service corporation international,10660000000.0,69.0,usa
1380,cameco,10650000000.0,24.0,canada
1381,gold fields,10650000000.0,12.0,south africa
1382,enka,10640000000.0,2.0,turkey
1383,eastman chemical,10640000000.0,89.0,usa
1384,rexford industrial,10630000000.0,56.0,usa
1385,freddie mac,10630000000.0,3.0,usa
1386,brenntag,10620000000.0,69.0,germany
1387,industrivarden,10610000000.0,25.0,sweden
1388,wynn resorts,10600000000.0,94.0,usa
1389,full truck alliance,10590000000.0,10.0,china
1390,saputo,10550000000.0,25.0,canada
1391,ono pharmaceutical,10550000000.0,22.0,japan
1392,bath & body works,10530000000.0,46.0,usa
1393,cipla,10520000000.0,13.0,india
1394,aegon,10520000000.0,5.0,netherlands
1395,deckers brands,10520000000.0,398.0,usa
1396,boston properties,10510000000.0,67.0,usa
1397,lundbergföretagen,10490000000.0,42.0,sweden
1398,turkish airlines,10480000000.0,8.0,turkey
1399,entegris,10480000000.0,70.0,usa
1400,lufthansa,10470000000.0,9.0,germany
1401,computershare,10460000000.0,17.0,australia
1402,boliden,10460000000.0,38.0,sweden
1403,western midstream,10440000000.0,27.0,usa
1404,banco de chile,10430000000.0,20.0,chile
1405,dynatrace,10430000000.0,36.0,usa
1406,shree cement,10420000000.0,289.0,india
1407,carmax,10390000000.0,66.0,usa
1408,pan pacific,10390000000.0,17.0,japan
1409,vivendi,10380000000.0,10.0,france
1410,aluminum corporation of china,10370000000.0,1.0,china
1411,juniper networks,10360000000.0,32.0,usa
1412,annaly capital management,10350000000.0,22.0,usa
1413,emera,10330000000.0,39.0,canada
1414,disco corp.,10320000000.0,286.0,japan
1415,west japan railway,10300000000.0,41.0,japan
1416,rolls-royce holdings,10250000000.0,1.0,uk
1417,ivanhoe mines,10230000000.0,8.0,canada
1418,varun beverages,10230000000.0,16.0,india
1419,suncorp,10230000000.0,8.0,australia
1420,ramsay health care,10220000000.0,45.0,australia
1421,hf sinclair,10210000000.0,51.0,usa
1422,bentley systems,10210000000.0,35.0,usa
1423,samsung life insurance,10200000000.0,57.0,s. korea
1424,hyatt hotels,10190000000.0,95.0,usa
1425,fresenius medical care,10190000000.0,17.0,germany
1426,suntory,10190000000.0,33.0,japan
1427,watsco,10190000000.0,262.0,usa
1428,darling ingredients,10190000000.0,64.0,usa
1429,kakaobank,10170000000.0,21.0,s. korea
1430,sasol,10170000000.0,16.0,south africa
1431,korea electric power,10160000000.0,8.0,s. korea
1432,agco,10160000000.0,136.0,usa
1433,acciona,10140000000.0,186.0,spain
1434,hua nan financial holdings,10130000000.0,1.0,taiwan
1435,hindustan aeronautics,10130000000.0,30.0,india
1436,telia company,10120000000.0,3.0,sweden
1437,borgwarner,10100000000.0,43.0,usa
1438,scentre group,10090000000.0,2.0,australia
1439,eneos holdings,10090000000.0,3.0,japan
1440,flex,10080000000.0,22.0,singapore
1441,crown holdings,10060000000.0,84.0,usa
1442,sk innovation,10040000000.0,73.0,s. korea
1443,tingyi (master kang),10030000000.0,2.0,china
1444,vail resorts,10020000000.0,248.0,usa
1445,paylocity,10000000000.0,180.0,usa
1446,jazz pharmaceuticals,9990000000.0,159.0,ireland
1447,bill.com,9980000000.0,94.0,usa
1448,next plc,9980000000.0,77.0,uk
1449,capitaland mall trust,9960000000.0,1.0,singapore
1450,entain,9950000000.0,17.0,isle of man
1451,burberry,9950000000.0,26.0,uk
1452,gerdau,9940000000.0,6.0,brazil
1453,yakult,9920000000.0,64.0,japan
1454,galp energia,9910000000.0,13.0,portugal
1455,bruker,9910000000.0,67.0,usa
1456,lenovo,9900000000.0,1.0,hong kong
1457,builders firstsource,9890000000.0,67.0,usa
1458,tapestry,9890000000.0,41.0,usa
1459,alstom,9860000000.0,26.0,france
1460,five below,9830000000.0,177.0,usa
1461,prysmian group,9820000000.0,36.0,italy
1462,ana holdings,9810000000.0,21.0,japan
1463,inwit,9790000000.0,10.0,italy
1464,rea group,9790000000.0,74.0,australia
1465,allegion,9780000000.0,111.0,ireland
1466,autonation,9780000000.0,111.0,usa
1467,lamar advertising,9770000000.0,96.0,usa
1468,puma,9760000000.0,65.0,germany
1469,localiza,9750000000.0,10.0,brazil
1470,israel chemicals,9740000000.0,8.0,israel
1471,evonik industries,9730000000.0,21.0,germany
1472,sumitomo metal mining,9730000000.0,35.0,japan
1473,reinsurance group of america,9720000000.0,146.0,usa
1474,sonic healthcare,9720000000.0,20.0,australia
1475,(hlbank) hong leong bank,9720000000.0,5.0,malaysia
1476,knorr-bremse,9680000000.0,60.0,germany
1477,asahi kasei,9670000000.0,7.0,japan
1478,east west bancorp,9630000000.0,68.0,usa
1479,black knight,9620000000.0,62.0,usa
1480,gjensidige forsikring,9620000000.0,18.0,norway
1481,zendesk,9620000000.0,77.0,usa
1482,spirax-sarco engineering,9620000000.0,129.0,uk
1483,cleveland-cliffs,9610000000.0,19.0,usa
1484,omron,9600000000.0,48.0,japan
1485,liberty global,9590000000.0,21.0,uk
1486,ares capital,9570000000.0,19.0,usa
1487,rheinmetall,9560000000.0,221.0,germany
1488,kikkoman,9560000000.0,50.0,japan
1489,eiffage,9550000000.0,100.0,france
1490,keppel,9520000000.0,5.0,singapore
1491,lg corp,9500000000.0,60.0,s. korea
1492,hong kong telecom,9490000000.0,1.0,hong kong
1493,synnex,9480000000.0,99.0,usa
1494,morningstar,9480000000.0,223.0,usa
1495,largan precision,9470000000.0,71.0,taiwan
1496,china oilfield services,9460000000.0,1.0,china
1497,qorvo,9460000000.0,93.0,usa
1498,caesars entertainment,9460000000.0,44.0,usa
1499,interglobe aviation,9430000000.0,24.0,india
1500,hella,9420000000.0,85.0,germany
1501,jbs,9400000000.0,4.0,brazil
1502,vipshop,9390000000.0,15.0,china
1503,a. o. smith,9380000000.0,61.0,usa
1504,sage group,9370000000.0,9.0,uk
1505,willscot,9370000000.0,45.0,usa
1506,ford otosan,9370000000.0,27.0,turkey
1507,central pattana,9360000000.0,2.0,thailand
1508,red eléctrica,9360000000.0,17.0,spain
1509,ceridian,9360000000.0,61.0,usa
1510,tpg capital,9350000000.0,30.0,usa
1511,westrock,9340000000.0,37.0,usa
1512,halma,9330000000.0,25.0,uk
1513,performance food group,9320000000.0,60.0,usa
1514,bj's wholesale club,9250000000.0,69.0,usa
1515,twilio,9230000000.0,50.0,usa
1516,pko bank polski,9230000000.0,7.0,poland
1517,esr,9220000000.0,2.0,hong kong
1518,american airlines,9210000000.0,14.0,usa
1519,northern star,9200000000.0,8.0,australia
1520,ipsen,9190000000.0,108.0,france
1521,president chain store (pscs),9190000000.0,9.0,taiwan
1522,chr. hansen,9180000000.0,69.0,denmark
1523,huntington ingalls industries,9180000000.0,230.0,usa
1524,cochlear,9150000000.0,139.0,australia
1525,nec corp,9120000000.0,34.0,japan
1526,knight-swift,9120000000.0,55.0,usa
1527,advance auto parts,9120000000.0,154.0,usa
1528,jabil,9120000000.0,68.0,usa
1529,lattice semiconductor,9110000000.0,67.0,usa
1530,tfi international,9100000000.0,104.0,canada
1531,toast,9070000000.0,17.0,usa
1532,store capital,9060000000.0,32.0,usa
1533,bharat petroleum,9050000000.0,4.0,india
1534,havells india,9050000000.0,14.0,india
1535,quanta computer,9010000000.0,2.0,taiwan
1536,xpeng,9010000000.0,10.0,china
1537,anglogold ashanti,8980000000.0,21.0,south africa
1538,wharf holdings,8970000000.0,3.0,hong kong
1539,hasbro,8950000000.0,65.0,usa
1540,vistra,8950000000.0,23.0,usa
1541,yandex,8950000000.0,25.0,netherlands
1542,adani wilmar,8940000000.0,7.0,india
1543,origin energy,8940000000.0,5.0,australia
1544,mowi,8940000000.0,17.0,norway
1545,yuanta financial holding,8930000000.0,1.0,taiwan
1546,svenska cellulosa aktiebolaget (sca),8930000000.0,13.0,sweden
1547,amec,8910000000.0,14.0,china
1548,cubesmart,8900000000.0,39.0,usa
1549,lincoln electric,8890000000.0,154.0,usa
1550,hang lung properties,8870000000.0,2.0,hong kong
1551,sbi card,8860000000.0,9.0,india
1552,comerica,8850000000.0,68.0,usa
1553,vat group,8850000000.0,295.0,switzerland
1554,spring airlines,8830000000.0,9.0,china
1555,taiwan mobile,8830000000.0,3.0,taiwan
1556,ampol,8830000000.0,18.0,australia
1557,bangkok bank,8810000000.0,5.0,thailand
1558,dr. reddy's,8810000000.0,53.0,india
1559,kesko,8790000000.0,22.0,finland
1560,coca-cola hbc,8790000000.0,24.0,switzerland
1561,umicore,8790000000.0,36.0,belgium
1562,isuzu,8780000000.0,11.0,japan
1563,deutsche wohnen,8760000000.0,22.0,germany
1564,wolfspeed,8760000000.0,71.0,usa
1565,china zheshang bank,8760000000.0,0.0,china
1566,bharat electronics,8760000000.0,1.0,india
1567,jd sports fashion,8760000000.0,2.0,uk
1568,toray industries,8750000000.0,5.0,japan
1569,penumbra,8750000000.0,230.0,usa
1570,sig combibloc,8750000000.0,23.0,switzerland
1571,dcp midstream,8740000000.0,42.0,usa
1572,invesco,8710000000.0,19.0,usa
1573,cullen/frost bankers,8710000000.0,135.0,usa
1574,asx,8710000000.0,45.0,australia
1575,coinbase,8710000000.0,33.0,usa
1576,japan airlines,8710000000.0,20.0,japan
1577,commerce bancshares,8700000000.0,70.0,usa
1578,genting singapore,8700000000.0,1.0,singapore
1579,rémy cointreau,8660000000.0,170.0,france
1580,schroders,8660000000.0,5.0,uk
1581,fresnillo,8660000000.0,12.0,mexico
1582,sumitomo denki kōgyō,8650000000.0,11.0,japan
1583,getlink,8640000000.0,16.0,france
1584,metso outotec (mo group),8630000000.0,10.0,finland
1585,cognex,8620000000.0,50.0,usa
1586,mondi,8610000000.0,18.0,uk
1587,lennox,8610000000.0,243.0,usa
1588,united utilities,8590000000.0,12.0,uk
1589,mitsui o.s.k. lines,8580000000.0,24.0,japan
1590,covestro,8580000000.0,44.0,germany
1591,catalent,8570000000.0,48.0,usa
1592,jefferies financial group,8570000000.0,37.0,usa
1593,tata consumer products,8570000000.0,9.0,india
1594,genpact,8560000000.0,47.0,bermuda
1595,repligen,8560000000.0,154.0,usa
1596,advantech,8560000000.0,11.0,taiwan
1597,f5 networks,8550000000.0,142.0,usa
1598,james hardie industries,8540000000.0,19.0,ireland
1599,nov,8540000000.0,22.0,usa
1600,pinnacle west capital,8530000000.0,75.0,usa
1601,ascendas reit,8530000000.0,2.0,singapore
1602,federal realty investment trust,8530000000.0,104.0,usa
1603,adt,8520000000.0,9.0,usa
1604,kepco,8520000000.0,9.0,japan
1605,meridian energy,8500000000.0,3.0,new zealand
1606,recordati,8480000000.0,41.0,italy
1607,owens corning,8480000000.0,90.0,usa
1608,qnb finansbank,8480000000.0,3.0,turkey
1609,samsung electro-mechanics,8470000000.0,54.0,s. korea
1610,zillow,8470000000.0,36.0,usa
1611,antero resources,8460000000.0,28.0,usa
1612,nitto denko,8460000000.0,57.0,japan
1613,us foods,8440000000.0,38.0,usa
1614,elisa,8430000000.0,53.0,finland
1615,renaissancere,8420000000.0,193.0,bermuda
1616,international consolidated airlines,8420000000.0,2.0,spain
1617,imcd,8390000000.0,147.0,netherlands
1618,exact sciences,8380000000.0,47.0,usa
1619,penske automotive,8370000000.0,118.0,usa
1620,sg holdings,8370000000.0,13.0,japan
1621,adevinta,8360000000.0,7.0,norway
1622,signify health,8360000000.0,29.0,usa
1623,sk telecom,8350000000.0,21.0,s. korea
1624,new hope liuhe,8350000000.0,2.0,china
1625,mizrahi-tefahot,8340000000.0,32.0,israel
1626,regal rexnord,8330000000.0,126.0,usa
1627,national retail properties,8330000000.0,47.0,usa
1628,webster financial,8320000000.0,48.0,usa
1629,fisher & paykel healthcare,8320000000.0,14.0,new zealand
1630,plains all american pipeline,8310000000.0,12.0,usa
1631,casey's general stores,8300000000.0,223.0,usa
1632,legend biotech,8300000000.0,50.0,usa
1633,opentext,8300000000.0,30.0,canada
1634,dish network,8300000000.0,16.0,usa
1635,life storage,8280000000.0,96.0,usa
1636,lg household & health care,8280000000.0,239.0,s. korea
1637,xp inc.,8270000000.0,15.0,brazil
1638,switch,8270000000.0,34.0,usa
1639,robert half,8270000000.0,76.0,usa
1640,ugi corporation,8270000000.0,39.0,usa
1641,whirlpool,8250000000.0,152.0,usa
1642,sibanye-stillwater,8250000000.0,12.0,south africa
1643,sei investments,8240000000.0,61.0,usa
1644,icici prulife,8240000000.0,6.0,india
1645,dentsu,8240000000.0,31.0,japan
1646,williams-sonoma,8230000000.0,124.0,usa
1647,mediobanca,8200000000.0,10.0,italy
1648,alcoa,8200000000.0,46.0,usa
1649,jardine cycle & carriage,8190000000.0,21.0,singapore
1650,royal gold,8190000000.0,125.0,usa
1651,sinopharm,8180000000.0,3.0,china
1652,grupo aeroportuario del pacífico,8180000000.0,162.0,mexico
1653,unum,8180000000.0,41.0,usa
1654,floor & decor,8180000000.0,77.0,usa
1655,kt&g (korea tobacco),8160000000.0,70.0,s. korea
1656,banco santander méxico,8150000000.0,6.0,mexico
1657,intertek,8140000000.0,50.0,uk
1658,churchill downs,8130000000.0,217.0,usa
1659,yaskawa,8120000000.0,31.0,japan
1660,masimo,8110000000.0,154.0,usa
1661,sk group,8110000000.0,146.0,s. korea
1662,otp bank,8080000000.0,28.0,hungary
1663,pure storage,8060000000.0,27.0,usa
1664,shimadzu,8060000000.0,27.0,japan
1665,want want china,8060000000.0,1.0,hong kong
1666,becle,8040000000.0,2.0,mexico
1667,dropbox,8040000000.0,22.0,usa
1668,euronext,8030000000.0,74.0,netherlands
1669,marico,8030000000.0,6.0,india
1670,srf limited,8030000000.0,27.0,india
1671,admiral group,8020000000.0,27.0,uk
1672,oracle corp japan,8010000000.0,62.0,japan
1673,t&d holdings,7990000000.0,14.0,japan
1674,tōkyō gas,7990000000.0,18.0,japan
1675,traton,7990000000.0,16.0,germany
1676,jones lang lasalle,7980000000.0,168.0,usa
1677,china gas,7970000000.0,1.0,china
1678,taiwan cement,7970000000.0,1.0,taiwan
1679,sagax,7960000000.0,23.0,sweden
1680,choice properties reit,7960000000.0,11.0,canada
1681,banque cantonale vaudoise,7950000000.0,93.0,switzerland
1682,tata power,7950000000.0,2.0,india
1683,new fortress energy,7930000000.0,38.0,usa
1684,fortune brands home & security,7920000000.0,62.0,usa
1685,st engineering,7920000000.0,2.0,singapore
1686,capri holdings,7900000000.0,61.0,uk
1687,healthcare realty,7900000000.0,21.0,usa
1688,insurance australia group,7870000000.0,3.0,australia
1689,orion corporation,7870000000.0,56.0,finland
1690,gecina,7860000000.0,106.0,france
1691,telefónica deutschland (o2),7860000000.0,3.0,germany
1692,oge energy,7830000000.0,39.0,usa
1693,coty,7820000000.0,9.0,usa
1694,nissin foods,7810000000.0,77.0,japan
1695,plug power,7810000000.0,13.0,usa
1696,ally,7780000000.0,26.0,usa
1697,banco santander-chile,7780000000.0,16.0,chile
1698,dino polska,7770000000.0,79.0,poland
1699,française des jeux,7770000000.0,41.0,france
1700,pearson,7760000000.0,11.0,uk
1701,doosan enerbility,7760000000.0,12.0,s. korea
1702,americold,7760000000.0,29.0,usa
1703,grupo acs,7740000000.0,29.0,spain
1704,gail,7740000000.0,1.0,india
1705,lear corporation,7740000000.0,131.0,usa
1706,wh group,7730000000.0,1.0,hong kong
1707,ccl industries,7730000000.0,44.0,canada
1708,unibail-rodamco-westfield,7720000000.0,56.0,france
1709,qantas airways,7700000000.0,4.0,australia
1710,grupo aeroportuario del sureste,7700000000.0,257.0,mexico
1711,pentair,7690000000.0,47.0,uk
1712,olin,7690000000.0,56.0,usa
1713,idbi bank,7680000000.0,1.0,india
1714,arc resources,7670000000.0,12.0,canada
1715,petgas (petronas gas),7670000000.0,4.0,malaysia
1716,zions bancorporation,7660000000.0,51.0,usa
1717,sofina,7660000000.0,219.0,belgium
1718,bajaj holdings & investment,7650000000.0,69.0,india
1719,middleby,7650000000.0,142.0,usa
1720,ralph lauren,7650000000.0,116.0,usa
1721,korea zinc,7640000000.0,410.0,s. korea
1722,aselsan,7640000000.0,3.0,turkey
1723,apollo hospitals,7640000000.0,53.0,india
1724,hmm,7630000000.0,16.0,s. korea
1725,berry global,7630000000.0,62.0,usa
1726,ciena,7630000000.0,51.0,usa
1727,kingdom holding,7620000000.0,2.0,s. arabia
1728,lifco,7620000000.0,17.0,sweden
1729,azrieli group,7620000000.0,63.0,israel
1730,old republic international,7610000000.0,25.0,usa
1731,hess midstream,7600000000.0,31.0,usa
1732,indofood cbp,7600000000.0,1.0,indonesia
1733,pershing square holdings,7600000000.0,35.0,usa
1734,sealed air,7590000000.0,52.0,usa
1735,elbit systems,7580000000.0,171.0,israel
1736,yamaha motor,7580000000.0,22.0,japan
1737,arabian internet and communications services,7570000000.0,64.0,s. arabia
1738,icici lombard,7560000000.0,15.0,india
1739,acadia healthcare,7550000000.0,83.0,usa
1740,megacable holdings,7530000000.0,3.0,mexico
1741,iridium communications,7530000000.0,60.0,usa
1742,alfamart,7530000000.0,0.0,indonesia
1743,erdemir,7520000000.0,2.0,turkey
1744,shockwave medical,7520000000.0,208.0,usa
1745,punjab national bank,7520000000.0,1.0,india
1746,agc,7510000000.0,34.0,japan
1747,bkw ag,7500000000.0,142.0,switzerland
1748,halozyme therapeutics,7500000000.0,55.0,usa
1749,phoenix group,7470000000.0,7.0,uk
1750,grifols,7460000000.0,9.0,spain
1751,nestle malaysia,7460000000.0,32.0,malaysia
1752,monotaro,7450000000.0,15.0,japan
1753,türkiye petrol rafinerileri,7450000000.0,27.0,turkey
1754,chemed,7450000000.0,501.0,usa
1755,aptargroup,7440000000.0,114.0,usa
1756,rakuten,7430000000.0,5.0,japan
1757,st. james's place,7430000000.0,14.0,uk
1758,caci,7430000000.0,315.0,usa
1759,indutrade,7420000000.0,20.0,sweden
1760,hamamatsu,7420000000.0,48.0,japan
1761,nrg energy,7410000000.0,32.0,usa
1762,gea group,7410000000.0,41.0,germany
1763,organon,7410000000.0,29.0,usa
1764,celsius holdings,7410000000.0,97.0,usa
1765,nippon building fund,7410000000.0,4358.0,japan
1766,new world development company,7400000000.0,3.0,hong kong
1767,manhattan associates,7400000000.0,119.0,usa
1768,medical properties trust,7390000000.0,12.0,usa
1769,sinopac financial holdings,7380000000.0,1.0,taiwan
1770,auckland airport,7370000000.0,5.0,new zealand
1771,kazatomprom,7360000000.0,28.0,kazakhstan
1772,chubu electric power,7360000000.0,10.0,japan
1773,united spirits,7360000000.0,10.0,india
1774,raiadrogasil,7350000000.0,4.0,brazil
1775,yes bank,7340000000.0,0.0,india
1776,xero,7330000000.0,48.0,new zealand
1777,donaldson,7320000000.0,60.0,usa
1778,woori financial group,7320000000.0,30.0,s. korea
1779,misc berhad,7320000000.0,2.0,malaysia
1780,diasorin,7310000000.0,133.0,italy
1781,signature bank,7310000000.0,116.0,usa
1782,canadian utilities,7310000000.0,27.0,canada
1783,jindal steel & power,7300000000.0,7.0,india
1784,tokyu,7300000000.0,12.0,japan
1785,shoprite,7300000000.0,13.0,south africa
1786,davita,7300000000.0,81.0,usa
1787,abb india,7300000000.0,34.0,india
1788,wex,7290000000.0,167.0,usa
1789,globus medical,7280000000.0,72.0,usa
1790,tetra tech,7270000000.0,137.0,usa
1791,japan exchange group,7260000000.0,14.0,japan
1792,skf (svenska kullagerfabriken),7260000000.0,16.0,sweden
1793,kongsberg gruppen,7250000000.0,41.0,norway
1794,mohawk industries,7250000000.0,114.0,usa
1795,yang ming,7240000000.0,2.0,taiwan
1796,mitsubishi chemical holdings,7240000000.0,5.0,japan
1797,ascendis pharma,7220000000.0,127.0,denmark
1798,orkla,7220000000.0,7.0,norway
1799,unipolsai,7190000000.0,3.0,italy
1800,bâloise,7190000000.0,159.0,switzerland
1801,arkema,7190000000.0,95.0,france
1802,dentsply sirona,7180000000.0,33.0,usa
1803,mastec,7160000000.0,92.0,usa
1804,zozo,7160000000.0,24.0,japan
1805,planet fitness,7140000000.0,80.0,usa
1806,sabesp,7130000000.0,10.0,brazil
1807,fosun,7130000000.0,1.0,china
1808,shanghai commercial and savings bank,7130000000.0,1.0,taiwan
1809,aisin seiki,7120000000.0,26.0,japan
1810,inspire medical systems,7120000000.0,247.0,usa
1811,şişecam,7110000000.0,2.0,turkey
1812,wan hai lines,7110000000.0,3.0,taiwan
1813,genscript biotech,7100000000.0,3.0,china
1814,etihad etisalat (mobily),7100000000.0,9.0,s. arabia
1815,far eastone,7100000000.0,2.0,taiwan
1816,indian overseas bank,7080000000.0,0.0,india
1817,singapore exchange,7070000000.0,7.0,singapore
1818,accor,7070000000.0,27.0,france
1819,s-oil,7070000000.0,61.0,s. korea
1820,ocado,7060000000.0,9.0,uk
1821,oci,7060000000.0,34.0,netherlands
1822,mattel,7050000000.0,20.0,usa
1823,itt,7050000000.0,85.0,usa
1824,china development financial,7050000000.0,0.0,taiwan
1825,canara bank,7040000000.0,4.0,india
1826,concentrix,7040000000.0,136.0,usa
1827,emcor,7030000000.0,148.0,usa
1828,rohm,7010000000.0,71.0,japan
1829,graphic packaging,7000000000.0,23.0,usa
1830,kt corporation,7000000000.0,14.0,s. korea
1831,rational ag,6990000000.0,601.0,germany
1832,omega healthcare,6980000000.0,29.0,usa
1833,novatek microelectronics,6970000000.0,11.0,taiwan
1834,dolby,6960000000.0,73.0,usa
1835,elm company,6950000000.0,87.0,s. arabia
1836,valmont industries,6950000000.0,326.0,usa
1837,empire company,6940000000.0,27.0,canada
1838,meiji holdings,6940000000.0,50.0,japan
1839,cpfl energia,6940000000.0,6.0,brazil
1840,rtl group,6940000000.0,45.0,luxembourg
1841,nexstar media group,6930000000.0,184.0,usa
1842,kbr,6930000000.0,51.0,usa
1843,bok financial,6910000000.0,103.0,usa
1844,skechers,6910000000.0,45.0,usa
1845,brixmor property group,6910000000.0,23.0,usa
1846,symbotic,6900000000.0,12.0,usa
1847,avis budget group,6890000000.0,166.0,usa
1848,robinhood,6890000000.0,8.0,usa
1849,asr nederland,6890000000.0,45.0,netherlands
1850,igm financial,6890000000.0,29.0,canada
1851,daito trust construction,6880000000.0,100.0,japan
1852,melrose industries,6880000000.0,2.0,uk
1853,mindtree,6870000000.0,42.0,india
1854,edison,6870000000.0,1.0,italy
1855,cathay pacific,6870000000.0,1.0,hong kong
1856,advanced drainage systems,6860000000.0,83.0,usa
1857,crocs,6860000000.0,111.0,usa
1858,bancolombia,6840000000.0,28.0,colombia
1859,karuna therapeutics,6840000000.0,199.0,usa
1860,swiss prime site,6820000000.0,89.0,switzerland
1861,ncsoft,6820000000.0,336.0,s. korea
1862,autoliv,6810000000.0,78.0,sweden
1863,northland power,6800000000.0,28.0,canada
1864,sainsbury's,6800000000.0,3.0,uk
1865,assurant,6790000000.0,129.0,usa
1866,prosperity bancshares,6790000000.0,74.0,usa
1867,centrica,6780000000.0,1.0,uk
1868,hankyu hanshin holdings,6770000000.0,28.0,japan
1869,amorepacific,6770000000.0,108.0,s. korea
1870,arrow electronics,6770000000.0,110.0,usa
1871,ote group,6750000000.0,15.0,greece
1872,klépierre,6750000000.0,24.0,france
1873,western alliance bancorporation,6750000000.0,62.0,usa
1874,pgnig,6740000000.0,1.0,poland
1875,gentex,6740000000.0,29.0,usa
1876,whitbread,6740000000.0,33.0,uk
1877,restoration hardware,6730000000.0,292.0,usa
1878,korean air lines,6710000000.0,24.0,s. korea
