,name,industry,sector,headquarters,founded
1049,class editori,consumer services,publishing,milan,1986
1050,colnago,consumer goods,recreational products,cambiago,1952
1051,colotti trasmissioni,consumer goods,auto parts,modena,1958
1052,columbus,consumer goods,recreational products,settala,1919
1053,comau,industrials,industrial machinery,turin,1973
1054,comus s.p.a.,consumer goods,recreational products,ancona,?
1055,comvert s.r.l.,consumer goods,clothing & accessories,milan,1994
1056,conad,consumer services,food retailers & wholesalers,bologna,1962
1057,coop,consumer services,food retailers & wholesalers,casalecchio di reno,1967
1058,coppola industria alimentare,consumer goods,food products,mercato san severino,1952
1059,corneliani,consumer goods,clothing & accessories,mantua,1958
1060,costa crociere,consumer services,travel & tourism,genoa,1854
1061,crumar,consumer goods,recreational products,castelfidardo,1971
1062,dainese,consumer goods,auto parts,molvena,1972
1063,dallara,consumer goods,automobiles,varano de' melegari,1972
1064,damiani,consumer goods,clothing & accessories,valenza,1924
1065,danieli,industrials,industrial machinery,buttrio,1914
1066,dario pegoretti,consumer goods,recreational products,caldonazzo,1956
1067,de agostini,consumer services,publishing,novara,1901
1068,de cecco,consumer goods,food products,fara san martino,1886
1069,de rosa,consumer goods,recreational products,milan,1953
1070,de tomaso,consumer goods,automobiles,modena,1959
1071,dell'orto,consumer goods,auto parts,cabiate,1933
1072,delonghi,consumer goods,durable household products,treviso,1902
1073,design42day,consumer services,publishing,milan,2007
1074,di blasi industriale,consumer goods,recreational products,francofonte,1952
1075,diadora,consumer goods,footwear,caerano di san marco,1948
1076,diesel,consumer goods,clothing & accessories,breganze,1978
1077,dolce & gabbana,consumer goods,clothing & accessories,milan,1985
1078,dr motor company,consumer goods,automobiles,macchia d'isernia,2006
1079,ducati,consumer goods,automobiles,bologna,1926
1080,ducati energia,industrials,electronic & electrical equipment,bologna,1926
1081,durst,technology,electronic & electrical equipment,brixen,1936
1082,edison,utilities,multiutilities,milan,1884
1083,edoardo raffinerie garrone,utilities,alternative electricity,genoa,1938
1084,eko guitars,consumer goods,recreational products,recanati,1959
1085,ellesse,consumer goods,clothing & accessories,perugia,1959
1086,e. marinella,consumer goods,clothing & accessories,naples,1914
1087,enel,utilities,multiutilities,rome,1962
1088,energica motor company,consumer goods,automobiles,modena,2010
1089,eni,oil & gas,integrated oil & gas,rome,1953
1090,ermenegildo zegna,consumer goods,clothing & accessories,milan,1910
1091,erreà,consumer goods,clothing & accessories,torrile,1988
1092,esselunga,consumer services,food retailers & wholesalers,milan,1957
1093,etro,consumer goods,clothing & accessories,milan,1968
1094,eurofly,consumer services,airlines,milan,1989
1095,fabbrica ligure automobili genova,consumer goods,automobiles,genoa,1905
1096,fratelli fabbri editori,consumer services,publishing,milan,1947
1097,fabbri group,consumer goods,recreational products,calto,1950
1098,facchini group,consumer goods,food products,cormano,1959
1099,faema,consumer goods,durable household products,milan,1945
1100,falck group,basic materials,iron & steel,sesto san giovanni,1906
1101,famars,industrials,defense,gardone val trompia,1967
1102,fantic motor,consumer goods,automobiles,barzago,1968
1103,farfisa,consumer goods,recreational products,osimo,1946
1104,fazioli,consumer goods,recreational products,sacile,1981
1105,fedrigoni,basic materials,paper,verona,1888
1106,feltrinelli,consumer services,publishing,milan,1954
1107,fendi,consumer goods,clothing & accessories,rome,1925
1108,ferrari,consumer goods,automobiles,maranello,1939
1109,ferrero spa,consumer goods,food products,alba,1946
1110,ferretti group,industrials,shipbuilding,forlì,1968
1111,ferrovie dello stato italiane,consumer services,travel & tourism,rome,1905
1112,fiat,consumer goods,automobiles,turin,1899
1113,fincantieri,industrials,shipbuilding,trieste,1959
1114,fiocchi munizioni,industrials,defense,lecco,1876
1115,fioravanti,consumer goods,automobiles,turin,1987
1116,fondiaria-sai,financials,property & casualty insurance,turin,2002
1117,fondmetal,consumer goods,tires,bergamo,1972
1118,fornasari,consumer goods,automobiles,vicenza,1999
1119,forst,consumer goods,brewers,algund,1857
1120,franchi,industrials,defense,brescia,1987
1121,frera,consumer goods,automobiles,milan,1905
1122,frette,consumer goods,clothing & accessories,monza,1860
1123,fulcrum wheels,consumer goods,recreational products,arcugnano,2004
1124,fulgor,consumer goods,durable household products,gallarate,1949
1125,furla,consumer goods,clothing & accessories,bologna,1927
1126,gaggia,consumer goods,durable household products,milan,1947
1127,gancia,consumer goods,distillers & vintners,canelli,1850
1128,gardaland,consumer services,recreational services,castelnuovo del garda,1975
1129,garelli motorcycles,consumer goods,automobiles,milan,1919
1130,garlando,consumer goods,recreational products,novi ligure,1954
1131,gde bertoni,consumer goods,recreational products,milan,1938
1132,gedi gruppo editoriale,consumer services,publishing,rome,1955
1133,geox,consumer goods,clothing & accessories,montebelluna,1995
1134,ghezzi & brian,consumer goods,automobiles,missaglia,1995
1135,gilera,consumer goods,automobiles,pontedera,1909
1136,gio. ansaldo & c.,industrials,aerospace,genoa,1853
1137,givova,consumer goods,clothing & accessories,scafati,2008
1138,golden goose,consumer goods,clothing & accessories,venice,2000
1139,graziano trasmissioni,consumer goods,auto parts,turin,1951
1140,grimaldi group,transport & tourism,consumer services,palermo,1947
1141,grivel,consumer goods,recreational products,courmayeur,1818
1142,gruppo bertone,consumer goods,automobiles,milan,1912
1143,gruppo riva,basic materials,iron & steel,milan,1954
1144,gruppo tim,telecommunications,mobile telecommunications,rome,1994
1145,gucci,consumer goods,clothing & accessories,florence,1921
1146,guerciotti,consumer goods,recreational products,milan,1964
1147,gufram,consumer goods,furnishings,cuneo,1966
1148,hera group,utilities,multiutilities,bologna,2002
1149,hitachi rail italy,industrials,commercial rail vehicles,naples,2001
1150,i.de.a institute,consumer goods,automobiles,turin,1978
1151,illy,consumer goods,beverages,trieste,1933
1152,impresa pizzarotti,industrials,heavy construction,parma,1910
1153,indesit company,consumer goods,durable household products,fabriano,1975
1154,innocenti,consumer goods,automobiles,milan,1947
1155,intermarine,industrials,shipbuilding,sarzana,1970
1156,intesa sanpaolo,financials,banks,turin,2007
1157,iride bicycles,consumer goods,recreational products,venice,1919
1158,iso,consumer goods,automobiles,bresso,1953
1159,isotta fraschini,consumer goods,automobiles,milan,1900
1160,ita airways,consumer services,airlines,rome,2020
1161,italcementi,industrials,building materials & fixtures,bergamo,1864
1162,italdesign giugiaro,consumer goods,automobiles,moncalieri,1968
1163,italjet,consumer goods,automobiles,castel san pietro terme,1959
1164,iveco,industrials,commercial vehicles & trucks,turin,1975
1165,kappa,consumer goods,clothing & accessories,turin,1916
1166,kiton,consumer goods,clothing & accessories,naples,1956
1167,krizia,consumer goods,clothing & accessories,milan,1954
1168,kuota,consumer goods,recreational products,albiate,2001
1169,la perla,consumer goods,clothing & accessories,bologna,1954
1170,la rinascente,consumer services,broadline retailers,milan,1865
1171,la sportiva,consumer goods,footwear,ziano di fiemme,1928
1172,lagostina,consumer goods,durable household products,omegna,1901
1173,lamborghini,consumer goods,automobiles,sant'agata bolognese,1963
1174,lambretta,consumer goods,automobiles,milan,1947
1175,lancia,consumer goods,automobiles,turin,1906
1176,landi renzo,consumer goods,auto parts,cavriago,1954
1177,lavazza,consumer goods,beverages,turin,1895
1178,laverda,consumer goods,automobiles,breganze,1873
1179,legea,consumer goods,clothing & accessories,pompei,1993
1180,leonardo s.p.a.,industrials,aerospace & defense,rome,1948
1181,livingston energy flight,consumer services,airlines,milan,1992
1182,loacker,consumer goods,food products,ritten,1925
1183,loro piana,consumer goods,clothing & accessories,quarona,1924
1184,lotto sport italia,consumer goods,clothing & accessories,treviso,1973
1185,luigi borrelli,consumer goods,clothing & accessories,naples,1957
1186,luxottica,consumer goods,clothing & accessories,milan,1961
1187,macron,consumer goods,clothing & accessories,crespellano,1971
1188,magneti marelli,consumer goods,auto parts,corbetta,1919
1189,magni,consumer goods,automobiles,samarate,1977
1190,malaguti,consumer goods,automobiles,san lazzaro di savena,1930
1191,mandarina duck,consumer goods,clothing & accessories,bologna,1977
1192,manfrotto,consumer goods,recreational products,cassola,1972
1193,mapei,industrials,building materials & fixtures,milan,1937
1194,marni,consumer goods,clothing & accessories,milan,1994
1195,martini & rossi,consumer goods,distillers & vintners,turin,1863
1196,marzocchi,consumer goods,recreational products,bologna,1949
1197,marzotto,consumer goods,clothing & accessories,valdagno,1836
1198,maserati,consumer goods,automobiles,modena,1914
1199,massimo zanetti beverage group,consumer goods,beverages,bologna,1973
1200,max mara,consumer goods,clothing & accessories,reggio emilia,1951
1201,md discount,consumer services,food retailers & wholesalers,gricignano di aversa,1994
1202,mediobanca,financials,banks,milan,1946
1203,memphis group,industrials,business support services,milan,1982
1204,menarini,health care,pharmaceuticals,florence,1886
1205,meridiana,consumer services,airlines,olbia,1964
1206,miche,consumer goods,recreational products,san vendemiano,1919
1207,milano assicurazioni,financials,property & casualty insurance,milan,1825
1208,minarelli,consumer goods,auto parts,calderara di reno,1951
1209,minardi,consumer goods,automobiles,faenza,1979
1210,missoni,consumer goods,clothing & accessories,varese,1953
1211,miu miu,consumer goods,clothing & accessories,milan,1993
1212,mivar,consumer goods,consumer electronics,abbiategrasso,1945
1213,moby lines,industrials,marine transportation,milan,1959
1214,momo,consumer goods,auto parts,milan,1964
1215,mondial,consumer goods,automobiles,manerbio,1929
1216,moon boot,consumer goods,footwear,giavera del montello,1969
1217,morbidelli,consumer goods,automobiles,pesaro,1960
1218,moretti motor company,consumer goods,automobiles,turin,1925
1219,moschino,consumer goods,clothing & accessories,milan,1983
1220,moser cicli,consumer goods,recreational products,trento,1979
1221,moto guzzi,consumer goods,automobiles,mandello del lario,1921
1222,moto morini,consumer goods,automobiles,bologna,1937
1223,moto rumi,consumer goods,automobiles,bergamo,?
1224,motobi,consumer goods,automobiles,pesaro,1949
1225,mutti,consumer goods,food products,montechiarugolo,1899
1226,mv agusta,consumer goods,automobiles,varese,1945
1227,nardi,consumer goods,automobiles,turin,1932
1228,natuzzi,consumer goods,furnishings,santeramo in colle,1959
1229,neos,consumer services,airlines,somma lombardo,2001
1230,new holland construction,industrials,commercial vehicles & trucks,turin,1895
1231,nolan,consumer goods,auto parts,bergamo,1972
1232,nordica,consumer goods,clothing & accessories,giavera del montello,1939
1233,novarossi,consumer goods,recreational products,monticelli brusati,1984
1234,nuova cometra,industrials,commercial rail vehicles,pace del mela,1999
1235,nuovo banco ambrosiano,financials,banks,milan,1982
1236,osca,consumer goods,automobiles,san lazzaro di savena,1947
1237,officine meccaniche,industrials,commercial vehicles & trucks,milan,1918
1238,olidata,technology,software,cesena,1982
1239,olivetti,consumer goods,consumer electronics,ivrea,1908
1240,omas,consumer goods,nondurable household products,bologna,1925
1241,omp racing,consumer goods,auto parts,ronco scrivia,1973
1242,onda mobile communication,technology,telecommunications equipment,roveredo in piano,2003
1243,osella,consumer goods,automobiles,verolengo,1965
1244,ostoni,consumer goods,durable household products,cormano,1958
1245,oto melara,industrials,defense,rome,1905
1246,oz group,consumer goods,tires,san martino di lupari,1971
1247,pagani,consumer goods,automobiles,san cesario sul panaro,1992
1248,pal zileri,consumer goods,clothing & accessories,vicenza,1980
1249,panerai,consumer goods,clothing & accessories,milan,1860
1250,panini comics,consumer services,publishing,modena,1994
1251,parmalat,consumer goods,food products,collecchio,1961
1252,partenavia,industrials,aerospace,arzano,1957
1253,paton,consumer goods,automobiles,settimo milanese,1958
1254,peg perego,consumer goods,toys,arcore,1949
1255,perazzi,industrials,defense,brescia,1957
1256,perfetti van melle,consumer goods,food products,lainate,2001
1257,perini navi,industrials,shipbuilding,viareggio,1983
1258,permasteelisa,industrials,heavy construction,vittorio veneto,1973
1259,peroni s.p.a.,consumer goods,recreational products,gallarate,1792
1260,persol,consumer goods,clothing & accessories,agordo,1917
1261,perugina,consumer goods,food products,perugia,1907
1262,piaggio aerospace,industrials,aerospace & defense,genoa,1884
1263,piaggio,consumer goods,automobiles,pontedera,1884
1264,pinarello,consumer goods,recreational products,treviso,1952
1265,pininfarina,consumer goods,automobiles,cambiano,1930
1266,pirelli,consumer goods,tires,milan,1872
1267,pogliaghi,consumer goods,recreational products,milan,1947
1268,police,consumer goods,clothing & accessories,venice,1983
1269,poste air cargo,consumer services,airlines,rome,1981
1270,poste italiane,industrials,delivery services,rome,1862
1271,prada,consumer goods,clothing & accessories,milan,1913
1272,prinetti & stucchi,consumer goods,recreational products,milan,1901
1273,prysmian group,industrials,electrical components & equipment,milan,2011
1274,rai,consumer services,broadcasting & entertainment,rome,1924
1275,rancilio,consumer goods,durable household products,parabiago,1927
1276,ray-ban,consumer goods,clothing & accessories,milan,1936
1277,rcs mediagroup,consumer services,publishing,milan,1927
1278,rifle,consumer goods,clothing & accessories,prato,1958
1279,rizzani de eccher,industrials,heavy construction,pozzuolo del friuli,1831
1280,sabelt,consumer goods,auto parts,turin,1972
1281,saeco,consumer goods,durable household products,bologna,1981
1282,safilo,consumer goods,clothing & accessories,padua,1934
1283,salini impregilo,industrials,heavy construction,milan,2014
1284,salvatore ferragamo s.p.a.,consumer goods,clothing & accessories,florence,1928
1285,san pellegrino,consumer goods,beverages,san pellegrino terme,1899
1286,saras s.p.a.,oil & gas,oil & gas exploration & production,sarroch,1962
1287,seleco,consumer goods,consumer electronics,milan,1965
1288,selex es,industrials,aerospace,rome,2013
1289,sergio rossi,consumer goods,footwear,milan,1966
1290,shy,consumer goods,clothing & accessories,venice,2001
1291,siae microelettronica,technology,telecommunications equipment,cologno monzese,1952
1292,siai-marchetti,industrials,aerospace,sesto calende,1915
1293,sicom test,technology,telecommunications equipment,trieste,2003
1294,sigma-tau,health care,pharmaceuticals,pomezia,1957
1295,simmel difesa,industrials,defense,colleferro,1948
1296,smeg,consumer goods,durable household products,guastalla,1948
1297,snam,utilities,gas distribution,san donato milanese,1941
1298,snav,industrials,marine transportation,naples,1958
1299,società generale immobiliare,financials,real estate holding & development,rome,1862
1300,società torinese automobili rapid,consumer goods,automobiles,turin,1904
1301,soilmec,industrials,commercial vehicles & trucks,cesena,1969
1302,somec,consumer goods,recreational products,lugo,1973
1303,sparco,consumer goods,auto parts,volpiano,1977
1304,spea,technology,semiconductors,volpiano,1976
1305,suomy,consumer goods,auto parts,inverigo,1997
1306,superga,consumer goods,footwear,turin,1911
1307,tanfoglio,industrials,defense,gardone val trompia,1948
1308,techint,conglomerates,-,milan,1945
1309,technogym,consumer goods,recreational products,cesena,1983
1310,terra modena,consumer goods,automobiles,modena,2015
1311,tirrenia,industrials,marine transportation,naples,1936
1312,tod's,consumer goods,clothing & accessories,sant'elpidio a mare,1920
1313,trussardi,consumer goods,clothing & accessories,milan,1911
1314,tuaca,consumer goods,distillers & vintners,livorno,1938
1315,ubi banca,financials,banks,bergamo,2003
1316,unicredit,financials,banks,porta nuova,1998
1317,unipol,financials,banks,bologna,1963
1318,unoaerre,consumer goods,clothing & accessories,arezzo,1926
1319,valentino spa,consumer goods,clothing & accessories,milan,1960
1320,versace,consumer goods,clothing & accessories,milan,1978
1321,vespa,consumer goods,automobiles,pontedera,1946
1322,vf venieri,industrials,commercial vehicles & trucks,lugo,1948
1323,viberti,consumer goods,automobiles,pescara,1922
1324,vibram,consumer goods,footwear,albizzate,1937
1325,vignale,industrials,commercial vehicles & trucks,turin,1948
1326,viscount,consumer goods,recreational products,mondaino,1969
1327,vm motori,consumer goods,auto parts,cento,1947
1328,voiello,consumer goods,food products,torre annunziata,1879
1329,vyrus,consumer goods,automobiles,coriano,2001
1330,webuild,industrials,heavy construction,milan,1959
1331,wilier triestina,consumer goods,recreational products,rossano veneto,1906
1332,yoox net-a-porter group,consumer services,clothing & accessories,milan,2015
1333,zagato,industrials,commercial vehicles & trucks,rho,1919
1334,zambon,health care,pharmaceuticals,bresso,1906
1335,zamperla,consumer goods,recreational products,vicenza,1966
1336,zanussi,consumer goods,durable household products,pordenone,1916
1337,abrakebabra,consumer services,food retailers & wholesalers,dublin,1982
1338,abrakebabra investments,consumer services,food retailers & wholesalers,dublin,1982
1339,accenture,industrials,business support services,dublin,1989
1340,aer lingus,consumer services,airlines,dublin,1936
1341,aer lingus regional,consumer services,airlines,dublin,2010
1342,aercap,industrials,transport,dublin,2006
1343,aircoach,consumer services,travel & tourism,dublin,1999
1344,airtricity,utilities,alternative electricity,dublin,1997
1345,allied irish banks,financials,banks,dublin,1966
1346,an post,industrials,delivery services,dublin,1984
1347,apache pizza,consumer services,food retailers & wholesalers,dublin,2006
1348,aptiv,industrials,automotive,dublin,1994
1349,arnotts,consumer services,broadline retailers,dublin,1843
1350,baltimore technologies,technology,internet,dublin,1976
1351,bank of ireland,financials,banks,dublin,1783
1352,barry's tea,consumer goods,beverages,cork,1901
1353,bewley's,consumer services,food retailers & wholesalers,dublin,1840
1354,bord na móna,utilities,multiutilities,newbridge,1946
1355,boylesports,consumer services,gambling,dundalk,1989
1356,bt ireland,telecommunications,fixed line telecommunications,dublin,1990
1357,bus éireann,consumer services,travel & tourism,dublin,1987
1358,butlers chocolates,consumer goods,food products,dublin,1932
1359,bwg foods,consumer services,food retailers & wholesalers,dublin,1963
1360,c&c group,consumer goods,brewers,dublin,1852
1361,central bank of ireland,financials,banks,dublin,1943
1362,cié,consumer services,travel & tourism,dublin,1945
1363,cityjet,consumer services,airlines,dublin,1992
1364,communicorp,consumer services,broadcasting & entertainment,dublin,1989
1365,covidien,health care,medical equipment,dublin,2007
1366,crh plc,industrials,building materials & fixtures,dublin,1936
1367,cúram software,technology,software,dublin,1990
1368,daa,consumer services,transportation services,dublin,1937
1369,dcc plc,industrials,business support services,dublin,1976
1370,dealz,consumer services,broadline retailers,dublin,2011
1371,digiweb,telecommunications,fixed line telecommunications,dundalk,1997
1372,doolittles,consumer services,food retailers & wholesalers,laghey,2001
1373,dublin bus,consumer services,travel & tourism,dublin,1987
1374,dunnes stores,consumer services,broadline retailers,dublin,1944
1375,eaton corporation,conglomerate,-,dublin,1911
1376,eason & son,consumer services,specialty retailers,dublin,1819
1377,ebs,financials,banks,dublin,1935
1378,eddie rocket's,consumer services,food retailers & wholesalers,dublin,1989
1379,edun,consumer goods,clothing & accessories,dublin,2005
1380,eir,telecommunications,fixed line telecommunications,dublin,1999
1381,eir sport,consumer services,broadcasting & entertainment,dublin,1990
1382,energia group,utilities,conventional electricity,belfast,1998
1383,eqtec,utilities,alternative electricity,cork,2005
1384,ervia,utilities,gas distribution,cork,1976
1385,esb group,utilities,conventional electricity,dublin,1927
1386,experian,financials,business services,dublin,1996
1387,fbd holdings,financials,full line insurance,dublin,1969
1388,fineos,technology,software,dublin,1993
1389,first trust bank,financials,banks,belfast,1991
1390,four star pizza,consumer services,food retailers & wholesalers,dublin,1986
1391,fyffes,consumer goods,food products,dublin,1888
1392,glanbia,consumer goods,food products,kilkenny,1997
1393,glendimplex,consumer goods,consumer electronics,dublin,1973
1394,gocar,consumer services,specialized consumer services,dublin,2008
1395,greencore,consumer goods,food products,dublin,1991
1396,guineys,consumer services,apparel retailers,dublin,1971
1397,guinness,consumer goods,brewers,dublin,1759
1398,havok,technology,software,dublin,1998
1399,heatons,consumer services,broadline retailers,dublin,1946
1400,horizon therapeutics,consumer services,biopharmaceutical,dublin,2005
1401,iarnród éireann,consumer services,travel & tourism,dublin,1987
1402,independent news & media,consumer services,publishing,dublin,1904
1403,insomnia coffee company,consumer services,food retailers & wholesalers,dublin,1997
1404,intel ireland,technology,semiconductors,leixlip,1989
1405,iona technologies,technology,software,dublin,1991
1406,irish citylink,consumer services,travel & tourism,dublin,1994
1407,irish continental group,industrials,industrial transportation,dublin,1972
1408,irish ferries,industrials,industrial transportation,dublin,1992
1409,johnson controls,industrials,electrical components & equipment,cork,1885
1410,kbc bank ireland,financials,banks,dublin,1973
1411,kerry group,consumer goods,food products,tralee,1972
1412,kingspan group,industrials,building materials,dublin,1966
1413,laya healthcare,financials,life insurance,little island,1997
1414,magnet networks,telecommunications,fixed line telecommunications,dublin,2004
1415,mannok,industrials,building materials & fixtures,derrylin,1973
1416,medtronic,health care,medical equipment,dublin,1949
1417,meteor,telecommunications,mobile telecommunications,dublin,1998
1418,metro,consumer services,travel & tourism,belfast,1973
1419,musgrave group,consumer services,food retailers & wholesalers,cork,1876
1420,national lottery,consumer services,gambling,dublin,1987
1421,ni railways,consumer services,travel & tourism,belfast,1967
1422,norkom,technology,software,dublin,1998
1423,northern ireland electricity,utilities,conventional electricity,belfast,1991
1424,northern ireland transport holding company,consumer services,travel & tourism,belfast,1967
1425,ntr plc,utilities,alternative electricity,dublin,1978
1426,oatfield,consumer goods,food products,letterkenny,1927
1427,o'briens irish sandwich bars,consumer services,food retailers & wholesalers,dublin,1988
1428,openet,technology,software,dublin,1999
1429,paddy power,consumer services,gambling,dublin,1988
1430,pat the baker,consumer goods,baked goods,granard,1953
1431,permanent tsb,financials,life insurance,dublin,1884
1432,penneys,consumer services,apparel retailers,dublin,1962
1433,rabobank ireland,financials,banks,dublin,1994
1434,raidió teilifís éireann,consumer services,broadcasting & entertainment,dublin,1960
1435,ryanair,consumer services,airlines,dublin,1985
1436,shire,health care,pharmaceuticals,dublin,1986
1437,smart telecom,telecommunications,mobile telecommunications,dublin,1989
1438,smurfit kappa,consumer goods,paper,dublin,1934
1439,smyths,consumer services,specialty retailers,galway,1986
1440,stobart air,consumer services,airlines,dublin,2014
1441,supermac's,consumer services,food retailers & wholesalers,ballybrit,1978
1442,supervalu,consumer services,food retailers & wholesalers,cork,1968
1443,teilifís na gaeilge,consumer services,broadcasting & entertainment,baile na habhann,2007
1444,tesco ireland,consumer services,food retailers & wholesalers,dublin,1997
1445,the airporter,consumer services,travel & tourism,derry,1990
1446,thomas crosbie holdings,consumer services,publishing,cork,1841
1447,three ireland,telecommunications,fixed line telecommunications,dublin,2005
1448,tipperary natural mineral water,consumer goods,beverages,borrisoleigh,1986
1449,today fm,consumer services,broadcasting & entertainment,dublin,1997
1450,trane technologies,conglomerate,-,swords,1871
1451,transport infrastructure ireland,industrials,heavy construction,dublin,2015
1452,virgin media television,consumer services,broadcasting & entertainment,dublin,1998
1453,udg healthcare,health care,pharmaceuticals,dublin,1948
1454,ulster bank,financials,banks,dublin,1836
1455,ulsterbus foyle,consumer services,travel & tourism,derry,2006
1456,ulsterbus,consumer services,travel & tourism,belfast,1967
1457,vhi healthcare,financials,life insurance,purcellsinch,1957
1458,virgin media ireland,telecommunications,fixed line telecommunications,dublin,2005
1459,vizor,technology,software,dublin,2000
1460,vodafone ireland,telecommunications,mobile telecommunications,dublin,1984
1461,wireless group,consumer services,broadcasting & entertainment,belfast,2007
1462,wrightbus,industrials,commercial vehicles & trucks,ballymena,1946
1463,asl airlines hungary,consumer services,airlines,budapest,1990
1464,association of hungarian record companies,consumer services,broadcasting & entertainment,budapest,1992
1465,balabit,technology,computer services,budapest,2000
1466,bkv zrt.,consumer services,travel & tourism,budapest,1968
1467,borsod brewery,consumer goods,brewers,bőcs,1969
1468,borsodchem,basic materials,specialty chemicals,budapest,1949
1469,budapest aircraft service,consumer services,airlines,budapest,1991
1470,cba,consumer services,food retailers & wholesalers,alsónémedi,1992
1471,amc networks international central europe,consumer services,broadcasting & entertainment,budapest,2014
1472,cib bank,financials,banks,budapest,1979
1473,cinema city hungary,consumer services,recreational services,budapest,1997
1474,cityline hungary,consumer services,airlines,vecsés,2003
1475,cls music,consumer services,broadcasting & entertainment,budapest,2002
1476,corvin film,consumer services,broadcasting & entertainment,budapest,1914
1477,corvus hungary,industrials,aerospace,ballószög,2011
1478,csepel,consumer goods,automobiles,szigetszentmiklós,1944
1479,danubius hotels group,consumer services,hotels,budapest,1972
1480,digital reality,technology,software,budapest,1991
1481,dreher brewery,consumer goods,brewers,budapest,1854
1482,fegyver- és gépgyár,industrials,building materials & fixtures,budapest,1891
1483,fhb mortgage bank,financials,banks,budapest,1997
1484,ganz works,consumer goods,automobiles,budapest,1844
1485,richter gedeon co.,health care,pharmaceuticals,budapest,1901
1486,gramy records,consumer services,broadcasting & entertainment,budapest,1999
1487,graphisoft,technology,software,budapest,1982
1488,gundel,consumer services,restaurants & bars,budapest,1910
1489,győri keksz,consumer goods,food products,győr,1880
1490,hálózat tv,consumer services,broadcasting & entertainment,budapest,2002
1491,hell energy,consumer goods,food & beverage,miskolc,2006
1492,herend porcelain manufactory,consumer goods,durable household products,herend,1826
1493,hungarian national bank,financials,banks,budapest,1924
1494,hungarian state railways,industrials,railroads,budapest,1869
1495,hungaroton,consumer services,broadcasting & entertainment,budapest,1951
1496,hunnia film studio,consumer services,broadcasting & entertainment,budapest,?
1497,ikarus bus,industrials,commercial vehicles & trucks,budapest,1895
1498,international training center for bankers,financials,banks,budapest,1988
1499,invictus games,technology,software,debrecen,2000
1500,ip systems,technology,software,budapest,2008
1501,iwiw,technology,internet,budapest,2002
1502,k&h bank,financials,banks,budapest,1987
1503,lehel,consumer goods,durable household products,jászberény,1945
1504,magyar posta,industrials,delivery services,budapest,1867
1505,magyar telekom,telecommunications,fixed line telecommunications,budapest,1991
1506,mal hungarian aluminium,basic materials,aluminum,ajka,1995
1507,malév,consumer services,airlines,budapest,1956
1508,match,consumer services,food retailers & wholesalers,budapest,1952
1509,mkb bank,financials,banks,budapest,1950
1510,mol group,oil & gas,exploration & production,budapest,1957
1511,mtva,consumer services,broadcasting & entertainment,budapest,2011
1512,mvk zrt.,consumer services,travel & tourism,miskolc,1954
1513,mvm group,utilities,conventional electricity,budapest,1948
1514,neocoregames,technology,software,budapest,2005
1515,oncotherm,health care,medical equipment,budapest,1988
1516,organica technologies,utilities,water,budapest,1998
1517,orion electronics,industrials,electronic equipment,budapest,1913
1518,otp bank,financials,banks,budapest,1949
1519,pannon,telecommunications,mobile telecommunications,törökbálint,1994
1520,pannonia film studio,consumer services,broadcasting & entertainment,budapest,1956
1521,panrusgáz,oil & gas,exploration & production,budapest,1994
1522,pécs brewery,consumer goods,brewers,pécs,1848
1523,pick szeged,consumer goods,food products,szeged,1869
1524,prezi,technology,software,budapest,2009
1525,puli space technologies,industrials,aerospace,budapest,2010
1526,rába,consumer goods,automobiles,győr,1896
1527,scarab research,technology,software,budapest,2009
1528,state printing company,consumer services,publishing,budapest,1851
1529,szerencsejáték zrt.,consumer services,gambling,budapest,1991
1530,takarékbank,financials,banks,budapest,1989
1531,thalesnano,industrials,electronic equipment,budapest,2002
1532,tisza cipő,consumer goods,clothing & accessories,martfű,1942
1533,törley,consumer goods,distillers & vintners,budapest,1882
1534,travel service,consumer services,airlines,budapest,2001
1535,trigránit,financials,real estate holding & development,budapest,1997
1536,tungsram,industrials,electrical components & equipment,újpest,1896
1537,turner broadcasting system hungary,consumer services,broadcasting & entertainment,budapest,?
1538,upc magyarország,telecommunications,fixed line telecommunications,budapest,1998
1539,videoton,consumer goods,consumer electronics,székesfehérvár,1938
1540,virusbuster,technology,computer services,budapest,1997
1541,vodafone hungary,telecommunications,mobile telecommunications,budapest,1999
1542,wizz air,consumer services,airlines,budapest,2003
1543,zen studios,technology,software,budapest,2003
1544,zsolnay,consumer goods,durable household products,pécs,1853
1545,zwack,consumer goods,distillers & vintners,budapest,1790
1546,4e tv,consumer services,media,thessaloniki,1994
1547,abea,consumer goods,food products,chania,1889
1548,achaia clauss,consumer goods,beverages,patras,1861
1549,admie,utilities,electricity,athens,2012
1550,aegean airlines,consumer services,travel & leisure,athens,1987
1551,aegean motorway s.a.,industrials,transportation services,athens,2007
1552,aegean speed lines,industrials,marine transportation,glyfada,2005
1553,aegek sa,industrials,heavy construction,marousi,1949
1554,aeolian investment fund s.a.,financials,financial services,athens,1992
1555,air mediterranean,consumer services,airlines,athens,2017
1556,alfa-beta vassilopoulos,consumer services,food retailers,athens,1939
1557,allatini,consumer goods,food products,thessaloniki,1858
1558,alpha bank,financials,banks,athens,1879
1559,alpha records,consumer services,media,athens,1987
1560,alpha tv,consumer services,media,athens,1996
1561,alumil aluminium industry s.a,basic materials,industrial metals & mining,kilkis,1988
