,Unnamed: 0,Name,Industry,Sector,Headquarters,Founded,Notes
779,779,Woikoski,Basic materials,Basic resources,Voikoski[8],1882,Helium
780,780,YIT,Industrials,Heavy construction,Helsinki,1912,Construction
781,781,Accor,Consumer services,Hospitality,Paris,1967,Hotels
782,782,Aéropostale,Consumer services,Airlines,Toulouse,1918,"Aviation, defunct 1933"
783,783,Aérospatiale-Matra,Industrials,Defense,Paris[7],1999,"Military contractor, defunct 2000"
784,784,Air France,Consumer services,Airlines,Tremblay-en-France,1933,Part of Air France–KLM
785,785,Air France–KLM,Consumer services,Airlines,Tremblay-en-France,2004,Aviation
786,786,Airbus,Industrials,Aerospace,Toulouse,1970,Aeronautical products
787,787,Air Liquide,Industrial,Chemical,Paris,1902,Industrial gas
788,788,Alcatel-Lucent,Technology,Telecommunications equipment,Boulogne-Billancourt,2006,"Defunct 2016, now part of Nokia (Finland)"
789,789,Ales Groupe,Consumer goods,Personal products,Paris,1969,Cosmetics
790,790,Alstom,Industrials,Railroads,Saint-Ouen,1928,Railway transport
791,791,Altran,Industrials,Business support services,Paris,1982,"Engineering consulting, part of Capgemini"
792,792,Amaury Sport Organisation,Consumer services,Recreational services,Issy-les-Moulineaux,1992[8],"Sports events, part of Éditions Philippe Amaury"
793,793,ArianeGroup,Industrials,Aerospace & defense,Issy-les-Moulineaux,2015,"Aerospace, defense and security"
794,794,Arianespace,Industrials,Aerospace,Courcouronnes,1980,"Commercial launch provider, part of ArianeGroup"
795,795,Arkane Studios,Technology,Software,Lyon,1999,Video games
796,796,Arte,Consumer services,Broadcasting & entertainment,Strasburg,1991,French - German television
797,797,Astrium,Industrials,Aerospace,Paris,2006,"Aerospace manufacturer, defunct 2013"
798,798,AT Internet,Technology,Internet,Bordeaux,1995,Web analytics
799,799,Atari SA,Technology,Software,Paris,1983,"Video games, formerly known as Infogrames"
800,800,Atisreal,Financials,Real estate services,Levallois-Perret,2003,"Property consultancy, defunct 2009"
801,801,Atos,Technology,Software,Bezons,1988,Software and IT consulting
802,802,Auchan,Consumer services,Food retailers & wholesalers,Croix,1961,"Retail food, supermarkets"
803,803,Axa,Financials,Full line insurance,Paris,1817,"Life, property insurance"
804,804,Babolat,Consumer goods,Recreational products,Lyon,1875,Sports equipment
805,805,Baccarat,Consumer goods,Durable household products,Paris,1764,"Glassware, fine crystal"
806,806,Banijay,Consumer services,Broadcasting & entertainment,Paris,2008,Film and TV production and distribution
807,807,Banque de l'Indochine,Financials,Banks,Paris,1875,"Defunct 1974, now part of Crédit Agricole"
808,808,Bel Group,Consumer goods,Food products,Paris,1865,Cheese
809,809,BNP Paribas,Financials,Banks,Paris,1848,Banking group
810,810,Bolloré,Industrials,Delivery services,Puteaux,1822,Logistics
811,811,Bonduelle,Consumer goods,Food products,Villeneuve d'Ascq,1853,Food
812,812,Bouygues Telecom,Telecommunications,Mobile telecommunications,Paris,1994,Part of Bouygues
813,813,Bouygues,Conglomerates,-,Paris,1952,"Telecommunications, industrials, travel & leisure"
814,814,Brittany Ferries,Industrials,Marine transportation,Roscoff,1972,Ferries
815,815,Bugatti Automobiles,Consumer goods,Automobiles,Molsheim,1998,Part of Bugatti Rimac (Croatia)
816,816,Canal+,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1984,"Television, part of Vivendi"
817,817,Capgemini,Industrials,Business support services,Paris,1967,Technology consulting
818,818,Carrefour,Consumer services,Food retailers & wholesalers,Boulogne-Billancourt,1958,Hypermarkets
819,819,Cartier,Consumer goods,Clothing & accessories,Saint-Ouen,1847,"Jewelry, watches"
820,820,Celio,Consumer services,Apparel retailers,Paris,1978,Clothing retailer
821,821,Chanel,Consumer goods,Clothing & accessories,Neuilly-sur-Seine,1909,Fashion
822,822,Chantelle,Consumer goods,Clothing & accessories,Cachan,1876,"Lingerie, apparel"
823,823,Christian Dior SE,Consumer goods,Clothing & accessories,Paris,1946,Luxury goods
824,824,Citroën,Consumer goods,Automobiles,Rueil-Malmaison,1919,Part of Stellantis (Netherlands)
825,825,CMA CGM,Industrials,Delivery services,Marseille,1978,Shipping
826,826,Com One group,Technology,Telecommunications equipment,Cestas,1987,
827,827,Crédit Agricole,Financials,Banks,Montrouge,1894,Banking network
828,828,Crédit Commercial de France,Financials,Banks,Paris,1894,"Commercial bank, now HSBC France part of HSBC (UK)"
829,829,Crédit Mutuel,Financials,Banks,Paris,1882,Banking group
830,830,Conforama,Consumer services,Retail,Saint-Priest,1967,Europe's second largest home furnishment company
831,831,Crédit Foncier de France,Financials,Banks,Charenton-le-Pont,1852,"Bank, part of Groupe BPCE"
832,832,Crédit Lyonnais,Financials,Banks,Paris,1863,"Defunct, now part of Crédit Agricole"
833,833,Criteo,Technology,Internet,Paris,2005,Online advertising
834,834,Danone,Consumer goods,Food products,Paris,1919,Food and dairy
835,835,Dassault Aviation,Industrials,Defense,Paris,1929,Aviation
836,836,Dassault Systèmes,Technology,Software,Vélizy-Villacoublay,1981,Software
837,837,Debacq & Cie,Consumer goods,Clothing & accessories,Paris,1812,"Jewelry, watches"
838,838,Decathlon,Consumer goods,Clothing & accessories,Villeneuve-d'Ascq,1976,Clothing and sportswear
839,839,Dexia,Financials,Banks,Paris,1996,"Franco-Belgian, defunct"
840,840,Diptyque,Consumer goods,Personal products,Paris,1961,Luxury goods
841,841,Edenred,Industrials,Specialized consumer services,Paris,2010,Food services and facilities
842,842,Éditions Philippe Amaury,Consumer services,Publishing,Boulogne-Billancourt,1944,"Newspaper, television"
843,843,Eisenberg Paris,Consumer goods,Personal products,Paris,2000,Luxury goods
844,844,Électricité de France (EDF),Utilities,Conventional electricity,Paris,1946,Power generation
845,845,Elf Aquitaine,Oil & gas,Exploration & production,Courbevoie[9],1967,Merged into TotalEnergies in 2003.
846,846,Engie,Utilities,Electricity generation,La Défense,2008,Merger of Gaz de France and Suez
847,847,EssilorLuxottica,Health care,Health care equipment,Charenton-le-Pont,1849,"Optical equipment, part of EssilorLuxottica"
848,848,Eutelsat,Telecommunications,Mobile telecommunications,Paris,1977,Satellite provider
849,849,Fnac,Consumer services,Specialty retailers,Ivry-sur-Seine,1954,Retail chain
850,850,Framatome,Nuclear industries,Nuclear engineering,Courbevoie,1958,Nuclear reactors
851,851,Free,Telecommunications,Fixed line telecommunications,Paris,1999,"ISP, part of Iliad SA"
852,852,Galeries Lafayette,Consumer services,Broadline retailers,Paris,1912,Department store chain
853,853,Gameloft,Technology,Software,Paris,2000,"Video games, part of Vivendi"
854,854,Gandi,Technology,Internet,Paris,1999,Domain name registrar
855,855,Gaumont,Consumer services,Broadcasting & entertainment,Neuilly-sur-Seine,1895,Film studio
856,856,Genset,Health care,Biotechnology,Paris,1989,"Defunct 2002, now part of Merck Serono (Germany)"
857,857,Getlink,Industrials,Transportation services,Paris,1986,"Infrastructure, operates Channel Tunnel"
858,858,Groupe BPCE,Financials,Banks,Paris,2009,Bank
859,859,Groupe Bull,Technology,Computer hardware,Les Clayes-sous-Bois,1931,Part of Atos
860,860,Groupe Casino,Consumer services,Broadline retailer,Saint-Étienne,1898,Retailer
861,861,Hachette,Consumer services,Publishing,Paris,1826,"Publisher, part of Lagardère Group"
862,862,Hachette Filipacchi Médias,Consumer services,Publishing,Paris,1826,"Magazine publisher, part of Lagardère Group"
863,863,Havas,Consumer services,Media agencies,Paris,1968,Advertising and PR
864,864,Hermès,Consumer goods,Clothing & accessories,Paris,1837,Luxury goods
865,865,Hutchinson SA,Industrials,Diversified industrials,Paris,1853,Diversified manufacturing
866,866,Iliad SA,Telecommunications,Fixed line telecommunications,Paris,1990,Telecom
867,867,JCDecaux,Industrials,Electronic equipment,Neuilly-sur-Seine,1964,Display and advertising equipment
868,868,Keolis,Consumer services,Travel & tourism,Paris,2001,Transport group
869,869,Kering,Consumer goods,Clothing & accessories,Paris,1963,Luxury goods (formly known as PPR)
870,870,La Poste,Industrials,Delivery services,Paris,1991,Postal services
871,871,Laboratoires Pierre Fabre,Health care,Pharmaceuticals,Paris,1951,Pharma and cosmetics
872,872,Lacoste,Consumer goods,Clothing & accessories,Troyes,1933,Clothing
873,873,Lactalis,Consumer goods,Food products,Laval,1933,Dairy
874,874,Lafarge,Industrials,Building materials & fixtures,Paris,1833,"Construction and concrete, part of LafargeHolcim"
875,875,Lafuma,Consumer goods,Recreational products,Paris,1930,Outdoor equipment
876,876,Lagardère Group,Consumer services,Broadcasting & entertainment,Paris,1922,Media conglomerate
877,877,Lancôme,Consumer goods,Personal products,Paris,1935,"Cosmetics, part of L'Oréal"
878,878,Le Coq Sportif,Consumer goods,Clothing & accessories,Entzheim,1882,Sportswear
879,879,Le Zèbre,Consumer goods,Automobiles,Suresnes,1907,"Automobiles, defunct 1931"
880,880,L'Oréal,Consumer goods,Personal products,Clichy,1909,Cosmetics
881,881,Louis Vuitton,Consumer goods,Clothing & accessories,Paris,1854,Part of LVMH
882,882,LVMH,Consumer goods,Clothing & accessories,Paris,1987,Luxury goods group
883,883,Mandriva,Technology,Software,Paris,1995,"Software, defunct 2015"
884,884,Manuloc,Industrials,Logistics,Metz,1964,Forklifts
885,885,Maritima Ferries,Industrials,Marine transportation,Marseille,1969,Ferries
886,886,Matra Marconi Space,Industrials,Aerospace,Toulouse,1996,"Defunct 2000, now EADS Astrium"
887,887,Matra,Consumer goods,Automobiles,Romorantin-Lanthenay,1964,"Defunct 2003, now part of Lagardère Group"
888,888,Mavic,Consumer goods,Recreational products,Annecy,1889,"Bicycle parts, part of Salomon Group"
889,889,MC2 France,Technology,Software,Montrouge,1985,Video games
890,890,Michelin,Consumer goods,Tires,Clermont-Ferrand,1889,Tires
891,891,Microïds,Technology,Software,Montreuil,1984,"Video games, part of Anuman"
892,892,Montagut,Consumer goods,Clothing & accessories,Saint-Sauveur-de-Montagut,1880,Clothing
893,893,MoonScoop Group,Consumer services,Broadcasting & entertainment,Paris,2003,"Animation production, defunct 2014"
894,894,Naval Group,Industrials,Defense,Paris,1631,Shipyards
895,895,NicOx,Health care,Pharmaceuticals,Valbonne,1996,Pharma
896,896,Norauto,Consumer goods,Auto parts,Lesquin,1970,Car parts and repairs
897,897,Orange S.A.,Telecommunications,Mobile telecommunications,Paris,1988,Telecom
898,898,Orano,Nuclear industries,Nuclear cycle,Courbevoie,2017,"Uranium, nuclear fuel, nuclear recycling"
899,899,Oxbow,Consumer goods,Recreational products,Mérignac,1985,"Sporting goods, part of Lafuma"
900,900,Parrot SA,Industrials,Diversified industrials,Paris,1994,Manufacturing
901,901,Pathé,Consumer services,Broadcasting & entertainment,Paris,1896,"Cinema, film equipment and production"
902,902,Pentalog,Industrials,Business support services,Orléans,1993,"Offshoring, business support"
903,903,Pernod Ricard,Consumer goods,Distillers & vintners,Paris,1975,Distilled beverages
904,904,Peugeot,Consumer goods,Automobiles,Rueil-Malmaison,1810,"Car manufacturer, part of Stellantis (Netherlands)"
905,905,PSA Group,Consumer goods,Automobiles,Rueil-Malmaison,1976,Merged with Fiat Chrysler Automobiles to form Stellantis
906,906,Publicis,Industrials,Business support services,Paris,1926,Marketing and PR
907,907,Quantic Dream,Technology,Software,Paris,1997,Video games
908,908,RATP Group,Consumer services,Travel & tourism,Paris,1948,Public transport
909,909,Renault,Consumer goods,Automobiles,Boulogne-Billancourt,1899,Car manufacturer
910,910,Rexel,Industrials,Electrical components & equipment,Paris,1967,Commercial equipment
911,911,Rhodia,Basic materials,Specialty chemicals,La Défense,1998,"Chemicals, part of Solvay S.A. (Belgium)"
912,912,Rhône-Poulenc,Basic materials,Specialty chemicals,Paris,1928,"Chemical, merged with Hoechst AG to form Aventis"
913,913,Safran,Industrials,Aerospace,Paris,2005,Aircraft engines
914,914,SAGEM,Technology,Telecommunications equipment,Paris,1924,"Defunct 2005, now Safran"
915,915,Saint-Gobain,Industrials,Building materials & fixtures,La Défense,1665,Building materials
916,916,Salomon Group,Consumer goods,Recreational products,Épagny-Metz-Tessy,1947,Sports equipment
917,917,Sanofi,Health care,Pharmaceuticals,Paris,2004,Formed by merger of Sanofi-Synthélabo and Aventis (the original incarnation of Sanofi was established in 1973)
918,918,Schneider Electric,Industrials,Electrical components & equipment,Rueil-Malmaison,1836,Energy and automation equipment
919,919,SDV International Logistics,Industrials,Delivery services,Puteaux,1885,Logistics
920,920,Sephora,Consumer services,Specialty retailers,Paris,1969,Cosmetic retailer
921,921,Servier,Health care,Pharmaceuticals,Suresnes,1954,Pharmaceuticals
922,922,SFR,Telecommunications,Fixed line telecommunications,Paris,1987,"Telecom, ISP"
923,923,Sigfox,Technology,Telecommunications equipment,Labège,2009,Wireless devices
924,924,SNCF,Consumer services,Travel & tourism,Saint-Denis,1938,Passenger rail
925,925,Snecma,Industrials,Aerospace,Courcouronnes,1945,"Engines, part of Safran"
926,926,Société Bic,Consumer goods,Nondurable household products,Clichy,1945,Consumer goods
927,927,Société Générale,Financials,Banks,La Défense,1864,Banking and financial services
928,928,Sodexo,Industrials,Specialized consumer services,Issy-les-Moulineaux,1966,Food services and facilities
929,929,Sogeti,Technology,Software,Paris,2002,"IT consulting, part of Capgemini"
930,930,Sopra Steria,Technology,Software,Annecy,1968,Consulting and development
931,931,Suez,Utilities,Multiutilities,Paris,1997,"Utilities, defunct 2008"
932,932,Technicolor SA,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1893,Media support
933,933,Technip,Industrials,Business support services,Paris,1958,"Business support, merged into TechnipFMC (UK)"
934,934,TF1 Group,Consumer services,Broadcasting & entertainment,Boulogne-Billancourt,1987,Media holdings
935,935,Thales Group,Industrials,Aerospace,La Défense,2000,Aerospace electrical
936,936,Thomson-CSF,Industrials,Defense,Paris,1879,Merged into Thales Group
937,937,TotalEnergies,Oil & gas,Integrated oil & gas,Courbevoie,1924,Petrolueum
938,938,Ubisoft,Technology,Software,Rennes,1986,Video games
939,939,Veolia,Utilities,Water,Paris,1853,Water utilities and treatment
940,940,Vinci SA,Industrials,Heavy construction,Rueil-Malmaison,1899,Construction
941,941,Vivendi,Consumer services,Broadcasting & entertainment,Paris,1853,Mass media
942,942,Waterman,Consumer goods,Nondurable household products,Paris,1884,"Pens, part of Sanford L.P. (US)"
943,943,Yoplait,Consumer goods,Food products,Boulogne-Billancourt,1965,Yogurt
944,944,A. Lange & Söhne,Consumer goods,Clothing & accessories,Glashütte,1845,Watches
945,945,Aareal Bank,Financials,Banks,Wiesbaden,1922,Banking and financial services
946,946,Adidas,Consumer goods,Clothing & accessories,Herzogenaurach,1924,Shoes & sports apparel & accessories manufacturer
947,947,Aldi,Consumer services,Food retailers & wholesalers,Essen,1913,Discount retail chains
948,948,Allianz,Financials,Full line insurance,Munich,1890,Insurance and asset management
949,949,Alpina,Consumer goods,Automobiles,Buchloe,1965,Automotive manufacturer
950,950,Altana,Basic materials,Speciality chemicals,Wesel,1977,Chemicals
951,951,Aral AG,Consumer services,Specialty retailers,Bochum,1898,Part of BP
952,952,ARAG SE,Financials,Full line insurance,Düsseldorf,1935,Insurance
953,953,Arburg,Industrials,Industrial machinery,Loßburg,1923,Machinery and injection molding
954,954,Arcandor,Consumer services,Broadline retailers,Essen,1999,Defunct 2009
955,955,Arcor,Telecommunications,Fixed line telecommunications,Eschborn,1996,"Telecom, part of Vodafone (UK)"
956,956,Armedangels,Consumer goods,Clothing & accessories,Cologne,2007,Fashion
957,957,Audi,Consumer goods,Automobiles,Ingolstadt,1910,"Auto manufacturer, part of Volkswagen Group"
958,958,August Storck,Consumer goods,Food products,Berlin,1903,Confectionery
959,959,Aurubis,Basic materials,Nonferrous metals,Hamburg,2008,Copper manufacturing
960,960,Auto Union,Consumer goods,Automobiles,Neckarsulm,1932,"Defunct, now part of Audi"
961,961,Axel Springer AG,Consumer services,Publishing,Berlin,1946,Digital publishing
962,962,B. Braun,Health care,Pharmaceuticals,Melsungen,1839,Medical devices and pharma
963,963,Babelsberg Studio,Consumer services,Broadcasting & entertainment,Potsdam,1912,Film studio
964,964,Bahlsen,Consumer goods,Food products,Hanover,1889,Biscuits and cakes
965,965,BASF,Basic materials,Speciality chemicals,Ludwigshafen,1865,Largest chemical producer in the world.
966,966,Bavaria Film Studios,Consumer services,Broadcasting & entertainment,Grünwald,1919,Film studio
967,967,Bayer,Health care,Pharmaceuticals,Leverkusen,1863,Chemicals and pharmaceuticals
968,968,BayWa,Consumer goods,Farming & fishing,Munich,1923,Agribusiness conglomerate
969,969,BBS Kraftfahrzeugtechnik,Consumer goods,Auto parts,Schiltach,1970,Automotive parts
970,970,Bechtle,Technology,Software,Neckarsulm,1983,Information technology services
971,971,Beck's Brewery,Consumer goods,Brewers,Bremen,1873,Alcoholic beverages
972,972,Behr GmbH & Co. KG,Industrials,Industrial suppliers,Stuttgart,1905,Part of Mahle GmbH
973,973,Behringer,Consumer goods,Consumer electronics,Willich,1989,Audio systems
974,974,Beiersdorf,Consumer goods,Personal products,Hamburg,1882,Cosmetics
975,975,Bellevue Investments,Technology,Software,Berlin,1993,Software holding company
976,976,Benecke-Kaliko,Industrials,Industrial suppliers,Hanover,1718,Automotive parts
977,977,Bertelsmann,Consumer services,Broadcasting & entertainment,Gütersloh,1835,Mass media
978,978,Beyerdynamic,Consumer goods,Consumer electronics,Heilbronn,1924,Audio electronics
979,979,Bilfinger,Industrials,Heavy construction,Mannheim,1880,"Construction, engineering and services"
980,980,Birkenstock,Consumer goods,Clothing & accessories,Neustadt,1774,Shoes manufacturer
981,981,Bitburger Brewery,Consumer goods,Brewers,Bitburg,1817,Brewery
982,982,BioNTech,Healthcare,Vaccine,Mainz,2008,Biotechnology
983,983,Blohm+Voss,Industrials,Commercial vehicles & trucks,Hamburg,1877,"Shipyard, part of Lürssen"
984,984,BMG Rights Management,Consumer services,Broadcasting & entertainment,Berlin,2008,"Music, part of Bertelsmann"
985,985,BMW,Consumer goods,Automobiles,Munich,1916,Automotive
986,986,Boehringer Ingelheim,Health care,Pharmaceuticals,Ingelheim am Rhein,1885,Pharmaceuticals
987,987,BOMAG,Industrials,Commercial vehicles & trucks,Boppard,1957,Mechanical engineering
988,988,Brabus,Consumer services,Specialty retailers,Bottrop,1977,Automotive modifications and tuning
989,989,Braun,Consumer goods,Personal products,Kronberg,1921,"Razors and small appliances, part of Procter & Gamble (US)"
990,990,Brenntag,Basic materials,Commodity chemicals,Mülheim,1874,Chemical distribution
991,991,C. Bechstein,Consumer goods,Recreational products,Berlin,1853,Musical instruments
992,992,C. Illies & Co.,Industrials,Business support services,Hamburg,1859,Engineering and export
993,993,Carl Walther GmbH,Industrials,Defense,Ulm,1886,Firearms
994,994,Carl Zeiss AG,Health care,Medical equipment,Oberkochen,1846,Optical systems
995,995,CureVac,Health care,Vaccine,Tübingen,2000,Biotechnology
996,996,Celesio,Health care,Pharmaceuticals,Stuttgart,1835,"Pharmaceuticals, defunct 2017, now part of McKesson"
997,997,CineStar,Consumer services,Recreational services,Lübeck,1948,Cinemas
998,998,Circus Krone,Consumer services,Broadcasting & entertainment,Munich,1905,"Circus, entertainment"
999,999,Claas,Industrials,Commercial vehicles & trucks,Harsewinkel,1913,Agricultural machinery
1000,1000,Commerzbank,Financials,Banks,Frankfurt,1870,Banking
1001,1001,Condor Flugdienst,Consumer services,Airlines,Frankfurt,1955,"Leisure airline, part of Thomas Cook Group (UK)"
1002,1002,Continental AG,Industrials,Industrial suppliers,Hanover,1871,"Auto parts and supplies, part of Schaeffler Group"
1003,1003,Covestro,Basic materials,Speciality chemicals,Leverkusen,2015,"Materials and coatings, part of Bayer"
1004,1004,Daimler AG,Consumer goods,Automobiles,Stuttgart,2007,Multinational automotive firm
1005,1005,Dba,Consumer services,Airlines,Munich,1992,"Low-cost airline, defunct 2008"
1006,1006,Delton,Conglomerates,-,Bad Homburg vor der Höhe,1989,"Pharma, consumer goods, logistics"
1007,1007,Der Spiegel,Consumer services,Publishing,Hamburg,1947,Weekly news magazine
1008,1008,Deutsche Bahn,Industrials,Railroads,Berlin,1994,State railways
1009,1009,Deutsche Bank,Financials,Banks,Frankfurt,1870,Banking
1010,1010,Deutsche Börse,Financials,Investment services,Frankfurt,1992,Securities marketplace
1011,1011,Deutsche Grammophon,Consumer goods,Broadcasting & entertainment,Hanover,1898,"Phonogramm producer, producer of the first Compact disc, now part of Universal Music Group (US)"
1012,1012,Deutsche Messe,Consumer services,Recreational services,Hanover,1947,Largest fairground in the world
1013,1013,Deutsche Pfandbriefbank,Financials,Banks,Unterschleißheim,2015,Real estate financing bank
1014,1014,Deutsche Post,Industrials,Delivery services,Bonn,1995,Postal services
1015,1015,Deutsche Telekom,Telecommunications,Fixed line telecommunications,Bonn,1995,Telecommunications
1016,1016,Deutsche Vermögensberatung,Financials,Asset managers,Frankfurt,1975,Financial advice
1017,1017,Deutz AG,Industrials,Industrial machinery,Cologne,1864,Mechanical engineering
1018,1018,DHL Express,Industrials,Delivery services,Bonn,1969,"Logistics, part of Deutsche Post"
1019,1019,Dieffenbacher,Industrials,Industrial machinery,Eppingen,1873,Machinery
1020,1020,Diehl Aerospace,Industrials,Aerospace,Überlingen,2006,Avionics
1021,1021,Diehl Defence,Industrials,Defense,Überlingen,2004,Arms
1022,1022,Diehl Metall,Industrials,Industrial machinery,Röthenbach an der Pegnitz,1938,"Metals, forges"
1023,1023,Diezel,Consumer goods,Recreational products,Bad Steben,1994,Guitar amplifiers
1024,1024,Djshop,Consumer services,Broadcasting & entertainment,Vachendorf,1993,Online dance music retail store
1025,1025,DKW,Consumer goods,Automobile,?,1905,"Defunct 1932, now part of Audi"
1026,1026,Douglas Holding,Consumer services,Specialty retailers,Hagen,1949,Perfume and cosmetics retailer
1027,1027,DOVO Solingen,Consumer goods,Personal products,Solingen,1906,Scissors and razors
1028,1028,Dr. Oetker,Consumer goods,Food products,Bielefeld,1891,Food producer
1029,1029,Dräger,Health care,Medical equipment,Lübeck,1889,Medical technology
1030,1030,Dresdner Bank,Financials,Banks,Frankfurt,1872,"Now part of Commerzbank, defunct 2009"
1031,1031,Dürr AG,Industrials,Industrial machinery,Stuttgart,1895,Plant and machinery construction
1032,1032,DVB Bank,Financials,Banks,Frankfurt,1923,Financials
1033,1033,E.ON,Utilities,Electricity,Essen,2000,Electric power
1034,1034,Eberhard Faber,Consumer goods,Nondurable household products,Neumarkt in der Oberpfalz,1922,Part of Staedtler
1035,1035,ebm-papst,Industrials,Industrial machinery,Mulfingen,1963,Electric motors and fans
1036,1036,edding,Consumer goods,Nondurable household products,Ahrensburg,1960,Writing instruments
1037,1037,Edeka,Consumer services,Food retailers & wholesalers,Berlin,1898,Supermarkets
1038,1038,ElringKlinger,Industrials,Industrial suppliers,Dettingen an der Erms,1879,Automotive parts
1039,1039,EnBW,Utilities,Electricity,Karlsruhe,1997,Electric power
1040,1040,EnOcean,Consumer goods,Consumer electronics,Oberhaching,2001,Electronics
1041,1041,Entwicklungsring Nord,Industrials,Aerospace,Bremen,1961,"Rocket parts, defunct 1977"
1042,1042,Epcos,Consumer goods,Consumer electronics,Munich,1999,Electronics
1043,1043,E-Plus,Telecommunications,Mobile telecommunications,Düsseldorf,1992,"Mobile network, part of Telefónica Germany"
1044,1044,Eurowings,Consumer services,Airlines,Düsseldorf,1990,Part of Lufthansa
1045,1045,Evonik Industries,Basic materials,Speciality chemicals,Essen,2007,Specialty chemicals
1046,1046,Faber-Castell,Consumer goods,Nondurable household products,Stein,1761,Writing instruments
1047,1047,Fein,Consumer goods,Durable household products,Schwäbisch Gmünd,1867,Power tools
1048,1048,Ferrostaal,Industrials,Industrial machinery,Essen,1920,"Industrial services, machinery"
1049,1049,Festo,Industrials,Industrial machinery,Esslingen am Neckar,1925,Automation
1050,1050,Fischertechnik,Consumer goods,Toys,Waldachtal,1966,Construction sets
1051,1051,Fissler,Consumer goods,Durable household products,Idar-Oberstein,1845,Cookware manufacturer
1052,1052,Focke-Achgelis,Industrials,Aerospace,Hoykenkamp,1937,Defunct helicopter manufacturer
1053,1053,Focke-Wulf,Industrials,Aerospace,Bremen,1923,"Aircraft manufacturer, defunct 1964"
1054,1054,Fond of Bags,Consumer goods,Clothing & accessories,Cologne,2010,Backpacks
1055,1055,Ford Germany,Consumer goods,Automobiles,Cologne,1925,"Automobile manufacturer, part of Ford Motor Company (US)"
1056,1056,Ford of Europe,Consumer goods,Automobiles,Cologne,1967,"Automobile manufacturer, part of Ford Motor Company (US)"
1057,1057,Franz Haniel & Cie.,Conglomerates,-,Duisburg,1756,Family holding company
1058,1058,Fraport,Industrials,Transportation services,Frankfurt,1924,Airports
1059,1059,Freenet.de,Telecommunications,Fixed line telecommunications,Büdelsdorf,2007,Telecommunications
1060,1060,Fresenius,Health care,Health care providers,Bad Homburg vor der Höhe,1912,Health care
1061,1061,Fresenius Medical Care,Health care,Health care providers,Bad Homburg vor der Höhe,1996,Part of Fresenius
1062,1062,Freudenberg Group,Conglomerates,-,Weinheim,1849,"Consumer goods, telecommunications, industrials"
1063,1063,FRoSTA,Consumer goods,Food products,Bremerhaven,1905,"Frozen foods, foodservice, commercial catering"
1064,1064,Fuchs Petrolub,Basic materials,Speciality chemicals,Mannheim,1931,Lubricants
1065,1065,Gardena,Consumer goods,Durable household products,Ulm,1961,Garden tools
1066,1066,GEA Group,Industrials,Industrial machinery,Düsseldorf,1881,Machinery and technology for refrigeration and livestock farming
1067,1067,Gebrüder Thonet,Consumer goods,Furnishings,Frankenberg,1853,Furniture manufacturer
1068,1068,Germanwings,Consumer services,Airlines,Cologne,2002,Part of Lufthansa
1069,1069,Gerolsteiner Brunnen,Consumer goods,Beverages,Gerolstein,1888,Mineral water
1070,1070,Gerresheimer,Industrials,Containers & packaging,Düsseldorf,1864,Packaging products
1071,1071,Getrag,Industrials,Industrial suppliers,Untergruppenbach,1935,Automotive parts
1072,1072,GfK AG,Industrials,Business support services,Nuremberg,1934,Market research
1073,1073,GPC Biotech,Health care,Biotechnology,Martinsried,1997,Biotechnology
1074,1074,Grundig,Consumer goods,Consumer electronics,Nuremberg,1930,"Electronics, part of Koç Holding (Turkey)"
1075,1075,Gruner + Jahr,Consumer services,Publishing,Hamburg,1965,"Publishing house, part of Bertelsmann"
1076,1076,Hama Photo,Consumer goods,Consumer electronics,Monheim,1923,Electronics
1077,1077,Hamburg Süd,Industrials,Marine transportation,Hamburg,1871,Shipping
1078,1078,Hamburger Flugzeugbau,Industrials,Aerospace,Hamburg,1933,"Aircraft manufacturer, defunct 1969"
1079,1079,Hannover Re,Financials,Reinsurance,Hanover,1966,Reinsurance firm
1080,1080,Hapag-Lloyd,Industrials,Marine transportation,Hamburg,1970,Shipping
1081,1081,Haribo,Consumer goods,Food products,Bonn,1920,Confectionery
1082,1082,Heckler & Koch,Industrials,Defense,Oberndorf am Neckar,1948,Arms
1083,1083,HeidelbergCement,Industrials,Building materials & fixtures,Heidelberg,1874,Building materials
1084,1084,Heidelberger Druckmaschinen,Industrials,Industrial machinery,Heidelberg,1850,Printing machines
1085,1085,Heinkel,Industrials,Aerospace,Warnemünde,1922,"Aircraft manufacturer, defunct 1965"
1086,1086,Hella,Industrials,Industrial suppliers,Lippstadt,1899,Automotive parts
1087,1087,Henkel,Conglomerates,-,Düsseldorf,1876,"Consumer goods, industrial goods"
1088,1088,Heraeus,Industrials,Industrial machinery,Hanau,1851,Engineering
1089,1089,Herrenknecht,Industrials,Industrial machinery,Schwanau,1975,Tunnel boring machines
1090,1090,Hochtief,Industrials,Heavy construction,Essen,1874,Construction
1091,1091,Hoechst,Basic materials,Specialty chemicals,Frankfurt,1863,"Chemicals, defunct 2004"
1092,1092,Hoesch,Mining,,Dortmund,1871,"Mining, steel, defunct 1991"
1093,1093,Horch,Consumer goods,Automobiles,Köln-Ehrenfeld Cologne,1899,"Defunct 1945, now part of Audi"
1094,1094,Horváth & Partners,Industrials,Business support services,Stuttgart,1981,Management consulting
