,Name,Industry,Sector,Headquarters,Founded
893,Vilniaus prekyba,Consumer services,Broadline retailers,Vilnius,1992
894,Volfas Engelman,Consumer goods,Brewers,Kaunas,1853
895,ŽIA valda,Financials,Investment services,Vilnius,1997
896,ABLV Bank,Financials,Banks,Riga,1993
897,Aerodium Latvia,Industrials,Industrial machinery,Sigulda,2004
898,AirBaltic,Consumer services,Airlines,Riga,1995
899,Ave Line,Industrials,Marine transportation,Riga,2000
900,Baltic Coal Terminal,Industrials,Transportation services,Ventspils,2005
901,Banka Baltija,Financials,Banks,Riga,1993
902,Bank of Latvia,Financials,Banks,Riga,1992
903,Bellaccord Electro,Consumer services,Broadcasting & entertainment,Riga,1931
904,Cēsu Alus,Consumer goods,Brewers,Cēsis,1590
905,Citadele Banka,Financials,Banks,Riga,2010
906,Dartz,Consumer goods,Automobiles,Riga,2008
907,Double Coffee,Consumer services,Restaurants & bars,Riga,2002
908,Elko Grupa,Consumer goods,Consumer electronics,Riga,1993
909,Ford-Vairogs,Consumer goods,Automobiles,Riga,1936
910,Forticom,Technology,Software,Riga,1999
911,Grindeks,Health care,Pharmaceuticals,Riga,1991
912,Inversija,Industrials,Delivery services,Riga,1991
913,Just5,Telecommunications,Telecommunications equipment,Riga,2008
914,Laima,Consumer goods,Food products,Riga,1870
915,Lattelecom,Telecommunications,Fixed line telecommunications,Riga,1992
916,Latvenergo,Utilities,Conventional electricity,Riga,1958
917,Latvian Mobile Telephone,Telecommunications,Mobile telecommunications,Riga,1992
918,Latvian Shipping Company,Industrials,Marine transportation,Riga,1940
919,Latvijas Balzams,Consumer goods,Soft drinks,Riga,1997
920,Latvijas Gāze,Oil & gas,Exploration & production,Riga,1991
921,Latvijas Krājbanka,Financials,Banks,Riga,1924
922,Latvijas Pasts,Logistics,Delivery services,Riga,1992
923,Microphone Records,Consumer services,Broadcasting & entertainment,Riga,1993
924,Norvik Banka,Financials,Banks,Riga,1992
925,Olainfarm,Health care,Pharmaceuticals,Olaine,1972
926,Parex Bank,Financials,Banks,Riga,1992
927,PrivatBank Latvia,Financials,Banks,Riga,2007
928,RAF-Avia,Consumer services,Airlines,Riga,1990
929,Rietumu Banka,Financials,Banks,Riga,1992
930,Riga Autobus Factory,Consumer goods,Automobiles,Riga,1949
931,Rimi Baltic,Consumer services,Food retailers & wholesalers,Riga,2004
932,Russo-Balt,Consumer goods,Automobiles,Riga,1874
933,SAF Tehnika,Technology,Telecommunications equipment,Riga,1999
934,SEB Unibanka,Financials,Banks,Riga,1993
935,Sereal,Consumer goods,Recreational products,Riga,2011
936,SmartLynx Airlines,Consumer services,Airlines,Mārupe,1993
937,VEF,Consumer goods,Consumer electronics,Riga,1919
938,A&G Management Consulting,Industrials,Business support services,Turin,1988
939,A2A,Utilities,Multiutilities,Brescia,2008
940,Abarth,Consumer goods,Automobiles,Turin,1949
941,Abon Plastic,Industrials,Containers & packaging,Gornate-Olona,1973
942,Aermacchi,Industrials,Aerospace,Varese,1912
943,Agip,Oil & gas,Oil & gas refining & marketing,Rome,1926
944,AgustaWestland,Industrials,Aerospace & defense,Rome,2000
945,AGV,Consumer goods,Auto parts,Alessandria,1946
946,Air Dolomiti,Consumer services,Airlines,Villafranca di Verona,1991
947,Air One,Consumer services,Airlines,Fiumicino,1983
948,ALAN,Consumer goods,Recreational products,Veggiano,1972
949,Alenia Aermacchi,Industrials,Aerospace,Venegono Superiore,2012
950,Alenia Aeronautica,Industrials,Aerospace,Rome,1990
951,Alessi,Consumer goods,Durable household products,Omegna,1921
952,Alfa Romeo,Consumer goods,Automobiles,Turin,1910
953,Alitalia,Consumer services,Airlines,Fiumicino,1999
954,Alleanza Assicurazioni,Financials,Life insurance,Milan,1898
955,Alpinestars,Consumer goods,Clothing & accessories,Asolo,1963
956,Andrea Moda,Consumer goods,Clothing & accessories,Morrovalle,1985
957,Angelini,Health care,Pharmaceuticals,Rome,1919
958,Anonima Petroli Italiana,Oil & gas,Petroleum products,Rome,1933
959,Ansaldo Energia,Utilities,Conventional electricity,Genoa,1853
960,Ansaldo STS,Industrials,Railroads,Genoa,2006
961,Aprilia,Consumer goods,Automobiles,Noale,1945
962,Arflex,Consumer goods,Furnishings,Milan,1947
963,Armani,Consumer goods,Clothing & accessories,Milan,1975
964,Arnoldo Mondadori Editore,Consumer services,Publishing,Segrate,1907
965,Artemide,Consumer goods,Furnishings,Pregnana Milanese,1960
966,Assicurazioni Generali,Financials,Full line insurance,Trieste,1831
967,Atala,Consumer goods,Recreational products,Monza,1921
968,Autobianchi,Consumer goods,Automobiles,Milan,1995
969,Autogrill,Consumer services,Food retailers & wholesalers,Rozzano,1947
970,Avio,Industrials,Aerospace & defense,Rome,1908
971,Azimut Yachts,Industrials,Shipbuilding,Turin,1969
972,B Engineering,Consumer goods,Automobiles,Campogalliano,2000
973,B&B Italia,Consumer goods,Furnishings,Novedrate,1966
974,Baldinini,Consumer goods,Footwear,San Mauro Pascoli,1910
975,Banca Carige,Financials,Banks,Genoa,1483
976,Banca Monte dei Paschi di Siena,Financials,Banks,Siena,1472
977,Banca Nazionale del Lavoro,Financials,Banks,Rome,1913
978,Banca Popolare di Milano,Financials,Banks,Milan,1865
979,Banco Popolare,Financials,Banks,Verona,2007
980,Bandini Automobili,Consumer goods,Automobiles,Forlì,1946
981,Barilla Group,Consumer goods,Food products,Parma,1877
982,Basso Bikes,Consumer goods,Recreational products,San Zenone degli Ezzelini,1977
983,Benelli Armi SpA,Industrials,Defense,Urbino,1967
984,Benelli,Consumer goods,Automobiles,Pesaro,1911
985,Benetti,Industrials,Shipbuilding,Viareggio,1873
986,Benetton Group,Consumer goods,Clothing & accessories,Ponzano Veneto,1965
987,Bennet,Consumer services,Food retailers & wholesalers,Montano Lucino,1964
988,Beretta,Industrials,Defense,Brescia,1526
989,Bertolli,Consumer goods,Food products,Lucca,1865
990,Beta,Consumer goods,Automobiles,Rignano sull'Arno,1904
991,Bettanin & Venturi,Consumer goods,Footwear,Vigasio,1994
992,Bianchi,Consumer goods,Recreational products,Milan,1885
993,Bimota,Consumer goods,Automobiles,Rimini,1973
994,Birel,Consumer goods,Automobiles,Lissone,1958
995,Birra Amarcord,Consumer goods,Brewers,Rimini,1997
996,Birra Ichnusa,Consumer goods,Brewers,Assemini,1912
997,Birra Menabrea,Consumer goods,Brewers,Biella,1846
998,Birra Moretti,Consumer goods,Brewers,Udine,1859
999,Birrificio Angelo Poretti,Consumer goods,Brewers,Induno Olona,1877
1000,Bizzarrini,Consumer goods,Automobiles,Livorno,1964
1001,Blue Panorama Airlines,Consumer services,Airlines,Fiumicino,1998
1002,Blufin,Consumer goods,Clothing & accessories,Carpi,1977
1003,Bompiani,Consumer services,Publishing,Milan,1929
1004,Bontempi,Consumer goods,Recreational products,Potenza Picena,1937
1005,Bontoni,Consumer goods,Footwear,Montegranaro,2004
1006,Borrani,Consumer goods,Tires,Milan,1922
1007,Borsalino,Consumer goods,Clothing & accessories,Alessandria,1857
1008,Bottecchia,Consumer goods,Recreational products,Cavarzere,1924
1009,Bottega Veneta,Consumer goods,Clothing & accessories,Vicenza,1966
1010,B-P Battioni e Pagani S.p.A.,Industrials,Commercial vehicles & trucks,Parma,1959
1011,Braccialini,Consumer goods,Clothing & accessories,Florence,1954
1012,Bracco Group,Health care,Pharmaceuticals,Milan,1927
1013,Breda,Industrials,Industrial engineering,Brescia,1886
1014,Brembo,Consumer goods,Auto parts,Stezzano,1961
1015,Brioni,Consumer goods,Clothing & accessories,Rome,1945
1016,Brionvega,Consumer goods,Consumer electronics,Pordenone,1945
1017,Brondi,Consumer goods,Consumer electronics,Turin,1935
1018,Brunello Cucinelli,Consumer goods,Clothing & accessories,Perugia,1978
1019,Bruno Magli,Consumer goods,Footwear,Bologna,1936
1020,Buitoni,Consumer goods,Food products,Sansepolcro,1827
1021,Bulgari,Consumer goods,Clothing & accessories,Rome,1884
1022,Buzzi Unicem,Industrials,Building materials & fixtures,Casale Monferrato,1999
1023,C.A.I. Second,Consumer services,Airlines,Fiumicino,2006
1024,Cagiva,Consumer goods,Automobiles,Varese,1978
1025,Caltagirone Editore,Consumer services,Publishing,Rome,1999
1026,Calzaturificio fratelli soldini,Consumer goods,Footwear,Capolona,1945
1027,Cambiocasa,Financials,Real estate holding & development,Milan,1995
1028,Campagnolo,Consumer goods,Recreational products,Vicenza,1933
1029,Campari Group,Consumer goods,Beverages,Milan,1860
1030,Canali,Consumer goods,Clothing & accessories,Sovico,1934
1031,Candy,Consumer goods,Durable household products,Brugherio,1945
1032,Caraceni,Consumer goods,Clothing & accessories,Rome,1913
1033,Carpigiani,Consumer goods,Durable household products,Bologna,1944
1034,Carrera Sunglasses,Consumer goods,Clothing & accessories,Padua,1956
1035,Carrozzeria Boneschi,Industrials,Commercial vehicles & trucks,Milan,1919
1036,Carrozzeria Castagna,Industrials,Commercial vehicles & trucks,Milan,1849
1037,Carrozzeria Ghia,Industrials,Commercial vehicles & trucks,Turin,1916
1038,Carrozzeria Marazzi,Industrials,Commercial vehicles & trucks,Milan,1967
1039,Carrozzeria Scaglietti,Industrials,Commercial vehicles & trucks,Modena,1951
1040,Carrozzeria Touring,Industrials,Commercial vehicles & trucks,Milan,1926
1041,Casa Ricordi,Consumer services,Publishing,Milan,1808
1042,Cassina S.p.A.,Consumer goods,Furnishings,Meda,1927
1043,Castagnari,Consumer goods,Recreational products,Recanati,1914
1044,Chicco,Consumer goods,Toys,Como,1958
1045,Chiesi Farmaceutici S.p.A.,Health care,Pharmaceuticals,Parma,1935
1046,Cinelli,Consumer goods,Recreational products,Milan,1948
1047,Cinzano,Consumer goods,Distillers & vintners,Turin,1757
1048,Cirio,Consumer goods,Food products,San Lazzaro di Savena,1856
1049,Class Editori,Consumer services,Publishing,Milan,1986
1050,Colnago,Consumer goods,Recreational products,Cambiago,1952
1051,Colotti Trasmissioni,Consumer goods,Auto parts,Modena,1958
1052,Columbus,Consumer goods,Recreational products,Settala,1919
1053,Comau,Industrials,Industrial machinery,Turin,1973
1054,Comus S.p.A.,Consumer goods,Recreational products,Ancona,?
1055,COMVERT S.r.l.,Consumer goods,Clothing & accessories,Milan,1994
1056,Conad,Consumer services,Food retailers & wholesalers,Bologna,1962
1057,Coop,Consumer services,Food retailers & wholesalers,Casalecchio di Reno,1967
1058,Coppola Industria Alimentare,Consumer goods,Food products,Mercato San Severino,1952
1059,Corneliani,Consumer goods,Clothing & accessories,Mantua,1958
1060,Costa Crociere,Consumer services,Travel & tourism,Genoa,1854
1061,Crumar,Consumer goods,Recreational products,Castelfidardo,1971
1062,Dainese,Consumer goods,Auto parts,Molvena,1972
1063,Dallara,Consumer goods,Automobiles,Varano de' Melegari,1972
1064,Damiani,Consumer goods,Clothing & accessories,Valenza,1924
1065,Danieli,Industrials,Industrial machinery,Buttrio,1914
1066,Dario Pegoretti,Consumer goods,Recreational products,Caldonazzo,1956
1067,De Agostini,Consumer services,Publishing,Novara,1901
1068,De Cecco,Consumer goods,Food products,Fara San Martino,1886
1069,De Rosa,Consumer goods,Recreational products,Milan,1953
1070,De Tomaso,Consumer goods,Automobiles,Modena,1959
1071,Dell'Orto,Consumer goods,Auto parts,Cabiate,1933
1072,DeLonghi,Consumer goods,Durable household products,Treviso,1902
1073,Design42Day,Consumer services,Publishing,Milan,2007
1074,Di Blasi Industriale,Consumer goods,Recreational products,Francofonte,1952
1075,Diadora,Consumer goods,Footwear,Caerano di San Marco,1948
1076,Diesel,Consumer goods,Clothing & accessories,Breganze,1978
1077,Dolce & Gabbana,Consumer goods,Clothing & accessories,Milan,1985
1078,DR Motor Company,Consumer goods,Automobiles,Macchia d'Isernia,2006
1079,Ducati,Consumer goods,Automobiles,Bologna,1926
1080,Ducati Energia,Industrials,Electronic & electrical equipment,Bologna,1926
1081,Durst,Technology,Electronic & electrical equipment,Brixen,1936
1082,Edison,Utilities,Multiutilities,Milan,1884
1083,Edoardo Raffinerie Garrone,Utilities,Alternative electricity,Genoa,1938
1084,Eko guitars,Consumer goods,Recreational products,Recanati,1959
1085,Ellesse,Consumer goods,Clothing & accessories,Perugia,1959
1086,E. Marinella,Consumer goods,Clothing & accessories,Naples,1914
1087,Enel,Utilities,Multiutilities,Rome,1962
1088,Energica Motor Company,Consumer goods,Automobiles,Modena,2010
1089,Eni,Oil & gas,Integrated oil & gas,Rome,1953
1090,Ermenegildo Zegna,Consumer goods,Clothing & accessories,Milan,1910
1091,Erreà,Consumer goods,Clothing & accessories,Torrile,1988
1092,Esselunga,Consumer services,Food retailers & wholesalers,Milan,1957
1093,Etro,Consumer goods,Clothing & accessories,Milan,1968
1094,Eurofly,Consumer services,Airlines,Milan,1989
1095,Fabbrica Ligure Automobili Genova,Consumer goods,Automobiles,Genoa,1905
1096,Fratelli Fabbri Editori,Consumer services,Publishing,Milan,1947
1097,Fabbri Group,Consumer goods,Recreational products,Calto,1950
1098,Facchini Group,Consumer goods,Food products,Cormano,1959
1099,Faema,Consumer goods,Durable household products,Milan,1945
1100,Falck Group,Basic materials,Iron & steel,Sesto San Giovanni,1906
1101,FAMARS,Industrials,Defense,Gardone Val Trompia,1967
1102,Fantic Motor,Consumer goods,Automobiles,Barzago,1968
1103,Farfisa,Consumer goods,Recreational products,Osimo,1946
1104,Fazioli,Consumer goods,Recreational products,Sacile,1981
1105,Fedrigoni,Basic materials,Paper,Verona,1888
1106,Feltrinelli,Consumer services,Publishing,Milan,1954
1107,Fendi,Consumer goods,Clothing & accessories,Rome,1925
1108,Ferrari,Consumer goods,Automobiles,Maranello,1939
1109,Ferrero SpA,Consumer goods,Food products,Alba,1946
1110,Ferretti Group,Industrials,Shipbuilding,Forlì,1968
1111,Ferrovie dello Stato Italiane,Consumer services,Travel & tourism,Rome,1905
1112,Fiat,Consumer goods,Automobiles,Turin,1899
1113,Fincantieri,Industrials,Shipbuilding,Trieste,1959
1114,Fiocchi Munizioni,Industrials,Defense,Lecco,1876
1115,Fioravanti,Consumer goods,Automobiles,Turin,1987
1116,Fondiaria-Sai,Financials,Property & casualty insurance,Turin,2002
1117,Fondmetal,Consumer goods,Tires,Bergamo,1972
1118,Fornasari,Consumer goods,Automobiles,Vicenza,1999
1119,Forst,Consumer goods,Brewers,Algund,1857
1120,Franchi,Industrials,Defense,Brescia,1987
1121,Frera,Consumer goods,Automobiles,Milan,1905
1122,Frette,Consumer goods,Clothing & accessories,Monza,1860
1123,Fulcrum Wheels,Consumer goods,Recreational products,Arcugnano,2004
1124,Fulgor,Consumer goods,Durable household products,Gallarate,1949
1125,Furla,Consumer goods,Clothing & accessories,Bologna,1927
1126,Gaggia,Consumer goods,Durable household products,Milan,1947
1127,Gancia,Consumer goods,Distillers & vintners,Canelli,1850
1128,Gardaland,Consumer services,Recreational services,Castelnuovo del Garda,1975
1129,Garelli Motorcycles,Consumer goods,Automobiles,Milan,1919
1130,Garlando,Consumer goods,Recreational products,Novi Ligure,1954
1131,GDE Bertoni,Consumer goods,Recreational products,Milan,1938
1132,GEDI Gruppo Editoriale,Consumer services,Publishing,Rome,1955
1133,Geox,Consumer goods,Clothing & accessories,Montebelluna,1995
1134,Ghezzi & Brian,Consumer goods,Automobiles,Missaglia,1995
1135,Gilera,Consumer goods,Automobiles,Pontedera,1909
1136,Gio. Ansaldo & C.,Industrials,Aerospace,Genoa,1853
1137,Givova,Consumer goods,Clothing & accessories,Scafati,2008
1138,Golden Goose,Consumer goods,Clothing & accessories,Venice,2000
1139,Graziano Trasmissioni,Consumer goods,Auto parts,Turin,1951
1140,Grimaldi Group,Transport & tourism,Consumer services,Palermo,1947
1141,Grivel,Consumer goods,Recreational products,Courmayeur,1818
1142,Gruppo Bertone,Consumer goods,Automobiles,Milan,1912
1143,Gruppo Riva,Basic materials,Iron & steel,Milan,1954
1144,Gruppo TIM,Telecommunications,Mobile Telecommunications,Rome,1994
1145,Gucci,Consumer goods,Clothing & accessories,Florence,1921
1146,Guerciotti,Consumer goods,Recreational products,Milan,1964
1147,Gufram,Consumer goods,Furnishings,Cuneo,1966
1148,Hera Group,Utilities,Multiutilities,Bologna,2002
1149,Hitachi Rail Italy,Industrials,Commercial rail vehicles,Naples,2001
1150,I.DE.A Institute,Consumer goods,Automobiles,Turin,1978
1151,Illy,Consumer goods,Beverages,Trieste,1933
1152,Impresa Pizzarotti,Industrials,Heavy construction,Parma,1910
1153,Indesit Company,Consumer goods,Durable household products,Fabriano,1975
1154,Innocenti,Consumer goods,Automobiles,Milan,1947
1155,Intermarine,Industrials,Shipbuilding,Sarzana,1970
1156,Intesa Sanpaolo,Financials,Banks,Turin,2007
1157,Iride Bicycles,Consumer goods,Recreational products,Venice,1919
1158,Iso,Consumer goods,Automobiles,Bresso,1953
1159,Isotta Fraschini,Consumer goods,Automobiles,Milan,1900
1160,ITA Airways,Consumer services,Airlines,Rome,2020
1161,Italcementi,Industrials,Building materials & fixtures,Bergamo,1864
1162,Italdesign Giugiaro,Consumer goods,Automobiles,Moncalieri,1968
1163,Italjet,Consumer goods,Automobiles,Castel San Pietro Terme,1959
1164,Iveco,Industrials,Commercial vehicles & trucks,Turin,1975
1165,Kappa,Consumer goods,Clothing & accessories,Turin,1916
1166,Kiton,Consumer goods,Clothing & accessories,Naples,1956
1167,Krizia,Consumer goods,Clothing & accessories,Milan,1954
1168,Kuota,Consumer goods,Recreational products,Albiate,2001
1169,La Perla,Consumer goods,Clothing & accessories,Bologna,1954
1170,La Rinascente,Consumer services,Broadline retailers,Milan,1865
1171,La Sportiva,Consumer goods,Footwear,Ziano di Fiemme,1928
1172,Lagostina,Consumer goods,Durable household products,Omegna,1901
1173,Lamborghini,Consumer goods,Automobiles,Sant'Agata Bolognese,1963
1174,Lambretta,Consumer goods,Automobiles,Milan,1947
1175,Lancia,Consumer goods,Automobiles,Turin,1906
1176,Landi Renzo,Consumer goods,Auto parts,Cavriago,1954
1177,Lavazza,Consumer goods,Beverages,Turin,1895
1178,Laverda,Consumer goods,Automobiles,Breganze,1873
1179,Legea,Consumer goods,Clothing & accessories,Pompei,1993
1180,Leonardo S.p.A.,Industrials,Aerospace & defense,Rome,1948
1181,Livingston Energy Flight,Consumer services,Airlines,Milan,1992
1182,Loacker,Consumer goods,Food products,Ritten,1925
1183,Loro Piana,Consumer goods,Clothing & accessories,Quarona,1924
1184,Lotto Sport Italia,Consumer goods,Clothing & accessories,Treviso,1973
1185,Luigi Borrelli,Consumer goods,Clothing & accessories,Naples,1957
1186,Luxottica,Consumer goods,Clothing & accessories,Milan,1961
1187,Macron,Consumer goods,Clothing & accessories,Crespellano,1971
1188,Magneti Marelli,Consumer goods,Auto parts,Corbetta,1919
1189,Magni,Consumer goods,Automobiles,Samarate,1977
1190,Malaguti,Consumer goods,Automobiles,San Lazzaro di Savena,1930
1191,Mandarina Duck,Consumer goods,Clothing & accessories,Bologna,1977
1192,Manfrotto,Consumer goods,Recreational products,Cassola,1972
1193,Mapei,Industrials,Building materials & fixtures,Milan,1937
1194,Marni,Consumer goods,Clothing & accessories,Milan,1994
1195,Martini & Rossi,Consumer goods,Distillers & vintners,Turin,1863
1196,Marzocchi,Consumer goods,Recreational products,Bologna,1949
1197,Marzotto,Consumer goods,Clothing & accessories,Valdagno,1836
1198,Maserati,Consumer goods,Automobiles,Modena,1914
1199,Massimo Zanetti Beverage Group,Consumer goods,Beverages,Bologna,1973
1200,Max Mara,Consumer goods,Clothing & accessories,Reggio Emilia,1951
1201,MD Discount,Consumer services,Food retailers & wholesalers,Gricignano di Aversa,1994
1202,Mediobanca,Financials,Banks,Milan,1946
1203,Memphis Group,Industrials,Business support services,Milan,1982
1204,Menarini,Health care,Pharmaceuticals,Florence,1886
1205,Meridiana,Consumer services,Airlines,Olbia,1964
1206,Miche,Consumer goods,Recreational products,San Vendemiano,1919
1207,Milano Assicurazioni,Financials,Property & casualty insurance,Milan,1825
1208,Minarelli,Consumer goods,Auto parts,Calderara di Reno,1951
1209,Minardi,Consumer goods,Automobiles,Faenza,1979
1210,Missoni,Consumer goods,Clothing & accessories,Varese,1953
1211,Miu Miu,Consumer goods,Clothing & accessories,Milan,1993
1212,Mivar,Consumer goods,Consumer electronics,Abbiategrasso,1945
1213,Moby Lines,Industrials,Marine transportation,Milan,1959
1214,Momo,Consumer goods,Auto parts,Milan,1964
1215,Mondial,Consumer goods,Automobiles,Manerbio,1929
1216,Moon Boot,Consumer goods,Footwear,Giavera del Montello,1969
1217,Morbidelli,Consumer goods,Automobiles,Pesaro,1960
1218,Moretti Motor Company,Consumer goods,Automobiles,Turin,1925
1219,Moschino,Consumer goods,Clothing & accessories,Milan,1983
1220,Moser Cicli,Consumer goods,Recreational products,Trento,1979
1221,Moto Guzzi,Consumer goods,Automobiles,Mandello del Lario,1921
1222,Moto Morini,Consumer goods,Automobiles,Bologna,1937
1223,Moto Rumi,Consumer goods,Automobiles,Bergamo,?
1224,Motobi,Consumer goods,Automobiles,Pesaro,1949
1225,Mutti,Consumer goods,Food products,Montechiarugolo,1899
1226,MV Agusta,Consumer goods,Automobiles,Varese,1945
1227,Nardi,Consumer goods,Automobiles,Turin,1932
1228,Natuzzi,Consumer goods,Furnishings,Santeramo in Colle,1959
1229,Neos,Consumer services,Airlines,Somma Lombardo,2001
1230,New Holland Construction,Industrials,Commercial vehicles & trucks,Turin,1895
1231,Nolan,Consumer goods,Auto parts,Bergamo,1972
1232,Nordica,Consumer goods,Clothing & accessories,Giavera del Montello,1939
1233,Novarossi,Consumer goods,Recreational products,Monticelli Brusati,1984
1234,Nuova Cometra,Industrials,Commercial rail vehicles,Pace del Mela,1999
1235,Nuovo Banco Ambrosiano,Financials,Banks,Milan,1982
1236,OSCA,Consumer goods,Automobiles,San Lazzaro di Savena,1947
1237,Officine Meccaniche,Industrials,Commercial vehicles & trucks,Milan,1918
1238,Olidata,Technology,Software,Cesena,1982
1239,Olivetti,Consumer goods,Consumer electronics,Ivrea,1908
1240,OMAS,Consumer goods,Nondurable household products,Bologna,1925
1241,OMP Racing,Consumer goods,Auto parts,Ronco Scrivia,1973
1242,Onda Mobile Communication,Technology,Telecommunications equipment,Roveredo in Piano,2003
1243,Osella,Consumer goods,Automobiles,Verolengo,1965
1244,Ostoni,Consumer goods,Durable household products,Cormano,1958
1245,OTO Melara,Industrials,Defense,Rome,1905
1246,OZ Group,Consumer goods,Tires,San Martino di Lupari,1971
1247,Pagani,Consumer goods,Automobiles,San Cesario sul Panaro,1992
1248,Pal Zileri,Consumer goods,Clothing & accessories,Vicenza,1980
1249,Panerai,Consumer goods,Clothing & accessories,Milan,1860
1250,Panini Comics,Consumer services,Publishing,Modena,1994
1251,Parmalat,Consumer goods,Food products,Collecchio,1961
1252,Partenavia,Industrials,Aerospace,Arzano,1957
1253,Paton,Consumer goods,Automobiles,Settimo Milanese,1958
1254,Peg Perego,Consumer goods,Toys,Arcore,1949
1255,Perazzi,Industrials,Defense,Brescia,1957
1256,Perfetti Van Melle,Consumer goods,Food products,Lainate,2001
1257,Perini Navi,Industrials,Shipbuilding,Viareggio,1983
1258,Permasteelisa,Industrials,Heavy construction,Vittorio Veneto,1973
1259,Peroni S.p.A.,Consumer goods,Recreational products,Gallarate,1792
1260,Persol,Consumer goods,Clothing & accessories,Agordo,1917
1261,Perugina,Consumer goods,Food products,Perugia,1907
1262,Piaggio Aerospace,Industrials,Aerospace & defense,Genoa,1884
1263,Piaggio,Consumer goods,Automobiles,Pontedera,1884
1264,Pinarello,Consumer goods,Recreational products,Treviso,1952
1265,Pininfarina,Consumer goods,Automobiles,Cambiano,1930
1266,Pirelli,Consumer goods,Tires,Milan,1872
1267,Pogliaghi,Consumer goods,Recreational products,Milan,1947
1268,Police,Consumer goods,Clothing & accessories,Venice,1983
1269,Poste Air Cargo,Consumer services,Airlines,Rome,1981
1270,Poste italiane,Industrials,Delivery services,Rome,1862
1271,Prada,Consumer goods,Clothing & accessories,Milan,1913
1272,Prinetti & Stucchi,Consumer goods,Recreational products,Milan,1901
1273,Prysmian Group,Industrials,Electrical components & equipment,Milan,2011
1274,RAI,Consumer services,Broadcasting & entertainment,Rome,1924
1275,Rancilio,Consumer goods,Durable household products,Parabiago,1927
1276,Ray-Ban,Consumer goods,Clothing & accessories,Milan,1936
1277,RCS MediaGroup,Consumer services,Publishing,Milan,1927
1278,Rifle,Consumer goods,Clothing & accessories,Prato,1958
1279,Rizzani de Eccher,Industrials,Heavy construction,Pozzuolo del Friuli,1831
1280,Sabelt,Consumer goods,Auto parts,Turin,1972
1281,Saeco,Consumer goods,Durable household products,Bologna,1981
1282,Safilo,Consumer goods,Clothing & accessories,Padua,1934
1283,Salini Impregilo,Industrials,Heavy construction,Milan,2014
1284,Salvatore Ferragamo S.p.A.,Consumer goods,Clothing & accessories,Florence,1928
1285,San Pellegrino,Consumer goods,Beverages,San Pellegrino Terme,1899
1286,Saras S.p.A.,Oil & gas,Oil & gas exploration & production,Sarroch,1962
1287,Seleco,Consumer goods,Consumer electronics,Milan,1965
1288,Selex ES,Industrials,Aerospace,Rome,2013
1289,Sergio Rossi,Consumer goods,Footwear,Milan,1966
1290,Shy,Consumer goods,Clothing & accessories,Venice,2001
1291,Siae Microelettronica,Technology,Telecommunications equipment,Cologno Monzese,1952
1292,SIAI-Marchetti,Industrials,Aerospace,Sesto Calende,1915
1293,Sicom test,Technology,Telecommunications equipment,Trieste,2003
1294,Sigma-Tau,Health care,Pharmaceuticals,Pomezia,1957
1295,Simmel Difesa,Industrials,Defense,Colleferro,1948
1296,Smeg,Consumer goods,Durable household products,Guastalla,1948
1297,Snam,Utilities,Gas distribution,San Donato Milanese,1941
1298,SNAV,Industrials,Marine transportation,Naples,1958
1299,Società Generale Immobiliare,Financials,Real estate holding & development,Rome,1862
1300,Società Torinese Automobili Rapid,Consumer goods,Automobiles,Turin,1904
1301,Soilmec,Industrials,Commercial vehicles & trucks,Cesena,1969
1302,Somec,Consumer goods,Recreational products,Lugo,1973
1303,Sparco,Consumer goods,Auto parts,Volpiano,1977
1304,SPEA,Technology,Semiconductors,Volpiano,1976
1305,Suomy,Consumer goods,Auto parts,Inverigo,1997
1306,Superga,Consumer goods,Footwear,Turin,1911
1307,Tanfoglio,Industrials,Defense,Gardone Val Trompia,1948
1308,Techint,Conglomerates,-,Milan,1945
1309,Technogym,Consumer goods,Recreational products,Cesena,1983
1310,Terra Modena,Consumer goods,Automobiles,Modena,2015
1311,Tirrenia,Industrials,Marine transportation,Naples,1936
1312,Tod's,Consumer goods,Clothing & accessories,Sant'Elpidio a Mare,1920
1313,Trussardi,Consumer goods,Clothing & accessories,Milan,1911
1314,Tuaca,Consumer goods,Distillers & vintners,Livorno,1938
1315,UBI Banca,Financials,Banks,Bergamo,2003
1316,UniCredit,Financials,Banks,Porta Nuova,1998
1317,Unipol,Financials,Banks,Bologna,1963
1318,UnoAErre,Consumer goods,Clothing & accessories,Arezzo,1926
1319,Valentino SpA,Consumer goods,Clothing & accessories,Milan,1960
1320,Versace,Consumer goods,Clothing & accessories,Milan,1978
1321,Vespa,Consumer goods,Automobiles,Pontedera,1946
1322,VF Venieri,Industrials,Commercial vehicles & trucks,Lugo,1948
1323,Viberti,Consumer goods,Automobiles,Pescara,1922
1324,Vibram,Consumer goods,Footwear,Albizzate,1937
1325,Vignale,Industrials,Commercial vehicles & trucks,Turin,1948
1326,Viscount,Consumer goods,Recreational products,Mondaino,1969
1327,VM Motori,Consumer goods,Auto parts,Cento,1947
1328,Voiello,Consumer goods,Food products,Torre Annunziata,1879
1329,Vyrus,Consumer goods,Automobiles,Coriano,2001
1330,Webuild,Industrials,Heavy construction,Milan,1959
1331,Wilier Triestina,Consumer goods,Recreational products,Rossano Veneto,1906
1332,YOOX Net-a-Porter Group,Consumer services,Clothing & accessories,Milan,2015
