,name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
5206,GREIF,5556000000,390000000,2927000000,16000,,USA,,,
5207,WORTHINGTON INDUSTRIES,5242000000,379000000,2929000000,9000,,USA,,,
5208,ZHONGTIAN FINANCIAL GROUP COMPANY,714000000,-934000000,2931000000,5950,,China,,,
5209,SOUTH JERSEY INDUSTRIES,1992000000,88000000,2928000000,1173,,USA,,,
5210,JIANGSU CHANGSHU RURAL COMMERCIAL BANK,1101000000,318000000,2929000000,6864,,China,,,
5211,CHENGDU KANGHONG PHARMACEUTICALS GROUP CO. LTD,525000000,61000000,2925000000,,,China,,,
5212,JOYOUNG,1534000000,108000000,2929000000,,,China,,,
5213,DINGDONG (CAYMAN) LTD,,,2915000000,,,China,,,
5214,MARATHON PATENT GROUP,150000000,-36000000,2924000000,9,,USA,,,
5215,CORPORATION BANK,2103000000,-822000000,,,,India,,,
5216,FONDUL PROPRIETATEA SA,1143000000,1118000000,2921000000,,,Romania,,,
5217,MEDACTA GROUP SA,400000000,56000000,2918000000,,,Switzerland,,,
5218,MGE ENERGY,606000000,105000000,2918000000,706,,USA,https://en.wikipedia.org/wiki/MGE_Energy,https://twitter.com/mgemadison?lang=en,
5219,COM7 PUBLIC COMPANY,1415000000,73000000,2922000000,,,Thailand,,,
5220,FREIGHTWAYS,538000000,43000000,2918000000,,,New Zealand,,,
"5221,""XIAMEN BANK CO., LTD."",,,2907000000,2840,,China,,,"
5222,BIN DAWOOD HOLDING COMPANY,1169000000,64000000,2914000000,,,Saudi Arabia,,,
5223,VIDRALA,1196000000,160000000,2905000000,3500,,Spain,,,
5224,PANDOX AB (PUBL),347000000,65000000,2912000000,,,Sweden,,,
5225,IWATANI CORPORATION,5038000000,219000000,2907000000,1275,,Japan,,,
5226,BEIJING GEOENVIRON ENGINEERING & TECHNOLOGY,,,2909000000,3184,,China,,,
5227,NEWLAND DIGITAL TECHNOLOGY,1120000000,102000000,2905000000,6570,,China,,,
5228,HUNAN ZHONGKE ELECTRIC,,,2905000000,1110,,China,,,
5229,HISENSE VISUAL TECHNOLOGY,6811000000,165000000,2911000000,80000,,China,,,
5230,SHENZHEN CHANGHONG TECHNOLOGY,164000000,16000000,2913000000,,,China,,,
"5231,""LEGALZOOM.COM, INC."",575000000,-108000000,2895000000,1218,,USA,,,"
5232,USINAS SIDERURGICAS DE MINAS GERAIS,6637000000,1784000000,2900000000,,,Brazil,,,
5233,JMDC,159000000,24000000,2895000000,582,,Japan,,,
5234,CHUGOKU ELECTRIC POWER,8294000000,-290000000,2903000000,13163,,Japan,,,
5235,ABM INDUSTRIES INCORPORATED,6228000000,126000000,2904000000,124000,,USA,,,
5236,SHANGRI-LA ASIA,1241000000,-290000000,2900000000,29400,,Hong Kong,https://en.wikipedia.org/wiki/Shangri-La_Hotels_and_Resorts,https://twitter.com/shangrilahotels,
5237,SHANGRI-LA ASIA LIMITED,,,2901000000,,,Hong Kong,,,
5238,KONTOOR BRANDS,2475000000,195000000,2903000000,14000,,USA,,,
5239,DENKA COMPANY,2808000000,190000000,2903000000,6316,,Japan,https://en.wikipedia.org/wiki/Denka_(company),,
5240,FORTIS HEALTHCARE,706000000,69000000,2900000000,23000,,India,,,
"5241,""RELAY THERAPEUTICS, INC."",3000000,-363000000,2896000000,245,,USA,,,"
5242,SHENZHEN YINGHE TECHNOLOGY CO. LTD,757000000,45000000,2903000000,3544,,China,,,
5243,GODREJ INDUSTRIES,1762000000,82000000,2898000000,1046,,India,https://en.wikipedia.org/wiki/Godrej_Industries_Ltd,,
5244,TROAX GROUP AB (PUBL),278000000,43000000,2898000000,,,Sweden,,,
5245,GANSU SHANGFENG CEMENT,1210000000,317000000,2902000000,2433,,China,,,
5246,QATAR ALUMINIUM MANUFACTURING COMPANY Q.P.S.C.,,,2902000000,,,Qatar,,,
5247,SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY,255000000,51000000,2886000000,,,China,,,
5248,SOFTWARE AKTIENGESELLSCHAFT,833000000,83000000,2888000000,,,Germany,,,
5249,YAMAZAKI BAKING,7684000000,76000000,2885000000,19832,,Japan,https://en.wikipedia.org/wiki/Yamazaki_Baking,,
5250,ABM INDUSTRIES,6228000000,126000000,2887000000,124000,,USA,,,
5251,SKYLARK HOLDINGS,0,0,2894000000,48480,,Japan,,,
5252,INGEVITY CORPORATION,1391000000,118000000,2891000000,1850,,USA,,,
5253,SHAANXI YANCHANG PETROLEUM CHEMICAL ENGINEERING,,,2885000000,,,China,,,
5254,EUROPCAR MOBILITY GROUP,0,0,2890000000,8999,,France,,,
5255,UNIQA INSURANCE GROUP AG,,,2888000000,,,Austria,,,
5256,KOREA GAS CORPORATION,20586000000,711000000,2887000000,,,South Korea,https://en.wikipedia.org/wiki/Korea_Gas_Corporation,,
5257,VINATI ORGANICS,202000000,43000000,2894000000,865,,India,,,
5258,ALBANY INTERNATIONAL,929000000,118000000,2894000000,4100,,USA,,,
5259,CHENGDU XINGRONG ENVIRONMENT,980000000,217000000,2892000000,4200,,China,,,
5260,SHANDONG HEAD,,,2889000000,,,China,,,
"5261,""FREEDOM HOLDINGS, INC."",,,2886000000,2028,,Kazakhstan,,,"
5262,SIRIUS INTERNATIONAL INSURANCE GROUP,,,2894000000,,,Bermuda,,,
"5263,""LECRON INDUSTRIAL DEVELOPMENT GROUP CO., LTD."",,,2882000000,,,China,,,"
5264,INSTRUCTURE,405000000,-88000000,2877000000,1283,,USA,,,
5265,YUEXIU PROPERTY COMPANY,8350000000,522000000,2882000000,10100,,Hong Kong,,,
5266,CAREL INDUSTRIES,333000000,35000000,2883000000,,,Italy,,,
5267,ST. GALLER KANTONALBANK AG,514000000,188000000,2878000000,,,Switzerland,,,
5268,RAMSAY GENERALE DE SANTE SA,4021000000,65000000,2884000000,,,France,,,
5269,KAJARIA CERAMICS,463000000,47000000,2884000000,2521,,India,,,
"5270,""HENAN ZHONGFU INDUSTRIAL CO.,LTD"",,,2877000000,,,China,,,"
5271,SBM OFFSHORE,3672000000,400000000,2871000000,4507,,Netherlands,,,
5272,HISAMITSU PHARMACEUTICAL,877000000,70000000,2870000000,2745,,Japan,,,
5273,KEYWORDS STUDIOS,512000000,34000000,2867000000,,,Ireland,,,
5274,MERCANTILE INVESTMENT TRUST (THE),314000000,311000000,2872000000,,,UK,,,
5275,VICTREX,413000000,97000000,2870000000,900,,UK,,,
5276,GUODIAN CHANGYUAN ELECTRIC POWER,,,2873000000,,,China,,,
5277,BANK OF QINGDAO,1513000000,356000000,2867000000,,,China,,,
5278,CENTRAL CHINA SECURITIES,636000000,75000000,2869000000,,,China,,,
5279,GUOSHENG FINANCIAL HOLDING,342000000,11000000,2869000000,,,China,,,
5280,MAPLE LEAF FOODS,3476000000,78000000,2870000000,,,Canada,https://en.wikipedia.org/wiki/Maple_Leaf_Foods,https://twitter.com/mapleleaffoods,https://www.facebook.com/MapleLeafFoods/
5281,UNICAJA BANCO,,1228000000,2871000000,,,Spain,,,
5282,JOLYWOOD (SUZHOU) SUNWATT,,,2874000000,,,China,,,
5283,ENOVIX CORPORATION,0,-125000000,2873000000,206,,USA,,,
5284,ALM. BRAND A/S,781000000,89000000,2871000000,1725,,Denmark,,,
5285,JASMINE TELECOM SYSTEMS PUBLIC COMPANY,,,2871000000,,,Thailand,,,
5286,HANMI SCIENCE,711000000,32000000,2856000000,2419,,South Korea,,,
5287,XINYU IRON & STEEL CO. LTD,15267000000,632000000,2858000000,,,China,,,
5288,AKBANK T.A.S,2175000000,668000000,2857000000,,,Turkey,,,
5289,HANG LUNG GROUP,1392000000,330000000,2857000000,4626,,Hong Kong,https://en.wikipedia.org/wiki/Hang_Lung_Group,,
5290,COLONY CAPITAL,,,,250,,USA,,,
5291,ALFRESA HOLDINGS CORPORATION,18867000000,235000000,2861000000,1004,,Japan,,,
5292,KAINOS GROUP,356000000,41000000,2861000000,,,UK,,,
"5293,""KYMERA THERAPEUTICS, INC."",72000000,-100000000,2855000000,80,,USA,,,"
5294,BADGER METER,505000000,60000000,2860000000,1837,,USA,,,
5295,PATTERSON COMPANIES,6499000000,203000000,2863000000,7800,,USA,,,
5296,CIMC ENRIC HOLDINGS,,,2862000000,,,China,,,
5297,GENTHERM,1046000000,93000000,2861000000,10474,,USA,https://en.wikipedia.org/wiki/Cresco_Labs,,
5298,INTERNATIONAL BANCSHARES CORPORATION,,253000000,2860000000,2254,,USA,,,
5299,ULVAC,1335000000,108000000,2864000000,6370,,Japan,,,
5300,DIAGNOSTICOS DA AMERICA,2050000000,-44000000,2852000000,,,Brazil,,,
5301,MILLICOM INTERNATIONAL CELLULAR,4617000000,591000000,2847000000,22000,,Luxembourg,https://en.wikipedia.org/wiki/Millicom,,
5302,SOFTWARE AG,919000000,92000000,2853000000,,,Germany,,,
5303,MOBILE TELECOMMUNICATIONS COMPANY SAUDI ARABIA,2107000000,57000000,2852000000,,,Saudi Arabia,,,
5304,GERRESHEIMER AG,1652000000,92000000,2845000000,9872,,Germany,https://en.wikipedia.org/wiki/Gerresheimer,,
5305,SMS,,,2847000000,13793,,Japan,,,
5306,FRASERS CENTREPOINT TRUST,250000000,123000000,2848000000,,,Singapore,,,
5307,NETLINK NBN TRUST,271000000,65000000,2846000000,,,Singapore,,,
5308,RANPAK HOLDINGS,383000000,-2000000,2849000000,875,,USA,https://en.wikipedia.org/wiki/Ranpak,,
5309,GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT,770000000,247000000,2845000000,,,China,,,
5310,FALCK RENEWABLES,627000000,-20000000,2851000000,,,Italy,https://en.wikipedia.org/wiki/Falck_Renewables,,
5311,AIRPORT CITY,252000000,430000000,2845000000,,,Israel,,,
5312,BEIJING SANJU ENVIRONMENTAL PROTECTION & NEW MATERIALS,837000000,12000000,2850000000,,,China,,,
5313,SOLAR INDUSTRIES INDIA,479000000,55000000,2848000000,,,India,,,
5314,GRINDWELL NORTON,252000000,37000000,2849000000,3973,,India,,,
5315,INVITAE CORPORATION,460000000,-379000000,2841000000,3000,,USA,,,
5316,PAYSAFE LIMITED,1487000000,-110000000,2837000000,,,UK,,,
5317,OLO INC.,149000000,-42000000,2844000000,639,,USA,,,
5318,TANGSHAN SANYOU CHEMICAL INDUSTRIES,3373000000,243000000,2837000000,,,China,,,
5319,ASHMORE GROUP,299000000,104000000,2844000000,,,UK,https://en.wikipedia.org/wiki/Ashmore_Group,,
5320,23ANDME HOLDING CO.,271000000,-217000000,2842000000,746,,USA,,,
5321,NIPPON ACCOMMODATIONS FUND,172000000,72000000,2837000000,,,Japan,,,
5322,CHINA GRAND PHARMACEUTICAL AND HEALTHCARE HOLDINGS,1096000000,306000000,2844000000,,,Hong Kong,,,
5323,JINHUI LIQUOR,260000000,47000000,2840000000,,,China,,,
5324,MAPLETREE NORTH ASIA COMMERCIAL TRUST,287000000,-195000000,2836000000,,,Singapore,,,
5325,INNER MONGOLIA YITAI COAL,7374000000,1258000000,2842000000,,,China,,,
5326,ARCSOFT CORPORATION,573000000,140000000,2844000000,670,,USA,https://en.wikipedia.org/wiki/ArcSoft,,
5327,ASHTROM GROUP,1419000000,100000000,2836000000,,,Israel,,,
5328,LOTES,25000000,3000000,2835000000,,,Taiwan,,,
5329,ENERPLUS CORPORATION,1014000000,180000000,2838000000,,,Canada,https://en.wikipedia.org/wiki/Enerplus,,
5330,ATRICURE,274000000,50000000,2830000000,875,,USA,,,
5331,BRAVIDA HOLDING AB (PUBL),2319000000,122000000,2825000000,,,Sweden,,,
5332,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,1257000000,1239000000,2828000000,,,UK,,,
5333,SHENZHEN ZHONGJIN LINGNAN NONFEMET CO. LTD.,,,2825000000,,,China,,,
5334,THAI UNION GROUP PUBLIC COMPANY,3903000000,213000000,2834000000,,,Thailand,,,
5335,GOME RETAIL HOLDINGS LIMITED,,,2829000000,,,China,,,
5336,COLUMBIA BANKING SYSTEM,,202000000,2831000000,2162,,USA,,,
5337,SWEETGREEN,,,,4877,,USA,https://en.wikipedia.org/wiki/Sweetgreen,,
5338,BOHAI LEASING,,,2830000000,,,China,,,
5339,CHINA SOUTH PUBLISHING & MEDIA GROUP CO. LTD,1649000000,220000000,2826000000,,,China,,,
5340,FORTRESS TRANSPORTATION AND INFRASTRUCTURE INVESTORS LLC,455000000,-104000000,2831000000,600,,USA,,,
5341,ZHEJIANG WANLIYANG,797000000,-109000000,2833000000,,,China,,,
5342,PT INDOCEMENT TUNGGAL PRAKARSA TBK,997000000,121000000,2822000000,5246,,Indonesia,,,
5343,GRUPO FINANCIERO GALICIA,2114000000,226000000,2824000000,,,Argentina,,,
5344,ROBINSONS LAND CORPORATION,,,,1929,,Philippines,,,
5345,ORANGE POLSKA,2813000000,394000000,2818000000,,,Poland,,,
5346,WH SMITH,1176000000,-109000000,2823000000,14321,,UK,https://en.wikipedia.org/wiki/WHSmith,,
5347,TRI POINTE GROUP,3982000000,469000000,2818000000,1390,,USA,,,
"5348,""ARBOR REALTY TRUST, INC."",799000000,339000000,2820000000,579,,USA,,,"
5349,AEON REIT INVESTMENT CORPORATION,258000000,86000000,2821000000,,,Japan,,,
5350,MVV ENERGIE AG,4669000000,218000000,2818000000,,,Germany,,,
5351,OTTER TAIL CORPORATION,1196000000,176000000,2816000000,2487,,USA,,,
5352,DB HITEK,909000000,237000000,2817000000,,,South Korea,,,
5353,NAGARRO SE,546000000,30000000,2816000000,,,Germany,,,
5354,HOSTESS BRANDS,1142000000,119000000,2817000000,2600,,USA,,,
5355,SANQUAN FOOD,1010000000,93000000,2816000000,,,China,,,
5356,URBAN OUTFITTERS,4548000000,310000000,2812000000,19000,,USA,,,
5357,SAMSUNG CARD,2009000000,412000000,2808000000,,,South Korea,https://en.wikipedia.org/wiki/Samsung_Card,https://twitter.com/withsamsungcard,
5358,SOLVAC,329000000,323000000,2805000000,,,Belgium,,,
5359,KLCC REAL ESTATE INVESTMENT TRUST,,,2814000000,,,Malaysia,,,
5360,C&D INTERNATIONAL INVESTMENT GROUP,7777000000,461000000,2812000000,7597,,Hong Kong,,,
5361,COSCO SHIPPING PORTS,1208000000,354000000,2814000000,,,Hong Kong,,,
5362,SIASUN ROBOT&AUTOMATION,480000000,-82000000,2812000000,,,China,,,
5363,LIEN HWA INDUSTRIAL HOLDINGS CORPORATION,374000000,135000000,2808000000,,,Taiwan,,,
5364,CHINA NATIONAL ACCORD MEDICINES CORPORATION,9947000000,194000000,2811000000,,,China,,,
5365,SATURDAY,,,2809000000,,,China,,,
5366,SINGAPORE PRESS HOLDINGS,330000000,68000000,2808000000,3540,,Singapore,,,
5367,CHINESE UNIVERSE PUBLISHING AND MEDIA GROUP,1559000000,297000000,2809000000,,,China,,,
5368,YAMADA DENKI,11817000000,369000000,2803000000,19985,,Japan,https://en.wikipedia.org/wiki/Yamada_Denki,,
5369,SANSTEEL MINGUANG.FUJIAN,,,2797000000,,,China,,,
5370,COMSYS HOLDINGS CORPORATION,4298000000,213000000,2804000000,16844,,Japan,,,
5371,TIANDI SCIENCE & TECHNOLOGY CO.LTD,,,2802000000,,,China,,,
5372,OSSUR,718000000,63000000,2801000000,4000,,Iceland,https://en.wikipedia.org/wiki/%C3%96ssur,,
5373,GRANDBLUE ENVIRONMENT,1714000000,169000000,2804000000,,,China,,,
5374,UNITED STATES CELLULAR CORPORATION,4122000000,155000000,2800000000,5900,,USA,,,
5375,KWS SAAT SE & CO. KGAA,1310000000,110000000,2804000000,5709,,Germany,,,
5376,NATIONAL HEALTH INVESTORS,298000000,111000000,2797000000,17,,USA,,,
5377,TAIWAN BUSINESS BANK,798000000,169000000,2803000000,,,Taiwan,,,
5378,CHINA PETROLEUM ENGINEERING CORPORATION,11617000000,67000000,2800000000,,,China,,,
5379,KENT GIDA MADDELERI SANAYII VE TICARET,0,0,2789000000,,,Turkey,,,
5380,ZHIHU INC.,431000000,-214000000,2791000000,,,China,,,
"5381,""POWERSCHOOL HOLDINGS, INC."",558000000,-33000000,2786000000,2905,,USA,,,"
"5382,""HANG ZHOU IRON & STEEL CO.,LTD."",,,2789000000,,,China,,,"
5383,SSP GROUP,1107000000,-474000000,2789000000,39549,,UK,https://en.wikipedia.org/wiki/SSP_Group,,
5384,MOMENTIVE GLOBAL INC.,443000000,-123000000,2792000000,1600,,USA,,,
5385,EUTELSAT COMMUNICATIONS,1233000000,214000000,2792000000,,,France,,,
5386,SHANGHAI FULLHAN MICROELECTRONICS,,,2776000000,,,China,,,
5387,FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM,3900000000,976000000,2780000000,,,Russia,,,
5388,ACV AUCTIONS INC.,358000000,-78000000,2775000000,1910,,USA,,,
5389,H&K AG,,,2776000000,,,Germany,,,
"5390,""RACKSPACE TECHNOLOGY, INC."",3009000000,-218000000,2783000000,6600,,USA,,,"
"5391,""ZIPRECRUITER, INC."",741000000,1000000,2784000000,,,USA,,,"
5392,PRIMO WATER CORPORATION,2073000000,-3000000,2779000000,11500,,USA,,,
5393,BHARAT HEAVY ELECTRICALS,2523000000,56000000,2776000000,39821,,India,https://en.wikipedia.org/wiki/Bharat_Heavy_Electricals,,
5394,FANGDA SPECIAL STEEL TECHNOLOGY,3155000000,397000000,2780000000,,,China,,,
5395,SEMBCORP INDUSTRIES LTD,5721000000,205000000,2784000000,4500,,Singapore,https://en.wikipedia.org/wiki/Sembcorp,,
5396,CHINA AUTOMOTIVE ENGINEERING RESEARCH INSTITUTE,558000000,101000000,2784000000,,,China,,,
5397,WUHAN JINGCE ELECTRONIC GROUP,350000000,28000000,2783000000,,,China,,,
5398,HUB GROUP,4232000000,171000000,2784000000,,,USA,,,
5399,KENON HOLDINGS,487000000,930000000,2779000000,120,,Singapore,,,
5400,WHITING PETROLEUM CORPORATION,1533000000,427000000,2780000000,,,USA,,,
5401,JMT NETWORK SERVICES PUBLIC COMPANY,100000000,39000000,2782000000,,,Thailand,,,
5402,AUCTION TECHNOLOGY GROUP PLC,,,,,,UK,,,
5403,SHIFT,5000000,-1000000,2773000000,,,Japan,,,
5404,JUSTSYSTEMS CORPORATION,304000000,89000000,2765000000,339,,Japan,,,
5405,CORBION,1180000000,86000000,2773000000,2267,,Netherlands,,,
5406,FP CORPORATION,1428000000,82000000,2768000000,4484,,Japan,,,
5407,SAMSONITE INTERNATIONAL,2020000000,14000000,2767000000,14500,,Luxembourg,,,
5408,JIANGSU GUOMAO REDUCER,428000000,67000000,2771000000,,,China,,,
5409,ASSURA,160000000,183000000,2770000000,,,UK,https://en.wikipedia.org/wiki/Assura_plc,,
5410,PAGEGROUP,1935000000,139000000,2768000000,,,UK,,,
5411,CRISIL,288000000,58000000,2768000000,3609,,India,https://en.wikipedia.org/wiki/CRISIL,,
5412,BRADY CORPORATION,1302000000,149000000,2772000000,5700,,USA,,,
5413,FIRST INTERSTATE BANCSYSTEM,,192000000,2769000000,2330,,USA,https://en.wikipedia.org/wiki/First_Interstate_BancSystem,,
5414,JIANGSU DINGSHENG NEW MATERIAL JOINT-STOCK,,,2767000000,,,China,,,
"5415,""HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD."",,,2766000000,,,China,,,"
5416,TECHNOLOGY ONE,230000000,53000000,2772000000,,,Australia,,,
5417,BANCO COMERCIAL PORTUGUES,,,2773000000,,,Portugal,,,
5418,SIMS METAL MANAGEMENT,5743000000,-310000000,,894,,USA,https://en.wikipedia.org/wiki/Sims_Metal_Management,,
5419,NATIONAL ALUMINIUM COMPANY,1760000000,369000000,2765000000,6496,,India,https://en.wikipedia.org/wiki/National_Aluminium_Company,,
5420,BILLDESK,121000000,,,342,,India,https://en.wikipedia.org/wiki/BillDesk,,
5421,TURKISH AIRLINES,808000000,-100000000,,,,Turkey,,,
5422,UNITED NATURAL FOODS,26950000000,149000000,2772000000,28300,,USA,https://en.wikipedia.org/wiki/United_Natural_Foods,,
5423,NINGBO BOWAY ALLOY MATERIAL COMPANY,,,2773000000,,,China,,,
5424,CETC ENERGY JOINT-STOCK,,,2767000000,,,China,,,
5425,NEVRO,386000000,-131000000,2758000000,945,,USA,,,
5426,SPRINGWORKS THERAPEUTICS,0,-173000000,2761000000,176,,USA,,,
5427,OBIC BUSINESS CONSULTANTS,254000000,86000000,2764000000,842,,Japan,,,
5428,ALAMOS GOLD,633000000,-51000000,2756000000,1700,,Canada,,,
5429,TRINITY INDUSTRIES,1516000000,182000000,2762000000,2000,,USA,,,
5430,FINSBURY GROWTH & INCOME TRUST,279000000,260000000,2759000000,,,UK,https://en.wikipedia.org/wiki/Finsbury_Growth_%26_Income_Trust,,
5431,CORPORACION MOCTEZUMA,797000000,228000000,2760000000,,,Mexico,,,
"5432,""THE NAVIGATOR COMPANY, S.A."",1595000000,171000000,2759000000,,,Portugal,,,"
5433,STEPAN COMPANY,2345000000,137000000,2756000000,2439,,USA,,,
5434,ISETAN MITSUKOSHI HOLDINGS,3053000000,90000000,2755000000,8714,,Japan,,,
5435,SHENZHEN HUAQIANG INDUSTRY,3324000000,128000000,2755000000,,,China,,,
5436,GUANGZHOU GREAT POWER ENERGY AND TECHNOLOGY CO. LTD,,,2758000000,,,China,,,
5437,VOCERA COMMUNICATIONS,0,0,2755000000,745,,USA,,,
5438,JIANGYIN HENGRUN HEAVY INDUSTRIES CO. LTD,,,2758000000,,,China,,,
5439,NIZHNEKAMSKNEFTEKHIM,2527000000,148000000,2748000000,,,Russia,,,
5440,SHANGHAI BELLING,,,2747000000,,,China,,,
5441,FIRST ADVANTAGE CORP,712000000,16000000,2752000000,5500,,USA,,,
5442,ACTIVIA PROPERTIES,222000000,109000000,2753000000,,,Japan,,,
5443,VECTOR LIMITED,752000000,131000000,2746000000,970,,New Zealand,,,
5444,UNITED INDUSTRIAL CORPORATION,,,2748000000,2300,,Singapore,,,
5445,ZHEJIANG JIECANG LINEAR MOTION TECHNOLOGY,384000000,39000000,2746000000,,,China,,,
5446,KOREA AEROSPACE INDUSTRIES,1917000000,48000000,2748000000,,,South Korea,https://en.wikipedia.org/wiki/Korea_Aerospace_Industries,https://twitter.com/koreaaerospace_,https://www.facebook.com/KoreaAerospace/
5447,NV BEKAERT SA,5337000000,448000000,2753000000,,,Belgium,,,
5448,SHANGHAI TUNNEL ENGINEERING,9055000000,348000000,2749000000,,,China,,,
5449,CANADIAN WESTERN BANK,781000000,274000000,2745000000,2505,,Canada,https://en.wikipedia.org/wiki/Canadian_Western_Bank,https://twitter.com/cwbcommunity,https://www.facebook.com/cwbcommunity/
5450,BELDEN,2408000000,63000000,2750000000,6500,,USA,,,
5451,ROYAL VOLKERWESSELS NV,,,,,,Netherlands,,,
5452,YANCOAL AUSTRALIA LTD,4107000000,585000000,2749000000,,,Australia,,,
5453,LUOYANG GLASS COMPANY,,,2745000000,,,China,,,
5454,CHINA REFORM HEALTH MANAGEMENT AND SERVICES GROUP,,,2749000000,,,China,,,
5455,TOHO GAS,3760000000,113000000,2743000000,6198,,Japan,,,
5456,DBAPPSECURITY,265000000,2000000,2737000000,,,China,,,
5457,CNOVA,2389000000,-55000000,2738000000,,,Netherlands,https://en.wikipedia.org/wiki/Cnova,,
5458,PAGERDUTY,281000000,-107000000,2744000000,950,,USA,,,
5459,DAELIM INDUSTRIAL,0,0,2740000000,,,South Korea,https://en.wikipedia.org/wiki/Daelim,,
5460,ATRIUM LJUNGBERG AB (PUBL),328000000,398000000,2737000000,,,Sweden,,,
5461,JAPAN LOGISTICS FUND,133000000,59000000,2738000000,,,Japan,,,
5462,FINANCIAL STREET HOLDINGS,3515000000,239000000,2735000000,,,China,,,
5463,MACRONIX INTERNATIONAL,1671000000,395000000,2735000000,3992,,Taiwan,,,
5464,MAKEMYTRIP,4000000,-1000000,2739000000,5200,,India,https://en.wikipedia.org/wiki/MakeMyTrip,https://twitter.com/makemytrip,https://www.facebook.com/makemytrip/
5465,HYUNDAI MIPO DOCKYARD,2160000000,-119000000,2741000000,,,South Korea,https://en.wikipedia.org/wiki/Hyundai_Mipo_Dockyard,,
5466,ANTONG HOLDINGS,1134000000,257000000,2736000000,,,China,,,
5467,AGGREKO,223000000,,,,,UK,,,
5468,SHANGHAI LIANGXIN ELECTRICAL,586000000,61000000,2744000000,,,China,,,
5469,PT SARATOGA INVESTAMA SEDAYA TBK,,,2740000000,,,Indonesia,,,
5470,PARAMOUNT RESOURCES,1063000000,181000000,2742000000,,,Canada,,,
5471,KINDRED GROUP,1671000000,391000000,2729000000,1564,,Malta,https://en.wikipedia.org/wiki/Kindred_Group,,
5472,SHANGHAI BRIGHT POWER SEMICONDUCTOR,,,2729000000,,,China,,,
5473,BRII BIOSCIENCES LIMITED,,,2733000000,,,China,,,
5474,SUMITOMO RUBBER INDUSTRIES,6830000000,215000000,2729000000,36650,,Japan,,,
5475,SIAM GLOBAL HOUSE PUBLIC COMPANY,927000000,93000000,2733000000,,,Thailand,,,
5476,CRANSWICK,2365000000,121000000,2733000000,6988,,UK,https://en.wikipedia.org/wiki/Cranswick_plc,,
5477,FLAGSTAR BANCORP,,533000000,2727000000,5395,,USA,,,
5478,MOOG,2851000000,157000000,2732000000,14000,,USA,,,
5479,HMS NETWORKS AB (PUBL),209000000,38000000,2727000000,,,Sweden,https://en.wikipedia.org/wiki/HMS_Networks,,
5480,CEDAR FAIR,1338000000,-48000000,2728000000,46000,,USA,,,
5481,SINOSOFT,85000000,2000000,2734000000,,,China,,,
"5482,""JENKEM TECHNOLOGY CO., LTD."",,,2725000000,,,China,,,"
5483,ARENDALS FOSSEKOMPANI ASA,476000000,16000000,2731000000,,,Norway,,,
5484,SHAKE SHACK,739000000,-8000000,2723000000,9695,,USA,,,
5485,KEIKYU CORPORATION,1935000000,91000000,2718000000,9034,,Japan,,,
5486,PRIMARY HEALTH PROPERTIES,192000000,186000000,2721000000,,,UK,,,
5487,CENTRAL BANCOMPANY,,-10001000000,2716000000,32335,,USA,,,
5488,KATITAS,739000000,50000000,2722000000,693,,Japan,,,
"5489,""GUANGDONG DONGPENG HOLDINGS CO., LTD."",,,2718000000,,,China,,,"
5490,BOISE CASCADE COMPANY,7926000000,712000000,2715000000,6110,,USA,,,
5491,SENDAS DISTRIBUIDORA S.A.,8243000000,317000000,2714000000,,,Brazil,,,
5492,TOTVS,641000000,72000000,2708000000,,,Brazil,https://en.wikipedia.org/wiki/TOTVS,,
5493,JFROG LTD,206000000,-64000000,2707000000,662,,USA,,,
5494,INDIAMART INTERMESH LIMITED,94000000,37000000,2713000000,2826,,India,https://en.wikipedia.org/wiki/IndiaMART,,
5495,NS SOLUTIONS CORPORATION,1973000000,146000000,2712000000,7035,,Japan,,,
5496,POWERTECH TECHNOLOGY,2769000000,294000000,2705000000,,,Taiwan,,,
5497,SHANGHAI WEAVER NETWORK,291000000,45000000,2712000000,,,China,,,
5498,LAGERCRANTZ GROUP AB (PUBL),517000000,54000000,2714000000,,,Sweden,,,
5499,ENERGIZER HOLDINGS,3021000000,160000000,2714000000,6000,,USA,,,
5500,HG CAPITAL TRUST,803000000,790000000,2710000000,,,UK,,,
5501,DYCOM INDUSTRIES,3130000000,48000000,2709000000,14276,,USA,,,
5502,LIER CHEMICAL,,,2705000000,,,China,,,
5503,TAKARA BIO,494000000,145000000,2697000000,1517,,Japan,,,
5504,SECUNET SECURITY NETWORKS,337000000,43000000,2702000000,,,Germany,,,
5505,HANMI PHARM,900000000,50000000,2695000000,,,South Korea,,,
5506,NUVASIVE,1138000000,-64000000,2697000000,2900,,USA,,,
5507,TURK TELEKOMUNIKASYON ANONIM SIRKETI,1886000000,317000000,2698000000,34034,,Turkey,,,
5508,ROBERTET SA,606000000,71000000,2703000000,,,France,,,
